"CA Imports by HS Commodities"
"Current date: 05/04/2020 1:44 PM (Eastern Daylight Time)"
"Country: World Total"
"Measures: Total Value ($US)"
"Time","State","Total Value ($US)",
"January 2015","California","31,188,349,163"
"February 2015","California","26,521,239,987"
"January 2016","California","31,164,867,454"
"February 2016","California","31,338,206,905"
"January 2017","California","34,870,044,790"
"February 2017","California","29,736,342,470"
"January 2018","California","37,296,923,108"
"February 2018","California","33,224,556,638"
"January 2019","California","34,363,191,927"
"February 2019","California","29,528,124,610"
"January 2020","California","31,991,493,645"
"February 2020","California","26,574,046,597"
