"CA Exports by HS Commodities"
"Current date: 05/04/2020 1:44 PM (Eastern Daylight Time)"
"Country: World Total"
"Measures: Total Value ($US)"
"Time","State","Total Value ($US)",
"January 2015","California","12,591,885,686"
"February 2015","California","12,438,369,189"
"January 2016","California","11,933,514,208"
"February 2016","California","12,104,503,175"
"January 2017","California","13,208,087,477"
"February 2017","California","13,458,899,862"
"January 2018","California","13,730,756,364"
"February 2018","California","14,550,284,801"
"January 2019","California","13,781,791,724"
"February 2019","California","14,295,064,200"
"January 2020","California","13,452,235,830"
"February 2020","California","14,178,444,588"
