NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,zip code tabulation area
ZCTA5 75559,5168.0,,498.0,,75559
ZCTA5 75563,4709.0,,545.0,,75563
ZCTA5 75630,2178.0,,315.0,,75630
ZCTA5 75074,51147.0,,1591.0,,75074
ZCTA5 75088,26234.0,,899.0,,75088
ZCTA5 75089,34374.0,,825.0,,75089
ZCTA5 75101,615.0,,151.0,,75101
ZCTA5 75160,25317.0,,744.0,,75160
ZCTA5 75201,15891.0,,1047.0,,75201
ZCTA5 75210,8578.0,,848.0,,75210
ZCTA5 75212,26320.0,,1068.0,,75212
ZCTA5 75240,28537.0,,1334.0,,75240
ZCTA5 75243,67848.0,,2294.0,,75243
ZCTA5 75246,2357.0,,390.0,,75246
ZCTA5 75249,16482.0,,1190.0,,75249
ZCTA5 75413,246.0,,88.0,,75413
ZCTA5 75417,2628.0,,287.0,,75417
ZCTA5 75423,2801.0,,402.0,,75423
ZCTA5 75426,4625.0,,314.0,,75426
ZCTA5 75436,2159.0,,287.0,,75436
ZCTA5 75439,1087.0,,166.0,,75439
ZCTA5 75457,6464.0,,394.0,,75457
ZCTA5 75042,39178.0,,1429.0,,75042
ZCTA5 75002,70597.0,,1343.0,,75002
ZCTA5 75010,28974.0,,1219.0,,75010
ZCTA5 75023,50061.0,,1272.0,,75023
ZCTA5 75075,36917.0,,868.0,,75075
ZCTA5 72023,37819.0,,951.0,,72023
ZCTA5 72030,631.0,,200.0,,72030
ZCTA5 72031,7198.0,,585.0,,72031
ZCTA5 72040,2894.0,,272.0,,72040
ZCTA5 72103,12846.0,,1302.0,,72103
ZCTA5 72107,170.0,,84.0,,72107
ZCTA5 72001,677.0,,175.0,,72001
ZCTA5 72022,17042.0,,565.0,,72022
ZCTA5 72024,3592.0,,501.0,,72024
ZCTA5 72026,304.0,,134.0,,72026
ZCTA5 72041,1352.0,,179.0,,72041
ZCTA5 72046,4165.0,,293.0,,72046
ZCTA5 72055,905.0,,183.0,,72055
ZCTA5 72063,2144.0,,352.0,,72063
ZCTA5 72072,459.0,,141.0,,72072
ZCTA5 72079,760.0,,247.0,,72079
ZCTA5 72085,240.0,,89.0,,72085
ZCTA5 72087,2103.0,,510.0,,72087
ZCTA5 72101,2946.0,,279.0,,72101
ZCTA5 72120,33310.0,,1221.0,,72120
ZCTA5 72121,3272.0,,421.0,,72121
ZCTA5 72122,521.0,,167.0,,72122
ZCTA5 72139,218.0,,64.0,,72139
ZCTA5 72152,308.0,,111.0,,72152
ZCTA5 72156,395.0,,176.0,,72156
ZCTA5 72165,120.0,,127.0,,72165
ZCTA5 72173,9104.0,,803.0,,72173
ZCTA5 72212,12766.0,,931.0,,72212
ZCTA5 72320,1590.0,,169.0,,72320
ZCTA5 72328,93.0,,91.0,,72328
ZCTA5 72419,1581.0,,263.0,,72419
ZCTA5 72426,188.0,,64.0,,72426
ZCTA5 72437,3556.0,,317.0,,72437
ZCTA5 72555,168.0,,70.0,,72555
ZCTA5 72583,2109.0,,397.0,,72583
ZCTA5 72587,75.0,,60.0,,72587
ZCTA5 72623,1054.0,,339.0,,72623
ZCTA5 72394,495.0,,166.0,,72394
ZCTA5 72415,1532.0,,320.0,,72415
ZCTA5 72431,417.0,,105.0,,72431
ZCTA5 72432,6693.0,,534.0,,72432
ZCTA5 72436,897.0,,225.0,,72436
ZCTA5 72445,75.0,,41.0,,72445
ZCTA5 72456,444.0,,119.0,,72456
ZCTA5 72459,1380.0,,382.0,,72459
ZCTA5 72466,1612.0,,443.0,,72466
ZCTA5 72530,1282.0,,273.0,,72530
ZCTA5 72540,217.0,,118.0,,72540
ZCTA5 72542,3712.0,,407.0,,72542
ZCTA5 72004,1020.0,,230.0,,72004
ZCTA5 72005,133.0,,82.0,,72005
ZCTA5 72014,51.0,,47.0,,72014
ZCTA5 72015,29822.0,,1067.0,,72015
ZCTA5 72032,33539.0,,1180.0,,72032
ZCTA5 72102,3381.0,,705.0,,72102
ZCTA5 72042,5117.0,,227.0,,72042
ZCTA5 72051,850.0,,252.0,,72051
ZCTA5 72081,7157.0,,720.0,,72081
ZCTA5 72110,11472.0,,586.0,,72110
ZCTA5 75114,6392.0,,704.0,,75114
ZCTA5 75135,7725.0,,655.0,,75135
ZCTA5 75143,14304.0,,1095.0,,75143
ZCTA5 75144,3265.0,,347.0,,75144
ZCTA5 75152,5097.0,,663.0,,75152
ZCTA5 75163,2851.0,,537.0,,75163
ZCTA5 75165,43498.0,,966.0,,75165
ZCTA5 75173,4131.0,,509.0,,75173
ZCTA5 75182,6218.0,,111.0,,75182
ZCTA5 75204,30797.0,,1236.0,,75204
ZCTA5 75216,54150.0,,2138.0,,75216
ZCTA5 75217,86896.0,,2585.0,,75217
ZCTA5 75220,43088.0,,1692.0,,75220
ZCTA5 75224,37280.0,,1408.0,,75224
ZCTA5 75238,33220.0,,1051.0,,75238
ZCTA5 75422,3301.0,,559.0,,75422
ZCTA5 75428,10951.0,,303.0,,75428
ZCTA5 75433,2614.0,,263.0,,75433
ZCTA5 75602,22159.0,,1262.0,,75602
ZCTA5 75604,31011.0,,1485.0,,75604
ZCTA5 75633,13553.0,,557.0,,75633
ZCTA5 73030,4362.0,,319.0,,73030
ZCTA5 73036,20920.0,,318.0,,73036
ZCTA5 73041,353.0,,97.0,,73041
ZCTA5 73049,5858.0,,381.0,,73049
ZCTA5 73062,1296.0,,134.0,,73062
ZCTA5 73080,9436.0,,393.0,,73080
ZCTA5 73565,998.0,,110.0,,73565
ZCTA5 73571,124.0,,76.0,,73571
ZCTA5 73647,609.0,,154.0,,73647
ZCTA5 73655,827.0,,122.0,,73655
ZCTA5 73666,226.0,,85.0,,73666
ZCTA5 73667,526.0,,105.0,,73667
ZCTA5 73701,23646.0,,1099.0,,73701
ZCTA5 73722,499.0,,131.0,,73722
ZCTA5 73726,495.0,,94.0,,73726
ZCTA5 73733,335.0,,128.0,,73733
ZCTA5 73741,1712.0,,176.0,,73741
ZCTA5 73742,4384.0,,333.0,,73742
ZCTA5 73772,3997.0,,229.0,,73772
ZCTA5 73834,1513.0,,190.0,,73834
ZCTA5 73859,1384.0,,152.0,,73859
ZCTA5 73931,416.0,,76.0,,73931
ZCTA5 73938,756.0,,141.0,,73938
ZCTA5 73939,1709.0,,232.0,,73939
ZCTA5 73944,531.0,,139.0,,73944
ZCTA5 73949,1523.0,,209.0,,73949
ZCTA5 73555,160.0,,53.0,,73555
ZCTA5 73736,445.0,,130.0,,73736
ZCTA5 73747,475.0,,124.0,,73747
ZCTA5 73074,1095.0,,132.0,,73074
ZCTA5 73077,6808.0,,202.0,,73077
ZCTA5 73089,12689.0,,432.0,,73089
ZCTA5 73096,13684.0,,366.0,,73096
ZCTA5 73122,12789.0,,692.0,,73122
ZCTA5 73102,4996.0,,1826.0,,73102
ZCTA5 73110,33383.0,,748.0,,73110
ZCTA5 73121,3558.0,,302.0,,73121
ZCTA5 73439,7610.0,,298.0,,73439
ZCTA5 72117,14393.0,,1441.0,,72117
ZCTA5 72118,21184.0,,1181.0,,72118
ZCTA5 72128,903.0,,194.0,,72128
ZCTA5 72137,2589.0,,540.0,,72137
ZCTA5 72153,2371.0,,281.0,,72153
ZCTA5 72168,2475.0,,596.0,,72168
ZCTA5 72169,134.0,,56.0,,72169
ZCTA5 72175,291.0,,81.0,,72175
ZCTA5 72330,478.0,,77.0,,72330
ZCTA5 72331,3104.0,,297.0,,72331
ZCTA5 72341,203.0,,83.0,,72341
ZCTA5 72342,4966.0,,561.0,,72342
ZCTA5 72346,564.0,,110.0,,72346
ZCTA5 72529,4814.0,,333.0,,72529
ZCTA5 72453,166.0,,52.0,,72453
ZCTA5 72472,9092.0,,307.0,,72472
ZCTA5 72476,6607.0,,242.0,,72476
ZCTA5 72512,2493.0,,313.0,,72512
ZCTA5 72539,192.0,,138.0,,72539
ZCTA5 72543,12076.0,,489.0,,72543
ZCTA5 72544,624.0,,200.0,,72544
ZCTA5 72567,321.0,,167.0,,72567
ZCTA5 72568,1158.0,,310.0,,72568
ZCTA5 72619,2097.0,,279.0,,72619
ZCTA5 72645,2006.0,,315.0,,72645
ZCTA5 72648,657.0,,395.0,,72648
ZCTA5 72666,140.0,,96.0,,72666
ZCTA5 72682,595.0,,340.0,,72682
ZCTA5 72685,1246.0,,269.0,,72685
ZCTA5 72719,12144.0,,356.0,,72719
ZCTA5 72732,4515.0,,573.0,,72732
ZCTA5 72739,645.0,,216.0,,72739
ZCTA5 72742,660.0,,206.0,,72742
ZCTA5 72751,7218.0,,530.0,,72751
ZCTA5 72764,56445.0,,1472.0,,72764
ZCTA5 72833,4216.0,,579.0,,72833
ZCTA5 72840,2181.0,,433.0,,72840
ZCTA5 72842,1313.0,,374.0,,72842
ZCTA5 72846,4455.0,,502.0,,72846
ZCTA5 72904,22438.0,,1170.0,,72904
ZCTA5 72926,612.0,,173.0,,72926
ZCTA5 72935,474.0,,160.0,,72935
ZCTA5 72946,3702.0,,585.0,,72946
ZCTA5 72948,262.0,,171.0,,72948
ZCTA5 72322,133.0,,69.0,,72322
ZCTA5 72329,193.0,,142.0,,72329
ZCTA5 72355,2285.0,,425.0,,72355
ZCTA5 72370,7744.0,,201.0,,72370
ZCTA5 72373,918.0,,149.0,,72373
ZCTA5 72386,2048.0,,273.0,,72386
ZCTA5 72631,3709.0,,534.0,,72631
ZCTA5 72007,7295.0,,670.0,,72007
ZCTA5 72002,17343.0,,1033.0,,72002
ZCTA5 72058,16878.0,,721.0,,72058
ZCTA5 72086,10253.0,,673.0,,72086
ZCTA5 72067,2642.0,,401.0,,72067
ZCTA5 72070,1968.0,,490.0,,72070
ZCTA5 72074,120.0,,54.0,,72074
ZCTA5 72099,664.0,,28.0,,72099
ZCTA5 73443,3885.0,,414.0,,73443
ZCTA5 73450,1344.0,,146.0,,73450
ZCTA5 73455,673.0,,98.0,,73455
ZCTA5 73461,784.0,,101.0,,73461
ZCTA5 73481,1010.0,,135.0,,73481
ZCTA5 73520,164.0,,49.0,,73520
ZCTA5 73531,485.0,,157.0,,73531
ZCTA5 73559,539.0,,131.0,,73559
ZCTA5 73564,473.0,,125.0,,73564
ZCTA5 73566,1862.0,,209.0,,73566
ZCTA5 73654,846.0,,145.0,,73654
ZCTA5 73658,222.0,,105.0,,73658
ZCTA5 73664,1114.0,,140.0,,73664
ZCTA5 73718,602.0,,109.0,,73718
ZCTA5 73724,1173.0,,203.0,,73724
ZCTA5 73730,753.0,,168.0,,73730
ZCTA5 73754,1060.0,,173.0,,73754
ZCTA5 73766,1302.0,,118.0,,73766
ZCTA5 73773,2040.0,,260.0,,73773
ZCTA5 73844,258.0,,88.0,,73844
ZCTA5 73942,13454.0,,369.0,,73942
ZCTA5 73947,369.0,,82.0,,73947
ZCTA5 73026,10338.0,,711.0,,73026
ZCTA5 73028,3651.0,,373.0,,73028
ZCTA5 73034,44647.0,,984.0,,73034
ZCTA5 73052,6673.0,,314.0,,73052
ZCTA5 73058,193.0,,71.0,,73058
ZCTA5 73063,623.0,,180.0,,73063
ZCTA5 73064,23526.0,,310.0,,73064
ZCTA5 73082,3135.0,,405.0,,73082
ZCTA5 73104,2287.0,,238.0,,73104
ZCTA5 73118,14087.0,,821.0,,73118
ZCTA5 73128,4757.0,,739.0,,73128
ZCTA5 73134,5573.0,,830.0,,73134
ZCTA5 73135,22790.0,,1271.0,,73135
ZCTA5 73141,2600.0,,456.0,,73141
ZCTA5 73160,59401.0,,903.0,,73160
ZCTA5 73434,642.0,,149.0,,73434
ZCTA5 73440,284.0,,113.0,,73440
ZCTA5 73442,413.0,,90.0,,73442
ZCTA5 73447,1319.0,,131.0,,73447
ZCTA5 73460,4609.0,,196.0,,73460
ZCTA5 73487,156.0,,48.0,,73487
ZCTA5 73501,20617.0,,830.0,,73501
ZCTA5 73521,20676.0,,190.0,,73521
ZCTA5 73530,445.0,,100.0,,73530
ZCTA5 73544,241.0,,88.0,,73544
ZCTA5 73547,2331.0,,191.0,,73547
ZCTA5 73551,66.0,,40.0,,73551
ZCTA5 73557,394.0,,184.0,,73557
ZCTA5 73572,3633.0,,254.0,,73572
ZCTA5 73620,1582.0,,412.0,,73620
ZCTA5 73768,1666.0,,168.0,,73768
ZCTA5 73848,2408.0,,248.0,,73848
ZCTA5 73044,23525.0,,930.0,,73044
ZCTA5 73003,24147.0,,753.0,,73003
ZCTA5 73027,1210.0,,366.0,,73027
ZCTA5 73043,155.0,,63.0,,73043
ZCTA5 73048,2438.0,,228.0,,73048
ZCTA5 72129,1111.0,,217.0,,72129
ZCTA5 72553,52.0,,29.0,,72553
ZCTA5 72561,791.0,,185.0,,72561
ZCTA5 72565,685.0,,159.0,,72565
ZCTA5 72579,1470.0,,281.0,,72579
ZCTA5 72617,59.0,,43.0,,72617
ZCTA5 72060,597.0,,181.0,,72060
ZCTA5 72134,210.0,,63.0,,72134
ZCTA5 72205,23242.0,,1074.0,,72205
ZCTA5 72374,731.0,,286.0,,72374
ZCTA5 72454,4937.0,,207.0,,72454
ZCTA5 72440,311.0,,132.0,,72440
ZCTA5 72517,292.0,,169.0,,72517
ZCTA5 72841,195.0,,104.0,,72841
ZCTA5 72945,226.0,,77.0,,72945
ZCTA5 72722,3541.0,,536.0,,72722
ZCTA5 72113,25716.0,,1284.0,,72113
ZCTA5 72181,8.0,,12.0,,72181
ZCTA5 72315,21875.0,,340.0,,72315
ZCTA5 72576,3915.0,,391.0,,72576
ZCTA5 72668,236.0,,144.0,,72668
ZCTA5 72768,974.0,,246.0,,72768
ZCTA5 72449,298.0,,126.0,,72449
ZCTA5 72928,760.0,,226.0,,72928
ZCTA5 72354,2475.0,,353.0,,72354
ZCTA5 72412,492.0,,212.0,,72412
ZCTA5 72019,25948.0,,1209.0,,72019
ZCTA5 72034,50137.0,,971.0,,72034
ZCTA5 72035,1671.0,,320.0,,72035
ZCTA5 72037,35.0,,38.0,,72037
ZCTA5 72059,21.0,,33.0,,72059
ZCTA5 72119,0.0,,12.0,,72119
ZCTA5 72149,0.0,,12.0,,72149
ZCTA5 72325,69.0,,53.0,,72325
ZCTA5 72546,243.0,,155.0,,72546
ZCTA5 72636,6.0,,6.0,,72636
ZCTA5 72670,87.0,,55.0,,72670
ZCTA5 72554,2409.0,,446.0,,72554
ZCTA5 72560,8979.0,,351.0,,72560
ZCTA5 72578,81.0,,62.0,,72578
ZCTA5 72584,316.0,,148.0,,72584
ZCTA5 72616,11237.0,,696.0,,72616
ZCTA5 72628,914.0,,276.0,,72628
ZCTA5 72629,381.0,,149.0,,72629
ZCTA5 72630,253.0,,112.0,,72630
ZCTA5 72634,4338.0,,469.0,,72634
ZCTA5 72639,826.0,,343.0,,72639
ZCTA5 72653,27981.0,,690.0,,72653
ZCTA5 72661,576.0,,200.0,,72661
ZCTA5 72679,31.0,,39.0,,72679
ZCTA5 72683,323.0,,158.0,,72683
ZCTA5 72704,26832.0,,1323.0,,72704
ZCTA5 72721,378.0,,167.0,,72721
ZCTA5 72744,5917.0,,740.0,,72744
ZCTA5 72762,39960.0,,1434.0,,72762
ZCTA5 72747,316.0,,200.0,,72747
ZCTA5 72752,366.0,,186.0,,72752
ZCTA5 72758,40770.0,,1077.0,,72758
ZCTA5 72802,21761.0,,1193.0,,72802
ZCTA5 73569,540.0,,62.0,,73569
ZCTA5 73601,10238.0,,323.0,,73601
ZCTA5 73624,2335.0,,202.0,,73624
ZCTA5 73641,599.0,,139.0,,73641
ZCTA5 73703,30331.0,,1071.0,,73703
ZCTA5 73727,203.0,,85.0,,73727
ZCTA5 73761,350.0,,74.0,,73761
ZCTA5 73771,386.0,,94.0,,73771
ZCTA5 73832,1061.0,,129.0,,73832
ZCTA5 73843,859.0,,147.0,,73843
ZCTA5 73852,2351.0,,302.0,,73852
ZCTA5 73853,657.0,,207.0,,73853
ZCTA5 73858,1554.0,,174.0,,73858
ZCTA5 73860,1518.0,,170.0,,73860
ZCTA5 73005,9585.0,,286.0,,73005
ZCTA5 73008,20240.0,,308.0,,73008
ZCTA5 73014,1937.0,,273.0,,73014
ZCTA5 73016,1714.0,,303.0,,73016
ZCTA5 73018,20214.0,,298.0,,73018
ZCTA5 73032,214.0,,59.0,,73032
ZCTA5 73040,1821.0,,250.0,,73040
ZCTA5 73057,2282.0,,231.0,,73057
ZCTA5 73622,227.0,,84.0,,73622
ZCTA5 73626,1032.0,,163.0,,73626
ZCTA5 73638,204.0,,78.0,,73638
ZCTA5 73642,135.0,,34.0,,73642
ZCTA5 73660,342.0,,76.0,,73660
ZCTA5 73661,403.0,,83.0,,73661
ZCTA5 73663,1384.0,,231.0,,73663
ZCTA5 73673,236.0,,66.0,,73673
ZCTA5 73728,1969.0,,147.0,,73728
ZCTA5 73735,694.0,,153.0,,73735
ZCTA5 73743,119.0,,79.0,,73743
ZCTA5 73746,29.0,,33.0,,73746
ZCTA5 73750,7485.0,,449.0,,73750
ZCTA5 73507,22480.0,,1018.0,,73507
ZCTA5 73528,559.0,,122.0,,73528
ZCTA5 73532,469.0,,92.0,,73532
ZCTA5 73533,27582.0,,359.0,,73533
ZCTA5 73543,1529.0,,217.0,,73543
ZCTA5 73567,652.0,,123.0,,73567
ZCTA5 73570,1083.0,,127.0,,73570
ZCTA5 73573,2479.0,,148.0,,73573
ZCTA5 73627,465.0,,161.0,,73627
ZCTA5 73644,14668.0,,551.0,,73644
ZCTA5 73659,220.0,,68.0,,73659
ZCTA5 73729,535.0,,103.0,,73729
ZCTA5 73628,1655.0,,199.0,,73628
ZCTA5 73632,3337.0,,191.0,,73632
ZCTA5 73646,439.0,,107.0,,73646
ZCTA5 73651,3968.0,,118.0,,73651
ZCTA5 73662,6447.0,,422.0,,73662
ZCTA5 73669,1750.0,,237.0,,73669
ZCTA5 73734,817.0,,155.0,,73734
ZCTA5 73762,2142.0,,341.0,,73762
ZCTA5 73738,1201.0,,173.0,,73738
ZCTA5 73753,414.0,,123.0,,73753
ZCTA5 73760,341.0,,74.0,,73760
ZCTA5 73763,1589.0,,194.0,,73763
ZCTA5 72827,166.0,,101.0,,72827
ZCTA5 72834,10642.0,,538.0,,72834
ZCTA5 72845,1018.0,,275.0,,72845
ZCTA5 72860,611.0,,289.0,,72860
ZCTA5 72901,20985.0,,1118.0,,72901
ZCTA5 72921,14292.0,,977.0,,72921
ZCTA5 72923,4857.0,,35.0,,72923
ZCTA5 72940,2881.0,,553.0,,72940
ZCTA5 72012,13073.0,,775.0,,72012
ZCTA5 72016,3076.0,,507.0,,72016
ZCTA5 72017,540.0,,127.0,,72017
ZCTA5 72027,1404.0,,277.0,,72027
ZCTA5 72029,1908.0,,210.0,,72029
ZCTA5 72065,5205.0,,507.0,,72065
ZCTA5 72073,1085.0,,206.0,,72073
ZCTA5 72080,368.0,,132.0,,72080
ZCTA5 72084,1335.0,,226.0,,72084
ZCTA5 72135,2459.0,,347.0,,72135
ZCTA5 72157,1362.0,,362.0,,72157
ZCTA5 72170,230.0,,76.0,,72170
ZCTA5 72179,370.0,,217.0,,72179
ZCTA5 72209,32016.0,,1857.0,,72209
ZCTA5 72311,117.0,,82.0,,72311
ZCTA5 72417,5024.0,,571.0,,72417
ZCTA5 72422,4549.0,,231.0,,72422
ZCTA5 72455,12279.0,,611.0,,72455
ZCTA5 72462,353.0,,113.0,,72462
ZCTA5 72478,370.0,,160.0,,72478
ZCTA5 72482,1106.0,,191.0,,72482
ZCTA5 72515,0.0,,12.0,,72515
ZCTA5 72528,7.0,,11.0,,72528
ZCTA5 72531,1037.0,,351.0,,72531
ZCTA5 72534,1550.0,,530.0,,72534
ZCTA5 72632,4272.0,,484.0,,72632
ZCTA5 72638,7202.0,,573.0,,72638
ZCTA5 72662,2843.0,,451.0,,72662
ZCTA5 72663,196.0,,118.0,,72663
ZCTA5 72672,282.0,,119.0,,72672
ZCTA5 72687,6460.0,,573.0,,72687
ZCTA5 72703,32352.0,,1566.0,,72703
ZCTA5 72715,15919.0,,535.0,,72715
ZCTA5 72734,8469.0,,708.0,,72734
ZCTA5 72738,2478.0,,471.0,,72738
ZCTA5 72749,122.0,,121.0,,72749
ZCTA5 72760,297.0,,156.0,,72760
ZCTA5 72761,22337.0,,823.0,,72761
ZCTA5 72773,1257.0,,284.0,,72773
ZCTA5 72776,554.0,,208.0,,72776
ZCTA5 72823,6003.0,,470.0,,72823
ZCTA5 72826,46.0,,30.0,,72826
ZCTA5 72838,110.0,,85.0,,72838
ZCTA5 72851,630.0,,168.0,,72851
ZCTA5 72852,115.0,,72.0,,72852
ZCTA5 72853,1771.0,,354.0,,72853
ZCTA5 72933,5828.0,,601.0,,72933
ZCTA5 72865,1562.0,,336.0,,72865
ZCTA5 72908,13698.0,,950.0,,72908
ZCTA5 72927,8338.0,,438.0,,72927
ZCTA5 72934,778.0,,298.0,,72934
ZCTA5 73764,144.0,,75.0,,73764
ZCTA5 73933,1504.0,,101.0,,73933
ZCTA5 73950,1408.0,,170.0,,73950
ZCTA5 73951,1117.0,,193.0,,73951
ZCTA5 73038,1924.0,,155.0,,73038
ZCTA5 73093,3054.0,,287.0,,73093
ZCTA5 73441,165.0,,57.0,,73441
ZCTA5 73491,733.0,,104.0,,73491
ZCTA5 73650,1128.0,,254.0,,73650
ZCTA5 73720,146.0,,56.0,,73720
ZCTA5 73503,10882.0,,740.0,,73503
ZCTA5 73554,3326.0,,180.0,,73554
ZCTA5 73625,653.0,,158.0,,73625
ZCTA5 73739,316.0,,102.0,,73739
ZCTA5 73851,150.0,,77.0,,73851
ZCTA5 73946,56.0,,36.0,,73946
ZCTA5 73012,37639.0,,1134.0,,73012
ZCTA5 73019,0.0,,9.0,,73019
ZCTA5 73025,13019.0,,869.0,,73025
ZCTA5 73705,330.0,,100.0,,73705
ZCTA5 73841,1329.0,,218.0,,73841
ZCTA5 73055,10034.0,,439.0,,73055
ZCTA5 73078,10718.0,,582.0,,73078
ZCTA5 75644,13387.0,,841.0,,75644
ZCTA5 75650,9493.0,,757.0,,75650
ZCTA5 75657,7722.0,,468.0,,75657
ZCTA5 75661,2917.0,,615.0,,75661
ZCTA5 75668,2285.0,,400.0,,75668
ZCTA5 75669,489.0,,178.0,,75669
ZCTA5 75693,7122.0,,360.0,,75693
ZCTA5 75703,41842.0,,1803.0,,75703
ZCTA5 75705,3555.0,,799.0,,75705
ZCTA5 75707,14157.0,,1431.0,,75707
ZCTA5 75758,8119.0,,738.0,,75758
ZCTA5 75472,3685.0,,369.0,,75472
ZCTA5 75491,4913.0,,541.0,,75491
ZCTA5 75501,35834.0,,1246.0,,75501
ZCTA5 75571,2971.0,,499.0,,75571
ZCTA5 75603,5954.0,,729.0,,75603
ZCTA5 75652,16946.0,,826.0,,75652
ZCTA5 75686,13132.0,,437.0,,75686
ZCTA5 75706,9505.0,,1620.0,,75706
ZCTA5 75766,27008.0,,724.0,,75766
ZCTA5 75789,7972.0,,862.0,,75789
ZCTA5 75845,3137.0,,425.0,,75845
ZCTA5 75850,674.0,,314.0,,75850
ZCTA5 75855,2968.0,,484.0,,75855
ZCTA5 75930,2026.0,,384.0,,75930
ZCTA5 75944,1265.0,,219.0,,75944
ZCTA5 75964,19717.0,,1213.0,,75964
ZCTA5 75977,395.0,,152.0,,75977
ZCTA5 75980,2472.0,,364.0,,75980
ZCTA5 75764,166.0,,69.0,,75764
ZCTA5 75840,6627.0,,575.0,,75840
ZCTA5 75934,204.0,,136.0,,75934
ZCTA5 75853,538.0,,171.0,,75853
ZCTA5 75859,1815.0,,337.0,,75859
ZCTA5 75933,1469.0,,521.0,,75933
ZCTA5 75941,8826.0,,486.0,,75941
ZCTA5 75570,11024.0,,495.0,,75570
ZCTA5 75601,16144.0,,994.0,,75601
ZCTA5 75638,5777.0,,550.0,,75638
ZCTA5 75651,1870.0,,510.0,,75651
ZCTA5 75654,12450.0,,961.0,,75654
ZCTA5 75704,10352.0,,1353.0,,75704
ZCTA5 75756,4611.0,,460.0,,75756
ZCTA5 75757,12408.0,,995.0,,75757
ZCTA5 75760,2392.0,,500.0,,75760
ZCTA5 75765,7292.0,,570.0,,75765
ZCTA5 75771,20488.0,,1401.0,,75771
ZCTA5 75773,13640.0,,779.0,,75773
ZCTA5 75790,4154.0,,458.0,,75790
ZCTA5 75831,5494.0,,632.0,,75831
ZCTA5 75839,5330.0,,658.0,,75839
ZCTA5 75848,122.0,,61.0,,75848
ZCTA5 75849,78.0,,39.0,,75849
ZCTA5 75858,0.0,,13.0,,75858
ZCTA5 75904,34059.0,,1234.0,,75904
ZCTA5 75932,1691.0,,330.0,,75932
ZCTA5 75937,925.0,,197.0,,75937
ZCTA5 75956,8510.0,,929.0,,75956
ZCTA5 75973,2657.0,,305.0,,75973
ZCTA5 75449,1351.0,,225.0,,75449
ZCTA5 75480,1857.0,,406.0,,75480
ZCTA5 75459,5285.0,,607.0,,75459
ZCTA5 75468,797.0,,305.0,,75468
ZCTA5 75475,148.0,,90.0,,75475
ZCTA5 75487,1987.0,,406.0,,75487
ZCTA5 75490,2518.0,,268.0,,75490
ZCTA5 75503,25710.0,,1077.0,,75503
ZCTA5 75555,1672.0,,303.0,,75555
ZCTA5 74966,3663.0,,237.0,,74966
ZCTA5 74041,2852.0,,237.0,,74041
ZCTA5 74048,6213.0,,185.0,,74048
ZCTA5 74050,356.0,,100.0,,74050
ZCTA5 74052,1019.0,,117.0,,74052
ZCTA5 74054,800.0,,169.0,,74054
ZCTA5 74071,148.0,,43.0,,74071
ZCTA5 74723,1399.0,,138.0,,74723
ZCTA5 74724,399.0,,89.0,,74724
ZCTA5 74733,3161.0,,336.0,,74733
ZCTA5 74740,2289.0,,192.0,,74740
ZCTA5 74743,8397.0,,215.0,,74743
ZCTA5 74755,111.0,,74.0,,74755
ZCTA5 74801,22194.0,,435.0,,74801
ZCTA5 74820,31480.0,,347.0,,74820
ZCTA5 74856,818.0,,124.0,,74856
ZCTA5 74857,8911.0,,615.0,,74857
ZCTA5 74884,5731.0,,186.0,,74884
ZCTA5 74901,1872.0,,150.0,,74901
ZCTA5 74941,2759.0,,225.0,,74941
ZCTA5 74948,11862.0,,451.0,,74948
ZCTA5 74953,12052.0,,337.0,,74953
ZCTA5 74445,2963.0,,277.0,,74445
ZCTA5 74955,15122.0,,419.0,,74955
ZCTA5 74959,7150.0,,363.0,,74959
ZCTA5 74960,13497.0,,308.0,,74960
ZCTA5 74451,4543.0,,647.0,,74451
ZCTA5 74471,1635.0,,232.0,,74471
ZCTA5 74538,4105.0,,147.0,,74538
ZCTA5 74540,214.0,,42.0,,74540
ZCTA5 74572,633.0,,85.0,,74572
ZCTA5 74578,6138.0,,267.0,,74578
ZCTA5 74636,285.0,,90.0,,74636
ZCTA5 74722,272.0,,77.0,,74722
ZCTA5 74736,1122.0,,165.0,,74736
ZCTA5 74760,335.0,,81.0,,74760
ZCTA5 74761,72.0,,25.0,,74761
ZCTA5 74833,834.0,,114.0,,74833
ZCTA5 74834,7712.0,,379.0,,74834
ZCTA5 74844,406.0,,115.0,,74844
ZCTA5 74849,3061.0,,227.0,,74849
ZCTA5 74850,327.0,,59.0,,74850
ZCTA5 74860,1784.0,,160.0,,74860
ZCTA5 74868,13443.0,,283.0,,74868
ZCTA5 74869,684.0,,137.0,,74869
ZCTA5 74878,1397.0,,152.0,,74878
ZCTA5 74943,162.0,,42.0,,74943
ZCTA5 74954,5194.0,,327.0,,74954
ZCTA5 74956,1739.0,,192.0,,74956
ZCTA5 74133,46067.0,,773.0,,74133
ZCTA5 74135,20849.0,,686.0,,74135
ZCTA5 74332,1679.0,,237.0,,74332
ZCTA5 74333,1129.0,,125.0,,74333
ZCTA5 74338,5353.0,,371.0,,74338
ZCTA5 74354,17926.0,,199.0,,74354
ZCTA5 74367,407.0,,90.0,,74367
ZCTA5 74423,981.0,,143.0,,74423
