NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,zip code tabulation area
ZCTA5 40013,5143.0,,546.0,,40013
ZCTA5 40031,25064.0,,787.0,,40031
ZCTA5 40734,4056.0,,534.0,,40734
ZCTA5 40170,520.0,,272.0,,40170
ZCTA5 40215,20692.0,,1057.0,,40215
ZCTA5 40816,15.0,,22.0,,40816
ZCTA5 40844,99.0,,93.0,,40844
ZCTA5 40849,432.0,,157.0,,40849
ZCTA5 40935,2935.0,,539.0,,40935
ZCTA5 40995,157.0,,93.0,,40995
ZCTA5 40729,4879.0,,695.0,,40729
ZCTA5 40059,19585.0,,713.0,,40059
ZCTA5 40165,35462.0,,851.0,,40165
ZCTA5 40219,39537.0,,1670.0,,40219
ZCTA5 40346,864.0,,237.0,,40346
ZCTA5 40402,2511.0,,455.0,,40402
ZCTA5 40371,3128.0,,378.0,,40371
ZCTA5 40489,4399.0,,509.0,,40489
ZCTA5 40077,382.0,,120.0,,40077
ZCTA5 40175,13932.0,,777.0,,40175
ZCTA5 40831,5205.0,,447.0,,40831
ZCTA5 40056,3161.0,,349.0,,40056
ZCTA5 40206,19804.0,,717.0,,40206
ZCTA5 40513,11100.0,,580.0,,40513
ZCTA5 40801,526.0,,207.0,,40801
ZCTA5 40025,48.0,,26.0,,40025
ZCTA5 40041,385.0,,130.0,,40041
ZCTA5 40075,966.0,,233.0,,40075
ZCTA5 40048,136.0,,202.0,,40048
ZCTA5 40049,112.0,,35.0,,40049
ZCTA5 40063,291.0,,256.0,,40063
ZCTA5 40110,59.0,,53.0,,40110
ZCTA5 43080,5254.0,,552.0,,43080
ZCTA5 43085,26216.0,,965.0,,43085
ZCTA5 43101,285.0,,92.0,,43101
ZCTA5 43102,4500.0,,494.0,,43102
ZCTA5 43154,3770.0,,572.0,,43154
ZCTA5 43156,201.0,,72.0,,43156
ZCTA5 43157,648.0,,180.0,,43157
ZCTA5 43206,22677.0,,929.0,,43206
ZCTA5 43953,11656.0,,548.0,,43953
ZCTA5 43210,12530.0,,1043.0,,43210
ZCTA5 43356,1388.0,,323.0,,43356
ZCTA5 43534,1739.0,,261.0,,43534
ZCTA5 43537,27097.0,,963.0,,43537
ZCTA5 43543,7785.0,,343.0,,43543
ZCTA5 43545,14182.0,,460.0,,43545
ZCTA5 43558,12662.0,,561.0,,43558
ZCTA5 43560,32275.0,,709.0,,43560
ZCTA5 43608,14570.0,,879.0,,43608
ZCTA5 43613,32653.0,,1074.0,,43613
ZCTA5 43615,39786.0,,1861.0,,43615
ZCTA5 43716,1874.0,,502.0,,43716
ZCTA5 43723,5185.0,,299.0,,43723
ZCTA5 43724,9319.0,,338.0,,43724
ZCTA5 43756,4834.0,,273.0,,43756
ZCTA5 43766,1543.0,,297.0,,43766
ZCTA5 43821,4389.0,,506.0,,43821
ZCTA5 43840,1253.0,,319.0,,43840
ZCTA5 43064,14243.0,,504.0,,43064
ZCTA5 43105,7626.0,,353.0,,43105
ZCTA5 43932,836.0,,190.0,,43932
ZCTA5 43988,2263.0,,289.0,,43988
ZCTA5 43107,3399.0,,266.0,,43107
ZCTA5 43317,153.0,,72.0,,43317
ZCTA5 43439,53.0,,48.0,,43439
ZCTA5 43569,2896.0,,258.0,,43569
ZCTA5 43614,31607.0,,940.0,,43614
ZCTA5 43315,7272.0,,565.0,,43315
ZCTA5 43207,47265.0,,1556.0,,43207
ZCTA5 43217,2440.0,,267.0,,43217
ZCTA5 43311,18946.0,,614.0,,43311
ZCTA5 43316,5869.0,,260.0,,43316
ZCTA5 43343,1012.0,,227.0,,43343
ZCTA5 43442,1170.0,,257.0,,43442
ZCTA5 43457,1536.0,,208.0,,43457
ZCTA5 43612,29686.0,,1130.0,,43612
ZCTA5 43947,5297.0,,246.0,,43947
ZCTA5 43521,2742.0,,301.0,,43521
ZCTA5 43044,4866.0,,293.0,,43044
ZCTA5 43147,41000.0,,658.0,,43147
ZCTA5 43221,32913.0,,1089.0,,43221
ZCTA5 43430,4504.0,,321.0,,43430
ZCTA5 43527,1986.0,,248.0,,43527
ZCTA5 43013,809.0,,211.0,,43013
ZCTA5 43076,8421.0,,477.0,,43076
ZCTA5 43003,3005.0,,394.0,,43003
ZCTA5 43151,316.0,,88.0,,43151
ZCTA5 43202,21141.0,,1204.0,,43202
ZCTA5 43337,1149.0,,259.0,,43337
ZCTA5 43556,1765.0,,221.0,,43556
ZCTA5 43617,7268.0,,693.0,,43617
ZCTA5 43772,1880.0,,300.0,,43772
ZCTA5 43943,3029.0,,229.0,,43943
ZCTA5 43030,113.0,,174.0,,43030
ZCTA5 43117,212.0,,181.0,,43117
ZCTA5 43330,119.0,,51.0,,43330
ZCTA5 43403,5501.0,,603.0,,43403
ZCTA5 43433,85.0,,75.0,,43433
ZCTA5 43434,61.0,,28.0,,43434
ZCTA5 43446,88.0,,22.0,,43446
ZCTA5 43463,39.0,,59.0,,43463
ZCTA5 43505,52.0,,20.0,,43505
ZCTA5 43519,333.0,,151.0,,43519
ZCTA5 43523,20.0,,29.0,,43523
ZCTA5 43711,116.0,,107.0,,43711
ZCTA5 43733,0.0,,11.0,,43733
ZCTA5 43736,35.0,,21.0,,43736
ZCTA5 43750,115.0,,101.0,,43750
ZCTA5 43759,57.0,,29.0,,43759
ZCTA5 43761,49.0,,73.0,,43761
ZCTA5 43786,35.0,,23.0,,43786
ZCTA5 43805,81.0,,108.0,,43805
ZCTA5 43836,108.0,,28.0,,43836
ZCTA5 43931,375.0,,144.0,,43931
ZCTA5 43970,80.0,,94.0,,43970
ZCTA5 43985,93.0,,45.0,,43985
ZCTA5 43906,8643.0,,264.0,,43906
ZCTA5 43928,21.0,,33.0,,43928
ZCTA5 43934,466.0,,204.0,,43934
ZCTA5 43935,8870.0,,332.0,,43935
ZCTA5 43945,3189.0,,347.0,,43945
ZCTA5 43946,2136.0,,302.0,,43946
ZCTA5 43968,6212.0,,358.0,,43968
ZCTA5 43623,19936.0,,743.0,,43623
ZCTA5 43730,2287.0,,338.0,,43730
ZCTA5 43734,1738.0,,338.0,,43734
ZCTA5 43767,986.0,,213.0,,43767
ZCTA5 43768,497.0,,323.0,,43768
ZCTA5 43778,1148.0,,271.0,,43778
ZCTA5 43793,4901.0,,357.0,,43793
ZCTA5 43812,18640.0,,608.0,,43812
ZCTA5 43824,4116.0,,456.0,,43824
ZCTA5 43832,7349.0,,406.0,,43832
ZCTA5 43844,3519.0,,417.0,,43844
ZCTA5 43845,4607.0,,216.0,,43845
ZCTA5 43910,3208.0,,495.0,,43910
ZCTA5 43933,1875.0,,335.0,,43933
ZCTA5 43951,64.0,,39.0,,43951
ZCTA5 43977,2289.0,,326.0,,43977
ZCTA5 43541,140.0,,75.0,,43541
ZCTA5 43547,179.0,,95.0,,43547
ZCTA5 43554,2371.0,,310.0,,43554
ZCTA5 43609,21936.0,,1138.0,,43609
ZCTA5 43620,5863.0,,396.0,,43620
ZCTA5 43718,2926.0,,351.0,,43718
ZCTA5 43701,55595.0,,846.0,,43701
ZCTA5 43739,2179.0,,377.0,,43739
ZCTA5 43713,7066.0,,345.0,,43713
ZCTA5 43722,306.0,,158.0,,43722
ZCTA5 43748,2752.0,,220.0,,43748
ZCTA5 43758,3060.0,,397.0,,43758
ZCTA5 43764,8750.0,,493.0,,43764
ZCTA5 43773,3668.0,,582.0,,43773
ZCTA5 43811,835.0,,171.0,,43811
ZCTA5 43843,1062.0,,306.0,,43843
ZCTA5 43915,1172.0,,224.0,,43915
ZCTA5 43942,2767.0,,377.0,,43942
ZCTA5 43983,454.0,,238.0,,43983
ZCTA5 43986,2332.0,,361.0,,43986
ZCTA5 43344,5996.0,,403.0,,43344
ZCTA5 43412,4373.0,,341.0,,43412
ZCTA5 43413,1522.0,,227.0,,43413
ZCTA5 43416,2989.0,,226.0,,43416
ZCTA5 43431,4868.0,,302.0,,43431
ZCTA5 43437,578.0,,121.0,,43437
ZCTA5 43438,202.0,,54.0,,43438
ZCTA5 43456,291.0,,57.0,,43456
ZCTA5 43522,3291.0,,297.0,,43522
ZCTA5 43548,587.0,,143.0,,43548
ZCTA5 43551,38839.0,,676.0,,43551
ZCTA5 43605,26096.0,,855.0,,43605
ZCTA5 43616,20380.0,,321.0,,43616
ZCTA5 43720,1331.0,,274.0,,43720
ZCTA5 43732,1448.0,,209.0,,43732
ZCTA5 43735,438.0,,192.0,,43735
ZCTA5 43754,1618.0,,267.0,,43754
ZCTA5 43760,2138.0,,540.0,,43760
ZCTA5 43762,5997.0,,507.0,,43762
ZCTA5 43830,5775.0,,606.0,,43830
ZCTA5 43837,1658.0,,309.0,,43837
ZCTA5 43901,1984.0,,206.0,,43901
ZCTA5 43908,1599.0,,305.0,,43908
ZCTA5 43913,1596.0,,232.0,,43913
ZCTA5 43914,194.0,,171.0,,43914
ZCTA5 43961,363.0,,110.0,,43961
ZCTA5 43962,92.0,,44.0,,43962
ZCTA5 43004,26139.0,,1132.0,,43004
ZCTA5 43009,2453.0,,388.0,,43009
ZCTA5 43466,2059.0,,284.0,,43466
ZCTA5 43333,509.0,,208.0,,43333
ZCTA5 43334,6317.0,,478.0,,43334
ZCTA5 43336,0.0,,11.0,,43336
ZCTA5 43341,948.0,,257.0,,43341
ZCTA5 43406,1920.0,,240.0,,43406
ZCTA5 43410,10030.0,,421.0,,43410
ZCTA5 43420,30133.0,,509.0,,43420
ZCTA5 43435,1345.0,,249.0,,43435
ZCTA5 43440,4738.0,,107.0,,43440
ZCTA5 43443,1920.0,,235.0,,43443
ZCTA5 43445,1239.0,,271.0,,43445
ZCTA5 43452,13674.0,,281.0,,43452
ZCTA5 43468,401.0,,155.0,,43468
ZCTA5 43515,8582.0,,498.0,,43515
ZCTA5 43565,502.0,,118.0,,43565
ZCTA5 43518,2524.0,,217.0,,43518
ZCTA5 43525,1096.0,,158.0,,43525
ZCTA5 43532,3972.0,,384.0,,43532
ZCTA5 43567,13247.0,,403.0,,43567
ZCTA5 43610,4343.0,,544.0,,43610
ZCTA5 43727,1163.0,,265.0,,43727
ZCTA5 43725,19592.0,,601.0,,43725
ZCTA5 43738,103.0,,63.0,,43738
ZCTA5 43747,879.0,,242.0,,43747
ZCTA5 43771,1895.0,,324.0,,43771
ZCTA5 43777,4823.0,,581.0,,43777
ZCTA5 43782,673.0,,251.0,,43782
ZCTA5 43783,4731.0,,557.0,,43783
ZCTA5 43787,3111.0,,364.0,,43787
ZCTA5 43802,1008.0,,230.0,,43802
ZCTA5 43804,3786.0,,515.0,,43804
ZCTA5 43903,2108.0,,432.0,,43903
ZCTA5 43749,2376.0,,358.0,,43749
ZCTA5 43912,6317.0,,390.0,,43912
ZCTA5 43926,236.0,,85.0,,43926
ZCTA5 43939,439.0,,113.0,,43939
ZCTA5 44460,25258.0,,529.0,,44460
ZCTA5 44515,26662.0,,789.0,,44515
ZCTA5 44601,34740.0,,567.0,,44601
ZCTA5 44609,3935.0,,445.0,,44609
ZCTA5 44620,2057.0,,295.0,,44620
ZCTA5 44633,2634.0,,405.0,,44633
ZCTA5 44637,3281.0,,490.0,,44637
ZCTA5 44640,235.0,,116.0,,44640
ZCTA5 44659,136.0,,53.0,,44659
ZCTA5 44004,31474.0,,400.0,,44004
ZCTA5 44024,23834.0,,346.0,,44024
ZCTA5 44046,2473.0,,446.0,,44046
ZCTA5 44047,9122.0,,677.0,,44047
ZCTA5 44054,12613.0,,206.0,,44054
ZCTA5 44055,19943.0,,695.0,,44055
ZCTA5 44081,7104.0,,263.0,,44081
ZCTA5 44087,20595.0,,349.0,,44087
ZCTA5 44092,16677.0,,355.0,,44092
ZCTA5 44104,19640.0,,957.0,,44104
ZCTA5 44108,21939.0,,1068.0,,44108
ZCTA5 44120,34276.0,,1121.0,,44120
ZCTA5 44121,33211.0,,840.0,,44121
ZCTA5 44126,16372.0,,51.0,,44126
ZCTA5 44133,30225.0,,100.0,,44133
ZCTA5 44145,32378.0,,34.0,,44145
ZCTA5 44147,19361.0,,93.0,,44147
ZCTA5 44202,20408.0,,377.0,,44202
ZCTA5 44254,4960.0,,241.0,,44254
ZCTA5 44255,8223.0,,599.0,,44255
ZCTA5 44280,4641.0,,251.0,,44280
ZCTA5 44286,6193.0,,172.0,,44286
ZCTA5 44833,16558.0,,651.0,,44833
ZCTA5 44805,32833.0,,594.0,,44805
ZCTA5 44814,2876.0,,409.0,,44814
ZCTA5 44820,17522.0,,531.0,,44820
ZCTA5 44828,73.0,,78.0,,44828
ZCTA5 44837,4408.0,,441.0,,44837
ZCTA5 44887,836.0,,214.0,,44887
ZCTA5 44838,261.0,,70.0,,44838
ZCTA5 44865,3208.0,,412.0,,44865
ZCTA5 44878,3118.0,,418.0,,44878
ZCTA5 44904,13542.0,,837.0,,44904
ZCTA5 44666,2667.0,,354.0,,44666
ZCTA5 44710,9557.0,,668.0,,44710
ZCTA5 44138,22378.0,,121.0,,44138
ZCTA5 44217,3997.0,,281.0,,44217
ZCTA5 44022,16604.0,,403.0,,44022
ZCTA5 44026,10989.0,,195.0,,44026
ZCTA5 44080,92.0,,58.0,,44080
ZCTA5 44836,2330.0,,289.0,,44836
ZCTA5 44851,4679.0,,361.0,,44851
ZCTA5 44856,263.0,,103.0,,44856
ZCTA5 44866,1994.0,,538.0,,44866
ZCTA5 44902,4850.0,,474.0,,44902
ZCTA5 44023,17473.0,,198.0,,44023
ZCTA5 44074,11376.0,,311.0,,44074
ZCTA5 44084,3749.0,,414.0,,44084
ZCTA5 44105,37211.0,,1491.0,,44105
ZCTA5 44106,25752.0,,826.0,,44106
ZCTA5 44107,50666.0,,82.0,,44107
ZCTA5 44109,40246.0,,1245.0,,44109
ZCTA5 44115,8284.0,,672.0,,44115
ZCTA5 44117,9611.0,,535.0,,44117
ZCTA5 44124,37737.0,,278.0,,44124
ZCTA5 44143,24241.0,,317.0,,44143
ZCTA5 44144,21697.0,,712.0,,44144
ZCTA5 44221,29154.0,,593.0,,44221
ZCTA5 44230,8549.0,,286.0,,44230
ZCTA5 44235,1916.0,,349.0,,44235
ZCTA5 44236,25518.0,,468.0,,44236
ZCTA5 44240,39536.0,,595.0,,44240
ZCTA5 44262,5049.0,,73.0,,44262
ZCTA5 44270,8800.0,,414.0,,44270
ZCTA5 44303,7766.0,,496.0,,44303
ZCTA5 44622,17895.0,,226.0,,44622
ZCTA5 44627,6829.0,,772.0,,44627
ZCTA5 44628,932.0,,185.0,,44628
ZCTA5 44629,2661.0,,356.0,,44629
ZCTA5 44632,9831.0,,659.0,,44632
ZCTA5 44646,46749.0,,1234.0,,44646
ZCTA5 44657,9583.0,,539.0,,44657
ZCTA5 44672,4748.0,,202.0,,44672
ZCTA5 44695,1578.0,,279.0,,44695
ZCTA5 44802,951.0,,145.0,,44802
ZCTA5 44815,630.0,,123.0,,44815
ZCTA5 44818,2394.0,,271.0,,44818
ZCTA5 44839,12264.0,,378.0,,44839
ZCTA5 44840,2594.0,,344.0,,44840
ZCTA5 44853,1372.0,,198.0,,44853
ZCTA5 44857,23394.0,,400.0,,44857
ZCTA5 44875,13437.0,,369.0,,44875
ZCTA5 44721,14149.0,,673.0,,44721
ZCTA5 44809,321.0,,102.0,,44809
ZCTA5 44824,3944.0,,495.0,,44824
ZCTA5 44847,3344.0,,381.0,,44847
ZCTA5 44849,2522.0,,358.0,,44849
ZCTA5 44903,23604.0,,1163.0,,44903
ZCTA5 44854,1708.0,,198.0,,44854
ZCTA5 44880,2844.0,,132.0,,44880
ZCTA5 44889,7071.0,,446.0,,44889
ZCTA5 44906,16849.0,,763.0,,44906
ZCTA5 44241,16638.0,,480.0,,44241
ZCTA5 44011,22786.0,,27.0,,44011
ZCTA5 44021,6244.0,,304.0,,44021
ZCTA5 44028,9000.0,,347.0,,44028
ZCTA5 44053,18895.0,,705.0,,44053
ZCTA5 44056,11808.0,,27.0,,44056
ZCTA5 44057,19482.0,,179.0,,44057
ZCTA5 44062,14523.0,,656.0,,44062
ZCTA5 44405,7969.0,,60.0,,44405
ZCTA5 44410,16702.0,,425.0,,44410
ZCTA5 44413,7371.0,,483.0,,44413
ZCTA5 44420,14796.0,,657.0,,44420
ZCTA5 44437,4406.0,,341.0,,44437
ZCTA5 44473,3609.0,,189.0,,44473
ZCTA5 44502,9336.0,,505.0,,44502
ZCTA5 44611,2121.0,,327.0,,44611
ZCTA5 44613,2012.0,,343.0,,44613
ZCTA5 44621,4476.0,,416.0,,44621
ZCTA5 44626,3015.0,,264.0,,44626
ZCTA5 44656,2836.0,,404.0,,44656
ZCTA5 44663,24914.0,,439.0,,44663
ZCTA5 44680,4455.0,,191.0,,44680
ZCTA5 44681,7987.0,,503.0,,44681
ZCTA5 44706,17413.0,,970.0,,44706
ZCTA5 44709,19217.0,,788.0,,44709
ZCTA5 44714,8442.0,,776.0,,44714
ZCTA5 44720,38080.0,,1206.0,,44720
ZCTA5 44064,1724.0,,129.0,,44064
ZCTA5 44077,56353.0,,629.0,,44077
ZCTA5 44093,1210.0,,271.0,,44093
ZCTA5 44099,2334.0,,482.0,,44099
ZCTA5 44113,20358.0,,639.0,,44113
ZCTA5 44114,6567.0,,607.0,,44114
ZCTA5 44132,14805.0,,662.0,,44132
ZCTA5 44135,27640.0,,1039.0,,44135
ZCTA5 44136,25776.0,,427.0,,44136
ZCTA5 44215,2323.0,,239.0,,44215
ZCTA5 44140,15391.0,,33.0,,44140
ZCTA5 44141,13830.0,,122.0,,44141
ZCTA5 44212,44380.0,,170.0,,44212
ZCTA5 44223,17722.0,,828.0,,44223
ZCTA5 44233,7927.0,,23.0,,44233
ZCTA5 44243,4721.0,,328.0,,44243
ZCTA5 44256,62916.0,,750.0,,44256
ZCTA5 44302,5127.0,,413.0,,44302
ZCTA5 44310,26659.0,,1018.0,,44310
ZCTA5 44403,3904.0,,348.0,,44403
ZCTA5 44429,2544.0,,232.0,,44429
ZCTA5 44445,3604.0,,479.0,,44445
ZCTA5 44408,10043.0,,472.0,,44408
ZCTA5 44411,2328.0,,238.0,,44411
ZCTA5 44436,3695.0,,334.0,,44436
ZCTA5 44450,2041.0,,350.0,,44450
ZCTA5 44451,2817.0,,228.0,,44451
ZCTA5 44490,970.0,,166.0,,44490
ZCTA5 44471,10742.0,,109.0,,44471
ZCTA5 44484,21804.0,,693.0,,44484
ZCTA5 44485,16101.0,,793.0,,44485
ZCTA5 44610,160.0,,120.0,,44610
ZCTA5 44288,3521.0,,398.0,,44288
ZCTA5 44304,5028.0,,524.0,,44304
ZCTA5 44320,19419.0,,1096.0,,44320
ZCTA5 44321,15346.0,,440.0,,44321
ZCTA5 44406,21749.0,,562.0,,44406
ZCTA5 44432,13279.0,,538.0,,44432
ZCTA5 44441,1757.0,,396.0,,44441
ZCTA5 44443,1672.0,,362.0,,44443
ZCTA5 44444,9563.0,,488.0,,44444
ZCTA5 44483,24836.0,,859.0,,44483
ZCTA5 44503,1130.0,,192.0,,44503
ZCTA5 44510,2601.0,,352.0,,44510
ZCTA5 44614,12628.0,,413.0,,44614
ZCTA5 44641,20239.0,,304.0,,44641
ZCTA5 44653,673.0,,182.0,,44653
ZCTA5 44662,10020.0,,657.0,,44662
ZCTA5 44670,172.0,,144.0,,44670
ZCTA5 44671,290.0,,127.0,,44671
ZCTA5 44676,4402.0,,328.0,,44676
ZCTA5 44707,8802.0,,906.0,,44707
ZCTA5 44804,940.0,,217.0,,44804
ZCTA5 44807,2120.0,,216.0,,44807
ZCTA5 44811,12667.0,,519.0,,44811
ZCTA5 44825,102.0,,48.0,,44825
ZCTA5 44830,18690.0,,513.0,,44830
ZCTA5 44003,4228.0,,532.0,,44003
ZCTA5 44012,23777.0,,28.0,,44012
ZCTA5 44035,63318.0,,393.0,,44035
ZCTA5 44048,2529.0,,593.0,,44048
ZCTA5 44060,60476.0,,552.0,,44060
ZCTA5 44067,20470.0,,24.0,,44067
ZCTA5 44070,31847.0,,121.0,,44070
ZCTA5 44082,2464.0,,1070.0,,44082
ZCTA5 44085,3448.0,,530.0,,44085
ZCTA5 44086,2558.0,,197.0,,44086
ZCTA5 44094,35755.0,,369.0,,44094
ZCTA5 44122,33342.0,,817.0,,44122
ZCTA5 44127,4375.0,,426.0,,44127
ZCTA5 44128,28790.0,,1337.0,,44128
ZCTA5 44130,49787.0,,576.0,,44130
ZCTA5 44131,20532.0,,87.0,,44131
ZCTA5 44134,37533.0,,865.0,,44134
ZCTA5 44634,2246.0,,324.0,,44634
ZCTA5 44638,1453.0,,385.0,,44638
ZCTA5 44647,19172.0,,820.0,,44647
ZCTA5 44661,153.0,,43.0,,44661
ZCTA5 44683,8552.0,,510.0,,44683
ZCTA5 44685,27842.0,,1040.0,,44685
ZCTA5 44689,786.0,,274.0,,44689
ZCTA5 44697,204.0,,65.0,,44697
ZCTA5 44703,8081.0,,754.0,,44703
ZCTA5 44705,19451.0,,1164.0,,44705
ZCTA5 44708,25541.0,,938.0,,44708
ZCTA5 44827,6980.0,,331.0,,44827
ZCTA5 44870,39597.0,,455.0,,44870
ZCTA5 44842,5392.0,,452.0,,44842
ZCTA5 44861,65.0,,41.0,,44861
ZCTA5 44867,2557.0,,367.0,,44867
ZCTA5 44882,2849.0,,313.0,,44882
ZCTA5 44001,21130.0,,398.0,,44001
ZCTA5 44030,15949.0,,472.0,,44030
ZCTA5 44032,1516.0,,396.0,,44032
ZCTA5 44040,2903.0,,201.0,,44040
ZCTA5 44041,14321.0,,277.0,,44041
ZCTA5 44050,6384.0,,410.0,,44050
ZCTA5 44076,5022.0,,619.0,,44076
ZCTA5 44102,45514.0,,1485.0,,44102
ZCTA5 44110,19116.0,,1011.0,,44110
ZCTA5 44111,42821.0,,1222.0,,44111
ZCTA5 44125,27939.0,,534.0,,44125
ZCTA5 44137,22657.0,,111.0,,44137
ZCTA5 44625,1918.0,,385.0,,44625
ZCTA5 44667,13410.0,,471.0,,44667
ZCTA5 44669,1347.0,,252.0,,44669
ZCTA5 44688,2816.0,,269.0,,44688
ZCTA5 44690,213.0,,164.0,,44690
ZCTA5 44693,41.0,,33.0,,44693
ZCTA5 44704,3490.0,,568.0,,44704
ZCTA5 44718,11895.0,,673.0,,44718
ZCTA5 44730,5847.0,,366.0,,44730
ZCTA5 44813,9312.0,,979.0,,44813
ZCTA5 44817,1506.0,,217.0,,44817
ZCTA5 44905,13719.0,,667.0,,44905
ZCTA5 44412,2630.0,,319.0,,44412
ZCTA5 44417,1736.0,,347.0,,44417
ZCTA5 44010,1555.0,,399.0,,44010
ZCTA5 44017,18903.0,,57.0,,44017
ZCTA5 44039,33018.0,,75.0,,44039
ZCTA5 44052,28576.0,,883.0,,44052
ZCTA5 44065,4522.0,,279.0,,44065
ZCTA5 44089,15527.0,,297.0,,44089
ZCTA5 44090,11996.0,,366.0,,44090
ZCTA5 44103,16519.0,,1036.0,,44103
ZCTA5 44119,13108.0,,901.0,,44119
ZCTA5 44301,15060.0,,901.0,,44301
ZCTA5 44305,22425.0,,865.0,,44305
ZCTA5 44306,21165.0,,1036.0,,44306
ZCTA5 44307,6751.0,,648.0,,44307
ZCTA5 44312,31064.0,,850.0,,44312
ZCTA5 44319,22647.0,,749.0,,44319
ZCTA5 44333,18778.0,,431.0,,44333
ZCTA5 44404,1446.0,,222.0,,44404
ZCTA5 44644,4949.0,,278.0,,44644
ZCTA5 44682,1030.0,,221.0,,44682
ZCTA5 44822,2749.0,,247.0,,44822
ZCTA5 44095,33340.0,,121.0,,44095
ZCTA5 44116,20338.0,,28.0,,44116
ZCTA5 44651,656.0,,245.0,,44651
ZCTA5 44699,811.0,,185.0,,44699
ZCTA5 44072,4420.0,,269.0,,44072
ZCTA5 44118,38833.0,,957.0,,44118
ZCTA5 44203,40442.0,,465.0,,44203
ZCTA5 44264,3073.0,,456.0,,44264
ZCTA5 44139,24212.0,,223.0,,44139
ZCTA5 44431,4514.0,,355.0,,44431
ZCTA5 44440,4960.0,,626.0,,44440
ZCTA5 44512,32763.0,,718.0,,44512
ZCTA5 44216,9540.0,,589.0,,44216
ZCTA5 41660,678.0,,423.0,,41660
ZCTA5 41721,531.0,,152.0,,41721
ZCTA5 41725,241.0,,183.0,,41725
ZCTA5 41731,1048.0,,238.0,,41731
ZCTA5 41746,416.0,,158.0,,41746
ZCTA5 41773,1446.0,,280.0,,41773
ZCTA5 41835,895.0,,346.0,,41835
ZCTA5 41838,499.0,,201.0,,41838
ZCTA5 41862,867.0,,165.0,,41862
ZCTA5 41828,731.0,,166.0,,41828
ZCTA5 41836,1316.0,,424.0,,41836
ZCTA5 41843,564.0,,185.0,,41843
ZCTA5 41845,171.0,,104.0,,41845
ZCTA5 41861,94.0,,83.0,,41861
ZCTA5 41071,20793.0,,260.0,,41071
ZCTA5 41075,16525.0,,98.0,,41075
ZCTA5 41132,335.0,,173.0,,41132
ZCTA5 41174,1032.0,,295.0,,41174
ZCTA5 41179,7816.0,,461.0,,41179
ZCTA5 41180,841.0,,194.0,,41180
ZCTA5 41216,1283.0,,433.0,,41216
ZCTA5 41222,2395.0,,468.0,,41222
ZCTA5 41226,324.0,,139.0,,41226
ZCTA5 41255,1188.0,,304.0,,41255
ZCTA5 41256,3253.0,,538.0,,41256
ZCTA5 41260,889.0,,307.0,,41260
ZCTA5 41262,1001.0,,346.0,,41262
ZCTA5 41267,939.0,,349.0,,41267
ZCTA5 41408,485.0,,154.0,,41408
ZCTA5 41472,10384.0,,406.0,,41472
ZCTA5 42031,3013.0,,289.0,,42031
ZCTA5 42036,1299.0,,327.0,,42036
ZCTA5 42040,806.0,,229.0,,42040
ZCTA5 42051,3855.0,,528.0,,42051
ZCTA5 42076,1065.0,,286.0,,42076
ZCTA5 42082,1689.0,,367.0,,42082
ZCTA5 42104,33415.0,,1166.0,,42104
ZCTA5 42634,1839.0,,327.0,,42634
ZCTA5 42642,12423.0,,516.0,,42642
ZCTA5 42717,6648.0,,88.0,,42717
ZCTA5 42721,3570.0,,420.0,,42721
ZCTA5 42722,466.0,,128.0,,42722
ZCTA5 42729,1464.0,,313.0,,42729
ZCTA5 42731,96.0,,83.0,,42731
ZCTA5 42025,19582.0,,835.0,,42025
ZCTA5 42039,1890.0,,338.0,,42039
ZCTA5 42053,5393.0,,683.0,,42053
ZCTA5 42071,31614.0,,639.0,,42071
ZCTA5 42122,5337.0,,580.0,,42122
ZCTA5 42159,1624.0,,353.0,,42159
ZCTA5 42160,1719.0,,353.0,,42160
ZCTA5 42166,2923.0,,560.0,,42166
ZCTA5 42206,6206.0,,611.0,,42206
ZCTA5 42220,7131.0,,347.0,,42220
ZCTA5 42338,11.0,,16.0,,42338
ZCTA5 42259,1256.0,,251.0,,42259
ZCTA5 42261,10769.0,,297.0,,42261
ZCTA5 42274,2193.0,,596.0,,42274
ZCTA5 42347,6244.0,,390.0,,42347
ZCTA5 42366,5684.0,,412.0,,42366
ZCTA5 42410,1464.0,,223.0,,42410
ZCTA5 42431,26055.0,,621.0,,42431
ZCTA5 42141,30948.0,,864.0,,42141
ZCTA5 42202,2295.0,,280.0,,42202
ZCTA5 42236,635.0,,216.0,,42236
ZCTA5 42134,17543.0,,349.0,,42134
ZCTA5 42157,623.0,,228.0,,42157
ZCTA5 42207,1127.0,,230.0,,42207
ZCTA5 42214,694.0,,222.0,,42214
ZCTA5 42215,1254.0,,288.0,,42215
ZCTA5 42217,3254.0,,372.0,,42217
ZCTA5 42275,678.0,,217.0,,42275
ZCTA5 42463,55.0,,37.0,,42463
ZCTA5 42724,5171.0,,792.0,,42724
ZCTA5 42265,802.0,,441.0,,42265
ZCTA5 42044,3198.0,,498.0,,42044
ZCTA5 42103,20610.0,,1107.0,,42103
ZCTA5 42088,2511.0,,323.0,,42088
ZCTA5 42211,13373.0,,308.0,,42211
ZCTA5 42374,481.0,,222.0,,42374
ZCTA5 42037,78.0,,72.0,,42037
