county,mail_returned,mail_rejected,rejected_pct,state
Adair County,1788.0,14.0,0.7829977628635351,IA
Adams County,1050.0,2.0,0.19047619047619,IA
Allamakee County,4061.0,6.0,0.147746860379217,IA
Appanoose County,2693.0,1.0,0.0371333085777943,IA
Audubon County,0.0,0.0,0.0,IA
Benton County,5568.0,33.0,0.592672413793103,IA
Black Hawk County,36237.0,55.0,0.151778568866076,IA
Boone County,7925.0,38.0,0.479495268138801,IA
Bremer County,7096.0,12.0,0.169109357384442,IA
Buchanan County,4986.0,48.0,0.962695547533093,IA
Buena Vista County,3756.0,9.0,0.23961661341853,IA
Butler County,0.0,0.0,0.0,IA
Calhoun County,2138.0,10.0,0.46772684752104804,IA
Carroll County,0.0,0.0,0.0,IA
Cass County,3519.0,10.0,0.28417163967036096,IA
Cedar County,5028.0,9.0,0.17899761336515502,IA
Cerro Gordo County,0.0,0.0,0.0,IA
Cherokee County,3331.0,4.0,0.120084058841189,IA
Chickasaw County,3616.0,2.0,0.055309734513274304,IA
Clarke County,2025.0,7.0,0.345679012345679,IA
Clay County,0.0,0.0,0.0,IA
Clayton County,4128.0,10.0,0.242248062015504,IA
Clinton County,13933.0,17.0,0.122012488337042,IA
Crawford County,3245.0,11.0,0.338983050847458,IA
Dallas County,29625.0,37.0,0.124894514767932,IA
Davis County,1757.0,1.0,0.0569151963574274,IA
Decatur County,1391.0,5.0,0.359453630481668,IA
Delaware County,4182.0,4.0,0.0956480153036825,IA
Des Moines County,0.0,0.0,0.0,IA
Dickinson County,0.0,0.0,0.0,IA
Dubuque County,29960.0,31.0,0.10347129506008,IA
Emmet County,0.0,0.0,0.0,IA
Fayette County,4811.0,1.0,0.0207856994387861,IA
Floyd County,3906.0,7.0,0.17921146953405,IA
Franklin County,2173.0,11.0,0.506212609295904,IA
Fremont County,1683.0,1.0,0.05941770647653,IA
Greene County,0.0,0.0,0.0,IA
Grundy County,2941.0,49.0,1.66609996599796,IA
Guthrie County,0.0,0.0,0.0,IA
Hamilton County,3878.0,3.0,0.0773594636410521,IA
Hancock County,2495.0,30.0,1.2024048096192401,IA
Hardin County,4302.0,59.0,1.37145513714551,IA
Harrison County,3312.0,10.0,0.301932367149758,IA
Henry County,0.0,0.0,0.0,IA
Howard County,0.0,0.0,0.0,IA
Humboldt County,2252.0,1.0,0.044404973357016,IA
Ida County,1539.0,3.0,0.194931773879142,IA
Iowa County,4701.0,25.0,0.531801744309721,IA
Jackson County,5484.0,6.0,0.10940919037199101,IA
Jasper County,9323.0,3.0,0.032178483320819504,IA
Jefferson County,5250.0,22.0,0.419047619047619,IA
Johnson County,52807.0,51.0,0.09657810517545021,IA
Jones County,5193.0,39.0,0.7510109763142689,IA
Keokuk County,1987.0,10.0,0.503271263210871,IA
Kossuth County,4301.0,5.0,0.116252034410602,IA
Lee County,8511.0,21.0,0.246739513570673,IA
Linn County,71332.0,98.0,0.137385745527954,IA
Louisa County,2292.0,12.0,0.523560209424084,IA
Lucas County,0.0,0.0,0.0,IA
Lyon County,2794.0,27.0,0.9663564781675019,IA
Madison County,4341.0,5.0,0.11518083390923801,IA
Mahaska County,5512.0,14.0,0.25399129172714097,IA
Marion County,8815.0,31.0,0.351673284174702,IA
Marshall County,9602.0,6.0,0.0624869818787753,IA
Mills County,0.0,0.0,0.0,IA
Mitchell County,0.0,0.0,0.0,IA
Monona County,0.0,0.0,0.0,IA
Monroe County,1810.0,12.0,0.662983425414365,IA
Montgomery County,2408.0,4.0,0.16611295681063099,IA
Muscatine County,10650.0,98.0,0.9201877934272301,IA
O'Brien County,3057.0,23.0,0.75237160614982,IA
Osceola County,1183.0,1.0,0.084530853761623,IA
Page County,0.0,0.0,0.0,IA
Palo Alto County,0.0,0.0,0.0,IA
Plymouth County,6240.0,12.0,0.19230769230769199,IA
Pocahontas County,1674.0,8.0,0.47789725209080003,IA
Polk County,0.0,0.0,0.0,IA
Pottawattamie County,23236.0,29.0,0.124806334997418,IA
Poweshiek County,5467.0,6.0,0.10974940552405302,IA
Ringgold County,0.0,0.0,0.0,IA
Sac County,0.0,0.0,0.0,IA
Scott County,54141.0,122.0,0.225337544559576,IA
Shelby County,3552.0,2.0,0.05630630630630629,IA
Sioux County,6830.0,25.0,0.366032210834553,IA
Story County,26006.0,25.0,0.0961316619241713,IA
Tama County,0.0,0.0,0.0,IA
Taylor County,0.0,0.0,0.0,IA
Union County,0.0,0.0,0.0,IA
Van Buren County,0.0,0.0,0.0,IA
Wapello County,7372.0,98.0,1.3293543136191002,IA
Warren County,14860.0,34.0,0.228802153432032,IA
Washington County,6080.0,14.0,0.230263157894737,IA
Wayne County,1287.0,4.0,0.310800310800311,IA
Webster County,8327.0,39.0,0.468355950522397,IA
Winnebago County,2473.0,4.0,0.161746866154468,IA
Winneshiek County,7637.0,3.0,0.039282440748985195,IA
Woodbury County,22675.0,87.0,0.383682469680265,IA
Worth County,1595.0,5.0,0.313479623824451,IA
Wright County,0.0,0.0,0.0,IA
