,county,mail_returned,mail_rejected,rejected_pct,state
0,ADAMS,0.0,0.0,0.0,NC
1,ALLEGHENY,306254.0,1.0,0.032652634741097294,NC
2,ARMSTRONG,0.0,0.0,0.0,NC
3,BEAVER,26844.0,39.0,14.5283862315601,NC
4,BEDFORD,0.0,0.0,0.0,NC
5,BERKS,55839.0,142.0,25.430254839807297,NC
6,BLAIR,0.0,0.0,0.0,NC
7,BRADFORD,5380.0,3.0,5.57620817843866,NC
8,BUCKS,0.0,0.0,0.0,NC
9,BUTLER,9807.0,4.0,4.07871928214541,NC
10,CAMBRIA,0.0,0.0,0.0,NC
11,CAMERON,0.0,0.0,0.0,NC
12,CARBON,0.0,0.0,0.0,NC
13,CENTRE,0.0,0.0,0.0,NC
14,CHESTER,115079.0,64.0,5.56139695339723,NC
15,CLARION,0.0,0.0,0.0,NC
16,CLEARFIELD,0.0,0.0,0.0,NC
17,CLINTON,0.0,0.0,0.0,NC
18,COLUMBIA,0.0,0.0,0.0,NC
19,CRAWFORD,0.0,0.0,0.0,NC
20,CUMBERLAND,0.0,0.0,0.0,NC
21,DAUPHIN,0.0,0.0,0.0,NC
22,DELAWARE,94501.0,71.0,7.513148009015779,NC
23,ELK,3472.0,7.0,20.1612903225806,NC
24,ERIE,0.0,0.0,0.0,NC
25,FAYETTE,0.0,0.0,0.0,NC
26,FOREST,0.0,0.0,0.0,NC
27,FRANKLIN,0.0,0.0,0.0,NC
28,FULTON,0.0,0.0,0.0,NC
29,GREENE,0.0,0.0,0.0,NC
30,HUNTINGDON,3728.0,1.0,2.68240343347639,NC
31,INDIANA,0.0,0.0,0.0,NC
32,JEFFERSON,0.0,0.0,0.0,NC
33,JUNIATA,1987.0,1.0,5.0327126321087094,NC
34,LACKAWANNA,36321.0,46.0,12.6648495360811,NC
35,LANCASTER,75628.0,84.0,11.1069974083673,NC
36,LAWRENCE,0.0,0.0,0.0,NC
37,LEBANON,0.0,0.0,0.0,NC
38,LEHIGH,0.0,0.0,0.0,NC
39,LUZERNE,0.0,0.0,0.0,NC
40,LYCOMING,0.0,0.0,0.0,NC
41,McKEAN,3597.0,1.0,2.78009452321379,NC
42,MERCER,13141.0,71.0,54.0293737158512,NC
43,MIFFLIN,4257.0,3.0,7.047216349541931,NC
44,MONROE,24062.0,8.0,3.32474441027346,NC
45,MONTGOMERY,0.0,0.0,0.0,NC
46,MONTOUR,0.0,0.0,0.0,NC
47,NORTHAMPTON,64850.0,7.0,1.07941403238242,NC
48,NORTHUMBERLAND,0.0,0.0,0.0,NC
49,PERRY,0.0,0.0,0.0,NC
50,PHILADELPHIA,291354.0,2.0,0.0686450160286112,NC
51,PIKE,0.0,0.0,0.0,NC
52,POTTER,0.0,0.0,0.0,NC
53,SCHUYLKILL,0.0,0.0,0.0,NC
54,SNYDER,0.0,0.0,0.0,NC
55,SOMERSET,0.0,0.0,0.0,NC
56,SULLIVAN,0.0,0.0,0.0,NC
57,SUSQUEHANNA,0.0,0.0,0.0,NC
58,TIOGA,0.0,0.0,0.0,NC
59,UNION,0.0,0.0,0.0,NC
60,VENANGO,0.0,0.0,0.0,NC
61,WARREN,0.0,0.0,0.0,NC
62,WASHINGTON,32903.0,10.0,3.0392365437802,NC
63,WAYNE,0.0,0.0,0.0,NC
64,WESTMORELAND,50147.0,1.0,0.199413723652462,NC
65,WYOMING,0.0,0.0,0.0,NC
66,YORK,0.0,0.0,0.0,NC
