county,mail_returned,mail_rejected,rejected_pct,state
CHARLTON,9.0,650.0,1.38461538461538,MI
CLAY,4.0,379.0,1.05540897097625,MI
TREUTLEN,5.0,549.0,0.9107468123861571,MI
DECATUR,18.0,2148.0,0.8379888268156419,MI
PEACH,18.0,2230.0,0.807174887892377,MI
TALIAFERRO,2.0,277.0,0.72202166064982,MI
TELFAIR,6.0,928.0,0.646551724137931,MI
CRISP,9.0,1569.0,0.573613766730402,MI
GREENE,13.0,2729.0,0.47636496885305996,MI
TOOMBS,10.0,2126.0,0.470366886171214,MI
LOWNDES,37.0,8165.0,0.453153704837722,MI
BARTOW,43.0,9660.0,0.44513457556935804,MI
WASHINGTON,10.0,2337.0,0.427899015832264,MI
TURNER,2.0,490.0,0.40816326530612196,MI
NEWTON,53.0,13885.0,0.381706877925819,MI
MORGAN,7.0,1891.0,0.370174510840825,MI
SCHLEY,1.0,291.0,0.343642611683849,MI
SPALDING,24.0,7027.0,0.341539775152981,MI
WARE,9.0,2793.0,0.322234156820623,MI
MCINTOSH,5.0,1569.0,0.318674314850223,MI
COLQUITT,7.0,2334.0,0.299914310197087,MI
TIFT,7.0,2405.0,0.29106029106029097,MI
LIBERTY,14.0,5102.0,0.27440219521756204,MI
FULTON,338.0,125075.0,0.270237857285629,MI
POLK,7.0,2635.0,0.265654648956357,MI
FORSYTH,59.0,23322.0,0.252980018866306,MI
BRYAN,8.0,3347.0,0.239020017926501,MI
STEWART,1.0,423.0,0.236406619385343,MI
DEKALB,255.0,111212.0,0.229291803042837,MI
GILMER,7.0,3276.0,0.213675213675214,MI
SEMINOLE,1.0,482.0,0.20746887966805,MI
LANIER,1.0,488.0,0.204918032786885,MI
BUTTS,4.0,2019.0,0.19811788013868298,MI
LUMPKIN,6.0,3040.0,0.19736842105263203,MI
HALL,38.0,19573.0,0.19414499565728302,MI
IRWIN,1.0,590.0,0.169491525423729,MI
TAYLOR,1.0,610.0,0.163934426229508,MI
HOUSTON,29.0,17867.0,0.16231040465663002,MI
COBB,207.0,132410.0,0.156332603277698,MI
JENKINS,1.0,710.0,0.140845070422535,MI
WORTH,2.0,1443.0,0.13860013860013898,MI
MACON,1.0,730.0,0.136986301369863,MI
COLUMBIA,20.0,15048.0,0.13290802764487,MI
HENRY,34.0,25917.0,0.13118802330516602,MI
CATOOSA,5.0,4846.0,0.10317787866281498,MI
MERIWETHER,2.0,2321.0,0.0861697544161999,MI
PIERCE,1.0,1195.0,0.0836820083682008,MI
PIKE,1.0,1314.0,0.076103500761035,MI
HANCOCK,1.0,1378.0,0.07256894049346879,MI
LAMAR,1.0,1574.0,0.0635324015247776,MI
EMANUEL,1.0,1602.0,0.0624219725343321,MI
TROUP,3.0,5702.0,0.0526131182041389,MI
BIBB,9.0,18061.0,0.049831127844526896,MI
CAMDEN,2.0,4624.0,0.0432525951557093,MI
SUMTER,1.0,2579.0,0.0387747188832881,MI
OCONEE,1.0,5355.0,0.0186741363211951,MI
BULLOCH,1.0,5662.0,0.0176616036736136,MI
COWETA,2.0,16639.0,0.0120199531221828,MI
CLAYTON,1.0,26181.0,0.0038195638058133798,MI
CHEROKEE,1.0,33417.0,0.00299248885297902,MI
CHATHAM,1.0,33916.0,0.00294846090340842,MI
WHITFIELD,0.0,5986.0,0.0,MI
MONTGOMERY,0.0,592.0,0.0,MI
PAULDING,0.0,18036.0,0.0,MI
MILLER,0.0,461.0,0.0,MI
MITCHELL,0.0,1905.0,0.0,MI
MONROE,0.0,2230.0,0.0,MI
WILKES,0.0,1158.0,0.0,MI
OGLETHORPE,0.0,1741.0,0.0,MI
WEBSTER,0.0,317.0,0.0,MI
MURRAY,0.0,1929.0,0.0,MI
WHEELER,0.0,347.0,0.0,MI
WILKINSON,0.0,791.0,0.0,MI
PICKENS,0.0,2087.0,0.0,MI
WHITE,0.0,2834.0,0.0,MI
MUSCOGEE,0.0,22005.0,0.0,MI
WILCOX,0.0,522.0,0.0,MI
THOMAS,0.0,3679.0,0.0,MI
WAYNE,0.0,1977.0,0.0,MI
WARREN,0.0,697.0,0.0,MI
TOWNS,0.0,1865.0,0.0,MI
TERRELL,0.0,1016.0,0.0,MI
TATTNALL,0.0,1258.0,0.0,MI
STEPHENS,0.0,1971.0,0.0,MI
TWIGGS,0.0,980.0,0.0,MI
UNION,0.0,3417.0,0.0,MI
SCREVEN,0.0,1215.0,0.0,MI
UPSON,0.0,2571.0,0.0,MI
WALKER,0.0,5496.0,0.0,MI
