id,name,telephone,slug,country_abbr,address1,city,statename,statecode,postalcode,url,country,address
R051,Third Street Promenade,(310) 633-2670,thirdstreetpromenade,US,1415 Third Street Promenade,Santa Monica,California,CA,90401,https://www.apple.com/retail/thirdstreetpromenade,United States,"1415 Third Street Promenade, Santa Monica, California 90401"
R029,Burlingame,(650) 645-8930,burlingame,US,1301 Burlingame Avenue,Burlingame,California,CA,94010,https://www.apple.com/retail/burlingame,United States,"1301 Burlingame Avenue, Burlingame, California 94010"
R189,Topanga,(818) 577-1800,topanga,US,6600 Topanga Canyon Boulevard,Canoga Park,California,CA,91303,https://www.apple.com/retail/topanga,United States,"6600 Topanga Canyon Boulevard, Canoga Park, California 91303"
R099,Stanford Shopping Center,(650) 798-6180,stanfordshoppingcenter,US,379 Stanford Shopping Center,Palo Alto,California,CA,94304,https://www.apple.com/retail/stanfordshoppingcenter,United States,"379 Stanford Shopping Center, Palo Alto, California 94304"
R014,Broadway Plaza,(925) 949-5463,broadwayplaza,US,1200 S. Main Street,Walnut Creek,California,CA,94596,https://www.apple.com/retail/broadwayplaza,United States,"1200 S. Main Street, Walnut Creek, California 94596"
R015,Fashion Island,(949) 629-9717,fashionisland,US,1113 Newport Center Drive,Newport Beach,California,CA,92660,https://www.apple.com/retail/fashionisland,United States,"1113 Newport Center Drive, Newport Beach, California 92660"
R052,Infinite Loop,(408) 606-5775,infiniteloop,US,One Infinite Loop,Cupertino,California,CA,95014,https://www.apple.com/retail/infiniteloop,United States,"One Infinite Loop, Cupertino, California 95014"
R240,Los Gatos,(408) 399-3880,losgatos,US,23 N. Santa Cruz Avenue,Los Gatos,California,CA,95030,https://www.apple.com/retail/losgatos,United States,"23 N. Santa Cruz Avenue, Los Gatos, California 95030"
R033,Stonestown,(415) 571-2780,stonestown,US,3251 20th Avenue,San Francisco,California,CA,94132,https://www.apple.com/retail/stonestown,United States,"3251 20th Avenue, San Francisco, California 94132"
R122,Manhattan Village,(310) 421-3720,manhattanvillage,US,3200 Sepulveda Boulevard,Manhattan Beach,California,CA,90266,https://www.apple.com/retail/manhattanvillage,United States,"3200 Sepulveda Boulevard, Manhattan Beach, California 90266"
R294,Carlsbad,(760) 697-9800,carlsbad,US,1923 Calle Barcelona,Carlsbad,California,CA,92009,https://www.apple.com/retail/carlsbad,United States,"1923 Calle Barcelona, Carlsbad, California 92009"
R156,Brea Mall,(714) 989-5550,breamall,US,1016C Brea Mall,Brea,California,CA,92821,https://www.apple.com/retail/breamall,United States,"1016C Brea Mall, Brea, California 92821"
R044,Santa Rosa Plaza,(707) 508-3500,santarosaplaza,US,1071 Santa Rosa Plaza,Santa Rosa,California,CA,95401,https://www.apple.com/retail/santarosaplaza,United States,"1071 Santa Rosa Plaza, Santa Rosa, California 95401"
R297,El Paseo Village,(760) 862-9710,elpaseovillage,US,73445 El Paseo,Palm Desert,California,CA,92260,https://www.apple.com/retail/elpaseovillage,United States,"73445 El Paseo, Palm Desert, California 92260"
R285,North County,(760) 317-2484,northcounty,US,272 E Via Rancho Parkway,Escondido,California,CA,92025,https://www.apple.com/retail/northcounty,United States,"272 E Via Rancho Parkway, Escondido, California 92025"
R305,Del Monte,(831) 647-4480,delmonte,US,240 Del Monte Center,Monterey,California,CA,93940,https://www.apple.com/retail/delmonte,United States,"240 Del Monte Center, Monterey, California 93940"
R034,Pasadena,(626) 463-6223,pasadena,US,54 West Colorado Boulevard,Pasadena,California,CA,91105,https://www.apple.com/retail/pasadena,United States,"54 West Colorado Boulevard, Pasadena, California 91105"
R040,Fashion Valley,(619) 682-3477,fashionvalley,US,7007 Friars Road,San Diego,California,CA,92108,https://www.apple.com/retail/fashionvalley,United States,"7007 Friars Road, San Diego, California 92108"
R414,4th Street,(510) 898-3341,4thstreet,US,1823 4th Street,Berkeley,California,CA,94710,https://www.apple.com/retail/4thstreet,United States,"1823 4th Street, Berkeley, California 94710"
R236,Fashion Fair,(559) 244-3400,fashionfair,US,645 E. Shaw Avenue,Fresno,California,CA,93710,https://www.apple.com/retail/fashionfair,United States,"645 E. Shaw Avenue, Fresno, California 93710"
R071,Corte Madera,(415) 413-9120,cortemadera,US,1520 Redwood Highway,Corte Madera,California,CA,94925,https://www.apple.com/retail/cortemadera,United States,"1520 Redwood Highway, Corte Madera, California 94925"
R023,Northridge,(818) 477-9010,northridge,US,9301 Tampa Avenue,Northridge,California,CA,91324,https://www.apple.com/retail/northridge,United States,"9301 Tampa Avenue, Northridge, California 91324"
R094,Victoria Gardens,(909) 803-5220,victoriagardens,US,12461 South Main Street,Rancho Cucamonga,California,CA,91739,https://www.apple.com/retail/victoriagardens,United States,"12461 South Main Street, Rancho Cucamonga, California 91739"
R075,Union Square,(415) 486-4800,unionsquare,US,300 Post Street,San Francisco,California,CA,94108,https://www.apple.com/retail/unionsquare,United States,"300 Post Street, San Francisco, California 94108"
R322,Vintage Faire,(209) 342-1500,vintagefaire,US,3401 Dale Road,Modesto,California,CA,95356,https://www.apple.com/retail/vintagefaire,United States,"3401 Dale Road, Modesto, California 95356"
R213,Otay Ranch,(619) 205-6400,otayranch,US,2015 Birch Road,Chula Vista,California,CA,91915,https://www.apple.com/retail/otayranch,United States,"2015 Birch Road, Chula Vista, California 91915"
R039,Valley Fair,(408) 551-2150,valleyfair,US,2855 Stevens Creek Boulevard,Santa Clara,California,CA,95050,https://www.apple.com/retail/valleyfair,United States,"2855 Stevens Creek Boulevard, Santa Clara, California 95050"
R317,State Street,(805) 560-1500,statestreet,US,928 State Street,Santa Barbara,California,CA,93101,https://www.apple.com/retail/statestreet,United States,"928 State Street, Santa Barbara, California 93101"
R462,Valencia Town Center,(661) 678-1490,valenciatowncenter,US,24201 West Valencia Boulevard,Valencia,California,CA,91355,https://www.apple.com/retail/valenciatowncenter,United States,"24201 West Valencia Boulevard, Valencia, California 91355"
R050,The Grove,(323) 617-9800,thegrove,US,189 The Grove Drive,Los Angeles,California,CA,90036,https://www.apple.com/retail/thegrove,United States,"189 The Grove Drive, Los Angeles, California 90036"
R105,Oakridge,(408) 960-0110,oakridge,US,925 Blossom Hill Road,San Jose,California,CA,95123,https://www.apple.com/retail/oakridge,United States,"925 Blossom Hill Road, San Jose, California 95123"
R148,Sherman Oaks,(818) 464-3080,shermanoaks,US,14006 Riverside Drive,Sherman Oaks,California,CA,91423,https://www.apple.com/retail/shermanoaks,United States,"14006 Riverside Drive, Sherman Oaks, California 91423"
R720,Tower Theatre,(213) 655-1200,towertheatre,US,802 S Broadway,Los Angeles,California,CA,90014,https://www.apple.com/retail/towertheatre,United States,"802 S Broadway, Los Angeles, California 90014"
R101,Stoneridge Mall,(925) 398-1962,stoneridgemall,US,One Stoneridge Mall,Pleasanton,California,CA,94588,https://www.apple.com/retail/stoneridgemall,United States,"One Stoneridge Mall, Pleasanton, California 94588"
R004,South Coast Plaza,(714) 424-6331,southcoastplaza,US,3333 Bear Street,Costa Mesa,California,CA,92626,https://www.apple.com/retail/southcoastplaza,United States,"3333 Bear Street, Costa Mesa, California 92626"
R146,Irvine Spectrum Center,(949) 255-1500,irvinespectrumcenter,US,930 Spectrum Center Drive,Irvine,California,CA,92618,https://www.apple.com/retail/irvinespectrumcenter,United States,"930 Spectrum Center Drive, Irvine, California 92618"
R300,Los Cerritos,(562) 356-1555,loscerritos,US,242 Los Cerritos Center,Cerritos,California,CA,90703,https://www.apple.com/retail/loscerritos,United States,"242 Los Cerritos Center, Cerritos, California 90703"
R824,Apple Park Visitor Center,(408) 961-1560,appleparkvisitorcenter,US,10600 North Tantau Avenue,Cupertino,California,CA,95014,https://www.apple.com/retail/appleparkvisitorcenter,United States,"10600 North Tantau Avenue, Cupertino, California 95014"
R070,Arden Fair,(916) 830-5610,ardenfair,US,1689 Arden Way,Sacramento,California,CA,95815,https://www.apple.com/retail/ardenfair,United States,"1689 Arden Way, Sacramento, California 95815"
R550,Valley Plaza,(661) 396-3480,valleyplaza,US,2701 Ming Avenue,Bakersfield,California,CA,93304,https://www.apple.com/retail/valleyplaza,United States,"2701 Ming Avenue, Bakersfield, California 93304"
R124,Beverly Center,(424) 239-3880,beverlycenter,US,8500 Beverly Boulevard,Los Angeles,California,CA,90048,https://www.apple.com/retail/beverlycenter,United States,"8500 Beverly Boulevard, Los Angeles, California 90048"
R199,Higuera Street,(805) 542-8800,higuerastreet,US,899 Higuera Street,San Luis Obispo,California,CA,93401,https://www.apple.com/retail/higuerastreet,United States,"899 Higuera Street, San Luis Obispo, California 93401"
R057,Bay Street,(510) 350-2400,baystreet,US,5640 Bay Street,Emeryville,California,CA,94608,https://www.apple.com/retail/baystreet,United States,"5640 Bay Street, Emeryville, California 94608"
R001,Glendale Galleria,(818) 502-8310,glendalegalleria,US,2126 Glendale Galleria,Glendale,California,CA,91210,https://www.apple.com/retail/glendalegalleria,United States,"2126 Glendale Galleria, Glendale, California 91210"
R002,Palo Alto,(650) 798-2800,paloalto,US,340 University Avenue,Palo Alto,California,CA,94301,https://www.apple.com/retail/paloalto,United States,"340 University Avenue, Palo Alto, California 94301"
R345,Promenade Temecula,(951) 326-2400,promenadetemecula,US,40764 Winchester Road,Temecula,California,CA,92591,https://www.apple.com/retail/promenadetemecula,United States,"40764 Winchester Road, Temecula, California 92591"
R298,Roseville,(916) 872-2506,roseville,US,1151 Galleria Boulevard,Roseville,California,CA,95678,https://www.apple.com/retail/roseville,United States,"1151 Galleria Boulevard, Roseville, California 95678"
R069,Mission Viejo,(949) 325-6426,missionviejo,US,936C Shops at Mission Viejo,Mission Viejo,California,CA,92691,https://www.apple.com/retail/missionviejo,United States,"936C Shops at Mission Viejo, Mission Viejo, California 92691"
R231,Hillsdale,(650) 645-4800,hillsdale,US,60  31st Avenue,San Mateo,California,CA,94403,https://www.apple.com/retail/hillsdale,United States,"60  31st Avenue, San Mateo, California 94403"
R451,The Americana at Brand,(818) 254-1070,theamericanaatbrand,US,877 Americana Way,Glendale,California,CA,91210,https://www.apple.com/retail/theamericanaatbrand,United States,"877 Americana Way, Glendale, California 91210"
R108,Century City,(424) 204-4290,centurycity,US,10250 Santa Monica Boulevard,Los Angeles,California,CA,90067,https://www.apple.com/retail/centurycity,United States,"10250 Santa Monica Boulevard, Los Angeles, California 90067"
R650,Summerlin,(702) 677-3940,summerlin,US,1985 Festival Plaza Drive,Las Vegas,Nevada,NV,89135,https://www.apple.com/retail/summerlin,United States,"1985 Festival Plaza Drive, Las Vegas, Nevada 89135"
R161,The Forum Shops,(702) 684-8800,theforumshops,US,3500 Las Vegas Blvd South,Las Vegas,Nevada,NV,89109,https://www.apple.com/retail/theforumshops,United States,"3500 Las Vegas Blvd South, Las Vegas, Nevada 89109"
R064,Fashion Show,(702) 577-9740,fashionshow,US,3200 Las Vegas Blvd South,Las Vegas,Nevada,NV,89109,https://www.apple.com/retail/fashionshow,United States,"3200 Las Vegas Blvd South, Las Vegas, Nevada 89109"
R186,Summit Sierra,(775) 333-5460,summitsierra,US,13945 South Virginia Street,Reno,Nevada,NV,89511,https://www.apple.com/retail/summitsierra,United States,"13945 South Virginia Street, Reno, Nevada 89511"
R219,Town Square,(702) 221-8826,townsquare,US,6671 Las Vegas Blvd South,Las Vegas,Nevada,NV,89119,https://www.apple.com/retail/townsquare,United States,"6671 Las Vegas Blvd South, Las Vegas, Nevada 89119"
R318,Charleston,(843) 727-0400,charleston,US,301 King Street,Charleston,South Carolina,SC,29401,https://www.apple.com/retail/charleston,United States,"301 King Street, Charleston, South Carolina 29401"
R355,Haywood Mall,(864) 987-7580,haywoodmall,US,700 Haywood Road,Greenville,South Carolina,SC,29607,https://www.apple.com/retail/haywoodmall,United States,"700 Haywood Road, Greenville, South Carolina 29607"
R102,Christiana Mall,(302) 533-3514,christianamall,US,125 Christiana Mall,Newark,Delaware,DE,19702,https://www.apple.com/retail/christianamall,United States,"125 Christiana Mall, Newark, Delaware 19702"
R307,Maine Mall,(207) 771-9400,mainemall,US,364 Maine Mall Road,South Portland,Maine,ME,04106,https://www.apple.com/retail/mainemall,United States,"364 Maine Mall Road, South Portland, Maine 04106"
R360,University Park Mall,(574) 277-9500,universityparkmall,US,6501 North Grape Road,Mishawaka,Indiana,IN,46545,https://www.apple.com/retail/universityparkmall,United States,"6501 North Grape Road, Mishawaka, Indiana 46545"
R066,The Fashion Mall at Keystone,(317) 814-3740,thefashionmallatkeystone,US,8702 Keystone Crossing,Indianapolis,Indiana,IN,46240,https://www.apple.com/retail/thefashionmallatkeystone,United States,"8702 Keystone Crossing, Indianapolis, Indiana 46240"
R009,Easton Town Center,(614) 934-2810,eastontowncenter,US,4210 The Strand,Columbus,Ohio,OH,43219,https://www.apple.com/retail/eastontowncenter,United States,"4210 The Strand, Columbus, Ohio 43219"
R518,The Greene,(937) 431-4200,thegreene,US,4422 Cedar Park Drive,Beavercreek,Ohio,OH,45440,https://www.apple.com/retail/thegreene,United States,"4422 Cedar Park Drive, Beavercreek, Ohio 45440"
R081,Eton,(216) 535-4560,eton,US,28849 Chagrin Boulevard,Woodmere,Ohio,OH,44122,https://www.apple.com/retail/eton,United States,"28849 Chagrin Boulevard, Woodmere, Ohio 44122"
R192,Crocker Park,(440) 788-2800,crockerpark,US,267 Crocker Park Boulevard,Westlake,Ohio,OH,44145,https://www.apple.com/retail/crockerpark,United States,"267 Crocker Park Boulevard, Westlake, Ohio 44145"
R028,Kenwood Towne Centre,(513) 826-3620,kenwoodtownecentre,US,7875 Montgomery Road,Cincinnati,Ohio,OH,45236,https://www.apple.com/retail/kenwoodtownecentre,United States,"7875 Montgomery Road, Cincinnati, Ohio 45236"
R417,Polaris Fashion Place,(614) 987-1430,polarisfashionplace,US,1500 Polaris Parkway,Columbus,Ohio,OH,43240,https://www.apple.com/retail/polarisfashionplace,United States,"1500 Polaris Parkway, Columbus, Ohio 43240"
R353,Summit Mall,(330) 865-6280,summitmall,US,3265 West Market Street,Akron,Ohio,OH,44333,https://www.apple.com/retail/summitmall,United States,"3265 West Market Street, Akron, Ohio 44333"
R299,Franklin Park Mall,(419) 473-4250,franklinparkmall,US,5001 Monroe Street,Toledo,Ohio,OH,43623,https://www.apple.com/retail/franklinparkmall,United States,"5001 Monroe Street, Toledo, Ohio 43623"
R089,Old Orchard,(847) 983-9230,oldorchard,US,4999 Old Orchard Center,Skokie,Illinois,IL,60077,https://www.apple.com/retail/oldorchard,United States,"4999 Old Orchard Center, Skokie, Illinois 60077"
R348,Main Place,(630) 536-5400,mainplace,US,120 West Jefferson Avenue,Naperville,Illinois,IL,60540,https://www.apple.com/retail/mainplace,United States,"120 West Jefferson Avenue, Naperville, Illinois 60540"
R018,Woodfield,(630) 237-2160,woodfield,US,N311 Woodfield Mall,Schaumburg,Illinois,IL,60173,https://www.apple.com/retail/woodfield,United States,"N311 Woodfield Mall, Schaumburg, Illinois 60173"
R284,Lincoln Park,(312) 777-4200,lincolnpark,US,801 W. North Avenue,Chicago,Illinois,IL,60642,https://www.apple.com/retail/lincolnpark,United States,"801 W. North Avenue, Chicago, Illinois 60642"
R056,Oakbrook,(630) 481-3470,oakbrook,US,70 Oakbrook Center,Oak Brook,Illinois,IL,60523,https://www.apple.com/retail/oakbrook,United States,"70 Oakbrook Center, Oak Brook, Illinois 60523"
R035,Michigan Avenue,(312) 529-9500,michiganavenue,US,401 North Michigan Avenue,Chicago,Illinois,IL,60611,https://www.apple.com/retail/michiganavenue,United States,"401 North Michigan Avenue, Chicago, Illinois 60611"
R141,Northbrook,(847) 205-2020,northbrook,US,1056 Northbrook Court,Northbrook,Illinois,IL,60062,https://www.apple.com/retail/northbrook,United States,"1056 Northbrook Court, Northbrook, Illinois 60062"
R237,Orland Square Mall,(708) 645-5401,orlandsquaremall,US,288 Orland Square Drive,Orland Park,Illinois,IL,60462,https://www.apple.com/retail/orlandsquaremall,United States,"288 Orland Square Drive, Orland Park, Illinois 60462"
R258,Deer Park,(847) 847-0400,deerpark,US,20530 N. Rand Road,Deer Park,Illinois,IL,60010,https://www.apple.com/retail/deerpark,United States,"20530 N. Rand Road, Deer Park, Illinois 60010"
R043,Short Hills,(973) 564-5813,shorthills,US,1200 Morris Turnpike,Short Hills,New Jersey,NJ,07078,https://www.apple.com/retail/shorthills,United States,"1200 Morris Turnpike, Short Hills, New Jersey 07078"
R206,Cherry Hill,(856) 792-9480,cherryhill,US,2000 Route 38,Cherry Hill,New Jersey,NJ,08002,https://www.apple.com/retail/cherryhill,United States,"2000 Route 38, Cherry Hill, New Jersey 08002"
R755,American Dream,(201) 728-0255,americandream,US,1 American Dream Way,East Rutherford,New Jersey,NJ,07073,https://www.apple.com/retail/americandream,United States,"1 American Dream Way, East Rutherford, New Jersey 07073"
R067,Menlo Park,(732) 623-7700,menlopark,US,55 Parsonage Road,Edison,New Jersey,NJ,08837,https://www.apple.com/retail/menlopark,United States,"55 Parsonage Road, Edison, New Jersey 08837"
R138,Freehold Raceway Mall,(732) 358-8426,freeholdracewaymall,US,3710 Route 9 South,Freehold,New Jersey,NJ,07728,https://www.apple.com/retail/freeholdracewaymall,United States,"3710 Route 9 South, Freehold, New Jersey 07728"
R103,Rockaway,(973) 384-9220,rockaway,US,301 Mt. Hope Avenue,Rockaway,New Jersey,NJ,07866,https://www.apple.com/retail/rockaway,United States,"301 Mt. Hope Avenue, Rockaway, New Jersey 07866"
R549,Quaker Bridge,(609) 606-9030,quakerbridge,US,150 Quaker Bridge Mall     ,Lawrence Township,New Jersey,NJ,08648,https://www.apple.com/retail/quakerbridge,United States,"150 Quaker Bridge Mall     , Lawrence Township, New Jersey 08648"
R325,Willowbrook,(973) 339-2800,willowbrook,US,1400 Willowbrook Mall,Wayne,New Jersey,NJ,07470,https://www.apple.com/retail/willowbrook,United States,"1400 Willowbrook Mall, Wayne, New Jersey 07470"
R013,Tice's Corner,(201) 474-4180,ticescorner,US,441 Chestnut Ridge Road,Woodcliff Lake,New Jersey,NJ,07677,https://www.apple.com/retail/ticescorner,United States,"441 Chestnut Ridge Road, Woodcliff Lake, New Jersey 07677"
R117,Garden State Plaza,(201) 975-9500,gardenstateplaza,US,1 Garden State Plaza,Paramus,New Jersey,NJ,07652,https://www.apple.com/retail/gardenstateplaza,United States,"1 Garden State Plaza, Paramus, New Jersey 07652"
R104,Bridgewater,(908) 547-3800,bridgewater,US,400 Commons Way,Bridgewater,New Jersey,NJ,08807,https://www.apple.com/retail/bridgewater,United States,"400 Commons Way, Bridgewater, New Jersey 08807"
R088,Sagemore,(856) 355-4940,sagemore,US,500 Route 73 South,Marlton,New Jersey,NJ,08053,https://www.apple.com/retail/sagemore,United States,"500 Route 73 South, Marlton, New Jersey 08053"
R283,Leawood,(913) 234-9800,leawood,US,4529 West 119th Street,Leawood,Kansas,KS,66209,https://www.apple.com/retail/leawood,United States,"4529 West 119th Street, Leawood, Kansas 66209"
R267,SanTan Village,(480) 366-8477,santanvillage,US,2218 E. Williams Field Road,Gilbert,Arizona,AZ,85295,https://www.apple.com/retail/santanvillage,United States,"2218 E. Williams Field Road, Gilbert, Arizona 85295"
R031,Scottsdale Fashion Square,(602) 606-1470,scottsdalefashionsquare,US,7014 East Camelback Road,Scottsdale,Arizona,AZ,85251,https://www.apple.com/retail/scottsdalefashionsquare,United States,"7014 East Camelback Road, Scottsdale, Arizona 85251"
R247,Arrowhead,(623) 707-2860,arrowhead,US,7700 West Arrowhead Towne Ctr,Glendale,Arizona,AZ,85308,https://www.apple.com/retail/arrowhead,United States,"7700 West Arrowhead Towne Ctr, Glendale, Arizona 85308"
R026,Chandler Fashion Center,(480) 636-3900,chandlerfashioncenter,US,3111 W Chandler Boulevard,Chandler,Arizona,AZ,85226,https://www.apple.com/retail/chandlerfashioncenter,United States,"3111 W Chandler Boulevard, Chandler, Arizona 85226"
R086,La Encantada,(520) 209-7440,laencantada,US,2905 East Skyline Drive,Tucson,Arizona,AZ,85718,https://www.apple.com/retail/laencantada,United States,"2905 East Skyline Drive, Tucson, Arizona 85718"
R292,Scottsdale Quarter,(480) 627-5501,scottsdalequarter,US,15169 North Scottsdale Road,Scottsdale,Arizona,AZ,85254,https://www.apple.com/retail/scottsdalequarter,United States,"15169 North Scottsdale Road, Scottsdale, Arizona 85254"
R198,Royal Hawaiian,(808) 931-2480,royalhawaiian,US,2301 Kalakaua Avenue,Honolulu,Hawaii,HI,96815,https://www.apple.com/retail/royalhawaiian,United States,"2301 Kalakaua Avenue, Honolulu, Hawaii 96815"
R210,Kahala,(808) 738-4400,kahala,US,4211 Waialae Avenue,Honolulu,Hawaii,HI,96816,https://www.apple.com/retail/kahala,United States,"4211 Waialae Avenue, Honolulu, Hawaii 96816"
R073,Ala Moana,(808) 983-7650,alamoana,US,1450 Ala Moana Boulevard,Honolulu,Hawaii,HI,96814,https://www.apple.com/retail/alamoana,United States,"1450 Ala Moana Boulevard, Honolulu, Hawaii 96814"
R106,Southcenter,(206) 288-4400,southcenter,US,801 Southcenter Mall,Tukwila,Washington,WA,98188,https://www.apple.com/retail/southcenter,United States,"801 Southcenter Mall, Tukwila, Washington 98188"
R003,Bellevue Square,(425) 519-0080,bellevuesquare,US,213 Bellevue Square,Bellevue,Washington,WA,98004,https://www.apple.com/retail/bellevuesquare,United States,"213 Bellevue Square, Bellevue, Washington 98004"
R072,University Village,(206) 892-0433,universityvillage,US,2651 NE 49th St,Seattle,Washington,WA,98105,https://www.apple.com/retail/universityvillage,United States,"2651 NE 49th St, Seattle, Washington 98105"
R339,Tacoma Mall,(253) 620-1454,tacomamall,US,4502 S Steele Street,Tacoma,Washington,WA,98409,https://www.apple.com/retail/tacomamall,United States,"4502 S Steele Street, Tacoma, Washington 98409"
R100,Alderwood,(425) 921-1560,alderwood,US,3000 184th Street S.W.,Lynnwood,Washington,WA,98037,https://www.apple.com/retail/alderwood,United States,"3000 184th Street S.W., Lynnwood, Washington 98037"
R420,River Park Square,(509) 458-8080,riverparksquare,US,710 West Main Avenue,Spokane,Washington,WA,99201,https://www.apple.com/retail/riverparksquare,United States,"710 West Main Avenue, Spokane, Washington 99201"
R019,International Plaza,(813) 393-4720,internationalplaza,US,2223 N West Shore Boulevard,Tampa,Florida,FL,33607,https://www.apple.com/retail/internationalplaza,United States,"2223 N West Shore Boulevard, Tampa, Florida 33607"
R289,Brandon,(813) 413-3400,brandon,US,459 Brandon Town Center Drive,Brandon,Florida,FL,33511,https://www.apple.com/retail/brandon,United States,"459 Brandon Town Center Drive, Brandon, Florida 33511"
R053,Millenia,(407) 352-5551,millenia,US,4200 Conroy Road,Orlando,Florida,FL,32839,https://www.apple.com/retail/millenia,United States,"4200 Conroy Road, Orlando, Florida 32839"
R214,The Galleria,(954) 331-4501,thegalleria,US,2388 E. Sunrise Boulevard,Fort Lauderdale,Florida,FL,33304,https://www.apple.com/retail/thegalleria,United States,"2388 E. Sunrise Boulevard, Fort Lauderdale, Florida 33304"
R087,Aventura,(305) 914-9826,aventura,US,19501 Biscayne Boulevard,Aventura,Florida,FL,33180,https://www.apple.com/retail/aventura,United States,"19501 Biscayne Boulevard, Aventura, Florida 33180"
R024,Wellington Green,(561) 273-2940,wellingtongreen,US,10300 W. Forest Hill Blvd,Wellington,Florida,FL,33414,https://www.apple.com/retail/wellingtongreen,United States,"10300 W. Forest Hill Blvd, Wellington, Florida 33414"
R127,The Gardens Mall,(561) 273-2160,thegardensmall,US,3101 PGA Boulevard,Palm Beach Gardens,Florida,FL,33410,https://www.apple.com/retail/thegardensmall,United States,"3101 PGA Boulevard, Palm Beach Gardens, Florida 33410"
R169,Waterside Shops,(239) 254-4240,watersideshops,US,5555 Tamiami Trail North,Naples,Florida,FL,34108,https://www.apple.com/retail/watersideshops,United States,"5555 Tamiami Trail North, Naples, Florida 34108"
R115,Lincoln Road,(305) 421-0400,lincolnroad,US,1021 Lincoln Road,Miami Beach,Florida,FL,33139,https://www.apple.com/retail/lincolnroad,United States,"1021 Lincoln Road, Miami Beach, Florida 33139"
R312,Dadeland,(305) 341-9812,dadeland,US,7535 Dadeland Mall,Miami,Florida,FL,33156,https://www.apple.com/retail/dadeland,United States,"7535 Dadeland Mall, Miami, Florida 33156"
R623,Brickell City Centre,(786) 843-4350,brickellcitycentre,US,701 S. Miami Avenue,Miami,Florida,FL,33130,https://www.apple.com/retail/brickellcitycentre,United States,"701 S. Miami Avenue, Miami, Florida 33130"
R111,St. Johns Town Center,(904) 380-3080,stjohnstowncenter,US,4835 River City Drive,Jacksonville,Florida,FL,32246,https://www.apple.com/retail/stjohnstowncenter,United States,"4835 River City Drive, Jacksonville, Florida 32246"
R074,Boca Raton,(561) 226-0270,bocaraton,US,6000 Glades Road,Boca Raton,Florida,FL,33431,https://www.apple.com/retail/bocaraton,United States,"6000 Glades Road, Boca Raton, Florida 33431"
R291,Altamonte,(407) 551-0404,altamonte,US,451 E Altamonte Drive,Altamonte Springs,Florida,FL,32701,https://www.apple.com/retail/altamonte,United States,"451 E Altamonte Drive, Altamonte Springs, Florida 32701"
R012,The Falls,(305) 234-4565,thefalls,US,8888 SW 136th Street,Miami,Florida,FL,33176,https://www.apple.com/retail/thefalls,United States,"8888 SW 136th Street, Miami, Florida 33176"
R185,Coconut Point,(239) 949-8860,coconutpoint,US,23151 Fashion Drive,Estero,Florida,FL,33928,https://www.apple.com/retail/coconutpoint,United States,"23151 Fashion Drive, Estero, Florida 33928"
