,report_id,arrest_date,time,area_id,area_name,reporting_district,age,sex_code,descent_code,charge_group_code,charge_group_description,arrest_type_code,charge,charge_description,address,location,year,day,month,monthname,weekday,hour,minute,night,latitude,longitude,descent_description,geometry
309,191116167,2019-09-05,1315,11,Northeast,1172,55,M,W,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,SCOTT,"34.0818, -118.2609",2019,5,9,September,Thursday,13,15,False,34.0818,-118.2609,White,POINT (-118.2609 34.0818)
1209,191516619,2019-09-01,1010,15,N Hollywood,1511,51,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,13300    RAYMER                       ST,"34.2063, -118.4225",2019,1,9,September,Sunday,10,10,False,34.2063,-118.4225,White,POINT (-118.4225 34.2063)
1389,191419588,2019-08-31,0735,14,Pacific,1412,45,M,O,nan,,I,41.18(A)LAM,,SPEEDWAY,"33.9933, -118.4765",2019,31,8,August,Saturday,07,35,False,33.9933,-118.4765,Other,POINT (-118.4765 33.9933)
2677,190814812,2019-08-26,0915,8,West LA,881,64,M,W,nan,,I,41.18(D)LAM,,EXPOSITION,"34.0326, -118.4493",2019,26,8,August,Monday,09,15,False,34.0326,-118.4493,White,POINT (-118.4493 34.0326)
2698,191419226,2019-08-26,1335,14,Pacific,1413,30,M,W,nan,,I,41.18(D)LAM,,300    HAMPTON                      DR,"33.9965, -118.477",2019,26,8,August,Monday,13,35,False,33.9965,-118.477,White,POINT (-118.477 33.9965)
2740,191419225,2019-08-26,1335,14,Pacific,1413,43,M,B,nan,,I,41.18(D)LAM,,300    HAMPTON                      DR,"33.9965, -118.477",2019,26,8,August,Monday,13,35,False,33.9965,-118.477,Black,POINT (-118.477 33.9965)
2750,191419227,2019-08-26,1400,14,Pacific,1413,28,F,W,nan,,I,41.18(D)LAM,,300    HAMPTON                      DR,"33.9965, -118.477",2019,26,8,August,Monday,14,00,False,33.9965,-118.477,White,POINT (-118.477 33.9965)
2857,191419214,2019-08-25,0730,14,Pacific,1412,56,M,B,nan,,I,41.18(D)LAM,,PARK                         AV,"33.9916, -118.477",2019,25,8,August,Sunday,07,30,False,33.9916,-118.477,Black,POINT (-118.477 33.9916)
2862,191419216,2019-08-25,2025,14,Pacific,1441,40,M,B,nan,,M,41.18(D)LAM,,WASHINGTON                   WY,"33.9877, -118.4646",2019,25,8,August,Sunday,20,25,False,33.9877,-118.4646,Black,POINT (-118.4646 33.9877)
4013,190814579,2019-08-21,0955,8,West LA,881,42,F,W,nan,,I,41.18(D)LAM,,EXPOSITION,"34.0323, -118.449",2019,21,8,August,Wednesday,09,55,False,34.0323,-118.449,White,POINT (-118.449 34.0323)
4018,190814581,2019-08-21,0930,8,West LA,881,45,M,W,nan,,I,41.18(A)LAM,,EXPOSITION,"34.0326, -118.4493",2019,21,8,August,Wednesday,09,30,False,34.0326,-118.4493,White,POINT (-118.4493 34.0326)
4020,191418954,2019-08-21,1730,14,Pacific,1431,19,M,B,nan,,I,41.18(A)LAM,,00    WINDWARD                     AV,"33.9874, -118.4728",2019,21,8,August,Wednesday,17,30,False,33.9874,-118.4728,Black,POINT (-118.4728 33.9874)
4162,190814578,2019-08-21,0945,8,West LA,881,50,M,H,nan,,I,41.18(D)LAM,,EXPOSITION,"34.0326, -118.4493",2019,21,8,August,Wednesday,09,45,False,34.0326,-118.4493,Hispanic,POINT (-118.4493 34.0326)
4253,190814582,2019-08-21,0930,8,West LA,881,50,M,W,nan,,I,41.18(A)LAM,,EXPOSITION,"34.0326, -118.4493",2019,21,8,August,Wednesday,09,30,False,34.0326,-118.4493,White,POINT (-118.4493 34.0326)
4369,191317100,2019-08-20,1450,13,Newton,1303,33,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0341, -118.2507",2019,20,8,August,Tuesday,14,50,False,34.0341,-118.2507,White,POINT (-118.2507 34.0341)
4401,190217313,2019-08-20,1040,2,Rampart,245,50,M,H,nan,,I,41.18(D)LAM,,CORONADO,"34.0605, -118.2814",2019,20,8,August,Tuesday,10,40,False,34.0605,-118.2814,Hispanic,POINT (-118.2814 34.0605)
4444,190217316,2019-08-20,1040,2,Rampart,245,24,M,H,nan,,I,41.18(D)LAM,,CORONADO,"34.0605, -118.2814",2019,20,8,August,Tuesday,10,40,False,34.0605,-118.2814,Hispanic,POINT (-118.2814 34.0605)
4455,190217315,2019-08-20,1045,2,Rampart,245,41,M,B,nan,,I,41.18(D)LAM,,CORONADO,"34.0605, -118.2814",2019,20,8,August,Tuesday,10,45,False,34.0605,-118.2814,Black,POINT (-118.2814 34.0605)
4477,190217314,2019-08-20,1040,2,Rampart,245,19,M,H,nan,,I,41.18(D)LAM,,CORONADO,"34.0605, -118.2814",2019,20,8,August,Tuesday,10,40,False,34.0605,-118.2814,Hispanic,POINT (-118.2814 34.0605)
4519,191317099,2019-08-20,1500,13,Newton,1303,44,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH                          ST,"34.0341, -118.2507",2019,20,8,August,Tuesday,15,00,False,34.0341,-118.2507,Hispanic,POINT (-118.2507 34.0341)
4524,190217312,2019-08-20,1200,2,Rampart,269,25,M,B,nan,,I,41.18(D)LAM,,JAMES M WOOD,"34.0508, -118.2683",2019,20,8,August,Tuesday,12,00,False,34.0508,-118.2683,Black,POINT (-118.2683 34.0508)
4569,190814377,2019-08-19,0910,8,West LA,884,63,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,TENNESSEE,"34.0397, -118.4301",2019,19,8,August,Monday,09,10,False,34.0397,-118.4301,White,POINT (-118.4301 34.0397)
4647,191418944,2019-08-19,0925,14,Pacific,1431,37,F,H,nan,,I,41.18(A)LAM,,N  VENICE,"33.9876, -118.466",2019,19,8,August,Monday,09,25,False,33.9876,-118.466,Hispanic,POINT (-118.466 33.9876)
4720,191418946,2019-08-19,0925,14,Pacific,1431,34,M,H,nan,,I,41.18(A)LAM,,N  VENICE                       BL,"33.9876, -118.466",2019,19,8,August,Monday,09,25,False,33.9876,-118.466,Hispanic,POINT (-118.466 33.9876)
4749,191418945,2019-08-19,0902,14,Pacific,1431,33,F,W,nan,,I,41.18(A)LAM,,N  VENICE                       BL,"33.9876, -118.466",2019,19,8,August,Monday,09,02,False,33.9876,-118.466,White,POINT (-118.466 33.9876)
5035,191418801,2019-08-17,1835,14,Pacific,1431,44,F,W,nan,,I,41.18(D)LAM,,VENICE,"33.988, -118.4703",2019,17,8,August,Saturday,18,35,False,33.988,-118.4703,White,POINT (-118.4703 33.988)
5039,190217310,2019-08-17,1720,2,Rampart,265,32,F,H,nan,,I,41.18(D)LAM,,JAMES M WOOD,"34.0537, -118.2794",2019,17,8,August,Saturday,17,20,False,34.0537,-118.2794,Hispanic,POINT (-118.2794 34.0537)
5041,190217311,2019-08-17,1720,2,Rampart,265,41,F,B,nan,,I,41.18(D)LAM,,JAMES M WOOD,"34.0537, -118.2794",2019,17,8,August,Saturday,17,20,False,34.0537,-118.2794,Black,POINT (-118.2794 34.0537)
5268,190216870,2019-08-16,1344,2,Rampart,261,57,M,H,nan,,I,41.18NLAMC,,8TH,"34.0554, -118.2789",2019,16,8,August,Friday,13,44,False,34.0554,-118.2789,Hispanic,POINT (-118.2789 34.0554)
5364,190216889,2019-08-16,1520,2,Rampart,246,46,M,H,nan,,I,41.18DLAMC,,6TH                          ST,"34.0596, -118.2749",2019,16,8,August,Friday,15,20,False,34.0596,-118.2749,Hispanic,POINT (-118.2749 34.0596)
5378,190216888,2019-08-16,1345,2,Rampart,265,37,F,H,nan,,I,41.18DLAMC,,LAKE,"34.0554, -118.2789",2019,16,8,August,Friday,13,45,False,34.0554,-118.2789,Hispanic,POINT (-118.2789 34.0554)
5552,190814262,2019-08-15,1340,8,West LA,851,60,M,B,nan,,I,41.18DLAMC,,OHIO,"34.0395, -118.4637",2019,15,8,August,Thursday,13,40,False,34.0395,-118.4637,Black,POINT (-118.4637 34.0395)
5918,190814170,2019-08-14,0905,8,West LA,892,52,F,H,nan,,I,41.18ALAMC,,EXPOSITION                   BL,"34.0345, -118.438",2019,14,8,August,Wednesday,09,05,False,34.0345,-118.438,Hispanic,POINT (-118.438 34.0345)
5968,190814167,2019-08-14,0750,8,West LA,884,58,M,W,nan,,I,41.18ALAMC,,COTNER                       AV,"34.0397, -118.4301",2019,14,8,August,Wednesday,07,50,False,34.0397,-118.4301,White,POINT (-118.4301 34.0397)
6035,190814140,2019-08-14,2035,8,West LA,882,19,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BELOIT                       AV,"34.0387, -118.4403",2019,14,8,August,Wednesday,20,35,False,34.0387,-118.4403,White,POINT (-118.4403 34.0387)
6352,191316847,2019-08-13,1610,13,Newton,1307,39,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,700    CERES                        AV,"34.0382, -118.2432",2019,13,8,August,Tuesday,16,10,False,34.0382,-118.2432,Hispanic,POINT (-118.2432 34.0382)
6394,191418301,2019-08-13,1515,14,Pacific,1441,36,F,H,nan,,I,41.18(A)LAM,,500 N  VENICE                       BL,"33.9869, -118.467",2019,13,8,August,Tuesday,15,15,False,33.9869,-118.467,Hispanic,POINT (-118.467 33.9869)
6765,190217306,2019-08-11,1850,2,Rampart,256,41,M,B,nan,,I,41.18(D)LAM,,BONNIE BRAE,"34.0569, -118.2725",2019,11,8,August,Sunday,18,50,False,34.0569,-118.2725,Black,POINT (-118.2725 34.0569)
6811,191418289,2019-08-11,1215,14,Pacific,1431,27,F,W,nan,,I,41.18(A)LAM,,CANAL                        ST,"33.988, -118.4703",2019,11,8,August,Sunday,12,15,False,33.988,-118.4703,White,POINT (-118.4703 33.988)
6926,191418288,2019-08-11,1215,14,Pacific,1431,34,M,H,nan,,I,41.18(A)LAM,,CANAL                        ST,"33.988, -118.4703",2019,11,8,August,Sunday,12,15,False,33.988,-118.4703,Hispanic,POINT (-118.4703 33.988)
7005,191417915,2019-08-10,1225,14,Pacific,1413,39,F,W,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,10,8,August,Saturday,12,25,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
7065,191417917,2019-08-10,1540,14,Pacific,1414,40,F,W,nan,,I,41.18(A)LAM,,3RD,"33.9976, -118.467",2019,10,8,August,Saturday,15,40,False,33.9976,-118.467,White,POINT (-118.467 33.9976)
7178,190217040,2019-08-10,1900,2,Rampart,246,26,M,W,nan,,I,41.18(D)LAM,,6TH,"34.0596, -118.2749",2019,10,8,August,Saturday,19,00,False,34.0596,-118.2749,White,POINT (-118.2749 34.0596)
7184,190217041,2019-08-10,1500,2,Rampart,256,34,M,W,nan,,I,41.18(D)LAM,,6TH,"34.059, -118.2736",2019,10,8,August,Saturday,15,00,False,34.059,-118.2736,White,POINT (-118.2736 34.059)
7397,190217308,2019-08-09,1805,2,Rampart,246,25,M,B,nan,,I,41.18(D)LAM,,BONNIE BRAE,"34.0585, -118.2724",2019,9,8,August,Friday,18,05,False,34.0585,-118.2724,Black,POINT (-118.2724 34.0585)
7410,190217307,2019-08-09,1250,2,Rampart,256,48,M,B,nan,,I,41.18(D)LAM,,WILSHIRE,"34.0565, -118.2724",2019,9,8,August,Friday,12,50,False,34.0565,-118.2724,Black,POINT (-118.2724 34.0565)
7555,191417872,2019-08-08,0840,14,Pacific,1413,29,M,B,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,8,8,August,Thursday,08,40,False,33.997,-118.4761,Black,POINT (-118.4761 33.997)
8326,190217309,2019-08-06,1530,2,Rampart,256,36,F,B,nan,,I,41.18(D)LAM,,WILSHIRE,"34.0565, -118.2724",2019,6,8,August,Tuesday,15,30,False,34.0565,-118.2724,Black,POINT (-118.2724 34.0565)
8527,190813739,2019-08-05,1610,8,West LA,851,38,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,WELLESLEY                    AV,"34.0388, -118.4645",2019,5,8,August,Monday,16,10,False,34.0388,-118.4645,Hispanic,POINT (-118.4645 34.0388)
8842,191417883,2019-08-04,0700,14,Pacific,1412,45,M,H,nan,,I,41.18(D)LAM,,OCEAN FRONT,"33.9926, -118.4787",2019,4,8,August,Sunday,07,00,False,33.9926,-118.4787,Hispanic,POINT (-118.4787 33.9926)
9288,190215960,2019-08-02,1600,2,Rampart,256,31,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BONNIE BRAE,"34.0569, -118.2725",2019,2,8,August,Friday,16,00,False,34.0569,-118.2725,White,POINT (-118.2725 34.0569)
9360,190813614,2019-08-02,0700,8,West LA,897,42,M,W,nan,,I,41.18(D)LAM,,BAGLEY,"34.0295, -118.3967",2019,2,8,August,Friday,07,00,False,34.0295,-118.3967,White,POINT (-118.3967 34.0295)
9408,190813618,2019-08-02,0700,8,West LA,897,45,M,W,nan,,I,41.18DLAMC,,BAGLEY,"34.0295, -118.3967",2019,2,8,August,Friday,07,00,False,34.0295,-118.3967,White,POINT (-118.3967 34.0295)
9501,190813619,2019-08-02,0930,8,West LA,881,52,M,H,nan,,I,41.18DLAMC,,EXPOSITION,"34.0326, -118.4493",2019,2,8,August,Friday,09,30,False,34.0326,-118.4493,Hispanic,POINT (-118.4493 34.0326)
9836,191417870,2019-07-31,1330,14,Pacific,1431,35,F,W,nan,,I,41.18(A)LAM,,00    MARKET                       ST,"33.9881, -118.473",2019,31,7,July,Wednesday,13,30,False,33.9881,-118.473,White,POINT (-118.473 33.9881)
9850,190813581,2019-07-31,0920,8,West LA,883,31,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,TENNESSEE,"34.0379, -118.4381",2019,31,7,July,Wednesday,09,20,False,34.0379,-118.4381,Hispanic,POINT (-118.4381 34.0379)
9899,190813578,2019-07-31,0925,8,West LA,883,22,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,TENNESSEE,"34.0379, -118.4381",2019,31,7,July,Wednesday,09,25,False,34.0379,-118.4381,Hispanic,POINT (-118.4381 34.0379)
10028,191417869,2019-07-31,1335,14,Pacific,1431,33,F,W,nan,,I,41.18(A)LAM,,00    MARKET                       ST,"33.9881, -118.473",2019,31,7,July,Wednesday,13,35,False,33.9881,-118.473,White,POINT (-118.473 33.9881)
10116,190813580,2019-07-31,1000,8,West LA,884,55,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,EXPOSITION,"34.0397, -118.4301",2019,31,7,July,Wednesday,10,00,False,34.0397,-118.4301,Black,POINT (-118.4301 34.0397)
10246,190813575,2019-07-30,0900,8,West LA,891,43,F,H,nan,,I,41.18DLAMC,,PICO,"34.0281, -118.453",2019,30,7,July,Tuesday,09,00,False,34.0281,-118.453,Hispanic,POINT (-118.453 34.0281)
10274,190813574,2019-07-30,0900,8,West LA,891,50,M,H,nan,,I,41.18DLAMC,,PICO,"34.0281, -118.453",2019,30,7,July,Tuesday,09,00,False,34.0281,-118.453,Hispanic,POINT (-118.453 34.0281)
10282,190813573,2019-07-30,0855,8,West LA,891,33,M,W,nan,,I,41.18(D)LAM,,CENTINELA,"34.0278, -118.4527",2019,30,7,July,Tuesday,08,55,False,34.0278,-118.4527,White,POINT (-118.4527 34.0278)
10887,192113446,2019-07-28,0742,21,Topanga,2187,23,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,21900    VENTURA                      BL,"34.1685, -118.6038",2019,28,7,July,Sunday,07,42,False,34.1685,-118.6038,White,POINT (-118.6038 34.1685)
11106,192113407,2019-07-27,1122,21,Topanga,2187,28,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,21900    VENTURA                      BL,"34.1685, -118.6038",2019,27,7,July,Saturday,11,22,False,34.1685,-118.6038,White,POINT (-118.6038 34.1685)
11165,192113406,2019-07-27,1117,21,Topanga,2187,23,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,21900    VENTURA                      BL,"34.1685, -118.6038",2019,27,7,July,Saturday,11,17,False,34.1685,-118.6038,White,POINT (-118.6038 34.1685)
11573,190813307,2019-07-25,0920,8,West LA,897,46,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BAGLEY,"34.0295, -118.3967",2019,25,7,July,Thursday,09,20,False,34.0295,-118.3967,White,POINT (-118.3967 34.0295)
11594,190813306,2019-07-25,0910,8,West LA,897,42,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BAGLEY,"34.0295, -118.3967",2019,25,7,July,Thursday,09,10,False,34.0295,-118.3967,White,POINT (-118.3967 34.0295)
11634,190813305,2019-07-25,0925,8,West LA,897,33,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BAGLEY,"34.0295, -118.3967",2019,25,7,July,Thursday,09,25,False,34.0295,-118.3967,White,POINT (-118.3967 34.0295)
11696,191417345,2019-07-25,0945,14,Pacific,1413,25,M,H,nan,,I,41.18(A)LAM,,3RD                          AV,"33.9955, -118.4745",2019,25,7,July,Thursday,09,45,False,33.9955,-118.4745,Hispanic,POINT (-118.4745 33.9955)
11710,191417344,2019-07-25,0900,14,Pacific,1431,33,F,W,nan,,I,41.18(A)LAM,,MARKET                       ST,"33.9885, -118.4724",2019,25,7,July,Thursday,09,00,False,33.9885,-118.4724,White,POINT (-118.4724 33.9885)
11877,191417346,2019-07-25,0945,14,Pacific,1413,39,F,W,nan,,I,41.18(A)LAM,,3RD                          AV,"33.9955, -118.4745",2019,25,7,July,Thursday,09,45,False,33.9955,-118.4745,White,POINT (-118.4745 33.9955)
11908,190813299,2019-07-24,1050,8,West LA,893,63,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SEPULVEDA,"34.0344, -118.4336",2019,24,7,July,Wednesday,10,50,False,34.0344,-118.4336,White,POINT (-118.4336 34.0344)
11999,190813300,2019-07-24,1100,8,West LA,883,48,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SEPULVEDA,"34.04, -118.4393",2019,24,7,July,Wednesday,11,00,False,34.04,-118.4393,Hispanic,POINT (-118.4393 34.04)
12274,190813308,2019-07-23,0935,8,West LA,897,32,F,H,nan,,I,41.18DLAMC,,BAGLEY,"34.0295, -118.3967",2019,23,7,July,Tuesday,09,35,False,34.0295,-118.3967,Hispanic,POINT (-118.3967 34.0295)
12429,191416662,2019-07-23,0344,14,Pacific,1413,60,M,B,nan,,I,41.18(D)LAM,,OCEAN FRONT,"33.9956, -118.4722",2019,23,7,July,Tuesday,03,44,True,33.9956,-118.4722,Black,POINT (-118.4722 33.9956)
12497,192113248,2019-07-23,1034,21,Topanga,2187,80,M,W,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),21900    VENTURA                      BL,"34.1685, -118.6038",2019,23,7,July,Tuesday,10,34,False,34.1685,-118.6038,White,POINT (-118.6038 34.1685)
12507,191416652,2019-07-23,0335,14,Pacific,1413,35,M,B,nan,,I,41.18(D)LAM,,OCEAN FRONT,"33.9956, -118.4722",2019,23,7,July,Tuesday,03,35,True,33.9956,-118.4722,Black,POINT (-118.4722 33.9956)
13027,190813298,2019-07-20,0920,8,West LA,853,51,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,OHIO,"34.0445, -118.4491",2019,20,7,July,Saturday,09,20,False,34.0445,-118.4491,White,POINT (-118.4491 34.0445)
13123,190813303,2019-07-20,0940,8,West LA,853,62,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,OHIO,"34.0445, -118.4491",2019,20,7,July,Saturday,09,40,False,34.0445,-118.4491,White,POINT (-118.4491 34.0445)
13151,190813304,2019-07-20,1030,8,West LA,884,53,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,COTNER,"34.0397, -118.4301",2019,20,7,July,Saturday,10,30,False,34.0397,-118.4301,Black,POINT (-118.4301 34.0397)
13152,190813199,2019-07-20,1100,8,West LA,884,49,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,EXPOSITION,"34.0397, -118.4301",2019,20,7,July,Saturday,11,00,False,34.0397,-118.4301,White,POINT (-118.4301 34.0397)
13213,190813302,2019-07-20,0930,8,West LA,853,63,F,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,OHIO,"34.0445, -118.4491",2019,20,7,July,Saturday,09,30,False,34.0445,-118.4491,White,POINT (-118.4491 34.0445)
13312,190813198,2019-07-20,1045,8,West LA,892,55,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,EXPOSITION,"34.0345, -118.438",2019,20,7,July,Saturday,10,45,False,34.0345,-118.438,Black,POINT (-118.438 34.0345)
13363,191416972,2019-07-19,1500,14,Pacific,1413,48,M,W,nan,,I,41.18(D)LAM,,3RD                          AV,"33.997, -118.4761",2019,19,7,July,Friday,15,00,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
13844,190812872,2019-07-18,1700,8,West LA,884,53,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,PICO,"34.0362, -118.4367",2019,18,7,July,Thursday,17,00,False,34.0362,-118.4367,Black,POINT (-118.4367 34.0362)
13944,190914093,2019-07-17,1000,9,Van Nuys,923,42,M,H,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),GILMORE                      ST,"34.1877, -118.4509",2019,17,7,July,Wednesday,10,00,False,34.1877,-118.4509,Hispanic,POINT (-118.4509 34.1877)
13994,190215133,2019-07-17,1730,2,Rampart,246,23,M,W,nan,,I,41.18DLAMC,,600 S  ALVARADO                     ST,"34.0596, -118.2749",2019,17,7,July,Wednesday,17,30,False,34.0596,-118.2749,White,POINT (-118.2749 34.0596)
14256,190215132,2019-07-17,1720,2,Rampart,246,26,M,W,nan,,I,41.18DLAMC,,600 S  ALVARADO                     ST,"34.0596, -118.2749",2019,17,7,July,Wednesday,17,20,False,34.0596,-118.2749,White,POINT (-118.2749 34.0596)
14352,190812874,2019-07-16,0810,8,West LA,897,42,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,BAGLEY,"34.0292, -118.3968",2019,16,7,July,Tuesday,08,10,False,34.0292,-118.3968,White,POINT (-118.3968 34.0292)
14445,190812786,2019-07-16,1700,8,West LA,893,36,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SEPULVEDA,"34.0344, -118.4336",2019,16,7,July,Tuesday,17,00,False,34.0344,-118.4336,Hispanic,POINT (-118.4336 34.0344)
14452,190812787,2019-07-16,1700,8,West LA,893,32,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SEPULVEDA,"34.0344, -118.4336",2019,16,7,July,Tuesday,17,00,False,34.0344,-118.4336,Hispanic,POINT (-118.4336 34.0344)
14479,190812788,2019-07-16,1600,8,West LA,884,49,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,EXPOSITION,"34.0397, -118.4301",2019,16,7,July,Tuesday,16,00,False,34.0397,-118.4301,White,POINT (-118.4301 34.0397)
14498,190812785,2019-07-16,1650,8,West LA,893,48,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,SEPULVEDA,"34.0344, -118.4336",2019,16,7,July,Tuesday,16,50,False,34.0344,-118.4336,Hispanic,POINT (-118.4336 34.0344)
14532,190812799,2019-07-15,1845,8,West LA,883,52,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BELOIT,"34.04, -118.4393",2019,15,7,July,Monday,18,45,False,34.04,-118.4393,White,POINT (-118.4393 34.04)
14578,190812792,2019-07-15,1340,8,West LA,897,42,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,BAGLEY,"34.0292, -118.3968",2019,15,7,July,Monday,13,40,False,34.0292,-118.3968,White,POINT (-118.3968 34.0292)
14580,191416438,2019-07-15,0930,14,Pacific,1413,28,M,W,nan,,I,41.18(A)LAM,,3RD,"33.9955, -118.4745",2019,15,7,July,Monday,09,30,False,33.9955,-118.4745,White,POINT (-118.4745 33.9955)
14596,190812791,2019-07-15,1340,8,West LA,897,31,M,H,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,BAGLEY,"34.0292, -118.3968",2019,15,7,July,Monday,13,40,False,34.0292,-118.3968,Hispanic,POINT (-118.3968 34.0292)
14606,190812795,2019-07-15,1845,8,West LA,883,52,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,BELOIT,"34.04, -118.4393",2019,15,7,July,Monday,18,45,False,34.04,-118.4393,Hispanic,POINT (-118.4393 34.04)
14687,190812789,2019-07-15,1510,8,West LA,881,55,M,W,nan,,I,41.18DLAMC,,EXPOSITION,"34.0341, -118.4525",2019,15,7,July,Monday,15,10,False,34.0341,-118.4525,White,POINT (-118.4525 34.0341)
14723,190812793,2019-07-15,1430,8,West LA,884,51,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,EXPOSITION,"34.0397, -118.4301",2019,15,7,July,Monday,14,30,False,34.0397,-118.4301,White,POINT (-118.4301 34.0397)
14745,190812794,2019-07-15,1535,8,West LA,881,49,M,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,EXPOSITION,"34.0328, -118.4483",2019,15,7,July,Monday,15,35,False,34.0328,-118.4483,White,POINT (-118.4483 34.0328)
15126,190214798,2019-07-13,1600,2,Rampart,246,47,M,B,nan,,I,41.18(D)LAM,,ALVARADO                     ST,"34.0613, -118.2738",2019,13,7,July,Saturday,16,00,False,34.0613,-118.2738,Black,POINT (-118.2738 34.0613)
15185,191416415,2019-07-13,0915,14,Pacific,1413,37,F,W,nan,,I,41.18(A)LAM,,3RD,"33.9955, -118.4745",2019,13,7,July,Saturday,09,15,False,33.9955,-118.4745,White,POINT (-118.4745 33.9955)
15661,190812529,2019-07-11,1200,8,West LA,884,35,F,W,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,COTNER                       AV,"34.0397, -118.4301",2019,11,7,July,Thursday,12,00,False,34.0397,-118.4301,White,POINT (-118.4301 34.0397)
16007,190214824,2019-07-10,2130,2,Rampart,246,47,M,B,nan,,I,41.18DLAMC,,400 S  ALVARADO                     ST,"34.0613, -118.2738",2019,10,7,July,Wednesday,21,30,False,34.0613,-118.2738,Black,POINT (-118.2738 34.0613)
