,report_id,arrest_date,time,area_id,area_name,reporting_district,age,sex_code,descent_code,charge_group_code,charge_group_description,arrest_type_code,charge,charge_description,address,location,year,day,month,monthname,weekday,hour,minute,night,latitude,longitude,descent_description,geometry
54269,191407119,2019-02-17,1400,14,Pacific,1413,46,M,W,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,17,2,February,Sunday,14,00,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
54317,191407118,2019-02-17,0825,14,Pacific,1413,27,M,W,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,17,2,February,Sunday,08,25,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
55224,191406695,2019-02-13,1710,14,Pacific,1431,39,F,W,nan,,I,41.18(D)LAM,,PACIFIC,"33.9881, -118.4725",2019,13,2,February,Wednesday,17,10,False,33.9881,-118.4725,White,POINT (-118.4725 33.9881)
55371,191406692,2019-02-12,1700,14,Pacific,1431,41,M,W,nan,,I,41.18(D)LAM,,PACIFIC                      AV,"33.988, -118.4703",2019,12,2,February,Tuesday,17,00,False,33.988,-118.4703,White,POINT (-118.4703 33.988)
55385,191406694,2019-02-12,1700,14,Pacific,1431,48,M,W,nan,,I,41.18(D)LAM,,PACIFIC,"33.9877, -118.4723",2019,12,2,February,Tuesday,17,00,False,33.9877,-118.4723,White,POINT (-118.4723 33.9877)
55413,191306714,2019-02-12,1035,13,Newton,1307,33,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH                          ST,"34.0401, -118.2459",2019,12,2,February,Tuesday,10,35,False,34.0401,-118.2459,Black,POINT (-118.2459 34.0401)
55425,191406691,2019-02-12,1620,14,Pacific,1413,41,M,B,nan,,I,41.18(D)LAM,,ROSE                         AV,"33.9976, -118.4751",2019,12,2,February,Tuesday,16,20,False,33.9976,-118.4751,Black,POINT (-118.4751 33.9976)
55477,190805889,2019-02-12,1500,8,West LA,854,39,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,OHIO,"34.0495, -118.4481",2019,12,2,February,Tuesday,15,00,False,34.0495,-118.4481,Hispanic,POINT (-118.4481 34.0495)
55491,190806140,2019-02-12,1500,8,West LA,854,46,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,OHIO,"34.0495, -118.4481",2019,12,2,February,Tuesday,15,00,False,34.0495,-118.4481,Hispanic,POINT (-118.4481 34.0495)
55503,190805886,2019-02-12,1500,8,West LA,854,51,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,OHIO,"34.0495, -118.4481",2019,12,2,February,Tuesday,15,00,False,34.0495,-118.4481,Black,POINT (-118.4481 34.0495)
55683,191406696,2019-02-11,0940,14,Pacific,1413,30,F,I,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,11,2,February,Monday,09,40,False,33.997,-118.4761,American Indian/Alaskan Native,POINT (-118.4761 33.997)
55723,190207153,2019-02-11,1522,2,Rampart,245,43,M,H,nan,,I,41.18(A)LAM,,2500    WILSHIRE                     BL,"34.0601, -118.2805",2019,11,2,February,Monday,15,22,False,34.0601,-118.2805,Hispanic,POINT (-118.2805 34.0601)
55735,190206483,2019-02-11,2028,2,Rampart,245,37,F,H,nan,,I,41.18(A)LAM,,2500    WILSHIRE                     BL,"34.0601, -118.2805",2019,11,2,February,Monday,20,28,False,34.0601,-118.2805,Hispanic,POINT (-118.2805 34.0601)
55737,190206482,2019-02-11,1532,2,Rampart,245,51,M,H,nan,,I,41.18(A)LAM,,2500    WILSHIRE                     BL,"34.0601, -118.2805",2019,11,2,February,Monday,15,32,False,34.0601,-118.2805,Hispanic,POINT (-118.2805 34.0601)
56881,191306712,2019-02-06,1035,13,Newton,1307,35,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH                          ST,"34.0401, -118.2459",2019,6,2,February,Wednesday,10,35,False,34.0401,-118.2459,Black,POINT (-118.2459 34.0401)
56923,191105856,2019-02-06,1140,11,Northeast,1172,39,F,W,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1500 N  ALVARADO                     ST,"34.0822, -118.2607",2019,6,2,February,Wednesday,11,40,False,34.0822,-118.2607,White,POINT (-118.2607 34.0822)
56925,191306713,2019-02-06,1030,13,Newton,1307,52,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,700    CROCKER                      ST,"34.0401, -118.2459",2019,6,2,February,Wednesday,10,30,False,34.0401,-118.2459,Black,POINT (-118.2459 34.0401)
56937,191406345,2019-02-06,1520,14,Pacific,1431,55,M,W,nan,,I,41.18(D)LAM,,MILDRED                      AV,"33.9867, -118.4714",2019,6,2,February,Wednesday,15,20,False,33.9867,-118.4714,White,POINT (-118.4714 33.9867)
56973,191407196,2019-02-06,1750,14,Pacific,1431,21,M,B,nan,,I,41.18(D)LAM,,WINDWARD,"33.9879, -118.4719",2019,6,2,February,Wednesday,17,50,False,33.9879,-118.4719,Black,POINT (-118.4719 33.9879)
56977,191105862,2019-02-06,1330,11,Northeast,1183,35,F,W,nan,,M,41.18(D)LAM,,MONTANA                      ST,"34.0798, -118.2602",2019,6,2,February,Wednesday,13,30,False,34.0798,-118.2602,White,POINT (-118.2602 34.0798)
56993,191406395,2019-02-06,1925,14,Pacific,1431,27,M,W,nan,,I,41.18(A)LAM,,INNES                        PL,"33.9887, -118.4721",2019,6,2,February,Wednesday,19,25,False,33.9887,-118.4721,White,POINT (-118.4721 33.9887)
57007,191407197,2019-02-06,1750,14,Pacific,1431,21,M,W,nan,,I,41.18(D)LAM,,WINDWARD,"33.9879, -118.4719",2019,6,2,February,Wednesday,17,50,False,33.9879,-118.4719,White,POINT (-118.4719 33.9879)
57031,191407194,2019-02-06,1745,14,Pacific,1431,27,M,W,nan,,I,41.18DLAMC,,WINDWARD,"33.9879, -118.4719",2019,6,2,February,Wednesday,17,45,False,33.9879,-118.4719,White,POINT (-118.4719 33.9879)
57037,191105857,2019-02-06,1140,11,Northeast,1172,42,M,W,nan,,M,41.18(D)LAM,,1500 N  ALVARADO                     ST,"34.0822, -118.2607",2019,6,2,February,Wednesday,11,40,False,34.0822,-118.2607,White,POINT (-118.2607 34.0822)
57190,191406336,2019-02-05,1405,14,Pacific,1412,27,M,B,nan,,I,41.18(D)LAM,,3RD,"33.9933, -118.4765",2019,5,2,February,Tuesday,14,05,False,33.9933,-118.4765,Black,POINT (-118.4765 33.9933)
57228,191406337,2019-02-05,1400,14,Pacific,1413,30,F,O,nan,,I,41.18(D)LAM,,3RD,"33.997, -118.4761",2019,5,2,February,Tuesday,14,00,False,33.997,-118.4761,Other,POINT (-118.4761 33.997)
57258,191406338,2019-02-05,1450,14,Pacific,1413,25,M,B,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,5,2,February,Tuesday,14,50,False,33.997,-118.4761,Black,POINT (-118.4761 33.997)
57272,191406344,2019-02-05,1415,14,Pacific,1413,41,F,W,nan,,I,41.18(D)LAM,,3RD,"33.997, -118.4761",2019,5,2,February,Tuesday,14,15,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
57282,191406333,2019-02-05,1420,14,Pacific,1412,42,M,H,nan,,I,41.18(D)LAM,,3RD,"33.9933, -118.4765",2019,5,2,February,Tuesday,14,20,False,33.9933,-118.4765,Hispanic,POINT (-118.4765 33.9933)
57284,191406342,2019-02-05,1250,14,Pacific,1413,27,M,W,nan,,I,41.18(A)LAM,,3RD                          AV,"33.997, -118.4761",2019,5,2,February,Tuesday,12,50,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
57632,191406113,2019-02-03,0230,14,Pacific,1411,49,M,W,nan,,I,41.18(D)LAM,,800    OCEAN FRONT                  WK,"33.9913, -118.4775",2019,3,2,February,Sunday,02,30,True,33.9913,-118.4775,White,POINT (-118.4775 33.9913)
57652,190905657,2019-02-03,0830,9,Van Nuys,964,53,M,W,nan,,M,41.18(D),,HAZELTINE                    AV,"34.1594, -118.44",2019,3,2,February,Sunday,08,30,False,34.1594,-118.44,White,POINT (-118.44 34.1594)
58101,191406112,2019-02-01,1221,14,Pacific,1431,43,F,B,nan,,I,41.18(A)LAM,,MAIN,"33.9883, -118.4708",2019,1,2,February,Friday,12,21,False,33.9883,-118.4708,Black,POINT (-118.4708 33.9883)
58298,191105632,2019-01-31,0930,11,Northeast,1138,48,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,100 N  AVENUE 61,"34.1117, -118.1884",2019,31,1,January,Thursday,09,30,False,34.1117,-118.1884,Hispanic,POINT (-118.1884 34.1117)
58304,191105630,2019-01-31,0900,11,Northeast,1138,40,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,AVENUE 61,"34.1117, -118.1884",2019,31,1,January,Thursday,09,00,False,34.1117,-118.1884,Hispanic,POINT (-118.1884 34.1117)
58318,191105628,2019-01-31,0930,11,Northeast,1138,60,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,100 N  AVENUE 61,"34.1117, -118.1884",2019,31,1,January,Thursday,09,30,False,34.1117,-118.1884,White,POINT (-118.1884 34.1117)
58336,191105629,2019-01-31,0850,11,Northeast,1138,35,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,100 N  AVENUE 61,"34.1117, -118.1884",2019,31,1,January,Thursday,08,50,False,34.1117,-118.1884,White,POINT (-118.1884 34.1117)
58346,191105627,2019-01-31,0930,11,Northeast,1138,47,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,100 N  AVENUE 61,"34.1117, -118.1884",2019,31,1,January,Thursday,09,30,False,34.1117,-118.1884,White,POINT (-118.1884 34.1117)
58370,191105631,2019-01-31,0915,11,Northeast,1138,41,F,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,AVENUE 61,"34.1117, -118.1884",2019,31,1,January,Thursday,09,15,False,34.1117,-118.1884,Hispanic,POINT (-118.1884 34.1117)
58568,191405941,2019-01-30,1050,14,Pacific,1453,45,M,W,nan,,I,41.18(D)LAM,,DEL REY                      AV,"33.9908, -118.4472",2019,30,1,January,Wednesday,10,50,False,33.9908,-118.4472,White,POINT (-118.4472 33.9908)
58592,191906238,2019-01-30,1335,19,Mission,1988,20,F,O,nan,,I,41.18(A)LAM,,REEDLEY                      ST,"34.2221, -118.4282",2019,30,1,January,Wednesday,13,35,False,34.2221,-118.4282,Other,POINT (-118.4282 34.2221)
58666,191906239,2019-01-30,1330,19,Mission,1988,30,M,H,nan,,I,41.18(A)LAM,,REEDLEY,"34.2221, -118.4282",2019,30,1,January,Wednesday,13,30,False,34.2221,-118.4282,Hispanic,POINT (-118.4282 34.2221)
58882,191305509,2019-01-29,1445,13,Newton,1307,32,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,AGATHA,"34.0384, -118.2464",2019,29,1,January,Tuesday,14,45,False,34.0384,-118.2464,Black,POINT (-118.2464 34.0384)
58922,191405943,2019-01-29,1630,14,Pacific,1431,18,F,W,nan,,I,41.18(D)LAM,,ABBOT KINNEY,"33.9909, -118.467",2019,29,1,January,Tuesday,16,30,False,33.9909,-118.467,White,POINT (-118.467 33.9909)
58948,191405944,2019-01-29,1640,14,Pacific,1431,23,M,W,nan,,I,41.18(D)LAM,,ABBOT KINNEY,"33.9909, -118.467",2019,29,1,January,Tuesday,16,40,False,33.9909,-118.467,White,POINT (-118.467 33.9909)
59210,191105480,2019-01-28,1130,11,Northeast,1109,37,F,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,7400 N  FIGUEROA                     ST,"34.1382, -118.1874",2019,28,1,January,Monday,11,30,False,34.1382,-118.1874,Hispanic,POINT (-118.1874 34.1382)
59246,191105481,2019-01-28,1150,11,Northeast,1109,52,M,W,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,7400 N  FIGUEROA                     ST,"34.1382, -118.1874",2019,28,1,January,Monday,11,50,False,34.1382,-118.1874,White,POINT (-118.1874 34.1382)
59419,191405761,2019-01-27,0938,14,Pacific,1413,36,F,W,nan,,I,41.18(A)LAM,,3RD                          AV,"33.997, -118.4761",2019,27,1,January,Sunday,09,38,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
59451,191405752,2019-01-27,0935,14,Pacific,1413,30,M,W,nan,,I,41.18(A)LAM,,3RD                          AV,"33.997, -118.4761",2019,27,1,January,Sunday,09,35,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
60035,191405744,2019-01-25,0815,14,Pacific,1414,25,M,W,nan,,I,41.18(D)MC,,7TH,"34.0, -118.4694",2019,25,1,January,Friday,08,15,False,34.0,-118.4694,White,POINT (-118.4694 34)
60542,190805004,2019-01-23,0800,8,West LA,854,62,M,W,nan,,I,41.18(D)LAM,,OHIO,"34.0469, -118.4451",2019,23,1,January,Wednesday,08,00,False,34.0469,-118.4451,White,POINT (-118.4451 34.0469)
60578,190805002,2019-01-23,0735,8,West LA,853,47,M,W,nan,,I,41.18(D)LAM,,OHIO,"34.0445, -118.4491",2019,23,1,January,Wednesday,07,35,False,34.0445,-118.4491,White,POINT (-118.4491 34.0445)
60590,191405537,2019-01-23,0720,14,Pacific,1413,36,M,H,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,23,1,January,Wednesday,07,20,False,33.997,-118.4761,Hispanic,POINT (-118.4761 33.997)
60618,191405536,2019-01-23,0720,14,Pacific,1413,52,M,W,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,23,1,January,Wednesday,07,20,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
60622,191405545,2019-01-23,0955,14,Pacific,1443,41,M,W,nan,,I,41.18(D)LAM,,HARRISON                     AV,"33.9928, -118.4513",2019,23,1,January,Wednesday,09,55,False,33.9928,-118.4513,White,POINT (-118.4513 33.9928)
60664,190805007,2019-01-23,0805,8,West LA,854,52,M,H,nan,,I,41.18(D)LAM,,OHIO,"34.0469, -118.4451",2019,23,1,January,Wednesday,08,05,False,34.0469,-118.4451,Hispanic,POINT (-118.4451 34.0469)
60670,190805008,2019-01-23,0810,8,West LA,854,27,F,W,nan,,I,41.18(D)LAM,,OHIO,"34.0469, -118.4451",2019,23,1,January,Wednesday,08,10,False,34.0469,-118.4451,White,POINT (-118.4451 34.0469)
60686,191005087,2019-01-23,0900,10,West Valley,1044,33,F,W,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),RESEDA,"34.1765, -118.5333",2019,23,1,January,Wednesday,09,00,False,34.1765,-118.5333,White,POINT (-118.5333 34.1765)
60698,190805003,2019-01-23,0740,8,West LA,853,25,M,H,nan,,I,41.18DLAMC,,OHIO,"34.0445, -118.4491",2019,23,1,January,Wednesday,07,40,False,34.0445,-118.4491,Hispanic,POINT (-118.4491 34.0445)
60738,190805006,2019-01-23,0750,8,West LA,853,60,M,B,nan,,I,41.18(D)LAM,,OHIO,"34.0445, -118.4491",2019,23,1,January,Wednesday,07,50,False,34.0445,-118.4491,Black,POINT (-118.4491 34.0445)
60750,190805005,2019-01-23,0815,8,West LA,854,52,M,W,nan,,I,41.18(D)LAM,,OHIO,"34.0469, -118.4451",2019,23,1,January,Wednesday,08,15,False,34.0469,-118.4451,White,POINT (-118.4451 34.0469)
60756,191005088,2019-01-23,0900,10,West Valley,1044,36,M,W,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),RESEDA,"34.1765, -118.5333",2019,23,1,January,Wednesday,09,00,False,34.1765,-118.5333,White,POINT (-118.5333 34.1765)
60901,191405763,2019-01-22,1020,14,Pacific,1413,31,M,H,nan,,I,41.18(A)LAM,,3RD                          AV,"33.997, -118.4761",2019,22,1,January,Tuesday,10,20,False,33.997,-118.4761,Hispanic,POINT (-118.4761 33.997)
61072,191405386,2019-01-21,0815,14,Pacific,1413,43,M,B,nan,,I,41.18(A)LAM,,3RD                          AV,"33.997, -118.4761",2019,21,1,January,Monday,08,15,False,33.997,-118.4761,Black,POINT (-118.4761 33.997)
61168,191405387,2019-01-21,1400,14,Pacific,1431,25,M,W,nan,,I,41.18(D)LAM,,1300    ALHAMBRA                     CT,"33.9909, -118.4682",2019,21,1,January,Monday,14,00,False,33.9909,-118.4682,White,POINT (-118.4682 33.9909)
61192,191405385,2019-01-21,1426,14,Pacific,1413,48,F,W,nan,,I,41.18(D)LAM,,1300    ABBOT KINNEY                 BL,"33.9956, -118.4722",2019,21,1,January,Monday,14,26,False,33.9956,-118.4722,White,POINT (-118.4722 33.9956)
61397,191405307,2019-01-20,0825,14,Pacific,1413,30,M,W,nan,,I,41.18(A) LA,,3RD                          AV,"33.997, -118.4761",2019,20,1,January,Sunday,08,25,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
61679,191405311,2019-01-19,1400,14,Pacific,1412,39,F,B,nan,,I,41.18(A)LAM,,PACIFIC,"33.9947, -118.4778",2019,19,1,January,Saturday,14,00,False,33.9947,-118.4778,Black,POINT (-118.4778 33.9947)
62525,191404976,2019-01-15,0800,14,Pacific,1412,34,M,W,nan,,I,41.18(A)LAM,,PARK,"33.9913, -118.4775",2019,15,1,January,Tuesday,08,00,False,33.9913,-118.4775,White,POINT (-118.4775 33.9913)
62565,191404974,2019-01-15,0800,14,Pacific,1412,49,F,W,nan,,O,41.18(4)LAM,,PARK,"33.9913, -118.4775",2019,15,1,January,Tuesday,08,00,False,33.9913,-118.4775,White,POINT (-118.4775 33.9913)
62569,191404978,2019-01-15,0805,14,Pacific,1412,25,M,H,nan,,I,41.18(A)LAM,,PARK,"33.9913, -118.4775",2019,15,1,January,Tuesday,08,05,False,33.9913,-118.4775,Hispanic,POINT (-118.4775 33.9913)
62889,191404903,2019-01-13,0810,14,Pacific,1413,30,M,B,nan,,I,41.18(A)LAM,,3RD                          AV,"33.997, -118.4761",2019,13,1,January,Sunday,08,10,False,33.997,-118.4761,Black,POINT (-118.4761 33.997)
63586,191404907,2019-01-10,0740,14,Pacific,1413,46,M,W,nan,,I,41.18(A)LAM,,ROSE                         AV,"33.9976, -118.4751",2019,10,1,January,Thursday,07,40,False,33.9976,-118.4751,White,POINT (-118.4751 33.9976)
63590,191404906,2019-01-10,0745,14,Pacific,1413,22,M,W,nan,,I,41.18(D)LAM,,3RD,"33.997, -118.4761",2019,10,1,January,Thursday,07,45,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
63596,191404912,2019-01-10,2150,14,Pacific,1431,37,M,B,nan,,I,41.18(A)LAM,,OZONE,"33.988, -118.4703",2019,10,1,January,Thursday,21,50,False,33.988,-118.4703,Black,POINT (-118.4703 33.988)
63606,191404904,2019-01-10,0740,14,Pacific,1413,50,F,W,nan,,I,41.18(D)LAM,,ROSE                         AV,"33.9976, -118.4751",2019,10,1,January,Thursday,07,40,False,33.9976,-118.4751,White,POINT (-118.4751 33.9976)
63654,191404910,2019-01-10,0725,14,Pacific,1431,44,M,W,nan,,I,41.18(A)LAM,,PARK                         AV,"33.988, -118.4703",2019,10,1,January,Thursday,07,25,False,33.988,-118.4703,White,POINT (-118.4703 33.988)
63861,191404650,2019-01-09,0945,14,Pacific,1413,29,F,W,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,9,1,January,Wednesday,09,45,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
63927,191404654,2019-01-09,0910,14,Pacific,1413,23,F,W,nan,,I,41.18(G)LAM,,3RD,"33.997, -118.4761",2019,9,1,January,Wednesday,09,10,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
63969,191404649,2019-01-09,0945,14,Pacific,1413,43,M,W,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,9,1,January,Wednesday,09,45,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
64576,191404666,2019-01-06,1350,14,Pacific,1413,48,M,B,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,6,1,January,Sunday,13,50,False,33.997,-118.4761,Black,POINT (-118.4761 33.997)
64784,191404470,2019-01-05,0915,14,Pacific,1413,18,M,W,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,5,1,January,Saturday,09,15,False,33.997,-118.4761,White,POINT (-118.4761 33.997)
64818,191404469,2019-01-05,0915,14,Pacific,1413,55,M,B,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,5,1,January,Saturday,09,15,False,33.997,-118.4761,Black,POINT (-118.4761 33.997)
64828,190804189,2019-01-05,1025,8,West LA,853,39,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,OHIO,"34.0445, -118.4491",2019,5,1,January,Saturday,10,25,False,34.0445,-118.4491,Hispanic,POINT (-118.4491 34.0445)
65476,191504267,2019-01-02,1730,15,N Hollywood,1546,53,F,W,nan,,I,41.18(D)LAM,,RIVERSIDE                    DR,"34.1577, -118.3801",2019,2,1,January,Wednesday,17,30,False,34.1577,-118.3801,White,POINT (-118.3801 34.1577)
65516,191504263,2019-01-02,1715,15,N Hollywood,1546,48,M,W,nan,,I,41.18(D)LAM,,RIVERSIDE,"34.1577, -118.3801",2019,2,1,January,Wednesday,17,15,False,34.1577,-118.3801,White,POINT (-118.3801 34.1577)
65538,191504265,2019-01-02,1710,15,N Hollywood,1546,40,F,H,nan,,I,41.18(D)LAM,,RIVERSIDE,"34.1577, -118.3801",2019,2,1,January,Wednesday,17,10,False,34.1577,-118.3801,Hispanic,POINT (-118.3801 34.1577)
65552,191404175,2019-01-02,1100,14,Pacific,1413,31,F,B,nan,,I,41.18(A)LAM,,3RD,"33.997, -118.4761",2019,2,1,January,Wednesday,11,00,False,33.997,-118.4761,Black,POINT (-118.4761 33.997)
