index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employerfull,fire
1095372,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,CODE COMPLIANCE OFCR,1595.0,52908.0,9947.0,SAN DIEGO,1595.0,52908.0,9947.0,SAN_DIEGO_CITY,True
1095373,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,CODE COMPLIANCE OFCR,140.0,55579.0,4760.0,SAN DIEGO,140.0,55579.0,4760.0,SAN_DIEGO_CITY,True
1095374,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,CODE COMPLIANCE OFCR,1052.0,41730.0,14329.0,SAN DIEGO,1052.0,41730.0,14329.0,SAN_DIEGO_CITY,True
1095375,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,CODE COMPLIANCE OFCR,1843.0,42200.0,17549.0,SAN DIEGO,1843.0,42200.0,17549.0,SAN_DIEGO_CITY,True
1095376,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,CODE COMPLIANCE OFCR,0.0,2162.0,1130.0,SAN DIEGO,0.0,2162.0,1130.0,SAN_DIEGO_CITY,True
1095377,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,CONSTRUCTION ESTIMATOR,0.0,21490.0,0.0,SAN DIEGO,0.0,21490.0,0.0,SAN_DIEGO_CITY,True
1095378,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,CONSTRUCTION ESTIMATOR,0.0,67618.0,14291.0,SAN DIEGO,0.0,67618.0,14291.0,SAN_DIEGO_CITY,True
1095379,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,1261.0,181604.0,29239.0,SAN DIEGO,1261.0,181604.0,29239.0,SAN_DIEGO_CITY,True
1095380,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,59590.0,122.0,SAN DIEGO,0.0,59590.0,122.0,SAN_DIEGO_CITY,True
1095381,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,160713.0,12638.0,SAN DIEGO,0.0,160713.0,12638.0,SAN_DIEGO_CITY,True
1095382,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,3815.0,218743.0,23651.0,SAN DIEGO,3815.0,218743.0,23651.0,SAN_DIEGO_CITY,True
1095383,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,152831.0,40563.0,SAN DIEGO,0.0,152831.0,40563.0,SAN_DIEGO_CITY,True
1095384,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,162308.0,36030.0,SAN DIEGO,0.0,162308.0,36030.00000000001,SAN_DIEGO_CITY,True
1095385,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,154954.0,44569.0,SAN DIEGO,0.0,154954.0,44569.0,SAN_DIEGO_CITY,True
1095386,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DEPUTY FIRE CHIEF,0.0,174134.0,17947.0,SAN DIEGO,0.0,174134.0,17947.0,SAN_DIEGO_CITY,True
1095387,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 1,7730.0,48212.0,4587.0,SAN DIEGO,7730.0,48212.0,4587.0,SAN_DIEGO_CITY,True
1095388,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 1,1285.0,18950.0,1255.0,SAN DIEGO,1285.0,18950.0,1255.0,SAN_DIEGO_CITY,True
1095389,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 1,622.0,11635.0,1160.0,SAN DIEGO,622.0,11635.0,1160.0,SAN_DIEGO_CITY,True
1095390,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 1,3704.0,39689.0,8740.0,SAN DIEGO,3704.0,39689.0,8740.0,SAN_DIEGO_CITY,True
1095391,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 1,0.0,3778.0,603.0,SAN DIEGO,0.0,3778.0,603.0,SAN_DIEGO_CITY,True
1095392,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 1,0.0,3108.0,287.0,SAN DIEGO,0.0,3108.0,287.0,SAN_DIEGO_CITY,True
1095393,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 1,0.0,4084.0,298.0,SAN DIEGO,0.0,4084.0,298.0,SAN_DIEGO_CITY,True
1095394,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 1,0.0,3765.0,617.0,SAN DIEGO,0.0,3765.0,617.0,SAN_DIEGO_CITY,True
1095395,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 1,0.0,4007.0,289.0,SAN DIEGO,0.0,4007.0,289.0,SAN_DIEGO_CITY,True
1095396,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 1,0.0,3787.0,594.0,SAN DIEGO,0.0,3787.0,594.0,SAN_DIEGO_CITY,True
1095397,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 2,17876.0,67061.0,10783.0,SAN DIEGO,17876.0,67061.0,10783.0,SAN_DIEGO_CITY,True
1095398,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 2,21663.0,67280.0,13937.0,SAN DIEGO,21663.0,67280.0,13937.0,SAN_DIEGO_CITY,True
1095399,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 2,12457.0,61733.0,10292.0,SAN DIEGO,12457.0,61733.0,10292.0,SAN_DIEGO_CITY,True
1095400,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 2,5550.0,51643.0,3837.0,SAN DIEGO,5550.0,51642.99999999999,3837.0,SAN_DIEGO_CITY,True
1095401,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 2,10089.0,55133.0,13371.0,SAN DIEGO,10089.0,55133.0,13371.0,SAN_DIEGO_CITY,True
1095402,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 2,4185.0,64026.0,4845.0,SAN DIEGO,4185.0,64026.0,4845.0,SAN_DIEGO_CITY,True
1095403,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 2,16686.0,66613.0,9888.0,SAN DIEGO,16686.0,66613.0,9888.0,SAN_DIEGO_CITY,True
1095404,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 2,17929.0,74045.0,6031.0,SAN DIEGO,17929.0,74045.0,6031.0,SAN_DIEGO_CITY,True
1095405,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 2,0.0,4148.0,560.0,SAN DIEGO,0.0,4148.0,560.0,SAN_DIEGO_CITY,True
1095406,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,DISPATCHER 2,0.0,4148.0,560.0,SAN DIEGO,0.0,4148.0,560.0,SAN_DIEGO_CITY,True
1095407,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,EXECUTIVE ASSISTANT,78.0,60487.0,17191.0,SAN DIEGO,78.0,60487.0,17191.0,SAN_DIEGO_CITY,True
1095408,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,27942.0,98423.0,35432.0,SAN DIEGO,27942.0,98423.0,35432.0,SAN_DIEGO_CITY,True
1095409,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,65174.0,205843.0,31388.0,SAN DIEGO,65174.0,205843.0,31388.0,SAN_DIEGO_CITY,True
1095410,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,44221.0,147962.0,28254.0,SAN DIEGO,44221.0,147962.0,28254.0,SAN_DIEGO_CITY,True
1095411,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,24156.0,141170.0,3894.0,SAN DIEGO,24156.0,141170.0,3894.0,SAN_DIEGO_CITY,True
1095412,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,12162.0,165459.0,27764.0,SAN DIEGO,12162.0,165459.0,27764.0,SAN_DIEGO_CITY,True
1095413,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,112125.0,217792.0,36261.0,SAN DIEGO,112125.0,217792.0,36261.0,SAN_DIEGO_CITY,True
1095414,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,75947.0,179672.0,8533.0,SAN DIEGO,75947.0,179672.0,8533.0,SAN_DIEGO_CITY,True
1095415,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,69143.0,149697.0,21456.0,SAN DIEGO,69143.0,149696.99999999997,21456.0,SAN_DIEGO_CITY,True
1095416,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,124329.0,278442.0,21921.0,SAN DIEGO,124329.0,278442.0,21921.0,SAN_DIEGO_CITY,True
1095417,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,73102.0,192354.0,30665.0,SAN DIEGO,73102.0,192354.0,30665.0,SAN_DIEGO_CITY,True
1095418,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,76178.0,277501.0,27814.0,SAN DIEGO,76178.0,277501.0,27814.0,SAN_DIEGO_CITY,True
1095419,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,85773.0,196307.0,37936.0,SAN DIEGO,85773.0,196307.0,37936.0,SAN_DIEGO_CITY,True
1095420,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,79736.0,131875.0,21329.0,SAN DIEGO,79736.0,131875.0,21329.0,SAN_DIEGO_CITY,True
1095421,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,96932.0,192509.0,12125.0,SAN DIEGO,96932.0,192509.0,12125.0,SAN_DIEGO_CITY,True
1095422,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,76763.0,172149.0,14306.0,SAN DIEGO,76763.0,172149.0,14306.0,SAN_DIEGO_CITY,True
1095423,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,118841.0,224758.0,31793.0,SAN DIEGO,118841.0,224758.0,31793.0,SAN_DIEGO_CITY,True
1095424,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,180857.0,336152.0,23860.0,SAN DIEGO,180857.0,336152.0,23860.0,SAN_DIEGO_CITY,True
1095425,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,5258.0,50034.0,7745.0,SAN DIEGO,5258.0,50034.0,7745.0,SAN_DIEGO_CITY,True
1095426,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,86492.0,204442.0,19772.0,SAN DIEGO,86492.0,204442.0,19772.0,SAN_DIEGO_CITY,True
1095427,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,121395.0,256583.0,17388.0,SAN DIEGO,121395.0,256583.0,17388.0,SAN_DIEGO_CITY,True
1095428,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,62727.0,157769.0,22122.0,SAN DIEGO,62727.0,157769.0,22122.0,SAN_DIEGO_CITY,True
1095429,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,3869.0,128937.0,12794.0,SAN DIEGO,3869.0,128937.0,12794.0,SAN_DIEGO_CITY,True
1095430,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,0.0,22769.0,1240.0,SAN DIEGO,0.0,22769.0,1240.0,SAN_DIEGO_CITY,True
1095431,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,63501.0,156731.0,9381.0,SAN DIEGO,63501.0,156731.0,9381.0,SAN_DIEGO_CITY,True
1095432,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,137782.0,230307.0,29470.0,SAN DIEGO,137782.0,230307.0,29470.0,SAN_DIEGO_CITY,True
1095433,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,79090.0,218553.0,32106.0,SAN DIEGO,79090.0,218553.0,32106.0,SAN_DIEGO_CITY,True
1095434,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,43906.0,142284.0,17576.0,SAN DIEGO,43906.0,142284.0,17576.0,SAN_DIEGO_CITY,True
1095435,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,69076.0,224817.0,35213.0,SAN DIEGO,69076.0,224817.0,35213.0,SAN_DIEGO_CITY,True
1095436,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,31685.0,112667.0,28674.0,SAN DIEGO,31685.0,112667.0,28674.0,SAN_DIEGO_CITY,True
1095437,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,97780.0,215422.0,35859.0,SAN DIEGO,97780.0,215422.0,35859.0,SAN_DIEGO_CITY,True
1095438,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,88682.0,220146.0,28784.0,SAN DIEGO,88682.0,220146.0,28784.0,SAN_DIEGO_CITY,True
1095439,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,139014.0,211207.0,36019.0,SAN DIEGO,139014.0,211207.0,36019.0,SAN_DIEGO_CITY,True
1095440,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,75730.0,188773.0,36153.0,SAN DIEGO,75730.0,188773.0,36153.0,SAN_DIEGO_CITY,True
1095441,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,68298.0,192968.0,37879.0,SAN DIEGO,68298.0,192968.0,37879.0,SAN_DIEGO_CITY,True
1095442,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,55737.0,152665.0,14685.0,SAN DIEGO,55737.0,152665.0,14685.0,SAN_DIEGO_CITY,True
1095443,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,81389.0,175241.0,34981.0,SAN DIEGO,81389.0,175241.0,34981.0,SAN_DIEGO_CITY,True
1095444,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE BATTALION CHIEF,105192.0,217360.0,35194.0,SAN DIEGO,105192.0,217360.0,35194.0,SAN_DIEGO_CITY,True
1095445,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,0.0,20545.0,2470.0,SAN DIEGO,0.0,20545.0,2470.0,SAN_DIEGO_CITY,True
1095446,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,59977.0,145404.0,8573.0,SAN DIEGO,59977.0,145404.0,8573.0,SAN_DIEGO_CITY,True
1095447,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,20177.0,109130.0,21245.0,SAN DIEGO,20177.0,109130.0,21245.0,SAN_DIEGO_CITY,True
1095448,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,65857.0,145855.0,27886.0,SAN DIEGO,65857.0,145855.0,27886.0,SAN_DIEGO_CITY,True
1095449,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,60412.0,138599.0,19118.0,SAN DIEGO,60412.0,138599.0,19118.0,SAN_DIEGO_CITY,True
1095450,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,32490.0,103931.0,7289.0,SAN DIEGO,32490.0,103931.0,7289.0,SAN_DIEGO_CITY,True
1095451,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,126194.0,223108.0,26273.0,SAN DIEGO,126194.0,223108.0,26273.0,SAN_DIEGO_CITY,True
1095452,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,53513.0,131224.0,19576.0,SAN DIEGO,53513.0,131224.0,19576.0,SAN_DIEGO_CITY,True
1095453,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,82991.0,184473.0,15136.0,SAN DIEGO,82991.0,184473.0,15136.0,SAN_DIEGO_CITY,True
1095454,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,40537.0,165569.0,6714.0,SAN DIEGO,40537.0,165569.0,6714.0,SAN_DIEGO_CITY,True
1095455,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,91965.0,173704.0,21245.0,SAN DIEGO,91965.0,173704.0,21245.0,SAN_DIEGO_CITY,True
1095456,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,65997.0,172622.0,14588.0,SAN DIEGO,65997.0,172622.0,14588.0,SAN_DIEGO_CITY,True
1095457,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,18548.0,123548.0,24056.0,SAN DIEGO,18548.0,123548.0,24056.0,SAN_DIEGO_CITY,True
1095458,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,67350.0,171440.0,21451.0,SAN DIEGO,67350.0,171440.0,21451.0,SAN_DIEGO_CITY,True
1095459,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,67373.0,146647.0,28699.0,SAN DIEGO,67373.0,146647.0,28699.0,SAN_DIEGO_CITY,True
1095460,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,72302.0,147548.0,35121.0,SAN DIEGO,72302.0,147548.0,35121.0,SAN_DIEGO_CITY,True
1095461,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,87291.0,231080.0,36389.0,SAN DIEGO,87291.0,231080.0,36389.0,SAN_DIEGO_CITY,True
1095462,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,96359.0,179999.0,23626.0,SAN DIEGO,96359.0,179999.0,23626.0,SAN_DIEGO_CITY,True
1095463,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,82140.0,166012.0,8077.0,SAN DIEGO,82140.0,166012.0,8077.0,SAN_DIEGO_CITY,True
1095464,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,27128.0,96426.0,26493.0,SAN DIEGO,27128.0,96426.0,26493.0,SAN_DIEGO_CITY,True
1095465,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,94404.0,226895.0,37860.0,SAN DIEGO,94404.0,226895.0,37860.0,SAN_DIEGO_CITY,True
1095466,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,99264.0,185903.0,18420.0,SAN DIEGO,99264.0,185903.0,18420.0,SAN_DIEGO_CITY,True
1095467,2018,CITY,1420572.0,SAN DIEGO,FIRE-RESCUE,FIRE CAPTAIN,36979.0,94335.0,21007.0,SAN DIEGO,36979.0,94335.0,21007.0,SAN_DIEGO_CITY,True
