employer,type,year,overtime,adjusted_overtime,wages
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2011,5524034.0,6166665.654412975,27212446.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2012,5796975.0,6340152.6229997305,27072544.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2013,6773555.0,7301291.978283543,25004936.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2014,6026906.0,6392767.829742835,23901225.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2015,6978576.0,7393432.891446603,25335507.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2016,8165190.0,8542819.02332015,29005034.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2017,9075726.0,9297398.53411391,33674083.0
SAN RAMON VALLEY FIRE PROTECTION,SPECIAL DISTRICT,2018,8709419.0,8709419.0,34391335.0
