employer,type,year,overtime,adjusted_overtime,wages
SAN BERNARDINO,CITY,2011,6064709.0,6770239.4109647535,24212933.0
SAN BERNARDINO,CITY,2012,6747901.0,7380180.563982512,24542931.0
SAN BERNARDINO,CITY,2013,6428788.0,6929663.70753401,20927784.0
SAN BERNARDINO,CITY,2014,6088962.0,6458590.923788526,20525242.0
SAN BERNARDINO,CITY,2015,6875863.0,7284613.889893977,20569922.0
SAN BERNARDINO,CITY,2016,3532286.0,3695649.462732337,10768487.0
