employer,type,year,overtime,adjusted_overtime,wages
LOS ANGELES,COUNTY,2011,130797872.0,146014080.4587198,503847332.2599997
LOS ANGELES,COUNTY,2012,139206627.0,152250313.53645495,512404072.0
LOS ANGELES,COUNTY,2013,156552578.0,168749804.4868626,522046955.0
LOS ANGELES,COUNTY,2014,162183860.0,172029190.88360038,537346595.0
LOS ANGELES,COUNTY,2015,176792922.0,187302768.42865303,563022828.0
LOS ANGELES,COUNTY,2016,201795371.0,211128134.70314294,605129803.0
LOS ANGELES,COUNTY,2017,212195424.0,217378248.7531333,634968924.0
LOS ANGELES,COUNTY,2018,217896411.0,217896411.0,662300085.0
