employer,type,year,overtime,adjusted_overtime,wages
CHULA VISTA,CITY,2011,2702457.0,3016843.988365736,8897342.0
CHULA VISTA,CITY,2012,4177977.0,4569454.212823505,13042144.0
CHULA VISTA,CITY,2013,2783435.0,3000296.2458522385,9610065.0
CHULA VISTA,CITY,2014,3145157.0,3336082.9734345437,10773002.0
CHULA VISTA,CITY,2015,2836335.0,3004947.2098836796,8779671.0
CHULA VISTA,CITY,2016,2378801.0,2488817.337440158,8259091.0
CHULA VISTA,CITY,2017,2994206.0,3067338.797495104,9201394.0
CHULA VISTA,CITY,2018,38603.0,38603.0,584517.0
