index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employer_full,fire
2588360,2018,COUNTY,770385.0,SAN JOAQUIN,PUBLIC WORKS - ENGINEER BRIDGE,ENGINEER II,401.0,37493.0,12319.0,SAN JOAQUIN,401.0,37493.0,12319.0,SAN_JOAQUIN_COUNTY,True
2588371,2018,COUNTY,770385.0,SAN JOAQUIN,PUBLIC WORKS - ENGINEER FIELD,ENGINEER II,500.0,76260.0,32420.0,SAN JOAQUIN,500.0,76260.0,32420.0,SAN_JOAQUIN_COUNTY,True
2589020,2018,COUNTY,770385.0,SAN JOAQUIN,SHERIFF - PATROL,LIEUTENANT,2891.0,136275.0,159680.0,SAN JOAQUIN,2891.0,136275.0,159680.0,SAN_JOAQUIN_COUNTY,True
2589021,2018,COUNTY,770385.0,SAN JOAQUIN,SHERIFF - PATROL,LIEUTENANT,6680.0,162921.0,153939.0,SAN JOAQUIN,6680.0,162921.0,153939.0,SAN_JOAQUIN_COUNTY,True
2589023,2018,COUNTY,770385.0,SAN JOAQUIN,SHERIFF - PATROL,LIEUTENANT,7827.0,145931.0,166613.0,SAN JOAQUIN,7827.0,145931.0,166613.0,SAN_JOAQUIN_COUNTY,True
2589026,2018,COUNTY,770385.0,SAN JOAQUIN,SHERIFF - PATROL,LIEUTENANT,6680.0,164274.0,138504.0,SAN JOAQUIN,6680.0,164274.0,138504.0,SAN_JOAQUIN_COUNTY,True
2589973,2018,COUNTY,770385.0,SAN JOAQUIN,WATER RESOURCES,ENGINEER I,1088.0,20193.0,8571.0,SAN JOAQUIN,1088.0,20193.0,8571.0,SAN_JOAQUIN_COUNTY,True
2589974,2018,COUNTY,770385.0,SAN JOAQUIN,WATER RESOURCES,ENGINEER I,1202.0,20307.0,8737.0,SAN JOAQUIN,1202.0,20307.0,8737.0,SAN_JOAQUIN_COUNTY,True
3943787,2015,COUNTY,733383.0,SAN JOAQUIN,SHERIFF - DETECTIVES,LIEUTENANT,2055.19,167821.77,116176.0,SAN JOAQUIN,2177.365316960387,177798.30644801847,123082.33937650041,SAN_JOAQUIN_COUNTY,True
3943789,2015,COUNTY,733383.0,SAN JOAQUIN,SHERIFF - DETECTIVES,LIEUTENANT,1382.25,145205.24,99776.0,SAN JOAQUIN,1464.420909681584,153837.28677976684,105707.40508908645,SAN_JOAQUIN_COUNTY,True
