employer,type,year,overtime,adjusted_overtime,wages
GLENDALE,CITY,2011,5574918.0,6223469.181538109,25789107.0
GLENDALE,CITY,2012,4806069.0,5256398.548668522,24519462.0
GLENDALE,CITY,2013,6422758.0,6923163.90194757,24375148.0
GLENDALE,CITY,2014,6745976.0,7155488.795248716,24408462.0
GLENDALE,CITY,2015,6576139.0,6967072.133530505,24709067.0
GLENDALE,CITY,2016,8174094.0,8552134.821309378,26640801.0
GLENDALE,CITY,2017,7586977.0,7772287.1799078025,24561359.0
GLENDALE,CITY,2018,7515865.0,7515865.0,25736365.0
