index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employer_full,fire
871390,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE BATTALION CHIEF,46181.0,182660.0,40943.0,LOS ANGELES,46181.0,182660.0,40943.0,ALHAMBRA_CITY,True
871391,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE BATTALION CHIEF,30988.0,206236.0,40468.0,LOS ANGELES,30988.0,206236.0,40468.0,ALHAMBRA_CITY,True
871392,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE BATTALION CHIEF,39493.0,205758.0,46710.0,LOS ANGELES,39493.0,205758.0,46710.0,ALHAMBRA_CITY,True
871393,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,43015.0,172479.0,29928.0,LOS ANGELES,43015.0,172479.0,29928.0,ALHAMBRA_CITY,True
871394,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,133735.0,256460.0,40215.0,LOS ANGELES,133735.0,256460.0,40215.0,ALHAMBRA_CITY,True
871395,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,34585.0,75459.0,27212.0,LOS ANGELES,34585.0,75459.0,27212.0,ALHAMBRA_CITY,True
871396,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,69889.0,169204.0,35611.0,LOS ANGELES,69889.0,169204.0,35611.0,ALHAMBRA_CITY,True
871397,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,103198.0,213579.0,36100.0,LOS ANGELES,103198.0,213579.0,36100.0,ALHAMBRA_CITY,True
871398,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,86284.0,192058.0,36443.0,LOS ANGELES,86284.0,192058.0,36443.0,ALHAMBRA_CITY,True
871399,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,97760.0,218436.0,38915.0,LOS ANGELES,97760.0,218436.0,38915.0,ALHAMBRA_CITY,True
871400,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,89522.0,226821.0,34410.0,LOS ANGELES,89522.0,226821.0,34410.0,ALHAMBRA_CITY,True
871401,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,3462.0,24616.0,1598.0,LOS ANGELES,3462.0,24616.0,1598.0,ALHAMBRA_CITY,True
871402,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,62349.0,161179.0,26134.0,LOS ANGELES,62349.0,161179.0,26133.999999999996,ALHAMBRA_CITY,True
871406,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,78030.0,195818.0,38992.0,LOS ANGELES,78030.0,195818.0,38992.0,ALHAMBRA_CITY,True
871407,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,105132.0,247097.0,26683.0,LOS ANGELES,105132.0,247097.0,26683.0,ALHAMBRA_CITY,True
871408,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,52075.0,141591.0,34131.0,LOS ANGELES,52075.0,141591.0,34130.99999999999,ALHAMBRA_CITY,True
871409,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,122805.0,252431.0,41450.0,LOS ANGELES,122805.0,252431.0,41450.0,ALHAMBRA_CITY,True
871410,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE CAPTAIN,50999.0,178913.0,40077.0,LOS ANGELES,50999.0,178913.0,40077.0,ALHAMBRA_CITY,True
871412,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,57094.0,140628.0,36176.0,LOS ANGELES,57094.0,140628.0,36176.0,ALHAMBRA_CITY,True
871413,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,46664.0,127544.0,21366.0,LOS ANGELES,46664.0,127544.0,21366.0,ALHAMBRA_CITY,True
871414,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,94905.0,201261.0,36582.0,LOS ANGELES,94905.0,201261.0,36582.0,ALHAMBRA_CITY,True
871415,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,6359.0,20409.0,1246.0,LOS ANGELES,6359.0,20409.0,1246.0,ALHAMBRA_CITY,True
871416,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,45855.0,150558.0,28052.0,LOS ANGELES,45855.0,150558.0,28052.0,ALHAMBRA_CITY,True
871417,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,48111.0,160389.0,37071.0,LOS ANGELES,48111.0,160389.0,37071.0,ALHAMBRA_CITY,True
871419,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,84208.0,188754.0,33507.0,LOS ANGELES,84208.0,188754.0,33507.0,ALHAMBRA_CITY,True
871420,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,102509.0,190483.0,33507.0,LOS ANGELES,102509.0,190483.0,33507.0,ALHAMBRA_CITY,True
871421,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,84190.0,194922.0,31522.0,LOS ANGELES,84190.0,194922.0,31522.0,ALHAMBRA_CITY,True
871422,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,78987.0,181351.0,36317.0,LOS ANGELES,78987.0,181351.0,36317.0,ALHAMBRA_CITY,True
871423,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,81352.0,182769.0,21128.0,LOS ANGELES,81352.0,182769.0,21128.0,ALHAMBRA_CITY,True
871424,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,98362.0,218014.0,31258.0,LOS ANGELES,98362.0,218014.0,31258.0,ALHAMBRA_CITY,True
871425,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,66584.0,183839.0,21708.0,LOS ANGELES,66584.0,183839.0,21708.0,ALHAMBRA_CITY,True
871426,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,20619.0,91275.0,35350.0,LOS ANGELES,20619.0,91275.0,35350.0,ALHAMBRA_CITY,True
871428,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,106581.0,210696.0,37809.0,LOS ANGELES,106581.0,210696.0,37809.0,ALHAMBRA_CITY,True
871429,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE ENGINEER,73887.0,189775.0,32322.0,LOS ANGELES,73886.99999999999,189775.0,32322.0,ALHAMBRA_CITY,True
871431,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER,20489.0,68799.0,16048.0,LOS ANGELES,20489.0,68799.0,16048.0,ALHAMBRA_CITY,True
871433,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER,78520.0,169565.0,33239.0,LOS ANGELES,78520.0,169565.0,33239.0,ALHAMBRA_CITY,True
871434,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER,25967.0,76542.0,16284.0,LOS ANGELES,25967.0,76542.0,16284.0,ALHAMBRA_CITY,True
871435,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER,27844.0,78294.0,16227.0,LOS ANGELES,27844.0,78294.0,16227.0,ALHAMBRA_CITY,True
871436,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER,63804.0,168905.0,19485.0,LOS ANGELES,63804.0,168905.0,19485.0,ALHAMBRA_CITY,True
871437,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER,17125.0,37783.0,32577.0,LOS ANGELES,17125.0,37783.0,32577.0,ALHAMBRA_CITY,True
871439,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,28153.0,86838.0,18242.0,LOS ANGELES,28153.0,86838.0,18242.0,ALHAMBRA_CITY,True
871440,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,54865.0,170847.0,21792.0,LOS ANGELES,54865.0,170847.0,21792.0,ALHAMBRA_CITY,True
871441,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,43148.0,141887.0,28410.0,LOS ANGELES,43148.0,141887.0,28410.0,ALHAMBRA_CITY,True
871443,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,71191.0,161227.0,26832.0,LOS ANGELES,71191.0,161227.0,26832.0,ALHAMBRA_CITY,True
871444,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,38230.0,91769.0,21935.0,LOS ANGELES,38230.0,91769.0,21935.0,ALHAMBRA_CITY,True
871445,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,164483.0,289266.0,22116.0,LOS ANGELES,164483.0,289266.0,22116.0,ALHAMBRA_CITY,True
871446,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,84212.0,193751.0,20780.0,LOS ANGELES,84212.0,193751.0,20780.0,ALHAMBRA_CITY,True
871447,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,59542.0,144863.0,25388.0,LOS ANGELES,59542.00000000001,144863.0,25388.0,ALHAMBRA_CITY,True
871448,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,118100.0,217714.0,35964.0,LOS ANGELES,118100.0,217714.0,35964.0,ALHAMBRA_CITY,True
871449,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,71590.0,173594.0,31957.0,LOS ANGELES,71590.0,173594.0,31957.0,ALHAMBRA_CITY,True
871450,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,33144.0,92087.0,18063.0,LOS ANGELES,33144.0,92087.0,18063.0,ALHAMBRA_CITY,True
871451,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,82334.0,182647.0,34441.0,LOS ANGELES,82334.0,182647.0,34441.0,ALHAMBRA_CITY,True
871452,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,70275.0,184360.0,21510.0,LOS ANGELES,70275.0,184360.0,21510.0,ALHAMBRA_CITY,True
871453,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,76944.0,185837.0,29119.0,LOS ANGELES,76944.0,185837.0,29119.0,ALHAMBRA_CITY,True
871454,2018,CITY,86931.0,ALHAMBRA,FIRE SAFETY,FIRE FIGHTER/PARAMEDIC,137537.0,245219.0,29025.0,LOS ANGELES,137537.0,245219.0,29025.0,ALHAMBRA_CITY,True
