employer,type,year,overtime,adjusted_overtime,wages
VENTURA,COUNTY,2011,17114123.0,19105073.305033803,63108779.0
VENTURA,COUNTY,2012,17378585.0,19006961.60873108,63670021.0
VENTURA,COUNTY,2013,18573330.0,20020403.66380921,64543266.0
VENTURA,COUNTY,2014,19261641.0,20430914.1262292,64876666.0
VENTURA,COUNTY,2015,21436452.0,22710789.320445374,72429166.0
VENTURA,COUNTY,2016,23363575.0,24444108.82818004,76504402.0
VENTURA,COUNTY,2017,25998361.0,26633365.027851656,81369175.0
VENTURA,COUNTY,2018,27417338.0,27417338.0,86442278.0
