index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,basewages,adjusted_overtime,adjusted_wages,adjusted_benefits,adjusted_basewages,employerfull
898641,2018,CITY,271411.0,CHULA VISTA,FIRE,DEPUTY FIRE CHIEF,31979.0,212119.0,48617.0,SAN DIEGO,180140.0,31979.0,212119.0,48617.0,180140.0,CHULA_VISTA_CITY
898695,2018,CITY,271411.0,CHULA VISTA,FIRE,FIRE CHIEF,6624.0,210605.0,57878.0,SAN DIEGO,203981.0,6624.0,210605.0,57878.0,203981.0,CHULA_VISTA_CITY
898696,2018,CITY,271411.0,CHULA VISTA,FIRE,FIRE DIVISION CHIEF,0.0,161793.0,31377.0,SAN DIEGO,161793.0,0.0,161793.0,31377.0,161793.0,CHULA_VISTA_CITY
1477441,2013,CITY,256139.0,CHULA VISTA,FIRE,DEPUTY FIRE CHIEF,0.0,147678.0,72502.0,SAN DIEGO,147678.0,0.0,159183.7959194186,78150.7304524011,159183.7959194186,CHULA_VISTA_CITY
1477442,2013,CITY,256139.0,CHULA VISTA,FIRE,DEPUTY FIRE CHIEF,0.0,161674.0,72502.0,SAN DIEGO,161674.0,0.0,174270.2435127513,78150.7304524011,174270.2435127513,CHULA_VISTA_CITY
1477443,2013,CITY,256139.0,CHULA VISTA,FIRE,DEPUTY FIRE CHIEF,0.0,168853.0,71280.0,SAN DIEGO,168853.0,0.0,182008.5692681482,76833.52275312612,182008.5692681482,CHULA_VISTA_CITY
1477444,2013,CITY,256139.0,CHULA VISTA,FIRE,DEPUTY FIRE CHIEF (INTERIM),63841.0,182314.0,66239.0,SAN DIEGO,118473.0,68814.94004043665,196518.33427628275,71399.7715157733,127703.3942358461,CHULA_VISTA_CITY
1477446,2013,CITY,256139.0,CHULA VISTA,FIRE,FIRE BATTALION CHIEF (112 HR),51275.0,163937.0,60071.0,SAN DIEGO,112662.0,55269.90571221299,176709.55695257065,64751.214159694704,121439.65124035766,CHULA_VISTA_CITY
1477447,2013,CITY,256139.0,CHULA VISTA,FIRE,FIRE BATTALION CHIEF (112 HR),62794.0,174519.0,62371.0,SAN DIEGO,111725.0,67686.36683164704,188116.01511437734,67230.41032035956,120429.64828273028,CHULA_VISTA_CITY
1477448,2013,CITY,256139.0,CHULA VISTA,FIRE,FIRE BATTALION CHIEF (112 HR),51144.0,179851.0,66073.0,SAN DIEGO,128707.0,55128.69932219251,193863.43856162296,71220.83822765575,138734.73923943046,CHULA_VISTA_CITY
