employer,type,year,overtime,adjusted_overtime,wages
SAN DIEGO,CITY,2011,19744806.0,22041793.553994603,81981435.0
SAN DIEGO,CITY,2012,31026992.0,33934226.85324531,88005032.0
SAN DIEGO,CITY,2013,31629475.0,34093770.862541124,87676080.0
SAN DIEGO,CITY,2014,32194173.0,34148512.26476328,89218046.0
SAN DIEGO,CITY,2015,30882908.0,32718810.79903977,89748206.0
SAN DIEGO,CITY,2016,33162479.0,34696198.920252316,100430846.0
SAN DIEGO,CITY,2017,38817605.0,39765716.13387326,104158531.0
SAN DIEGO,CITY,2018,43246387.0,43246387.0,107089600.0
