employer,type,year,overtime,adjusted_overtime,wages
RIVERSIDE,COUNTY,2011,83897.0,93657.0535967529,716968.0
RIVERSIDE,COUNTY,2012,67623.0,73959.28752929086,837137.0
RIVERSIDE,COUNTY,2013,85399.0,92052.55344548567,1012333.0
RIVERSIDE,COUNTY,2014,106187.0,112633.05542460801,956073.0
RIVERSIDE,COUNTY,2015,102795.0,108905.87622406833,1254346.0
RIVERSIDE,COUNTY,2016,82870.0,86702.62571508333,1001455.0
RIVERSIDE,COUNTY,2017,183955.0,188448.05884872715,1143776.0
RIVERSIDE,COUNTY,2018,138538.0,138538.0,1211375.0
