employer,type,year,overtime,adjusted_overtime,wages
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2011,15389570.0,17179896.567469392,81266478.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2012,14022426.0,15336329.893559938,78651485.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2013,14321272.0,15437061.981842136,80061542.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2014,20081761.0,21300819.306852344,87452130.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2015,19718379.0,20890581.66947097,86574764.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2016,18090467.0,18927126.69617554,85116365.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2017,22336043.0,22881595.747393116,92683405.0
SACRAMENTO METRO FIRE,SPECIAL DISTRICT,2018,24283542.0,24283542.0,97396474.0
