employer,type,year,overtime,adjusted_overtime,wages
SANTA MONICA,CITY,2011,4768545.0,5323287.777197372,16764218.0
SANTA MONICA,CITY,2012,4610573.0,5042584.537535825,17882790.0
SANTA MONICA,CITY,2013,4552006.0,4906659.042836232,18297021.0
SANTA MONICA,CITY,2014,5386924.0,5713935.881606514,19481892.0
SANTA MONICA,CITY,2015,6079607.0,6441022.690140371,21813870.0
SANTA MONICA,CITY,2016,6532173.0,6834277.1898778,22854064.0
SANTA MONICA,CITY,2017,6690987.0,6854412.828855255,23641848.0
SANTA MONICA,CITY,2018,7384196.0,7384196.0,24852971.0
