index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employerfull,fire
7422599,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,BOARD OF DIRECTORS,DIRECTOR,0.0,2040.0,0.0,CONTRA COSTA,0.0,2039.9999999999998,0.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422600,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,BOARD OF DIRECTORS,DIRECTOR,0.0,2775.0,0.0,CONTRA COSTA,0.0,2775.0,0.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422601,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,BOARD OF DIRECTORS,DIRECTOR,0.0,1575.0,0.0,CONTRA COSTA,0.0,1575.0,0.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422602,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,BOARD OF DIRECTORS,DIRECTOR,0.0,2355.0,0.0,CONTRA COSTA,0.0,2355.0,0.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422603,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,BOARD OF DIRECTORS,DIRECTOR,0.0,1995.0,0.0,CONTRA COSTA,0.0,1995.0,0.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422604,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,DIRECTOR OF EMERGENCY COMMUNICATION,0.0,204035.0,94733.0,CONTRA COSTA,0.0,204035.0,94733.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422605,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,GEOGRAPHIC INFORMATION SYSTEM ANALYST,218.0,76704.0,13695.0,CONTRA COSTA,218.0,76704.0,13694.999999999998,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422606,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PROJECT ASSISTANT,0.0,14328.0,2760.0,CONTRA COSTA,0.0,14328.0,2760.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422607,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PROJECT ASSISTANT,0.0,12576.0,0.0,CONTRA COSTA,0.0,12576.0,0.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422608,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCH SUPERVISOR,12601.0,100812.0,42387.0,CONTRA COSTA,12601.0,100812.0,42387.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422609,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCH SUPERVISOR,43768.0,207585.0,57956.0,CONTRA COSTA,43767.99999999999,207585.0,57956.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422610,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCHER II,44054.0,181546.0,55641.0,CONTRA COSTA,44054.0,181546.0,55641.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422611,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCHER II,42598.0,178849.0,75123.0,CONTRA COSTA,42598.0,178849.0,75123.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422612,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCHER II,7283.0,56192.0,19617.0,CONTRA COSTA,7283.0,56192.0,19617.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422613,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCHER II,41047.0,177432.0,65515.0,CONTRA COSTA,41047.0,177432.0,65515.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422614,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCHER II,68258.0,206191.0,72127.0,CONTRA COSTA,68258.0,206191.0,72127.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422615,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCHER II,20523.0,135452.0,61253.0,CONTRA COSTA,20523.0,135452.0,61253.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422616,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCHER II,49797.0,177601.0,61145.0,CONTRA COSTA,49797.0,177601.0,61145.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422617,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCHER II,44825.0,172048.0,74089.0,CONTRA COSTA,44825.0,172048.0,74089.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
7422618,2018,SPECIAL DISTRICT,0.0,SAN RAMON VALLEY FIRE PROTECTION,COMMUNICATIONS CENTER,PUBLIC SAFETY DISPATCHER II,8509.0,62300.0,26994.0,CONTRA COSTA,8509.0,62300.0,26994.0,SAN_RAMON_VALLEY_FIRE_PROTECTION_SPECIAL_DISTRICT,True
