index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employerfull,fire
873734,2018,CITY,359339.0,ANAHEIM,FIRE,ADMINISTRATIVE ANALYST,0.0,79908.0,14967.0,ORANGE,0.0,79908.0,14967.0,ANAHEIM_CITY,True
873735,2018,CITY,359339.0,ANAHEIM,FIRE,ADMINISTRATIVE ANALYST,0.0,103629.0,19163.0,ORANGE,0.0,103629.0,19163.0,ANAHEIM_CITY,True
873736,2018,CITY,359339.0,ANAHEIM,FIRE,ADMINISTRATIVE ANALYST,0.0,86154.0,18332.0,ORANGE,0.0,86154.0,18332.0,ANAHEIM_CITY,True
873737,2018,CITY,359339.0,ANAHEIM,FIRE,ADMINISTRATIVE ASSISTANT,0.0,75922.0,5008.0,ORANGE,0.0,75922.0,5008.0,ANAHEIM_CITY,True
873738,2018,CITY,359339.0,ANAHEIM,FIRE,ADMINISTRATIVE SERVICES MANAGER,0.0,134076.0,33320.0,ORANGE,0.0,134076.0,33320.0,ANAHEIM_CITY,True
873739,2018,CITY,359339.0,ANAHEIM,FIRE,COMMUNICATIONS SUPERVISOR,0.0,74928.0,8126.0,ORANGE,0.0,74928.0,8126.0,ANAHEIM_CITY,True
873740,2018,CITY,359339.0,ANAHEIM,FIRE,COMMUNICATIONS SUPERVISOR,0.0,94939.0,15093.0,ORANGE,0.0,94939.0,15093.0,ANAHEIM_CITY,True
873741,2018,CITY,359339.0,ANAHEIM,FIRE,DEPUTY FIRE CHIEF,77243.0,257635.0,51531.0,ORANGE,77243.0,257635.0,51531.0,ANAHEIM_CITY,True
873742,2018,CITY,359339.0,ANAHEIM,FIRE,DEPUTY FIRE CHIEF,183032.0,439292.0,50952.0,ORANGE,183032.0,439292.0,50952.0,ANAHEIM_CITY,True
873743,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE BATTALION CHIEF,107394.0,297548.0,34069.0,ORANGE,107394.0,297548.0,34069.0,ANAHEIM_CITY,True
873744,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE BATTALION CHIEF,77414.0,254910.0,51362.0,ORANGE,77414.0,254910.0,51362.0,ANAHEIM_CITY,True
873745,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE BATTALION CHIEF,102772.0,291664.0,44997.0,ORANGE,102772.0,291664.0,44997.0,ANAHEIM_CITY,True
873746,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE BATTALION CHIEF,82540.0,262272.0,44761.0,ORANGE,82540.0,262272.0,44761.0,ANAHEIM_CITY,True
873747,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE BATTALION CHIEF,0.0,69482.0,1636.0,ORANGE,0.0,69482.0,1636.0,ANAHEIM_CITY,True
873748,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE BATTALION CHIEF,165469.0,378471.0,47240.0,ORANGE,165469.0,378471.0,47240.0,ANAHEIM_CITY,True
873749,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE BATTALION CHIEF,51977.0,239434.0,48318.0,ORANGE,51977.0,239434.0,48318.0,ANAHEIM_CITY,True
873750,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,917.0,0.0,ORANGE,0.0,917.0,0.0,ANAHEIM_CITY,True
873751,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,2142.0,0.0,ORANGE,0.0,2142.0,0.0,ANAHEIM_CITY,True
873752,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,6374.0,0.0,ORANGE,0.0,6374.0,0.0,ANAHEIM_CITY,True
873753,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,15258.0,0.0,ORANGE,0.0,15258.0,0.0,ANAHEIM_CITY,True
873754,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,2548.0,0.0,ORANGE,0.0,2547.9999999999995,0.0,ANAHEIM_CITY,True
873755,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,9977.0,0.0,ORANGE,0.0,9977.0,0.0,ANAHEIM_CITY,True
873756,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,6684.0,0.0,ORANGE,0.0,6684.0,0.0,ANAHEIM_CITY,True
873757,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,6510.0,0.0,ORANGE,0.0,6510.0,0.0,ANAHEIM_CITY,True
873758,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,7055.0,0.0,ORANGE,0.0,7055.0,0.0,ANAHEIM_CITY,True
873759,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,4290.0,0.0,ORANGE,0.0,4290.0,0.0,ANAHEIM_CITY,True
873760,2018,CITY,359339.0,ANAHEIM,FIRE,FIRE CADET,0.0,3128.0,0.0,ORANGE,0.0,3128.0,0.0,ANAHEIM_CITY,True
