employer,type,year,overtime,adjusted_overtime,wages
OC FIRE AUTHORITY,SPECIAL DISTRICT,2011,32267948.0,36021799.769875355,137353440.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2012,35895870.0,39259319.61675825,146175915.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2013,35331686.0,38084426.20913729,158196919.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2014,39105580.0,41479474.50772171,162051105.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2015,39423301.0,41766906.35780132,171411923.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2016,43720131.0,45742128.08383504,174995660.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2017,55664348.0,57023936.98284922,196662257.0
OC FIRE AUTHORITY,SPECIAL DISTRICT,2018,55757661.0,55757661.0,202032292.0
