index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,fire,employerfull
904124,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,79477.0,176715.0,39437.0,RIVERSIDE,79477.0,176715.0,39437.0,True,CORONA_CITY
904125,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,50255.0,135920.0,37320.0,RIVERSIDE,50255.0,135920.0,37320.0,True,CORONA_CITY
904126,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,57422.0,157744.0,40369.0,RIVERSIDE,57422.0,157744.0,40369.0,True,CORONA_CITY
904127,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,21482.0,124816.0,40318.0,RIVERSIDE,21482.0,124816.0,40318.0,True,CORONA_CITY
904128,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,77195.0,171405.0,28663.0,RIVERSIDE,77195.0,171405.0,28663.0,True,CORONA_CITY
904129,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,28495.0,126057.0,39050.0,RIVERSIDE,28495.0,126057.0,39050.0,True,CORONA_CITY
904130,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,76669.0,175931.0,40369.0,RIVERSIDE,76669.0,175931.0,40369.0,True,CORONA_CITY
904131,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,37261.0,134496.0,39448.0,RIVERSIDE,37261.0,134496.0,39448.0,True,CORONA_CITY
904132,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,47020.0,142748.0,38667.0,RIVERSIDE,47020.0,142748.0,38667.0,True,CORONA_CITY
904133,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,57381.0,172178.0,21467.0,RIVERSIDE,57381.0,172178.0,21467.0,True,CORONA_CITY
904134,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,56733.0,199388.0,20494.0,RIVERSIDE,56733.0,199388.0,20494.0,True,CORONA_CITY
904135,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,35882.0,136161.0,40085.0,RIVERSIDE,35882.0,136161.0,40085.0,True,CORONA_CITY
904136,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,43452.0,150860.0,24167.0,RIVERSIDE,43452.0,150860.0,24167.0,True,CORONA_CITY
904137,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,40589.0,139556.0,39900.0,RIVERSIDE,40589.0,139556.0,39900.0,True,CORONA_CITY
904138,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,42806.0,157651.0,24012.0,RIVERSIDE,42806.0,157651.0,24012.0,True,CORONA_CITY
904139,2018,CITY,168101.0,CORONA,FIRE,FIRE ENGINEER,55208.0,180302.0,37441.0,RIVERSIDE,55208.0,180302.0,37441.0,True,CORONA_CITY
904144,2018,CITY,168101.0,CORONA,FIRE,FIRE MARSHAL,3550.0,156303.0,25997.0,RIVERSIDE,3550.0,156303.0,25997.0,True,CORONA_CITY
904149,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,29074.0,97087.0,22362.0,RIVERSIDE,29074.0,97087.0,22362.0,True,CORONA_CITY
904150,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,2210.0,42092.0,14132.0,RIVERSIDE,2210.0,42092.0,14132.0,True,CORONA_CITY
904151,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,40179.0,126675.0,37081.0,RIVERSIDE,40179.0,126675.0,37081.0,True,CORONA_CITY
904152,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,44840.0,130406.0,36999.0,RIVERSIDE,44840.0,130406.0,36999.0,True,CORONA_CITY
904153,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,79290.0,171441.0,38391.0,RIVERSIDE,79290.0,171441.0,38391.0,True,CORONA_CITY
904154,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,31909.0,123089.0,23365.0,RIVERSIDE,31909.0,123089.0,23365.0,True,CORONA_CITY
904155,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,49309.0,136420.0,36858.0,RIVERSIDE,49309.0,136420.0,36858.0,True,CORONA_CITY
904156,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,46470.0,116070.0,13801.0,RIVERSIDE,46470.0,116070.0,13801.0,True,CORONA_CITY
904157,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,53469.0,139272.0,37081.0,RIVERSIDE,53469.0,139272.0,37081.0,True,CORONA_CITY
904158,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,37271.0,123298.0,36923.0,RIVERSIDE,37271.0,123298.0,36923.0,True,CORONA_CITY
904159,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,51521.0,141265.0,37904.0,RIVERSIDE,51521.0,141265.0,37904.0,True,CORONA_CITY
904160,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,27844.0,119133.0,28769.0,RIVERSIDE,27844.0,119133.0,28769.0,True,CORONA_CITY
904161,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,6080.0,103531.0,17742.0,RIVERSIDE,6080.0,103531.0,17742.0,True,CORONA_CITY
904162,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,64703.0,160285.0,26483.0,RIVERSIDE,64703.0,160285.0,26483.0,True,CORONA_CITY
904163,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,57040.0,143116.0,37403.0,RIVERSIDE,57040.0,143116.0,37403.0,True,CORONA_CITY
904164,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,53025.0,122550.0,21698.0,RIVERSIDE,53025.0,122550.0,21698.0,True,CORONA_CITY
904165,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER,9403.0,96126.0,37254.0,RIVERSIDE,9403.0,96126.0,37254.0,True,CORONA_CITY
904166,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,63682.0,148313.0,17065.0,RIVERSIDE,63682.0,148313.0,17065.0,True,CORONA_CITY
904167,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,33133.0,139218.0,41306.0,RIVERSIDE,33133.0,139218.0,41306.0,True,CORONA_CITY
904168,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,107254.0,196584.0,33326.0,RIVERSIDE,107254.0,196584.0,33326.0,True,CORONA_CITY
904169,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,109670.0,210374.0,40178.0,RIVERSIDE,109670.0,210374.0,40178.0,True,CORONA_CITY
904170,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,73258.0,160858.0,25901.0,RIVERSIDE,73258.0,160858.0,25901.0,True,CORONA_CITY
904171,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,38500.0,141668.0,19128.0,RIVERSIDE,38500.0,141668.0,19128.0,True,CORONA_CITY
904172,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,109543.0,213257.0,28476.0,RIVERSIDE,109543.0,213257.0,28476.0,True,CORONA_CITY
904173,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,54917.0,164249.0,36152.0,RIVERSIDE,54917.00000000001,164249.0,36152.0,True,CORONA_CITY
904174,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,83472.0,192288.0,20198.0,RIVERSIDE,83472.0,192288.0,20198.0,True,CORONA_CITY
904175,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,0.0,63168.0,5232.0,RIVERSIDE,0.0,63168.0,5232.0,True,CORONA_CITY
904176,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,49263.0,141614.0,25176.0,RIVERSIDE,49263.0,141614.0,25176.0,True,CORONA_CITY
904177,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,59317.0,142460.0,27366.0,RIVERSIDE,59317.0,142460.0,27366.0,True,CORONA_CITY
904178,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,30095.0,114816.0,17069.0,RIVERSIDE,30095.0,114816.0,17069.0,True,CORONA_CITY
904179,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,76447.0,173356.0,39384.0,RIVERSIDE,76447.0,173356.0,39384.0,True,CORONA_CITY
904180,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,69541.0,142455.0,7890.0,RIVERSIDE,69541.0,142455.0,7890.0,True,CORONA_CITY
904181,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,73332.0,156363.0,27363.0,RIVERSIDE,73332.0,156363.0,27363.0,True,CORONA_CITY
904182,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,48319.0,136013.0,27896.0,RIVERSIDE,48319.0,136013.0,27896.000000000004,True,CORONA_CITY
904183,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,18444.0,107495.0,17798.0,RIVERSIDE,18444.0,107495.0,17798.0,True,CORONA_CITY
904184,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,72298.0,141911.0,15326.0,RIVERSIDE,72298.0,141911.0,15326.0,True,CORONA_CITY
904185,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,64701.0,147732.0,24105.0,RIVERSIDE,64701.0,147732.0,24105.0,True,CORONA_CITY
904186,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,64384.0,168144.0,36106.0,RIVERSIDE,64384.0,168144.0,36106.0,True,CORONA_CITY
904187,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,39064.0,145550.0,40913.0,RIVERSIDE,39064.0,145550.0,40913.0,True,CORONA_CITY
904188,2018,CITY,168101.0,CORONA,FIRE,FIREFIGHTER/PARAMEDIC,55949.0,152680.0,39622.0,RIVERSIDE,55949.0,152680.0,39622.0,True,CORONA_CITY
1482594,2013,CITY,159132.0,CORONA,FIRE,DEPUTY FIRE CHIEF,8390.0,188302.0,79783.0,RIVERSIDE,9043.67642955567,202972.86758500498,85999.00316796661,True,CORONA_CITY
1482600,2013,CITY,159132.0,CORONA,FIRE,FIRE BATTALION CHIEF,54676.0,208165.0,77609.0,RIVERSIDE,58935.88229587435,224383.4212107814,83655.62384045124,True,CORONA_CITY
1482601,2013,CITY,159132.0,CORONA,FIRE,FIRE BATTALION CHIEF,39342.0,180514.0,74500.0,RIVERSIDE,42407.189283859254,194578.09380271897,80304.39737805689,True,CORONA_CITY
1482602,2013,CITY,159132.0,CORONA,FIRE,FIRE BATTALION CHIEF,65899.0,194363.0,72716.0,RIVERSIDE,71033.28164854458,209506.08842404393,78381.40348648034,True,CORONA_CITY
1482603,2013,CITY,159132.0,CORONA,FIRE,FIRE BATTALION CHIEF,46937.0,168819.0,75253.0,RIVERSIDE,50593.92617092425,181971.92028142535,81116.06464283107,True,CORONA_CITY
1482604,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,43610.0,151343.0,61292.0,RIVERSIDE,47007.71502895384,163134.34110586933,66067.34394759548,True,CORONA_CITY
1482605,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,47435.0,151892.0,44327.0,RIVERSIDE,51130.7260352769,163726.11445030628,47780.577484256755,True,CORONA_CITY
1482606,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,110884.0,220153.0,61528.0,RIVERSIDE,119523.12481702631,237305.42276471623,66321.73103190717,True,CORONA_CITY
1482607,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,114098.0,221066.0,63799.0,RIVERSIDE,122987.5319737119,238289.55584936275,68769.66776272016,True,CORONA_CITY
1482608,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,67789.0,176917.0,61104.0,RIVERSIDE,73070.53414578657,190700.846589714,65864.69660924548,True,CORONA_CITY
1482609,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,100456.0,215940.0,67236.0,RIVERSIDE,108282.66500684676,232764.18214520277,72474.4491558528,True,CORONA_CITY
1482610,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,67213.0,175496.0,61528.0,RIVERSIDE,72449.65719424616,189169.13452697278,66321.73103190717,True,CORONA_CITY
1482611,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,135148.0,259450.0,66783.0,RIVERSIDE,145677.56640066623,279664.1060367364,71986.15530333924,True,CORONA_CITY
1482612,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,41952.0,152602.0,63577.0,RIVERSIDE,45220.53797052675,164491.43152598976,68530.37143764729,True,CORONA_CITY
1482613,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,67656.0,183252.0,63595.0,RIVERSIDE,72927.17193301769,197529.41514528432,68549.77384238293,True,CORONA_CITY
1482614,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,73931.0,193623.0,44896.0,RIVERSIDE,79691.0658061359,208708.43400713438,48393.90905617775,True,CORONA_CITY
1482615,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,74847.0,180784.0,65045.0,RIVERSIDE,80678.43262490504,194869.12987375353,70112.74533497599,True,CORONA_CITY
1482616,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,86894.0,185832.0,58776.0,RIVERSIDE,93664.0309499178,200310.42649072575,63355.31893010298,True,CORONA_CITY
1482617,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,16102.0,126554.0,65045.0,RIVERSIDE,17356.528947402312,136413.99605077333,70112.74533497599,True,CORONA_CITY
1482618,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,64251.0,182998.0,55336.0,RIVERSIDE,69256.88370385952,197255.62565623698,59647.30380284774,True,CORONA_CITY
1482619,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,65655.0,165299.0,57551.0,RIVERSIDE,70770.27127323927,178177.67224423392,62034.877496705405,True,CORONA_CITY
1482620,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,88370.0,202174.0,64370.0,RIVERSIDE,95255.0281382401,217925.6541679366,69385.15515738956,True,CORONA_CITY
1482621,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,71290.0,183746.0,66952.0,RIVERSIDE,76844.30186686815,198061.90336414016,72168.3223255794,True,CORONA_CITY
1482622,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,45764.0,162597.0,60265.0,RIVERSIDE,49329.53612898518,175265.15571113984,64960.32896628992,True,CORONA_CITY
1482623,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,55147.0,171875.0,66238.0,RIVERSIDE,59443.57855312354,185266.01744098697,71398.6936043991,True,CORONA_CITY
1482624,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,69835.0,182037.0,62386.0,RIVERSIDE,75275.94081740407,196219.75282562876,67246.57899097259,True,CORONA_CITY
1482625,2013,CITY,159132.0,CORONA,FIRE,FIRE CAPTAIN,34705.0,136538.0,60395.0,RIVERSIDE,37408.91424168409,147175.86321080715,65100.4574449362,True,CORONA_CITY
1482626,2013,CITY,159132.0,CORONA,FIRE,FIRE CHIEF,0.0,199192.0,99928.0,RIVERSIDE,0.0,214711.3224500659,107713.52780126805,True,CORONA_CITY
1482627,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,46406.0,143204.0,52976.0,RIVERSIDE,50021.55523122293,154361.22043123838,57103.432959730766,True,CORONA_CITY
1482628,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,50970.0,142576.0,55230.0,RIVERSIDE,54941.14274308134,153684.29208823945,59533.04519718231,True,CORONA_CITY
1482629,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,132118.0,220074.0,54365.0,RIVERSIDE,142411.49493683383,237220.26776615425,58600.65185849749,True,CORONA_CITY
1482630,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,35908.0,119678.0,47993.0,RIVERSIDE,38705.64162484922,129002.27744175964,51732.20058208167,True,CORONA_CITY
1482631,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,49044.0,133860.0,54904.0,RIVERSIDE,52865.08543636809,144289.21655069393,59181.64608919243,True,CORONA_CITY
1482632,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,34186.0,117553.0,54924.0,RIVERSIDE,36849.478238473195,126711.71577158017,59203.20431667647,True,CORONA_CITY
1482633,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,58802.0,152236.0,54682.0,RIVERSIDE,63383.34462583224,164096.9159630318,58942.34976411956,True,CORONA_CITY
1482634,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,20303.0,107931.0,51769.0,RIVERSIDE,21884.834630425357,116340.0525290075,55802.39393106882,True,CORONA_CITY
1482635,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,39923.0,123192.0,51059.0,RIVERSIDE,43033.45579227068,132790.05801070583,55037.07685538533,True,CORONA_CITY
1482636,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,48827.0,132222.0,55068.0,RIVERSIDE,52631.17866816623,142523.59771975086,59358.423554561574,True,CORONA_CITY
1482637,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,76430.0,160250.0,51714.0,RIVERSIDE,82384.76633026697,172735.2977158875,55743.10880548771,True,CORONA_CITY
1482638,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,77546.0,162519.0,52005.0,RIVERSIDE,83587.7154238765,175181.07862395205,56056.781015380526,True,CORONA_CITY
1482639,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,56326.0,142169.0,52245.0,RIVERSIDE,60714.43606330782,153245.58215893919,56315.479745189026,True,CORONA_CITY
1482640,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,41327.0,126794.0,52082.0,RIVERSIDE,44546.84336165043,136672.69478058183,56139.780191194084,True,CORONA_CITY
1482641,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,51316.0,141338.0,54938.0,RIVERSIDE,55314.100078555275,152349.83780697727,59218.2950759153,True,CORONA_CITY
1482642,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,40631.0,135889.0,34919.0,RIVERSIDE,43796.61704520576,146476.29872895,37639.58727576334,True,CORONA_CITY
1482643,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,33392.0,133331.0,40142.0,RIVERSIDE,35993.61660735672,143719.00143374098,43269.51838322094,True,CORONA_CITY
1482644,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,68928.0,156590.0,53736.0,RIVERSIDE,74298.27520100276,168790.14208630778,57922.64560412437,True,CORONA_CITY
1482645,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,31633.0,134099.0,43535.0,RIVERSIDE,34097.57050013522,144546.83736912822,46926.87167588868,True,CORONA_CITY
1482646,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,88383.0,174123.0,54695.0,RIVERSIDE,95269.04098610472,187689.1622101933,58956.36261198419,True,CORONA_CITY
1482647,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,36523.0,134842.0,41547.0,RIVERSIDE,39368.55711998351,145347.72552016037,44783.98386397489,True,CORONA_CITY
1482648,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,35647.0,120707.0,51714.0,RIVERSIDE,38424.30675618247,130111.4482458136,55743.10880548771,True,CORONA_CITY
1482649,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,32296.0,136511.0,42050.0,RIVERSIDE,34812.22574123122,147146.7596037037,45326.17328519856,True,CORONA_CITY
1482650,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,3623.0,21153.0,9424.0,RIVERSIDE,3905.27290873423,22801.059298497148,10158.236790480645,True,CORONA_CITY
1482651,2013,CITY,159132.0,CORONA,FIRE,FIRE ENGINEER,16117.0,104090.0,53758.0,RIVERSIDE,17372.697618015343,112199.7949406972,57946.35965435682,True,CORONA_CITY
1482652,2013,CITY,159132.0,CORONA,FIRE,FIRE FIGHTER,11394.0,104793.0,34318.0,RIVERSIDE,12281.722197658795,112957.56663676129,36991.76253986788,True,CORONA_CITY
1482653,2013,CITY,159132.0,CORONA,FIRE,FIRE FIGHTER,49066.0,123809.0,50687.0,RIVERSIDE,52888.79948660054,133455.12932858855,54636.09382418214,True,CORONA_CITY
