employer,type,year,overtime,adjusted_overtime,wages
SAN JOAQUIN,COUNTY,2011,27926.0,31174.736626374266,1130450.0
SAN JOAQUIN,COUNTY,2012,89213.0,97572.27449759141,1739527.0
SAN JOAQUIN,COUNTY,2013,58278.0,62818.51906575033,1239784.0
SAN JOAQUIN,COUNTY,2014,28536.0,30268.27078264396,1164853.0
SAN JOAQUIN,COUNTY,2015,37567.28999999999,39800.560677208814,1427929.95
SAN JOAQUIN,COUNTY,2016,41343.0,43255.0579816422,1296049.0
SAN JOAQUIN,COUNTY,2017,118102.0,120986.61436847258,1742803.0
SAN JOAQUIN,COUNTY,2018,27269.0,27269.0,763654.0
