index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employerfull,fire
956099,2018,CITY,475013.0,LONG BEACH,FIRE,ACCOUNTING CLERK III,11667.0,64743.0,25203.0,LOS ANGELES,11667.0,64743.0,25203.0,LONG_BEACH_CITY,True
956100,2018,CITY,475013.0,LONG BEACH,FIRE,ADMINISTRATIVE ANALYST III,2196.0,93123.0,27253.0,LOS ANGELES,2196.0,93123.0,27253.0,LONG_BEACH_CITY,True
956101,2018,CITY,475013.0,LONG BEACH,FIRE,ADMINISTRATIVE ANALYST III,924.0,95608.0,43748.0,LOS ANGELES,924.0,95608.0,43748.0,LONG_BEACH_CITY,True
956102,2018,CITY,475013.0,LONG BEACH,FIRE,ADMINISTRATIVE OFFICER,0.0,120046.0,46317.0,LOS ANGELES,0.0,120046.0,46317.0,LONG_BEACH_CITY,True
956103,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,9652.0,28439.0,7482.0,LOS ANGELES,9652.0,28439.0,7482.0,LONG_BEACH_CITY,True
956104,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,1871.0,7215.0,63.0,LOS ANGELES,1871.0,7215.0,63.0,LONG_BEACH_CITY,True
956105,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,28705.0,52103.0,24383.0,LOS ANGELES,28705.0,52103.0,24383.0,LONG_BEACH_CITY,True
956106,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,3435.0,9375.0,2301.0,LOS ANGELES,3435.0,9375.0,2301.0,LONG_BEACH_CITY,True
956107,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,23260.0,48336.0,11031.0,LOS ANGELES,23260.0,48336.0,11031.0,LONG_BEACH_CITY,True
956108,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,1978.0,6061.0,1048.0,LOS ANGELES,1978.0,6061.0,1048.0,LONG_BEACH_CITY,True
956109,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,1224.0,6343.0,277.0,LOS ANGELES,1224.0,6343.0,277.0,LONG_BEACH_CITY,True
956110,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,2894.0,7644.0,279.0,LOS ANGELES,2894.0,7644.0,279.0,LONG_BEACH_CITY,True
956111,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,33190.0,60582.0,25796.0,LOS ANGELES,33190.0,60582.0,25796.0,LONG_BEACH_CITY,True
956112,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,28788.0,54469.0,11201.0,LOS ANGELES,28788.0,54469.0,11201.0,LONG_BEACH_CITY,True
956113,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,553.0,3364.0,206.0,LOS ANGELES,553.0,3364.0,206.0,LONG_BEACH_CITY,True
956114,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,19992.0,44194.0,5661.0,LOS ANGELES,19992.0,44194.0,5661.0,LONG_BEACH_CITY,True
956115,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,25658.0,49438.0,11475.0,LOS ANGELES,25658.0,49438.0,11475.0,LONG_BEACH_CITY,True
956116,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,29449.0,52676.0,5334.0,LOS ANGELES,29449.0,52676.0,5334.0,LONG_BEACH_CITY,True
956117,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,5553.0,16808.0,12224.0,LOS ANGELES,5553.0,16808.0,12224.0,LONG_BEACH_CITY,True
956118,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,13032.0,26684.0,10978.0,LOS ANGELES,13032.0,26684.0,10978.0,LONG_BEACH_CITY,True
956119,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,10653.0,24065.0,4978.0,LOS ANGELES,10653.0,24065.0,4978.0,LONG_BEACH_CITY,True
956120,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,27550.0,49332.0,10295.0,LOS ANGELES,27550.0,49332.0,10295.0,LONG_BEACH_CITY,True
956121,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,2996.0,8064.0,238.0,LOS ANGELES,2996.0,8064.0,238.0,LONG_BEACH_CITY,True
956122,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,24310.0,51755.0,11996.0,LOS ANGELES,24310.0,51755.0,11996.0,LONG_BEACH_CITY,True
956123,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,13541.0,34781.0,8790.0,LOS ANGELES,13541.0,34781.0,8790.0,LONG_BEACH_CITY,True
956124,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,32851.0,57885.0,17059.0,LOS ANGELES,32851.0,57885.0,17059.0,LONG_BEACH_CITY,True
956125,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,9235.0,31084.0,10469.0,LOS ANGELES,9235.0,31084.0,10469.0,LONG_BEACH_CITY,True
956126,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,1912.0,6338.0,267.0,LOS ANGELES,1912.0,6338.0,267.0,LONG_BEACH_CITY,True
956127,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,5778.0,17924.0,4870.0,LOS ANGELES,5778.0,17924.0,4870.0,LONG_BEACH_CITY,True
956128,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,834.0,5590.0,226.0,LOS ANGELES,834.0,5590.0,226.0,LONG_BEACH_CITY,True
956129,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,23576.0,46382.0,5340.0,LOS ANGELES,23576.0,46382.0,5340.0,LONG_BEACH_CITY,True
956130,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,22316.0,46144.0,24405.0,LOS ANGELES,22316.0,46144.0,24405.0,LONG_BEACH_CITY,True
956131,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,4758.0,9968.0,285.0,LOS ANGELES,4758.0,9968.0,285.0,LONG_BEACH_CITY,True
956132,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR,1643.0,9063.0,293.0,LOS ANGELES,1643.0,9063.0,293.0,LONG_BEACH_CITY,True
956133,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,0.0,1079.0,8.0,LOS ANGELES,0.0,1079.0,8.0,LONG_BEACH_CITY,True
956134,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,340.0,3340.0,35.0,LOS ANGELES,340.0,3340.0,35.0,LONG_BEACH_CITY,True
956135,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,218.0,3672.0,41.0,LOS ANGELES,218.0,3672.0,41.0,LONG_BEACH_CITY,True
956136,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,7226.0,24039.0,7641.0,LOS ANGELES,7226.0,24039.0,7641.0,LONG_BEACH_CITY,True
956137,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,853.0,3770.0,34.0,LOS ANGELES,853.0,3770.0,34.0,LONG_BEACH_CITY,True
956138,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,0.0,2683.0,21.0,LOS ANGELES,0.0,2683.0,21.0,LONG_BEACH_CITY,True
956139,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,749.0,3462.0,32.0,LOS ANGELES,749.0,3462.0,32.0,LONG_BEACH_CITY,True
956140,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,0.0,3589.0,30.0,LOS ANGELES,0.0,3589.0,30.0,LONG_BEACH_CITY,True
956141,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,0.0,1146.0,9.0,LOS ANGELES,0.0,1146.0,9.0,LONG_BEACH_CITY,True
956142,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,134.0,4576.0,38.0,LOS ANGELES,134.0,4576.0,38.0,LONG_BEACH_CITY,True
956143,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,426.0,3899.0,41.0,LOS ANGELES,426.0,3899.0,41.0,LONG_BEACH_CITY,True
956144,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,0.0,2949.0,23.0,LOS ANGELES,0.0,2949.0,23.0,LONG_BEACH_CITY,True
956145,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,2041.0,8472.0,720.0,LOS ANGELES,2041.0,8472.0,720.0,LONG_BEACH_CITY,True
956146,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,2384.0,6413.0,48.0,LOS ANGELES,2384.0,6413.0,48.0,LONG_BEACH_CITY,True
956147,2018,CITY,475013.0,LONG BEACH,FIRE,AMBULANCE OPERATOR - NC,0.0,534.0,4.0,LOS ANGELES,0.0,534.0,4.0,LONG_BEACH_CITY,True
