index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employer_full,fire
871049,2018,CITY,19393.0,ALBANY,FIRE,FIRE CAPTAIN,50104.0,218029.0,38235.0,ALAMEDA,50104.0,218029.0,38235.0,ALBANY_CITY,True
871050,2018,CITY,19393.0,ALBANY,FIRE,FIRE CAPTAIN,74289.0,250012.0,55484.0,ALAMEDA,74289.0,250012.0,55484.0,ALBANY_CITY,True
871053,2018,CITY,19393.0,ALBANY,FIRE,FIRE ENGINEER,43108.0,181441.0,46838.0,ALAMEDA,43108.0,181441.0,46838.0,ALBANY_CITY,True
871054,2018,CITY,19393.0,ALBANY,FIRE,FIRE ENGINEER,49708.0,201778.0,45433.0,ALAMEDA,49708.0,201778.0,45433.0,ALBANY_CITY,True
871055,2018,CITY,19393.0,ALBANY,FIRE,FIRE ENGINEER,40437.0,178770.0,49206.0,ALAMEDA,40437.0,178770.0,49206.0,ALBANY_CITY,True
871056,2018,CITY,19393.0,ALBANY,FIRE,FIRE ENGINEER,43554.0,181940.0,49215.0,ALAMEDA,43554.0,181940.0,49215.0,ALBANY_CITY,True
871057,2018,CITY,19393.0,ALBANY,FIRE,FIRE ENGINEER,47184.0,185517.0,49206.0,ALAMEDA,47184.0,185517.0,49206.0,ALBANY_CITY,True
871058,2018,CITY,19393.0,ALBANY,FIRE,FIRE ENGINEER,55923.0,194298.0,48424.0,ALAMEDA,55923.0,194298.0,48424.0,ALBANY_CITY,True
871059,2018,CITY,19393.0,ALBANY,FIRE,FIRE FIGHTER,13215.0,58659.0,14398.0,ALAMEDA,13215.0,58659.0,14398.0,ALBANY_CITY,True
871060,2018,CITY,19393.0,ALBANY,FIRE,FIRE FIGHTER,63679.0,189241.0,46796.0,ALAMEDA,63679.0,189241.0,46796.0,ALBANY_CITY,True
871061,2018,CITY,19393.0,ALBANY,FIRE,FIRE FIGHTER,1648.0,18005.0,1822.0,ALAMEDA,1648.0,18005.0,1822.0,ALBANY_CITY,True
871062,2018,CITY,19393.0,ALBANY,FIRE,FIRE FIGHTER,66723.0,177585.0,43376.0,ALAMEDA,66723.0,177585.0,43376.0,ALBANY_CITY,True
871063,2018,CITY,19393.0,ALBANY,FIRE,FIRE FIGHTER,75227.0,194385.0,43443.0,ALAMEDA,75227.0,194385.0,43443.0,ALBANY_CITY,True
871064,2018,CITY,19393.0,ALBANY,FIRE,FIRE FIGHTER,17218.0,55197.0,12197.0,ALAMEDA,17218.0,55197.0,12197.0,ALBANY_CITY,True
871065,2018,CITY,19393.0,ALBANY,FIRE,FIRE FIGHTER,75964.0,201673.0,39183.0,ALAMEDA,75964.0,201673.0,39183.0,ALBANY_CITY,True
