employer,type,year,overtime,adjusted_overtime,wages
SAN JOSE,CITY,2011,7288499.0,8136397.5050702635,82941545.0
SAN JOSE,CITY,2012,5494637.0,6009485.496829188,74397256.0
SAN JOSE,CITY,2013,5966053.0,6430876.387792595,76713484.0
SAN JOSE,CITY,2014,7531817.0,7989034.077702591,78022985.0
SAN JOSE,CITY,2015,10062224.0,10660395.169831695,87260271.0
SAN JOSE,CITY,2016,11727495.0,12269875.824309308,90656679.0
SAN JOSE,CITY,2017,15450937.0,15828322.606311196,96152731.0
SAN JOSE,CITY,2018,15754941.0,15754941.0,100613219.0
