index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,basewages,adjusted_overtime,adjusted_wages,adjusted_benefits,adjusted_basewages,fire,employerfull
1187421,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,72837.0,215888.0,92900.0,LOS ANGELES,143051.0,72837.0,215888.0,92900.0,143051.0,True,TORRANCE_CITY
1187422,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,28574.0,146705.0,76464.0,LOS ANGELES,118131.0,28574.0,146705.0,76464.0,118131.0,True,TORRANCE_CITY
1187423,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,57767.0,199786.0,93931.0,LOS ANGELES,142019.0,57767.0,199786.0,93931.0,142019.0,True,TORRANCE_CITY
1187424,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,56150.0,211730.0,99702.0,LOS ANGELES,155580.0,56150.0,211730.0,99702.0,155580.0,True,TORRANCE_CITY
1187425,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,28564.0,186901.0,101600.0,LOS ANGELES,158337.0,28564.0,186901.0,101600.0,158337.0,True,TORRANCE_CITY
1187426,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,27268.0,205023.0,87622.0,LOS ANGELES,177755.0,27268.0,205023.0,87622.0,177755.0,True,TORRANCE_CITY
1187427,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,57368.0,192264.0,89309.0,LOS ANGELES,134896.0,57368.0,192264.0,89309.0,134896.0,True,TORRANCE_CITY
1187428,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,26173.0,152916.0,80992.0,LOS ANGELES,126743.0,26173.0,152916.0,80992.0,126743.0,True,TORRANCE_CITY
1187429,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,63161.0,188595.0,88650.0,LOS ANGELES,125434.0,63161.0,188595.0,88650.0,125434.0,True,TORRANCE_CITY
1187430,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,44243.0,214808.0,99263.0,LOS ANGELES,170565.0,44243.0,214808.0,99263.0,170565.0,True,TORRANCE_CITY
1187431,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,72753.0,214061.0,90265.0,LOS ANGELES,141308.0,72753.0,214061.0,90265.0,141308.0,True,TORRANCE_CITY
1187432,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,56392.0,222189.0,102138.0,LOS ANGELES,165797.0,56392.0,222189.0,102138.0,165797.0,True,TORRANCE_CITY
1187433,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,42081.0,176077.0,85403.0,LOS ANGELES,133996.0,42081.0,176077.0,85403.0,133996.0,True,TORRANCE_CITY
1187434,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,37669.0,189500.0,94496.0,LOS ANGELES,151831.0,37669.0,189500.0,94496.0,151831.0,True,TORRANCE_CITY
1187435,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,54171.0,195445.0,91506.0,LOS ANGELES,141274.0,54171.0,195445.0,91506.0,141273.99999999997,True,TORRANCE_CITY
1187436,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,44938.0,183165.0,90134.0,LOS ANGELES,138227.0,44938.0,183165.0,90134.0,138227.0,True,TORRANCE_CITY
1187437,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,163898.0,344688.0,106481.0,LOS ANGELES,180790.0,163898.0,344688.0,106481.0,180790.0,True,TORRANCE_CITY
1187438,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,27092.0,196147.0,93386.0,LOS ANGELES,169055.0,27092.0,196147.0,93386.0,169055.0,True,TORRANCE_CITY
1187439,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,50279.0,215640.0,101740.0,LOS ANGELES,165361.0,50279.0,215640.0,101740.0,165361.0,True,TORRANCE_CITY
1187440,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,91531.0,261386.0,104721.0,LOS ANGELES,169855.0,91531.0,261386.0,104721.0,169855.0,True,TORRANCE_CITY
1187441,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,2566.0,168822.0,101881.0,LOS ANGELES,166256.0,2566.0,168821.99999999997,101881.0,166256.0,True,TORRANCE_CITY
1187442,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,26392.0,200423.0,106965.0,LOS ANGELES,174031.0,26392.0,200423.0,106965.0,174031.0,True,TORRANCE_CITY
1187443,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN,0.0,197093.0,83015.0,LOS ANGELES,197093.0,0.0,197093.0,83015.0,197093.0,True,TORRANCE_CITY
1187444,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CAPTAIN - 40 HR,76133.0,233042.0,96468.0,LOS ANGELES,156909.0,76133.0,233042.0,96468.0,156909.0,True,TORRANCE_CITY
1187445,2018,CITY,148054.0,TORRANCE,FIRE,FIRE CHIEF,0.0,270523.0,150553.0,LOS ANGELES,270523.0,0.0,270523.0,150553.0,270523.0,True,TORRANCE_CITY
1187446,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,33057.0,153372.0,75147.0,LOS ANGELES,120315.0,33057.0,153372.0,75147.0,120315.0,True,TORRANCE_CITY
1187447,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,44535.0,186042.0,90859.0,LOS ANGELES,141507.0,44535.0,186042.0,90859.0,141507.0,True,TORRANCE_CITY
1187448,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,124098.0,272289.0,96084.0,LOS ANGELES,148191.0,124098.0,272289.0,96084.0,148191.0,True,TORRANCE_CITY
1187449,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,38850.0,175447.0,83880.0,LOS ANGELES,136597.0,38850.0,175446.99999999997,83880.0,136597.0,True,TORRANCE_CITY
1187450,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,24131.0,159205.0,81025.0,LOS ANGELES,135074.0,24131.0,159205.0,81025.0,135074.0,True,TORRANCE_CITY
1187451,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,42540.0,154116.0,75686.0,LOS ANGELES,111576.0,42540.0,154116.0,75686.0,111576.0,True,TORRANCE_CITY
1187452,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,30328.0,177643.0,94833.0,LOS ANGELES,147315.0,30328.0,177643.0,94833.0,147315.0,True,TORRANCE_CITY
1187453,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,48891.0,185480.0,86935.0,LOS ANGELES,136589.0,48891.0,185480.0,86935.00000000001,136589.0,True,TORRANCE_CITY
1187454,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,56125.0,196632.0,90547.0,LOS ANGELES,140507.0,56125.0,196632.0,90547.0,140507.0,True,TORRANCE_CITY
1187455,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,157292.0,318826.0,93986.0,LOS ANGELES,161534.0,157292.0,318826.0,93986.0,161534.0,True,TORRANCE_CITY
1187456,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,0.0,25716.0,16453.0,LOS ANGELES,25716.0,0.0,25716.0,16453.0,25716.0,True,TORRANCE_CITY
1187457,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,31708.0,166103.0,84781.0,LOS ANGELES,134395.0,31708.0,166103.0,84781.0,134395.0,True,TORRANCE_CITY
1187458,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,46492.0,178069.0,83406.0,LOS ANGELES,131577.0,46492.0,178069.0,83406.0,131577.0,True,TORRANCE_CITY
1187459,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,38107.0,162569.0,76626.0,LOS ANGELES,124462.0,38107.0,162569.0,76626.0,124462.0,True,TORRANCE_CITY
1187460,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,65561.0,203678.0,90859.0,LOS ANGELES,138117.0,65561.0,203678.0,90859.0,138117.0,True,TORRANCE_CITY
1187461,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,19001.0,173291.0,93121.0,LOS ANGELES,154290.0,19001.0,173291.0,93121.0,154290.0,True,TORRANCE_CITY
1187462,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,41357.0,195067.0,80645.0,LOS ANGELES,153710.0,41357.0,195067.0,80645.0,153710.0,True,TORRANCE_CITY
1187463,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,35532.0,150313.0,75983.0,LOS ANGELES,114781.0,35532.0,150313.0,75983.0,114781.0,True,TORRANCE_CITY
1187464,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,2917.0,129015.0,76350.0,LOS ANGELES,126098.0,2917.0,129015.0,76350.0,126098.0,True,TORRANCE_CITY
1187465,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,69585.0,192170.0,86267.0,LOS ANGELES,122585.0,69585.0,192170.0,86267.0,122585.0,True,TORRANCE_CITY
1187466,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,61775.0,199132.0,90859.0,LOS ANGELES,137357.0,61775.0,199132.0,90859.0,137357.0,True,TORRANCE_CITY
1187467,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,67579.0,195880.0,88755.0,LOS ANGELES,128301.0,67579.0,195880.0,88755.0,128301.0,True,TORRANCE_CITY
1187468,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,31957.0,162702.0,81437.0,LOS ANGELES,130745.0,31957.0,162702.0,81437.0,130745.0,True,TORRANCE_CITY
1187469,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,57762.0,215896.0,96937.0,LOS ANGELES,158134.0,57762.0,215896.0,96937.0,158134.0,True,TORRANCE_CITY
1187470,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,104392.0,265327.0,86896.0,LOS ANGELES,160935.0,104392.0,265327.0,86896.0,160935.0,True,TORRANCE_CITY
1187471,2018,CITY,148054.0,TORRANCE,FIRE,FIRE ENGINEER,34255.0,152858.0,73969.0,LOS ANGELES,118603.0,34255.0,152858.0,73969.0,118603.0,True,TORRANCE_CITY
1187472,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,37621.0,160971.0,81667.0,LOS ANGELES,123350.0,37621.0,160971.0,81667.0,123350.0,True,TORRANCE_CITY
1187473,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,7736.0,55175.0,27831.0,LOS ANGELES,47439.0,7736.0,55175.0,27831.0,47439.0,True,TORRANCE_CITY
1187474,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,2501.0,49974.0,27831.0,LOS ANGELES,47473.0,2501.0,49974.0,27831.0,47473.0,True,TORRANCE_CITY
1187475,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,1545.0,134948.0,85755.0,LOS ANGELES,133403.0,1545.0,134948.0,85755.0,133403.0,True,TORRANCE_CITY
1187476,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,20125.0,97467.0,49553.0,LOS ANGELES,77342.0,20125.0,97467.0,49553.0,77342.0,True,TORRANCE_CITY
1187477,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,52909.0,178245.0,81692.0,LOS ANGELES,125336.0,52909.0,178245.00000000003,81692.0,125336.0,True,TORRANCE_CITY
1187478,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,73107.0,194767.0,81379.0,LOS ANGELES,121660.0,73107.0,194767.0,81379.0,121660.0,True,TORRANCE_CITY
1187479,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,120250.0,253349.0,86894.0,LOS ANGELES,133099.0,120250.0,253349.0,86894.0,133099.0,True,TORRANCE_CITY
1187480,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,49793.0,183812.0,85957.0,LOS ANGELES,134019.0,49793.0,183812.0,85957.0,134019.0,True,TORRANCE_CITY
1187481,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,66874.0,190020.0,77852.0,LOS ANGELES,123146.0,66874.0,190020.0,77852.0,123146.0,True,TORRANCE_CITY
1187482,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,36513.0,160106.0,69085.0,LOS ANGELES,123593.0,36513.0,160106.0,69085.0,123593.0,True,TORRANCE_CITY
1187483,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,10924.0,91191.0,50462.0,LOS ANGELES,80267.0,10924.0,91191.0,50462.0,80267.0,True,TORRANCE_CITY
1187484,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,77061.0,199287.0,78103.0,LOS ANGELES,122226.0,77061.0,199287.0,78103.0,122226.0,True,TORRANCE_CITY
1187485,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,27327.0,111307.0,62357.0,LOS ANGELES,83980.0,27327.0,111307.0,62357.0,83980.0,True,TORRANCE_CITY
1187486,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,146.0,115780.0,74702.0,LOS ANGELES,115634.0,146.0,115780.0,74702.0,115634.0,True,TORRANCE_CITY
1187487,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,23251.0,102610.0,50191.0,LOS ANGELES,79359.0,23251.0,102610.0,50191.0,79359.0,True,TORRANCE_CITY
1187488,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,80786.0,206110.0,81123.0,LOS ANGELES,125324.0,80785.99999999999,206110.0,81123.0,125324.0,True,TORRANCE_CITY
1187489,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,83601.0,217394.0,85498.0,LOS ANGELES,133793.0,83601.0,217394.0,85498.0,133793.0,True,TORRANCE_CITY
1187490,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,63470.0,194568.0,85957.0,LOS ANGELES,131098.0,63470.0,194568.0,85957.0,131098.0,True,TORRANCE_CITY
1187491,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,59570.0,177270.0,78807.0,LOS ANGELES,117700.0,59570.0,177270.0,78807.0,117700.0,True,TORRANCE_CITY
1187492,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,77510.0,213835.0,84488.0,LOS ANGELES,136325.0,77510.0,213835.0,84488.0,136325.0,True,TORRANCE_CITY
1187493,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,60930.0,196860.0,86966.0,LOS ANGELES,135930.0,60930.0,196860.0,86966.0,135930.0,True,TORRANCE_CITY
1187494,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,17782.0,113070.0,68659.0,LOS ANGELES,95288.0,17782.0,113070.0,68659.0,95288.0,True,TORRANCE_CITY
1187495,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,46476.0,144265.0,59566.0,LOS ANGELES,97789.0,46476.0,144265.0,59566.0,97789.0,True,TORRANCE_CITY
1187496,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,66800.0,195419.0,87572.0,LOS ANGELES,128619.0,66800.0,195419.0,87572.0,128619.0,True,TORRANCE_CITY
1187497,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,57946.0,190498.0,70328.0,LOS ANGELES,132552.0,57946.0,190498.0,70328.0,132552.0,True,TORRANCE_CITY
1187498,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,26573.0,108272.0,50691.0,LOS ANGELES,81699.0,26573.0,108272.0,50691.0,81699.0,True,TORRANCE_CITY
1187499,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,71602.0,187301.0,74978.0,LOS ANGELES,115699.0,71602.0,187301.0,74978.0,115699.0,True,TORRANCE_CITY
1187500,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,0.0,118458.0,79764.0,LOS ANGELES,118458.0,0.0,118458.0,79764.0,118458.0,True,TORRANCE_CITY
1187501,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,60700.0,158914.0,59567.0,LOS ANGELES,98214.0,60700.0,158914.0,59567.0,98214.0,True,TORRANCE_CITY
1187502,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,51705.0,151081.0,60825.0,LOS ANGELES,99376.0,51705.0,151081.0,60825.0,99376.0,True,TORRANCE_CITY
1187503,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,6363.0,54244.0,28064.0,LOS ANGELES,47881.0,6363.0,54244.0,28064.0,47881.0,True,TORRANCE_CITY
1187504,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,54234.0,178027.0,78811.0,LOS ANGELES,123793.0,54234.0,178027.0,78811.0,123793.0,True,TORRANCE_CITY
1187505,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,20252.0,132707.0,69635.0,LOS ANGELES,112455.0,20252.0,132707.0,69635.0,112455.0,True,TORRANCE_CITY
1187506,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,30733.0,149736.0,80398.0,LOS ANGELES,119003.0,30733.0,149736.0,80398.0,119003.0,True,TORRANCE_CITY
1187507,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,9636.0,60078.0,28653.0,LOS ANGELES,50442.0,9636.0,60078.0,28653.0,50442.0,True,TORRANCE_CITY
1187508,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,46480.0,165133.0,76638.0,LOS ANGELES,118653.0,46480.0,165133.0,76638.0,118653.0,True,TORRANCE_CITY
1187509,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,15032.0,152945.0,87906.0,LOS ANGELES,137913.0,15032.0,152945.0,87906.0,137913.0,True,TORRANCE_CITY
1187510,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,48830.0,145293.0,58695.0,LOS ANGELES,96463.0,48830.0,145293.0,58695.0,96463.0,True,TORRANCE_CITY
1187511,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,50429.0,171469.0,77372.0,LOS ANGELES,121040.0,50429.0,171469.0,77372.0,121040.0,True,TORRANCE_CITY
1187512,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,28603.0,124449.0,59791.0,LOS ANGELES,95846.0,28603.0,124449.0,59791.0,95846.0,True,TORRANCE_CITY
1187513,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,82669.0,192134.0,78674.0,LOS ANGELES,109465.0,82669.0,192134.0,78674.0,109465.0,True,TORRANCE_CITY
1187514,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,8124.0,118560.0,75075.0,LOS ANGELES,110436.0,8124.0,118559.99999999999,75075.0,110436.0,True,TORRANCE_CITY
1187515,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,71614.0,196858.0,80707.0,LOS ANGELES,125244.0,71614.0,196858.0,80707.0,125244.0,True,TORRANCE_CITY
1187516,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,15745.0,91502.0,60221.0,LOS ANGELES,75757.0,15745.0,91502.0,60221.0,75757.0,True,TORRANCE_CITY
1187517,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,48643.0,148938.0,66580.0,LOS ANGELES,100295.0,48642.99999999999,148938.0,66580.0,100295.0,True,TORRANCE_CITY
1187518,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,8051.0,56199.0,28263.0,LOS ANGELES,48148.0,8051.0,56199.0,28263.0,48148.0,True,TORRANCE_CITY
1187519,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,37812.0,124394.0,65219.0,LOS ANGELES,86582.0,37812.0,124394.0,65219.0,86582.0,True,TORRANCE_CITY
1187520,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,20365.0,120131.0,60966.0,LOS ANGELES,99766.0,20365.0,120131.0,60966.0,99766.0,True,TORRANCE_CITY
1187521,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,5189.0,130322.0,83688.0,LOS ANGELES,125133.0,5189.0,130322.0,83688.0,125133.0,True,TORRANCE_CITY
1187522,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,61547.0,195117.0,75561.0,LOS ANGELES,133570.0,61547.0,195117.0,75561.0,133570.0,True,TORRANCE_CITY
1187523,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,16139.0,91492.0,48297.0,LOS ANGELES,75353.0,16139.0,91492.0,48297.0,75353.0,True,TORRANCE_CITY
1187524,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,100500.0,227596.0,71166.0,LOS ANGELES,127096.0,100500.0,227596.0,71166.0,127096.0,True,TORRANCE_CITY
1187525,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,7649.0,135533.0,81162.0,LOS ANGELES,127884.0,7649.0,135533.0,81162.0,127884.0,True,TORRANCE_CITY
1187526,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,5679.0,79006.0,54455.0,LOS ANGELES,73327.0,5679.0,79006.0,54455.0,73327.0,True,TORRANCE_CITY
1187527,2018,CITY,148054.0,TORRANCE,FIRE,FIRE FIGHTER,1447.0,137812.0,76340.0,LOS ANGELES,136365.0,1447.0,137812.0,76340.0,136365.0,True,TORRANCE_CITY
