index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employer_full,fire
8158897,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,54966.0,169106.0,55458.0,ORANGE,56308.531992493474,173236.37541612273,56812.54898009138,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158898,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,115328.0,228223.0,56686.0,ORANGE,118144.86005221932,233797.29463528068,58070.542599543085,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158899,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,92676.0,208948.0,54303.0,ORANGE,94939.59012728458,214051.5071638381,55629.33836896214,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158900,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,42005.0,140769.0,56459.0,ORANGE,43030.962528557444,144207.2506649804,57837.998176403395,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158901,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,45528.0,148948.0,54480.0,ORANGE,46640.01099869451,152586.0208714099,55810.6615535248,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158902,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,84461.0,203753.0,57849.0,ORANGE,86523.94062907963,208729.6204756854,59261.94860884465,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158903,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,97130.0,215245.0,55724.0,ORANGE,99502.37805972584,220502.30995022846,57085.04596932115,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158904,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,54921.0,177260.0,57331.0,ORANGE,56262.432877774154,181589.5350032637,58731.29657718668,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158905,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,53287.0,168266.0,55978.0,ORANGE,54588.52280107702,172375.8586080287,57345.249861292425,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158906,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,32291.0,104341.0,26567.0,ORANGE,33079.70029781332,106889.50508730418,27215.892905515666,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158907,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,42899.0,157426.0,57107.0,ORANGE,43946.79827431462,161271.09408453002,58501.82542836161,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158908,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,43160.0,145280.0,54792.0,ORANGE,44214.17313968668,148828.4308093995,56130.28208224543,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158909,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,26144.0,118867.0,56213.0,ORANGE,26782.561227154045,121770.29931870104,57585.989682604435,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158910,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,114153.0,235248.0,57039.0,ORANGE,116941.16094565927,240993.87865535246,58432.16454389687,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158911,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,99023.0,211991.0,55797.0,ORANGE,101441.61415225195,217168.83174363576,57159.8289776436,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158912,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,29449.0,144638.0,56374.0,ORANGE,30168.285097095297,148170.7501060705,57750.92207082245,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158913,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,5986.0,57475.0,55654.0,ORANGE,6132.206682441253,58878.813744288505,57013.33623531331,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158914,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,29565.0,109515.0,54977.0,ORANGE,30287.118370593995,112189.87885525457,56319.80066498042,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158915,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,31700.0,151197.0,58254.0,ORANGE,32474.2652578329,154889.9521826044,59676.84064131854,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158916,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,70825.0,181732.0,56874.0,ORANGE,72554.88444435378,186170.7625815927,58263.134456592685,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158917,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,69364.0,179917.0,55899.0,ORANGE,71058.19985313315,184311.43162124674,57264.32030434073,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158918,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,51154.0,169319.0,55910.0,ORANGE,52403.4247633812,173454.57789246083,57275.58897682767,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158919,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,53520.0,170787.0,55525.0,ORANGE,54827.21377284596,174958.43345708222,56881.1854397846,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158920,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,63787.0,178887.0,55711.0,ORANGE,65344.98290225196,183256.27410656004,57071.72844729112,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158921,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,70250.0,201193.0,61340.0,ORANGE,71965.84020071801,206107.09306054178,62838.21548629243,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158922,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,35597.0,143711.0,55106.0,ORANGE,36466.44859252611,147221.10834285247,56451.95146050914,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158923,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,116252.0,239226.0,56177.0,ORANGE,119091.42854112272,245069.04039654045,57549.11039082898,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158924,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,26587.0,133432.0,46934.0,ORANGE,27236.381400946477,136691.046116188,48080.35222748041,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158925,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,64740.0,184477.0,57134.0,ORANGE,66321.25970953003,188982.80857947125,58529.48489719321,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158926,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,51614.0,172181.0,58149.0,ORANGE,52874.66015828982,176386.48158860966,59569.27604030679,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158927,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,36289.0,156585.0,56333.0,ORANGE,37175.35053443212,160409.55285166448,57708.92065518929,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158928,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,55175.0,178076.0,56934.0,ORANGE,56522.636769745426,182425.46561684072,58324.599942885114,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158929,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,65745.0,182291.0,56919.0,ORANGE,67350.80660492819,186743.4160288838,58309.23357131201,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158930,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,37404.0,171628.0,54729.0,ORANGE,38317.58415469974,175819.9746899478,56065.74332163838,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158931,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,83984.0,203390.0,56450.0,ORANGE,86035.29001305482,208357.75428361617,57828.77835345953,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158932,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,59819.0,179410.0,56945.0,ORANGE,61280.06540877937,183792.0482620757,58335.86861537206,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158933,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,58839.0,163370.0,55940.0,ORANGE,60276.12913266971,167360.27492656658,57306.32171997389,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158934,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,30057.0,149019.0,54244.0,ORANGE,30791.135358191907,152658.7550301893,55568.89730744125,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158935,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,56399.0,177858.0,57618.0,ORANGE,57776.532690110966,182202.14101664492,59025.3064866188,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158936,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,48108.0,169175.0,57517.0,ORANGE,49283.02690926893,173307.060725359,58921.83958469321,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158937,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,65493.0,189282.0,55219.0,ORANGE,67092.6515625,193905.16960672324,56567.71145969321,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158938,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,69231.0,190456.0,50602.0,ORANGE,70921.95135851827,195107.84428851175,51837.942289490864,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158939,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,78961.0,180883.0,53223.0,ORANGE,80889.60438560705,185301.02595055482,54522.95961569843,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158940,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,36393.0,159253.0,58671.0,ORANGE,37281.89071067232,163142.71814213446,60104.02577105091,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158941,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,65067.0,188305.0,59204.0,ORANGE,66656.24660982376,192904.3066049282,60650.04417428198,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158942,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,116120.0,240526.0,57613.0,ORANGE,118956.20447127937,246400.79259954306,59020.184362761094,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158943,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,49243.0,164533.0,57541.0,ORANGE,50445.749024967365,168551.68093586815,58946.425779210185,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158944,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,24004.0,125788.0,59758.0,ORANGE,24590.29221605744,128860.34316253263,61217.57549771541,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158945,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,43380.0,160051.0,57333.0,ORANGE,44439.54658942559,163960.20910982377,58733.345426729764,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158946,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,50651.0,158679.0,54104.0,ORANGE,51888.139103296344,162554.69832327022,55425.47783942559,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158947,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,57460.0,172309.0,56125.0,ORANGE,58863.4473727154,176517.60795936684,57495.84030270888,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158948,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,58101.0,171891.0,48408.0,ORANGE,59520.103651272846,176089.3984048629,49590.354340731064,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158949,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,69217.0,188302.0,55440.0,ORANGE,70907.60941171671,192901.23333061358,56794.109334203655,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158950,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,25218.0,98078.0,55013.0,ORANGE,25833.943888707574,100473.53274314622,56356.67995675588,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158951,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,91222.0,209635.0,49403.0,ORANGE,93450.07650946475,214755.28698188643,50609.65698841384,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158952,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,80.0,18903.0,1109.0,ORANGE,81.9539817232376,19364.701456429506,1136.087071638381,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158954,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,39373.0,166828.0,60392.0,ORANGE,40334.676529862925,170902.73578655353,61867.06080287206,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158955,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,72317.0,189102.0,56655.0,ORANGE,74083.32620349216,193720.77314784593,58038.78543162532,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158956,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,53854.0,172379.0,56139.0,ORANGE,55169.37164654047,176589.31769337467,57510.18224951044,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158957,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,59651.0,188263.0,59148.0,ORANGE,61107.962047160574,192861.28076452352,60592.67638707571,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158958,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,21040.0,108215.0,56942.0,ORANGE,21553.897193211487,110858.12665225196,58332.79534105744,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158959,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,26117.0,135606.0,57016.0,ORANGE,26754.901758322456,138918.14556951696,58408.60277415143,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158960,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,52449.0,159665.0,56456.0,ORANGE,53730.05484252611,163564.78114800915,57834.92490208877,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158961,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,32920.0,144156.0,55346.0,ORANGE,33724.06347911227,147676.977366188,56697.81340567885,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158962,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,49997.0,163325.0,48517.0,ORANGE,51218.165302708876,167314.17581184724,49702.01664082898,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158963,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,35179.0,151249.0,55773.0,ORANGE,36038.2390380222,154943.22227072454,57135.242783126625,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158964,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,48327.0,133378.0,54094.0,ORANGE,49507.37593423629,136635.7271785248,55415.23359171018,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158965,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,62795.0,172570.0,55338.0,ORANGE,64328.75352888381,176784.9828247389,56689.61800750652,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158966,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,81576.0,197311.0,55077.0,ORANGE,83568.47516318537,202130.27609742168,56422.243142134466,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158967,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,75202.0,197661.0,59068.0,ORANGE,77038.79166938642,202488.8247674608,60510.722405352484,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158968,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,77282.0,190099.0,54736.0,ORANGE,79169.5951941906,194742.1246450718,56072.91429503916,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158969,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,38341.0,148386.0,55011.0,ORANGE,39277.47016563316,152010.2941498042,56354.63110721279,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158970,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,70909.0,172463.0,52199.0,ORANGE,72640.93612516318,176675.36937418408,53473.94864964099,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158971,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,70053.0,187217.0,55562.0,ORANGE,71764.02852072455,191789.73245349215,56919.08915633159,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158972,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,49561.0,172901.0,58046.0,ORANGE,50771.51610231723,177124.06742411878,59463.76028883812,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158973,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,51711.0,165420.0,52242.0,ORANGE,52974.02936112924,169460.34570822454,53517.99891481723,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158974,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,41259.0,153523.0,54481.0,ORANGE,42266.741648988245,157272.76420120758,55811.685978296344,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158975,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,90508.0,200816.0,55517.0,ORANGE,92718.63722258485,205720.884921671,56872.99004161227,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158976,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,76361.0,194180.0,57432.0,ORANGE,78226.09997960183,198922.80213772846,58834.76347911227,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158977,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,74063.0,187488.0,57587.0,ORANGE,75871.97185460183,192067.35156657963,58993.54931870104,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158978,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,125159.0,242056.0,55700.0,ORANGE,128215.97998123369,247968.16249999998,57060.45977480418,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158979,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,63027.0,175944.0,58013.0,ORANGE,64566.4200758812,180241.39200391644,59429.95427137729,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158980,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,73076.0,182764.0,56454.0,ORANGE,74860.86460509138,187227.96894582247,57832.87605254569,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
8158981,2017,SPECIAL DISTRICT,0.0,ORANGE COUNTY FIRE AUTHORITY,OPERATIONS DEPARTMENT,FIRE APPARATUS ENGINEER,35485.0,143527.0,54816.0,ORANGE,36351.71301811357,147032.614184889,56154.868276762405,ORANGE_COUNTY_FIRE_AUTHORITY_SPECIAL_DISTRICT,True
