employer,type,year,overtime,adjusted_overtime,wages
CALFIRE,STATE,2011,67409418.98869994,75251410.26676363,377955580.6938989
CALFIRE,STATE,2012,95482664.42450017,104429407.63104829,422536376.4676997
CALFIRE,STATE,2013,102253858.38,110220597.00385308,437406644.14999944
CALFIRE,STATE,2014,126426455.75999929,134101142.31264436,493747057.3700004
CALFIRE,STATE,2015,135487711.25999975,143542078.0423545,535521390.76000047
CALFIRE,STATE,2016,128092205.47999978,134016297.19744134,541489288.1599991
CALFIRE,STATE,2017,153842401.71000016,157599967.22500375,607689576.7800008
CALFIRE,STATE,2018,182236905.89999998,182236905.89999998,674482853.4199995
