index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employer_full,fire
7401785,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,COMMUNITY RISK REDUCTION DIVISION,FIRE MARSHAL,1996.0,196530.0,48505.0,SACRAMENTO,1996.0,196530.0,48505.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401803,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,ASSISTANT CHIEF,13159.0,183883.0,53865.0,SACRAMENTO,13159.0,183883.0,53865.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401804,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,BATTALION CHIEF,23597.0,115636.0,25945.0,SACRAMENTO,23597.0,115636.0,25945.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401805,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,BATTALION CHIEF,37810.0,207772.0,48843.0,SACRAMENTO,37810.0,207772.0,48843.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401834,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,FIRE CAPTAIN,66078.0,225677.0,44754.0,SACRAMENTO,66078.0,225677.0,44754.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401835,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,FIRE CAPTAIN,87084.0,253529.0,44787.0,SACRAMENTO,87084.0,253529.0,44787.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401839,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,PARAMEDIC,15079.0,52116.0,31863.0,SACRAMENTO,15079.0,52116.0,31863.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401840,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,PARAMEDIC,14514.0,55902.0,15868.0,SACRAMENTO,14514.0,55902.0,15868.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401841,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,PARAMEDIC,12537.0,56464.0,9924.0,SACRAMENTO,12537.0,56464.0,9924.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401842,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,PARAMEDIC,6324.0,32317.0,12288.0,SACRAMENTO,6324.0,32317.0,12288.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401843,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,PARAMEDIC,3712.0,12055.0,1638.0,SACRAMENTO,3712.0,12055.0,1638.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
7401844,2018,SPECIAL DISTRICT,0.0,SACRAMENTO METROPOLITAN FIRE DISTRICT,EMERGENCY MEDICAL SVC,PARAMEDIC,12039.0,49872.0,16173.0,SACRAMENTO,12039.0,49872.0,16173.0,SACRAMENTO_METROPOLITAN_FIRE_DISTRICT_SPECIAL_DISTRICT,True
