index,year,type,population,employer,department,position,overtime,wages,benefits,employercounty,adjusted_overtime,adjusted_wages,adjusted_benefits,employer_full,fire
870343,2018,CITY,79316.0,ALAMEDA,FIRE,DIVISION CHIEF,2204.0,201004.0,54243.0,ALAMEDA,2204.0,201004.0,54243.0,ALAMEDA_CITY,True
870344,2018,CITY,79316.0,ALAMEDA,FIRE,DIVISION CHIEF,1366.0,185280.0,28198.0,ALAMEDA,1366.0,185280.0,28198.0,ALAMEDA_CITY,True
870367,2018,CITY,79316.0,ALAMEDA,FIRE,FIRE CAPTAIN,32684.0,209480.0,56388.0,ALAMEDA,32684.0,209480.0,56388.0,ALAMEDA_CITY,True
870368,2018,CITY,79316.0,ALAMEDA,FIRE,FIRE CAPTAIN,29116.0,209638.0,55900.0,ALAMEDA,29116.0,209638.0,55900.0,ALAMEDA_CITY,True
870369,2018,CITY,79316.0,ALAMEDA,FIRE,FIRE CAPTAIN,49818.0,214082.0,51355.0,ALAMEDA,49818.0,214082.0,51355.0,ALAMEDA_CITY,True
870370,2018,CITY,79316.0,ALAMEDA,FIRE,FIRE CAPTAIN,40956.0,208643.0,53172.0,ALAMEDA,40956.0,208643.0,53172.0,ALAMEDA_CITY,True
870371,2018,CITY,79316.0,ALAMEDA,FIRE,FIRE CAPTAIN,41087.0,205351.0,54618.0,ALAMEDA,41087.0,205351.0,54618.0,ALAMEDA_CITY,True
870372,2018,CITY,79316.0,ALAMEDA,FIRE,FIRE CAPTAIN,26548.0,203344.0,53014.0,ALAMEDA,26548.0,203344.0,53014.0,ALAMEDA_CITY,True
870373,2018,CITY,79316.0,ALAMEDA,FIRE,FIRE CAPTAIN,36838.0,202601.0,51277.0,ALAMEDA,36838.0,202601.0,51277.0,ALAMEDA_CITY,True
870374,2018,CITY,79316.0,ALAMEDA,FIRE,FIRE CAPTAIN,14599.0,195844.0,56102.0,ALAMEDA,14599.0,195844.0,56102.0,ALAMEDA_CITY,True
870375,2018,CITY,79316.0,ALAMEDA,FIRE,FIRE CAPTAIN,16546.0,193685.0,52836.0,ALAMEDA,16546.0,193685.0,52836.0,ALAMEDA_CITY,True
870376,2018,CITY,79316.0,ALAMEDA,FIRE,FIRE CAPTAIN,27528.0,191793.0,50701.0,ALAMEDA,27528.0,191793.0,50701.0,ALAMEDA_CITY,True
