employer,type,year,overtime,adjusted_overtime,wages
CORONA,CITY,2011,4062834.0,4535478.761966577,14711609.0
CORONA,CITY,2012,4494839.0,4916006.2404636,13967627.0
CORONA,CITY,2013,5055162.0,5449016.618234268,14426888.0
CORONA,CITY,2014,5495149.0,5828730.653314241,15559362.0
CORONA,CITY,2015,5876953.0,6226321.474708565,16164630.0
CORONA,CITY,2016,5719719.0,5984248.288312426,16059396.0
CORONA,CITY,2017,6676433.0,6839503.350730255,17430619.0
CORONA,CITY,2018,5422884.0,5422884.0,15551942.0
