employer,type,year,overtime,adjusted_overtime,wages
LOS ANGELES,CITY,2011,95354892.0,106447885.2730917,448399662.0
LOS ANGELES,CITY,2012,112256865.0,122775353.88361607,455150935.0
LOS ANGELES,CITY,2013,139811181.0,150704062.2405297,483031610.0
LOS ANGELES,CITY,2014,160436706.0,170175976.3345755,470643008.0
LOS ANGELES,CITY,2015,183664123.0,194582443.17564148,534765252.0
LOS ANGELES,CITY,2016,185240760.0,193807895.27522108,541112405.0
LOS ANGELES,CITY,2017,195519055.0,200294563.25018373,580210602.0
LOS ANGELES,CITY,2018,194054801.0,194054801.0,589951158.0
