employer,type,year,overtime,adjusted_overtime,wages
PASADENA,CITY,2011,6253338.0,6980812.332081143,22097674.0
PASADENA,CITY,2012,6743706.700000001,7375593.25730158,21293612.300000012
PASADENA,CITY,2013,6512955.0,7020388.27416648,20290121.0
PASADENA,CITY,2014,7543299.0,8001213.089656838,22188286.0
PASADENA,CITY,2015,8543334.0,9051211.393014003,22522167.0
PASADENA,CITY,2016,8698390.0,9100678.804076552,22850298.0
PASADENA,CITY,2017,4505843.0,4615897.185872226,14791088.0
PASADENA,CITY,2018,5960594.0,5960594.0,15932331.0
