Alberto,1.63,2.21,35.58
Alberts,2.3,2.11,-8.26
Albertson,3.58,3.37,-5.87
Albin,1.57,1.45,-7.64
Albino,1.02,1.17,14.71
Albrecht,6.4,5.96,-6.88
Albright,9.25,8.54,-7.68
Albritton,2.38,2.28,-4.2
Alcala,4.81,6.02,25.16
Alcantar,3.26,4.38,34.36
Alcantara,3.01,4.28,42.19
Alcaraz,2.98,3.94,32.21
Alcazar,1.13,1.43,26.55
Alcocer,,1.25,
Alcorn,2.86,2.67,-6.64
Aldaco,,1.0,
Aldana,2.64,3.51,32.95
Alday,,1.07,
Alden,2.05,1.95,-4.88
Alder,1.29,1.32,2.33
Alderete,1.2,1.32,10.0
Alderman,3.61,3.43,-4.99
Alderson,2.18,2.08,-4.59
Aldrich,6.31,5.94,-5.86
Aldridge,8.21,7.81,-4.87
Alegria,1.63,2.1,28.83
Alejandre,1.1,1.54,40.0
Alejandro,2.17,2.63,21.2
Alejo,1.51,2.15,42.38
Aleman,6.07,7.77,28.01
Alessi,1.24,1.14,-8.06
Alex,1.6,1.86,16.25
Alexander,71.71,69.37,-3.26
Alexandre,1.05,1.58,50.48
Alexis,1.85,2.34,26.49
Alfano,1.7,1.6,-5.88
Alfaro,8.94,12.11,35.46
Alfonso,3.57,4.15,16.25
Alford,11.14,10.43,-6.37
Alfred,2.11,2.2,4.27
Alger,2.24,2.14,-4.46
Ali,13.37,20.34,52.13
Alicea,3.8,4.17,9.74
Allan,3.98,4.02,1.01
Allard,3.58,3.41,-4.75
Alleman,1.48,1.46,-1.35
Allen,171.77,163.61,-4.75
Alley,5.3,4.86,-8.3
Alleyne,1.27,1.41,11.02
Allgood,1.84,1.77,-3.8
Allison,19.09,17.87,-6.39
Allman,2.92,2.7,-7.53
Allred,6.28,6.28,0.0
Almaguer,1.69,2.04,20.71
Almanza,3.86,4.99,29.27
Almanzar,1.03,1.39,34.95
Almaraz,2.09,2.85,36.36
Almazan,1.6,2.12,32.5
Almeida,5.01,5.68,13.37
Almendarez,1.14,1.5,31.58
Almodovar,1.26,1.39,10.32
Almond,2.56,2.44,-4.69
Almonte,3.02,4.11,36.09
Alonso,7.71,10.3,33.59
Alonzo,6.05,6.9,14.05
Alpert,1.17,1.1,-5.98
Alston,10.41,10.41,0.0
Alsup,1.25,1.16,-7.2
Alt,2.07,2.0,-3.38
Altamirano,3.04,4.17,37.17
Alter,1.38,1.3,-5.8
Altieri,1.21,1.18,-2.48
Altman,5.9,5.58,-5.42
Alton,1.56,1.55,-0.64
Alva,1.7,2.04,20.0
Alvarado,34.74,45.26,30.28
Alvarenga,1.66,2.7,62.65
Alvares,1.37,1.28,-6.57
Alvarez,62.58,79.32,26.75
Alverson,1.27,1.17,-7.87
Alves,4.2,4.71,12.14
Alvey,1.82,1.77,-2.75
Alvis,1.4,1.33,-5.0
Amado,1.0,1.25,25.0
Amador,5.93,7.58,27.82
Aman,1.29,1.31,1.55
Amaral,3.15,3.24,2.86
Amaro,3.19,3.99,25.08
Amato,4.6,4.31,-6.3
Amaya,8.21,11.26,37.15
Ambriz,2.7,3.54,31.11
Ambrose,6.19,5.82,-5.98
Ambrosio,1.13,1.34,18.58
Amburgey,1.1,1.03,-6.36
Amerson,1.81,1.85,2.21
Ames,8.1,7.59,-6.3
Amezcua,1.89,2.44,29.1
Amezquita,1.1,1.54,40.0
Amick,1.83,1.7,-7.1
Amin,2.82,3.78,34.04
Ammerman,1.08,1.04,-3.7
Ammons,3.16,3.02,-4.43
Amoroso,1.22,1.19,-2.46
Amos,8.46,8.01,-5.32
Amundson,2.44,2.24,-8.2
An,2.01,2.77,37.81
Anand,,1.29,
Anaya,6.45,8.14,26.2
Ancheta,1.11,1.24,11.71
Anchondo,,1.02,
Anders,5.7,5.27,-7.54
Andersen,12.42,12.26,-1.29
Anderson,282.62,265.92,-5.91
Anderton,1.08,1.14,5.56
Andino,1.8,2.33,29.44
Andrade,17.31,22.05,27.38
Andre,3.06,3.17,3.59
Andreasen,,1.0,
Andres,3.72,4.35,16.94
Andresen,1.3,1.24,-4.62
Andress,1.09,1.06,-2.75
Andrew,4.87,4.67,-4.11
Andrews,47.94,45.36,-5.38
Andrus,3.5,3.46,-1.14
Andujar,1.08,1.28,18.52
Ang,,1.16,
Angel,7.16,8.44,17.88
Angeles,3.29,4.79,45.59
Angell,2.6,2.62,0.77
Angelo,2.83,2.62,-7.42
Angle,2.01,1.93,-3.98
Anglin,3.59,3.52,-1.95
Anguiano,4.45,5.59,25.62
Angulo,3.44,4.31,25.29
Angus,1.48,1.43,-3.38
Annis,1.68,1.51,-10.12
Ansari,1.21,1.59,31.4
Anselmo,1.06,1.11,4.72
Ansley,1.28,1.23,-3.91
Anson,1.38,1.38,0.0
Anthony,19.33,18.68,-3.36
Antoine,2.82,3.22,14.18
Anton,2.35,2.31,-1.7
Antone,1.08,1.18,9.26
Antonelli,1.61,1.53,-4.97
Antonio,3.81,5.24,37.53
Antonucci,1.22,1.17,-4.1
Antunez,1.34,1.97,47.01
Anwar,,1.04,
Anzalone,1.29,1.22,-5.43
Aparicio,3.18,4.56,43.4
Apodaca,3.73,3.82,2.41
Aponte,4.78,5.37,12.34
Appel,2.94,2.69,-8.5
Apple,2.56,2.36,-7.81
Appleby,2.05,1.88,-8.29
Applegate,4.29,3.99,-6.99
Appleton,1.99,1.89,-5.03
Applewhite,1.25,1.25,0.0
Aquino,6.85,8.74,27.59
Aragon,7.68,8.75,13.93
Araiza,1.96,2.41,22.96
Arambula,1.62,1.92,18.52
Arana,2.58,3.63,40.7
Aranda,5.44,6.54,20.22
Arango,1.93,2.37,22.8
Araujo,4.69,6.39,36.25
Arbogast,2.01,1.91,-4.98
Arbuckle,1.59,1.49,-6.29
Arce,5.51,6.6,19.78
Arceneaux,2.01,1.97,-1.99
Arceo,1.14,1.45,27.19
Archambault,1.54,1.49,-3.25
Archer,12.39,11.85,-4.36
Archibald,2.89,2.83,-2.08
Archie,2.4,2.38,-0.83
Archuleta,4.44,4.49,1.13
Arciniega,,1.18,
Arcos,,1.4,
Ard,2.65,2.31,-12.83
Ardoin,1.4,1.34,-4.29
Arechiga,,1.12,
Arellano,12.97,16.99,30.99
Arena,2.38,2.27,-4.62
Arenas,3.05,4.0,31.15
Arends,1.06,1.01,-4.72
Arens,1.14,1.04,-8.77
Arevalo,5.91,8.1,37.06
Argo,1.37,1.29,-5.84
Arguelles,1.29,1.64,27.13
Arguello,2.44,2.89,18.44
Argueta,3.61,5.95,64.82
Arias,14.86,19.49,31.16
Ariza,,1.12,
Arizmendi,,1.16,
Armas,1.61,2.03,26.09
Armbruster,1.89,1.81,-4.23
Armendariz,3.55,4.21,18.59
Armenta,3.91,5.11,30.69
Armentrout,1.5,1.38,-8.0
Armes,1.05,1.01,-3.81
Armijo,2.77,2.84,2.53
Armitage,1.46,1.38,-5.48
Armour,2.86,2.76,-3.5
Arms,1.44,1.31,-9.03
Armstead,2.65,2.68,1.13
Armstrong,48.18,45.78,-4.98
Arndt,5.21,4.76,-8.64
Arneson,1.71,1.58,-7.6
Arnett,5.94,5.59,-5.89
Arney,1.22,1.15,-5.74
Arnold,50.53,47.09,-6.81
Arnone,1.04,,
Aronson,1.92,1.78,-7.29
Arora,,1.71,
Arp,1.27,1.15,-9.45
Arredondo,8.08,9.89,22.4
Arreguin,1.63,2.2,34.97
Arreola,5.51,7.3,32.49
Arriaga,4.73,6.52,37.84
Arrieta,1.36,1.71,25.74
Arrington,7.86,7.74,-1.53
Arriola,2.28,2.67,17.11
Arrowood,1.67,1.59,-4.79
Arroyo,13.97,17.16,22.83
Arruda,1.59,1.54,-3.14
Arsenault,3.17,2.97,-6.31
Arteaga,4.89,6.58,34.56
Arthur,10.15,9.53,-6.11
Artis,3.28,3.27,-0.3
Artz,1.06,,
Arvizu,1.65,2.08,26.06
Arzate,1.18,1.66,40.68
Arzola,1.27,1.58,24.41
Asbury,3.07,2.89,-5.86
Ascencio,1.87,2.66,42.25
Asencio,,1.02,
Ash,7.6,7.13,-6.18
Ashbaugh,1.14,1.05,-7.89
Ashburn,1.48,1.39,-6.08
Ashby,6.2,5.93,-4.35
Ashcraft,3.6,3.38,-6.11
Ashe,2.77,2.63,-5.05
Asher,4.71,4.53,-3.82
Ashford,3.26,3.19,-2.15
Ashley,13.72,13.05,-4.88
Ashman,1.0,1.07,7.0
Ashmore,2.23,2.09,-6.28
Ashton,4.31,4.16,-3.48
Ashworth,3.74,3.43,-8.29
Askew,4.85,4.64,-4.33
Askins,1.28,1.21,-5.47
Aston,1.39,1.33,-4.32
Astorga,1.26,1.52,20.63
Asuncion,1.14,1.37,20.18
Atchison,2.92,2.77,-5.14
Atchley,2.31,2.1,-9.09
Atencio,1.46,1.51,3.42
Atherton,2.39,2.19,-8.37
Athey,1.14,1.13,-0.88
Atkins,18.44,17.52,-4.99
Atkinson,19.09,18.09,-5.24
Attaway,1.25,1.2,-4.0
Atwater,1.51,1.45,-3.97
Atwell,3.02,2.92,-3.31
Atwood,6.21,5.8,-6.6
Au,2.29,2.42,5.68
Aubin,1.07,1.16,8.41
Aubrey,1.6,1.61,0.63
Aucoin,1.8,1.69,-6.11
Auer,1.26,1.21,-3.97
Auerbach,1.1,1.01,-8.18
Auger,1.48,1.42,-4.05
August,2.25,2.19,-2.67
Auguste,,1.35,
Augustin,2.12,2.64,24.53
Augustine,4.85,4.84,-0.21
Augustus,,1.01,
Auld,1.02,,
Ault,2.84,2.55,-10.21
Auman,1.05,,
Austin,41.95,40.58,-3.27
Autrey,1.45,1.42,-2.07
Autry,3.08,2.95,-4.22
Avalos,9.59,12.52,30.55
Avant,1.87,1.85,-1.07
Avelar,1.87,2.56,36.9
Avendano,1.33,2.06,54.89
Averett,1.07,1.17,9.35
Averill,1.3,1.2,-7.69
Avery,13.88,13.41,-3.39
Avila,25.89,32.99,27.42
Aviles,6.87,8.72,26.93
Avilez,,1.28,
Avina,2.46,3.09,25.61
Avitia,1.13,1.27,12.39
Awad,1.4,1.85,32.14
Axtell,1.05,,
Ayala,24.66,31.35,27.13
Aycock,2.02,1.84,-8.91
Ayer,1.24,1.16,-6.45
Ayers,14.4,13.43,-6.74
Ayon,1.36,1.67,22.79
Ayotte,1.17,1.11,-5.13
Ayoub,,1.03,
Ayres,4.07,3.78,-7.13
Azar,1.09,1.14,4.59
Azevedo,1.97,2.04,3.55
Aziz,1.76,2.28,29.55
Babb,4.72,4.34,-8.05
Babbitt,1.96,1.8,-8.16
Babcock,8.07,7.46,-7.56
Baber,2.02,1.86,-7.92
Babin,2.3,2.18,-5.22
Baca,9.11,9.52,4.5
Bacchus,,1.13,
Bach,4.22,4.07,-3.55
Bachman,4.78,4.43,-7.32
Bachmann,1.4,1.48,5.71
Back,3.17,2.97,-6.31
Backer,1.21,1.15,-4.96
Backman,1.11,1.09,-1.8
Backus,2.53,2.39,-5.53
Bacon,10.87,10.12,-6.9
Bader,3.34,3.12,-6.59
Badger,2.82,2.71,-3.9
Badgett,1.06,,
Badillo,2.59,3.31,27.8
Bae,1.5,2.1,40.0
Baek,,1.01,
Baer,5.99,5.62,-6.18
Baez,8.35,10.61,27.07
Baeza,2.39,2.86,19.67
Bagby,2.07,1.88,-9.18
Baggett,4.67,4.31,-7.71
Bagley,6.21,5.87,-5.48
Bagwell,3.9,3.5,-10.26
Bah,,1.59,
Bahena,2.31,3.38,46.32
Bahr,2.82,2.62,-7.09
Bai,,1.07,
Baier,1.84,1.78,-3.26
Baig,,1.16,
Bail,,5.07,
Bailes,1.06,1.08,1.89
Bailey,98.57,94.19,-4.44
Bailon,,1.26,
Bain,6.24,5.89,-5.61
Bainbridge,1.19,1.13,-5.04
Baines,2.11,2.22,5.21
Bains,,1.14,
Bair,4.09,3.98,-2.69
Baird,12.69,11.77,-7.25
Baisden,1.06,1.05,-0.94
Baker,153.23,142.24,-7.17
Bakke,1.33,1.19,-10.53
Bakken,1.47,1.43,-2.72
Bakker,1.14,1.15,0.88
Balbuena,1.01,1.57,55.45
Balch,1.55,1.52,-1.94
Balcom,1.01,,
Balderas,4.27,5.62,31.62
Balderrama,1.66,1.95,17.47
Baldridge,2.17,2.03,-6.45
Baldwin,29.34,27.37,-6.71
Bale,1.0,,
Balentine,1.03,1.03,0.0
Bales,4.83,4.52,-6.42
Balk,,1.09,
Ball,28.75,22.39,-22.12
Ballard,22.12,20.89,-5.56
Ballenger,1.77,1.68,-5.08
Ballentine,1.43,1.45,1.4
Ballesteros,2.86,3.48,21.68
Ballew,2.82,2.66,-5.67
Ballinger,2.92,2.82,-3.42
Ballou,2.04,1.97,-3.43
Balmer,1.08,1.09,0.93
Balogh,1.29,1.17,-9.3
Baltazar,3.21,4.42,37.69
Balzer,1.07,,
Banas,1.06,1.01,-4.72
Bancroft,1.98,1.83,-7.58
Banda,4.06,5.1,25.62
Bandy,3.12,2.91,-6.73
Bane,2.07,1.9,-8.21
Banegas,,1.18,
Bang,1.47,1.59,8.16
Banister,1.14,1.06,-7.02
Banker,1.38,1.42,2.9
Bankhead,1.23,1.2,-2.44
Banks,36.81,35.88,-2.53
Bankston,2.5,2.41,-3.6
Banner,1.96,1.95,-0.51
Banning,1.23,1.17,-4.88
Bannister,3.01,2.93,-2.66
Bannon,1.79,1.67,-6.7
Banta,1.96,2.01,2.55
Banuelos,5.29,6.32,19.47
Baptista,1.13,1.23,8.85
Baptiste,2.73,3.02,10.62
Barahona,1.98,3.0,51.52
Barajas,11.92,15.31,28.44
Baran,2.3,2.25,-2.17
Baranowski,1.17,1.0,-14.53
Barba,3.37,3.74,10.98
Barbara,1.03,1.01,-1.94
Barbee,3.89,3.89,0.0
Barber,28.36,26.73,-5.75
Barbera,1.19,1.25,5.04
Barbieri,1.57,1.49,-5.1
Barbosa,4.98,6.14,23.29
Barbour,5.26,4.9,-6.84
Barboza,2.36,2.88,22.03
Barcenas,1.54,2.37,53.9
Barcia,1.18,2.22,88.14
Barclay,4.14,3.92,-5.31
Bard,2.4,2.02,-15.83
Barden,2.04,1.95,-4.41
Bardwell,1.03,1.0,-2.91
Bare,2.49,2.47,-0.8
Barefoot,1.55,1.42,-8.39
Barela,2.53,2.62,3.56
Barfield,4.7,4.46,-5.11
Bargas,,1.01,
Barger,5.43,4.86,-10.5
Barham,2.21,2.12,-4.07
Barillas,,1.0,
Barker,31.59,29.55,-6.46
Barkley,4.8,4.42,-7.92
Barksdale,3.55,3.49,-1.69
Barley,1.69,1.61,-4.73
Barlow,11.4,11.3,-0.88
Barna,1.13,1.19,5.31
Barnard,7.23,6.9,-4.56
Barner,1.92,1.98,3.13
Barnes,78.0,73.99,-5.14
Barnett,34.21,32.44,-5.17
Barnette,3.1,2.87,-7.42
Barney,5.77,5.56,-3.64
Barnhart,7.28,6.83,-6.18
Barnhill,3.31,3.06,-7.55
Barnum,2.16,2.06,-4.63
Barnwell,1.71,1.62,-5.26
Baron,5.73,5.53,-3.49
Barone,4.53,4.33,-4.42
Barr,15.73,14.96,-4.9
Barragan,5.94,7.86,32.32
Barraza,4.98,6.11,22.69
Barrera,16.21,20.68,27.58
Barreras,1.03,1.19,15.53
Barreto,2.67,3.43,28.46
Barrett,35.55,33.94,-4.53
Barrette,,1.01,
Barrick,1.83,1.73,-5.46
Barrie,,1.07,
Barrientos,4.7,6.4,36.17
Barrier,1.0,1.02,2.0
Barriga,1.38,1.79,29.71
Barringer,2.46,2.36,-4.07
Barrington,1.72,1.64,-4.65
Barrios,8.5,11.14,31.06
Barron,17.12,17.65,3.1
Barros,2.08,2.42,16.35
Barroso,1.34,1.81,35.07
Barrow,5.66,5.7,0.71
Barrows,2.78,2.64,-5.04
Barry,16.7,16.03,-4.01
Barta,1.6,1.59,-0.63
Bartee,,1.05,
Bartel,2.01,1.89,-5.97
Bartell,1.56,1.6,2.56
Bartels,3.14,2.99,-4.78
Barth,5.29,4.94,-6.62
Barthel,1.26,1.23,-2.38
Bartholomew,5.45,5.2,-4.59
Bartlett,15.76,14.8,-6.09
Bartley,5.99,5.66,-5.51
Barto,1.45,1.42,-2.07
Barton,24.7,23.13,-6.36
Bartz,2.07,1.96,-5.31
Barwick,1.39,1.3,-6.47
Bash,1.31,1.14,-12.98
Basham,3.19,2.99,-6.27
Bashaw,1.02,,
Basile,2.86,2.64,-7.69
Basilio,,1.02,
Basinger,1.47,1.41,-4.08
Baskerville,1.27,1.27,0.0
Baskin,2.42,2.5,3.31
Basler,,1.03,
Bass,20.13,19.34,-3.92
Bassett,7.43,6.94,-6.59
Basso,1.38,1.38,0.0
Bastian,2.4,2.36,-1.67
Bastien,,1.06,
Basurto,,1.19,
Batchelder,1.6,1.53,-4.38
Batchelor,3.48,3.19,-8.33
Bateman,6.79,6.44,-5.15
Bates,34.75,32.42,-6.71
Batey,1.2,1.12,-6.67
Bath,1.02,1.0,-1.96
Batista,4.85,6.21,28.04
Batiste,2.22,2.25,1.35
Batres,1.17,1.69,44.44
Batson,3.19,3.03,-5.02
Batt,1.32,1.23,-6.82
Battaglia,2.98,2.82,-5.37
Batten,2.69,2.62,-2.6
Battista,1.47,1.4,-4.76
Battle,8.87,8.96,1.01
Battles,2.69,2.61,-2.97
Batton,1.0,,
Batts,2.9,2.87,-1.03
Baty,1.24,1.15,-7.26
Baucom,1.62,1.59,-1.85
Bauer,22.98,22.04,-4.09
Baugh,4.5,4.25,-5.56
Baugher,1.25,1.2,-4.0
Baughman,5.13,4.82,-6.04
Baum,5.97,5.54,-7.2
Bauman,6.42,5.98,-6.85
Baumann,5.24,4.96,-5.34
Baumgardner,2.17,1.99,-8.29
Baumgartner,4.11,3.88,-5.6
Baur,1.14,1.06,-7.02
Bautista,14.03,20.43,45.62
Baxley,2.46,2.32,-5.69
Baxter,17.74,16.62,-6.31
Bay,2.35,2.15,-8.51
Bayer,3.43,3.57,4.08
Bayles,1.1,1.0,-9.09
Bayless,2.28,2.09,-8.33
Baylor,2.26,2.15,-4.87
Bayne,2.07,1.94,-6.28
Baynes,,1.09,
Bays,2.38,2.23,-6.3
Bazan,2.25,2.75,22.22
Bazemore,1.29,1.22,-5.43
Beach,11.1,10.46,-5.77
Beacham,1.23,1.15,-6.5
Beachy,1.51,1.73,14.57
Beadle,1.39,1.36,-2.16
Beagle,1.1,1.03,-6.36
Beal,7.39,7.04,-4.74
Beale,2.69,2.52,-6.32
Beall,3.34,3.12,-6.59
Beals,2.51,2.38,-5.18
Beam,4.9,4.74,-3.27
Beaman,1.97,2.03,3.05
Beamer,1.32,1.35,2.27
Beamon,1.53,1.52,-0.65
Bean,13.77,12.74,-7.48
Beane,1.84,1.74,-5.43
Bear,2.84,2.8,-1.41
Beard,17.47,16.34,-6.47
Bearden,4.84,4.58,-5.37
Beardsley,2.48,2.36,-4.84
Beasley,17.12,16.17,-5.55
Beason,1.9,1.84,-3.16
Beaton,1.58,1.51,-4.43
Beattie,3.31,3.05,-7.85
Beatty,9.36,8.65,-7.59
Beaty,4.67,4.36,-6.64
Beauchamp,4.14,4.02,-2.9
Beaudoin,2.36,2.22,-5.93
Beaudry,1.52,1.46,-3.95
Beaulieu,3.83,3.63,-5.22
Beaumont,1.71,1.65,-3.51
Beauregard,1.8,1.72,-4.44
Beaver,8.14,7.34,-9.83
Beavers,5.68,5.27,-7.22
Becerra,9.07,11.28,24.37
Becerril,,1.32,
Bechtel,2.48,2.31,-6.85
Bechtold,1.38,1.25,-9.42
Beck,34.53,31.79,-7.94
Becker,32.66,29.78,-8.82
Beckett,4.2,3.99,-5.0
Beckford,1.25,1.45,16.0
Beckham,3.4,3.38,-0.59
Beckley,1.95,1.84,-5.64
Beckman,5.62,5.1,-9.25
Beckmann,1.18,1.22,3.39
Beckner,1.94,1.87,-3.61
Beckwith,4.34,4.03,-7.14
Bedard,2.2,2.05,-6.82
Bedell,2.15,2.03,-5.58
Bedford,3.21,2.99,-6.85
Bednar,1.48,1.41,-4.73
Bedolla,1.57,2.08,32.48
Bedoya,,1.16,
Bedwell,1.62,1.45,-10.49
Bee,1.7,1.52,-10.59
Beebe,5.49,5.03,-8.38
Beech,1.48,1.41,-4.73
Beecher,1.95,1.95,0.0
Beeler,2.91,2.68,-7.9
Beeman,2.34,2.23,-4.7
Beene,1.33,1.21,-9.02
Beer,2.13,2.01,-5.63
Beers,4.04,3.74,-7.43
Beery,1.08,1.16,7.41
Beesley,,1.0,
Beeson,2.5,2.36,-5.6
Begay,5.96,5.95,-0.17
Beggs,1.71,1.56,-8.77
Begley,3.07,2.86,-6.84
Begum,1.99,4.15,108.54
Behling,1.05,,
Behm,1.62,1.52,-6.17
Behnke,2.14,1.97,-7.94
Behr,1.36,1.29,-5.15
Behrens,3.77,3.57,-5.31
Beil,,20.16,
Beiler,1.23,2.22,80.49
Bejarano,1.88,2.27,20.74
Belanger,4.68,4.38,-6.41
Belcher,10.36,9.6,-7.34
Belden,1.64,1.56,-4.88
Belew,1.04,1.05,0.96
Belisle,1.29,1.26,-2.33
Belk,2.19,2.33,6.39
Belknap,1.22,1.11,-9.02
Bell,98.14,74.78,-23.8
Bella,,1.02,
Bellamy,5.88,5.82,-1.02
Bellard,,1.01,
Belle,1.39,1.44,3.6
Beller,1.47,,
Bellinger,1.91,1.97,3.14
Bello,4.42,5.73,29.64
Bellows,1.34,1.22,-8.96
Belmont,1.09,1.14,4.59
Belmonte,1.27,1.38,8.66
Belt,3.12,2.96,-5.13
Belton,3.01,3.06,1.66
Beltran,12.88,16.87,30.98
Beltz,1.54,1.56,1.3
Bemis,1.78,1.6,-10.11
Ben,1.05,1.15,9.52
Benally,1.87,1.89,1.07
Benavides,6.9,8.06,16.81
Benavidez,4.05,4.29,5.93
Bench,1.09,1.03,-5.5
Bender,14.26,13.41,-5.96
Benedetto,1.22,1.14,-6.56
Benedict,6.24,5.78,-7.37
Benefield,2.2,2.04,-7.27
Benfield,1.95,1.74,-10.77
Benford,1.39,1.35,-2.88
Benge,1.78,1.69,-5.06
Bengtson,1.14,1.06,-7.02
Benham,1.81,1.68,-7.18
Benites,1.1,1.08,-1.82
Benitez,12.4,17.39,40.24
Benjamin,13.51,13.76,1.85
Benn,1.64,1.6,-2.44
Benner,4.26,3.94,-7.51
Bennet,1.42,1.19,-16.2
Bennett,88.62,83.94,-5.28
Benning,1.23,1.22,-0.81
Bennington,1.12,1.08,-3.57
Benoit,6.98,6.83,-2.15
Benson,31.22,29.18,-6.53
Bent,1.56,1.62,3.85
Bentley,14.35,13.63,-5.02
Benton,13.73,12.85,-6.41
Bentz,2.15,2.01,-6.51
Benz,2.06,1.93,-6.31
Berard,1.29,1.21,-6.2
Berardi,1.16,1.14,-1.72
Berens,1.18,1.17,-0.85
Berg,17.97,16.53,-8.01
Berge,1.24,1.17,-5.65
Bergen,2.17,2.06,-5.07
Berger,16.15,14.87,-7.93
Bergeron,7.29,6.8,-6.72
Bergin,1.41,1.35,-4.26
Berglund,1.94,1.75,-9.79
Bergman,6.55,6.05,-7.63
Bergmann,1.8,1.69,-6.11
Bergquist,1.45,1.33,-8.28
Bergstrom,3.22,3.02,-6.21
Berk,1.4,1.27,-9.29
Berkey,1.17,1.19,1.71
Berkley,1.67,1.61,-3.59
Berkowitz,2.54,2.37,-6.69
Berlin,2.69,2.54,-5.58
Berman,6.43,5.43,-15.55
Bermudez,7.21,9.05,25.52
Bernabe,1.15,1.67,45.22
Bernal,10.91,13.46,23.37
Bernard,13.55,13.06,-3.62
Bernardi,1.07,1.03,-3.74
Bernardino,,1.05,
Bernardo,2.2,2.37,7.73
Berndt,2.32,2.06,-11.21
Berner,1.71,1.64,-4.09
Bernhard,1.33,1.27,-4.51
Bernhardt,2.62,2.46,-6.11
Bernier,3.33,3.26,-2.1
Berns,1.07,1.06,-0.93
Bernstein,6.66,6.07,-8.86
Berrios,3.55,4.22,18.87
Berry,47.97,45.02,-6.15
Berryhill,2.08,1.94,-6.73
Berryman,2.75,2.55,-7.27
Bertram,2.97,2.84,-4.38
Bertrand,4.31,4.22,-2.09
Bertsch,1.4,1.3,-7.14
Berube,2.18,2.06,-5.5
