Rk,Team,Date,,Opp,Result,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB
997,LAD,2016-04-06,@,SDP,W 7-0,40,36,7,11,7,1,1,2,7,0,0,3,9,.306,.350,.556,.906,20,1,0,0,1,0
998,LAD,2016-04-05,@,SDP,W 3-0,35,33,3,6,3,2,1,0,3,1,0,2,10,.182,.229,.303,.532,10,1,0,0,0,0
999,LAD,2016-04-04,@,SDP,W 15-0,49,42,15,17,9,7,1,0,13,0,0,4,10,.405,.469,.619,1.088,26,0,2,0,1,0
1000,LAD,2015-10-04,,SDP,W 6-3,39,32,6,9,6,0,0,3,6,0,0,7,14,.281,.410,.563,.973,18,0,0,0,0,0
1001,LAD,2015-10-03,,SDP,W 2-1,27,26,2,5,4,0,0,1,1,1,0,0,5,.192,.222,.308,.530,8,3,1,0,0,0
1002,LAD,2015-10-02,,SDP,W 6-2,34,31,6,8,7,1,0,0,6,0,0,3,8,.258,.324,.290,.614,9,1,0,0,0,0
1003,LAD,2015-10-01,@,SFG,W 3-2,37,32,3,6,4,1,1,0,3,0,0,4,10,.188,.270,.281,.552,9,1,0,0,1,0
1004,LAD,2015-09-30,@,SFG,L 0-5,30,27,0,2,2,0,0,0,0,0,0,3,1,.074,.167,.074,.241,2,2,0,0,0,0
1005,LAD,2015-09-29,@,SFG,W 8-0,42,39,8,11,7,0,1,3,8,0,0,1,8,.282,.310,.564,.874,22,0,1,0,1,0
1006,LAD,2015-09-28,@,SFG,L 2-3 (12),46,42,2,9,8,1,0,0,2,1,0,2,6,.214,.250,.238,.488,10,1,0,2,0,0
1007,LAD,2015-09-27,@,COL,L 5-12,44,41,5,14,10,4,0,0,4,1,0,3,6,.341,.386,.439,.825,18,0,0,0,0,1
1008,LAD,2015-09-26,@,COL,L 6-8,36,33,6,9,4,3,1,1,6,0,1,3,5,.273,.333,.515,.848,17,2,0,0,0,0
1009,LAD,2015-09-25,@,COL,L 4-7,39,34,4,9,7,1,1,0,3,0,0,5,6,.265,.359,.353,.712,12,1,0,0,0,0
1010,LAD,2015-09-24,,ARI,W 6-3,40,33,6,9,6,2,0,1,6,0,0,6,6,.273,.400,.424,.824,14,1,1,0,0,0
1011,LAD,2015-09-23,,ARI,W 4-1,31,27,4,4,1,1,0,2,4,0,0,3,13,.148,.233,.407,.641,11,0,0,1,0,0
1012,LAD,2015-09-22,,ARI,L 0-8,34,29,0,3,3,0,0,0,0,0,0,4,8,.103,.212,.103,.316,3,1,0,1,0,1
1013,LAD,2015-09-21,,ARI,L 4-8,40,34,4,8,4,2,0,2,4,0,0,5,6,.235,.350,.471,.821,16,1,1,0,0,0
1014,LAD,2015-09-20,,PIT,L 3-4,32,32,3,6,3,1,1,1,3,1,0,0,10,.188,.188,.375,.563,12,0,0,0,0,0
1015,LAD,2015-09-19,,PIT,L 2-3,32,30,2,5,3,2,0,0,2,0,0,2,9,.167,.219,.233,.452,7,2,0,0,0,1
1016,LAD,2015-09-18,,PIT,W 6-2,35,29,6,9,6,2,0,1,5,2,2,4,6,.310,.412,.483,.895,14,0,1,1,0,0
1017,LAD,2015-09-16,,COL,W 2-0,31,30,2,6,2,2,1,1,2,0,0,1,5,.200,.226,.433,.659,13,1,0,0,0,0
1018,LAD,2015-09-15,,COL,L 4-5 (16),63,54,4,12,10,2,0,0,4,0,1,8,9,.222,.317,.259,.577,14,4,0,0,1,0
1019,LAD,2015-09-14,,COL,W 4-1,36,30,4,9,6,2,0,1,4,0,1,3,12,.300,.371,.467,.838,14,0,1,1,1,1
1020,LAD,2015-09-13,@,ARI,W 4-3,43,38,4,12,9,2,0,1,4,1,0,4,8,.316,.381,.447,.828,17,0,0,1,0,1
1021,LAD,2015-09-12,@,ARI,W 9-5,47,42,9,16,9,3,0,4,9,1,0,4,11,.381,.435,.738,1.173,31,0,0,1,0,0
1022,LAD,2015-09-11,@,ARI,L 4-12,38,31,4,4,3,0,0,1,4,0,0,6,6,.129,.289,.226,.515,7,0,1,0,0,0
1023,LAD,2015-09-09,@,LAA,L 2-3,33,28,2,4,1,2,0,1,2,1,0,3,12,.143,.250,.321,.571,9,1,1,1,0,0
1024,LAD,2015-09-08,@,LAA,W 6-4,41,34,6,7,4,2,0,1,5,2,0,5,9,.206,.317,.353,.670,12,0,1,0,1,1
1025,LAD,2015-09-07,@,LAA,W 7-5,49,41,7,16,11,5,0,0,7,1,0,5,13,.390,.458,.512,.971,21,0,1,1,1,1
1026,LAD,2015-09-06,@,SDP,W 5-1,42,32,5,7,6,1,0,0,2,3,1,7,10,.219,.381,.250,.631,8,1,2,0,1,0
1027,LAD,2015-09-05,@,SDP,W 2-0,41,35,2,8,4,4,0,0,2,0,0,5,8,.229,.341,.343,.684,12,0,1,0,0,1
1028,LAD,2015-09-04,@,SDP,W 8-4,46,37,8,10,3,2,0,5,8,3,0,9,10,.270,.413,.730,1.143,27,0,0,0,0,0
1029,LAD,2015-09-03,@,SDP,L 7-10,40,36,7,9,6,3,0,0,6,0,0,4,8,.250,.325,.333,.658,12,0,0,0,0,0
1030,LAD,2015-09-02,,SFG,W 2-1,29,28,2,6,4,1,0,1,2,1,0,0,5,.214,.241,.357,.599,10,1,1,0,0,0
1031,LAD,2015-09-01,,SFG,W 2-1,34,33,2,9,7,1,0,1,2,1,0,1,9,.273,.294,.394,.688,13,0,0,0,0,0
1032,LAD,2015-08-31,,SFG,W 5-4 (14),57,50,5,12,8,2,0,2,5,4,0,6,9,.240,.321,.400,.721,20,0,0,1,0,3
1033,LAD,2015-08-30,,CHC,L 0-2,29,27,0,0,0,0,0,0,0,0,0,1,12,.000,.036,.000,.036,0,0,0,1,0,0
1034,LAD,2015-08-29,,CHC,W 5-2,37,34,5,11,9,2,0,0,5,4,0,1,7,.324,.343,.382,.725,13,0,0,1,0,0
1035,LAD,2015-08-28,,CHC,W 4-1,34,29,4,6,4,1,1,0,2,0,0,4,5,.207,.324,.310,.634,9,1,1,0,0,0
1036,LAD,2015-08-27,@,CIN,W 1-0,36,30,1,8,8,0,0,0,0,0,0,4,8,.267,.389,.267,.656,8,5,2,0,0,0
1037,LAD,2015-08-26,@,CIN,W 7-4,41,37,7,10,5,2,0,3,7,0,0,3,6,.270,.341,.568,.909,21,0,1,0,0,0
1038,LAD,2015-08-25,@,CIN,W 5-1,38,33,5,7,2,3,0,2,5,0,0,3,7,.212,.297,.485,.782,16,0,1,1,0,0
1039,LAD,2015-08-23,@,HOU,L 2-3 (10),38,35,2,10,8,2,0,0,1,1,1,1,12,.286,.297,.343,.640,12,1,0,1,1,0
1040,LAD,2015-08-22,@,HOU,L 1-3,34,33,1,7,5,2,0,0,1,0,0,1,12,.212,.235,.273,.508,9,0,0,0,0,0
1041,LAD,2015-08-21,@,HOU,L 0-3,30,27,0,0,0,0,0,0,0,0,0,3,10,.000,.100,.000,.100,0,0,0,0,0,0
1042,LAD,2015-08-19,@,OAK,L 2-5,31,29,2,2,0,1,0,1,2,0,0,2,6,.069,.129,.207,.336,6,0,0,0,0,0
1043,LAD,2015-08-18,@,OAK,L 4-5 (10),45,36,4,7,6,0,0,1,4,0,0,9,9,.194,.356,.278,.633,10,1,0,0,0,0
1044,LAD,2015-08-16,,CIN,W 2-1,31,28,2,7,5,0,0,2,2,0,1,2,10,.250,.300,.464,.764,13,1,0,1,0,0
1045,LAD,2015-08-15,,CIN,W 8-3,38,31,8,12,8,0,0,4,8,1,0,5,2,.387,.472,.774,1.246,24,3,0,2,0,0
1046,LAD,2015-08-14,,CIN,W 5-3,36,31,5,11,8,2,0,1,5,0,2,4,9,.355,.417,.516,.933,16,0,0,0,1,0
1047,LAD,2015-08-13,,CIN,L 3-10,40,35,3,11,9,1,0,1,3,1,0,3,4,.314,.350,.429,.779,15,1,0,0,2,0
1048,LAD,2015-08-12,,WSN,W 3-0,30,27,3,4,2,2,0,0,1,0,0,2,10,.148,.233,.222,.456,6,0,1,0,0,0
1049,LAD,2015-08-11,,WSN,W 5-0,35,29,5,6,3,0,2,1,5,0,0,6,4,.207,.343,.448,.791,13,0,0,0,0,0
1050,LAD,2015-08-10,,WSN,L 3-8,38,35,3,8,4,2,1,1,3,0,0,2,9,.229,.270,.429,.699,15,0,0,1,0,0
1051,LAD,2015-08-09,@,PIT,L 6-13,42,38,6,14,11,2,0,1,6,4,0,4,10,.368,.429,.500,.929,19,2,0,0,0,1
1052,LAD,2015-08-08,@,PIT,L 5-6,43,38,5,13,11,1,0,1,5,0,0,4,8,.342,.419,.447,.866,17,3,1,0,0,0
1053,LAD,2015-08-07,@,PIT,L 4-5 (10),41,34,4,6,3,3,0,0,4,2,0,5,9,.176,.300,.265,.565,9,2,1,0,0,0
1054,LAD,2015-08-06,@,PHI,W 10-8,43,40,10,15,9,4,0,2,10,0,0,2,9,.375,.395,.625,1.020,25,1,0,0,1,0
1055,LAD,2015-08-05,@,PHI,W 4-3,43,34,4,10,9,0,0,1,4,0,0,9,5,.294,.442,.382,.824,13,1,0,0,0,0
1056,LAD,2015-08-04,@,PHI,L 2-6,42,37,2,11,9,2,0,0,2,0,0,5,12,.297,.381,.351,.732,13,2,0,0,0,0
1057,LAD,2015-08-02,,LAA,W 5-3 (10),40,36,5,9,5,1,0,3,5,0,0,3,10,.250,.325,.528,.853,19,1,1,0,0,0
1058,LAD,2015-08-01,,LAA,W 3-1,34,30,3,7,6,0,0,1,3,1,0,3,6,.233,.294,.333,.627,10,0,0,0,1,0
1059,LAD,2015-07-31,,LAA,W 5-3,36,33,5,10,6,2,0,2,5,0,0,2,7,.303,.361,.545,.907,18,1,1,0,0,0
1060,LAD,2015-07-29,,OAK,W 10-7,39,35,10,12,6,4,1,1,10,1,0,4,9,.343,.410,.600,1.010,21,0,0,0,0,0
1061,LAD,2015-07-28,,OAK,L 0-2,30,29,0,3,2,1,0,0,0,0,1,1,9,.103,.133,.138,.271,4,0,0,0,0,0
1062,LAD,2015-07-26,@,NYM,L 2-3 (10),38,34,2,5,3,2,0,0,2,1,0,3,10,.147,.216,.206,.422,7,0,0,1,0,0
1063,LAD,2015-07-25,@,NYM,L 2-15,34,33,2,7,4,1,0,2,2,0,0,1,8,.212,.235,.424,.660,14,0,0,0,0,0
1064,LAD,2015-07-24,@,NYM,W 7-2,39,37,7,12,5,4,0,3,6,0,0,1,6,.324,.359,.676,1.035,25,1,1,0,0,0
1065,LAD,2015-07-23,@,NYM,W 3-0,34,31,3,8,7,0,0,1,3,0,0,1,6,.258,.294,.355,.649,11,3,1,0,1,0
1066,LAD,2015-07-22,@,ATL,W 3-1,36,31,3,6,4,2,0,0,3,0,0,5,14,.194,.306,.258,.564,8,2,0,0,0,0
1067,LAD,2015-07-21,@,ATL,L 3-4,36,31,3,6,3,1,0,2,3,0,0,4,4,.194,.286,.419,.705,13,2,0,1,0,0
1068,LAD,2015-07-20,@,ATL,L 5-7,39,39,5,14,11,2,0,1,4,0,0,0,2,.359,.359,.487,.846,19,1,0,0,0,0
1069,LAD,2015-07-19,@,WSN,W 5-0,45,40,5,15,14,1,0,0,4,0,0,3,13,.375,.419,.400,.819,16,0,0,2,0,1
1070,LAD,2015-07-18,@,WSN,W 4-2,43,37,4,13,12,1,0,0,4,0,1,4,6,.351,.419,.378,.797,14,1,1,0,1,1
1071,LAD,2015-07-17,@,WSN,L 3-5,37,34,3,6,4,0,0,2,3,0,0,2,10,.176,.243,.353,.596,12,0,1,0,0,0
1072,LAD,2015-07-12,,MIL,W 4-3,34,33,4,9,4,3,0,2,4,0,0,1,10,.273,.294,.545,.840,18,0,0,0,0,0
1073,LAD,2015-07-11,,MIL,L 1-7,29,26,1,3,2,1,0,0,1,0,0,2,7,.115,.172,.154,.326,4,2,0,0,1,0
1074,LAD,2015-07-10,,MIL,W 3-2,33,29,3,5,4,1,0,0,3,2,0,3,9,.172,.273,.207,.480,6,1,1,0,0,0
1075,LAD,2015-07-09,,PHI,W 6-0,36,31,6,7,3,2,0,2,6,0,0,4,5,.226,.333,.484,.817,15,0,1,0,0,0
1076,LAD,2015-07-08,,PHI,W 5-0,37,33,5,9,5,2,0,2,5,0,0,2,7,.273,.333,.515,.848,17,0,1,1,0,0
1077,LAD,2015-07-07,,PHI,L 2-7,35,31,2,6,5,0,0,1,2,0,0,1,7,.194,.286,.290,.576,9,1,3,0,0,0
1078,LAD,2015-07-06,,PHI,W 10-7,42,36,10,15,7,5,1,2,10,0,1,3,4,.417,.450,.778,1.228,28,0,0,1,1,0
1079,LAD,2015-07-05,,NYM,L 0-8,33,30,0,3,3,0,0,0,0,1,0,2,11,.100,.182,.100,.282,3,0,1,0,0,0
1080,LAD,2015-07-04,,NYM,W 4-3,39,33,4,10,7,2,0,1,4,1,0,6,6,.303,.410,.455,.865,15,1,0,0,0,0
1081,LAD,2015-07-03,,NYM,L 1-2,33,31,1,3,1,1,0,1,1,1,0,2,10,.097,.152,.226,.377,7,0,0,0,0,0
1082,LAD,2015-07-01,@,ARI,W 4-3,39,33,4,9,5,3,1,0,4,0,1,4,9,.273,.359,.424,.783,14,1,1,0,1,0
1083,LAD,2015-06-30,@,ARI,W 6-4 (10),44,41,6,11,6,3,0,2,6,0,0,3,13,.268,.318,.488,.806,20,0,0,0,0,0
1084,LAD,2015-06-29,@,ARI,L 6-10,44,36,6,10,6,1,0,3,5,0,0,7,8,.278,.409,.556,.965,20,1,1,0,0,1
1085,LAD,2015-06-28,@,MIA,W 2-0,41,32,2,7,6,1,0,0,2,0,0,8,9,.219,.375,.250,.625,8,1,0,1,0,1
1086,LAD,2015-06-27,@,MIA,L 2-3,32,32,2,6,5,0,0,1,2,0,0,0,9,.188,.188,.281,.469,9,1,0,0,0,0
1087,LAD,2015-06-26,@,MIA,W 7-1,43,38,7,13,11,1,0,1,7,0,0,4,6,.342,.419,.447,.866,17,1,1,0,0,1
1088,LAD,2015-06-25,@,CHC,W 4-0,37,31,4,6,3,1,2,0,4,0,1,6,9,.194,.324,.355,.679,11,0,0,0,0,0
1089,LAD,2015-06-24,@,CHC,W 5-2,34,33,5,7,3,2,0,2,5,0,0,1,10,.212,.235,.455,.690,15,1,0,0,0,0
1090,LAD,2015-06-23,@,CHC,L 0-1 (10),36,32,0,3,1,1,1,0,0,0,0,3,8,.094,.171,.188,.359,6,0,0,1,0,0
1091,LAD,2015-06-22,@,CHC,L 2-4,32,28,2,5,3,0,0,2,2,0,2,4,8,.179,.281,.393,.674,11,2,0,0,0,0
1092,LAD,2015-06-21,,SFG,W 10-2,43,38,10,16,9,3,0,4,9,0,0,3,5,.421,.463,.816,1.279,31,0,0,2,0,0
1093,LAD,2015-06-20,,SFG,L 2-6,35,33,2,7,3,2,0,2,2,0,0,2,6,.212,.257,.455,.712,15,1,0,0,0,0
1094,LAD,2015-06-19,,SFG,L 5-9,37,34,5,9,5,3,0,1,5,0,0,2,4,.265,.324,.441,.766,15,2,1,0,0,0
1095,LAD,2015-06-18,,TEX,W 1-0,34,29,1,5,4,0,1,0,0,0,0,4,6,.172,.273,.241,.514,7,1,0,1,0,0
1096,LAD,2015-06-17,,TEX,L 3-5,40,34,3,9,4,4,0,1,3,0,0,5,5,.265,.359,.471,.830,16,1,0,1,0,0
1097,LAD,2015-06-16,@,TEX,L 2-3,36,34,2,7,6,0,0,1,2,0,0,2,2,.206,.250,.294,.544,10,0,0,0,0,0
1098,LAD,2015-06-15,@,TEX,L 1-4,34,30,1,7,5,1,0,1,1,0,1,4,6,.233,.324,.367,.690,11,3,0,0,0,0
1099,LAD,2015-06-14,@,SDP,W 4-2 (12),49,41,4,10,5,3,1,1,4,0,0,7,12,.244,.354,.439,.793,18,3,0,1,0,0
1100,LAD,2015-06-13,@,SDP,L 1-2,31,29,1,5,4,0,0,1,1,0,0,1,6,.172,.226,.276,.502,8,2,1,0,0,0
1101,LAD,2015-06-12,@,SDP,W 4-3,39,33,4,11,10,1,0,0,4,0,1,4,6,.333,.421,.364,.785,12,1,1,1,0,0
1102,LAD,2015-06-10,,ARI,W 7-6,40,32,7,9,5,2,0,2,7,0,0,5,8,.281,.368,.531,.900,17,0,0,2,1,0
1103,LAD,2015-06-09,,ARI,W 3-1,36,30,3,7,5,1,0,1,3,0,0,5,4,.233,.361,.367,.728,11,1,1,0,0,1
1104,LAD,2015-06-08,,ARI,W 9-3,35,34,9,10,7,1,0,2,9,0,0,1,5,.294,.314,.500,.814,17,0,0,0,0,0
1105,LAD,2015-06-07,,STL,L 2-4,35,33,2,7,6,1,0,0,2,1,0,2,10,.212,.257,.242,.500,8,0,0,0,0,0
1106,LAD,2015-06-06,,STL,W 2-0,28,27,2,7,5,2,0,0,2,0,0,0,6,.259,.259,.333,.593,9,3,0,1,0,0
1107,LAD,2015-06-05,,STL,L 1-2,34,30,1,4,4,0,0,0,1,0,0,4,14,.133,.235,.133,.369,4,1,0,0,0,0
1108,LAD,2015-06-04,,STL,L 1-7,36,34,1,9,7,2,0,0,1,0,0,0,7,.265,.257,.324,.581,11,0,0,1,1,0
1109,LAD,2015-06-03,@,COL,L 6-7,42,36,6,11,7,3,0,1,5,0,0,5,7,.306,.405,.472,.877,17,2,1,0,0,0
1110,LAD,2015-06-02 (2),@,COL,W 9-8,42,39,9,13,8,0,1,4,9,1,0,3,7,.333,.381,.692,1.073,27,1,0,0,0,0
1111,LAD,2015-06-02 (1),@,COL,L 3-6,35,31,3,5,3,1,0,1,3,0,0,4,9,.161,.257,.290,.547,9,0,0,0,0,0
1112,LAD,2015-06-01,@,COL,W 11-4,49,44,11,18,10,3,1,4,11,0,0,5,6,.409,.469,.795,1.265,35,0,0,0,0,1
1113,LAD,2015-05-31,@,STL,L 1-3,34,29,1,2,1,0,0,1,1,0,0,5,12,.069,.206,.172,.378,5,0,0,0,0,0
1114,LAD,2015-05-30,@,STL,W 5-1,39,35,5,9,7,1,0,1,5,0,0,3,11,.257,.333,.371,.705,13,1,1,0,0,0
1115,LAD,2015-05-29,@,STL,L 0-3,33,32,0,6,5,1,0,0,0,0,0,1,11,.188,.212,.219,.431,7,1,0,0,0,0
1116,LAD,2015-05-27,,ATL,L 2-3,36,34,2,9,8,0,0,1,2,1,0,2,8,.265,.306,.353,.658,12,1,0,0,0,0
1117,LAD,2015-05-26,,ATL,W 8-0,33,30,8,11,6,4,0,1,8,0,1,3,2,.367,.424,.600,1.024,18,2,0,0,0,1
1118,LAD,2015-05-25,,ATL,W 6-3,40,34,6,11,7,1,0,3,6,0,0,5,9,.324,.425,.618,1.043,21,1,1,0,0,0
1119,LAD,2015-05-24,,SDP,L 3-11,33,32,3,7,6,0,0,1,2,0,0,1,10,.219,.242,.313,.555,10,2,0,0,0,0
1120,LAD,2015-05-23,,SDP,W 2-0,30,30,2,6,4,1,0,1,2,2,0,0,9,.200,.200,.333,.533,10,0,0,0,0,0
1121,LAD,2015-05-22,,SDP,W 2-1,30,29,2,6,4,1,0,1,2,0,0,1,4,.207,.233,.345,.578,10,1,0,0,0,0
1122,LAD,2015-05-21,@,SFG,L 0-4,37,34,0,9,7,2,0,0,0,0,0,3,8,.265,.324,.324,.648,11,2,0,0,0,0
1123,LAD,2015-05-20,@,SFG,L 0-4,35,33,0,6,4,2,0,0,0,0,0,2,5,.182,.229,.242,.471,8,0,0,0,0,0
1124,LAD,2015-05-19,@,SFG,L 0-2,38,33,0,7,6,1,0,0,0,0,1,5,3,.212,.316,.242,.558,8,0,0,0,0,0
1125,LAD,2015-05-17,,COL,W 1-0,32,26,1,3,3,0,0,0,1,0,1,6,2,.115,.281,.115,.397,3,0,0,0,0,0
1126,LAD,2015-05-16,,COL,L 1-7,33,30,1,3,1,2,0,0,1,0,0,1,7,.100,.182,.167,.348,5,2,2,0,0,0
1127,LAD,2015-05-15,,COL,W 6-4,40,33,6,12,9,2,0,1,5,0,0,5,6,.364,.462,.515,.977,17,2,1,1,0,0
1128,LAD,2015-05-14,,COL,L 4-5,41,35,4,9,4,5,0,0,4,1,1,6,5,.257,.366,.400,.766,14,0,0,0,0,0
1129,LAD,2015-05-13,,MIA,L 4-5,34,31,4,6,2,1,1,2,3,0,0,3,6,.194,.265,.484,.749,15,1,0,0,0,0
1130,LAD,2015-05-12,,MIA,W 11-1,47,44,11,21,16,3,0,2,11,0,0,1,8,.477,.489,.682,1.171,30,0,1,0,1,0
1131,LAD,2015-05-11,,MIA,W 5-3,35,29,5,7,4,2,0,1,5,0,1,5,6,.241,.353,.414,.767,12,0,0,1,0,0
1132,LAD,2015-05-10,@,COL,W 9-5,44,32,9,9,5,3,0,1,9,0,0,10,9,.281,.442,.469,.911,15,1,0,1,1,0
1133,LAD,2015-05-08,@,COL,W 2-1 (6),23,17,2,5,4,1,0,0,2,1,1,4,3,.294,.435,.353,.788,6,1,1,0,1,0
1134,LAD,2015-05-07,@,MIL,W 14-4,49,38,14,13,8,1,1,3,14,0,0,10,11,.342,.490,.658,1.148,25,2,1,0,0,2
1135,LAD,2015-05-06,@,MIL,L 3-6,34,33,3,8,5,1,0,2,2,0,0,0,8,.242,.242,.455,.697,15,1,0,1,0,0
1136,LAD,2015-05-05,@,MIL,W 8-2,42,36,8,9,4,2,0,3,8,0,0,6,9,.250,.357,.556,.913,20,0,0,0,0,0
1137,LAD,2015-05-04,@,MIL,L 3-4,39,32,3,6,4,1,0,1,3,0,0,5,11,.188,.308,.313,.620,10,0,1,0,1,0
1138,LAD,2015-05-03,,ARI,W 1-0 (13),44,41,1,6,3,2,0,1,1,0,0,2,15,.146,.205,.268,.473,11,1,1,0,0,0
1139,LAD,2015-05-02,,ARI,W 6-4,37,35,6,12,7,3,0,2,6,0,1,2,9,.343,.378,.600,.978,21,0,0,0,0,0
1140,LAD,2015-05-01,,ARI,W 8-0,36,30,8,6,3,0,0,3,8,0,0,6,12,.200,.333,.500,.833,15,0,0,0,0,0
1141,LAD,2015-04-29,,SFG,W 7-3,33,28,7,8,1,3,0,4,7,0,0,3,4,.286,.333,.821,1.155,23,2,0,0,2,0
1142,LAD,2015-04-28,,SFG,L 1-2,33,32,1,5,4,1,0,0,1,0,0,1,10,.156,.182,.188,.369,6,1,0,0,0,0
1143,LAD,2015-04-27,,SFG,W 8-3,39,33,8,11,7,1,1,2,7,1,0,5,2,.333,.421,.606,1.027,20,0,0,1,0,0
1144,LAD,2015-04-26,@,SDP,L 1-3,31,29,1,5,4,0,0,1,1,0,1,1,6,.172,.200,.276,.476,8,1,0,1,0,0
1145,LAD,2015-04-25,@,SDP,W 11-8,45,38,11,13,5,4,0,4,11,0,0,5,4,.342,.432,.763,1.195,29,0,1,1,0,0
1146,LAD,2015-04-24,@,SDP,W 3-0,36,32,3,8,6,1,0,1,3,0,0,2,6,.250,.306,.375,.681,12,2,1,0,1,0
1147,LAD,2015-04-23,@,SFG,L 2-3 (10),39,34,2,6,4,0,0,2,2,0,0,2,7,.176,.263,.353,.616,12,1,2,1,0,0
1148,LAD,2015-04-22,@,SFG,L 2-3,38,35,2,7,6,0,0,1,2,0,0,3,10,.200,.263,.286,.549,10,0,0,0,0,0
1149,LAD,2015-04-21,@,SFG,L 2-6,36,30,2,7,5,2,0,0,1,0,0,6,6,.233,.361,.300,.661,9,3,0,0,0,0
1150,LAD,2015-04-19,,COL,W 7-0,39,36,7,14,4,7,0,3,7,0,1,2,6,.389,.421,.833,1.254,30,0,0,1,0,0
1151,LAD,2015-04-18,,COL,W 6-3,37,31,6,9,5,4,0,0,6,1,0,5,8,.290,.389,.419,.808,13,1,0,1,0,0
1152,LAD,2015-04-17,,COL,W 7-3,38,32,7,10,5,4,0,1,6,1,0,5,9,.313,.395,.531,.926,17,1,0,0,1,1
1153,LAD,2015-04-15,,SEA,W 5-2,39,31,5,9,7,2,0,0,5,0,1,7,7,.290,.436,.355,.791,11,1,1,0,0,2
1154,LAD,2015-04-14,,SEA,W 6-5,40,36,6,12,8,2,0,2,6,0,1,4,6,.333,.400,.556,.956,20,1,0,0,0,0
1155,LAD,2015-04-13,,SEA,W 6-5 (10),42,37,6,9,5,3,0,1,6,0,0,4,7,.243,.310,.405,.715,15,0,0,0,1,1
1156,LAD,2015-04-12,@,ARI,W 7-4,47,40,7,16,9,3,1,3,7,1,1,4,4,.400,.457,.750,1.207,30,1,1,1,1,2
1157,LAD,2015-04-11,@,ARI,L 0-6,32,28,0,2,1,1,0,0,0,0,0,4,9,.071,.188,.107,.295,3,1,0,0,0,0
1158,LAD,2015-04-10,@,ARI,L 3-4 (10),39,35,3,8,6,1,0,1,3,0,0,3,8,.229,.289,.343,.632,12,2,0,1,0,1
1159,LAD,2015-04-08,,SDP,W 7-4,38,35,7,12,7,1,1,3,7,0,1,3,9,.343,.395,.686,1.080,24,0,0,0,0,0
1160,LAD,2015-04-07,,SDP,L 3-7,36,32,3,7,2,4,0,1,3,1,1,4,9,.219,.306,.438,.743,14,0,0,0,0,0
1161,LAD,2015-04-06,,SDP,W 6-3,39,33,6,9,2,4,1,2,6,2,1,5,10,.273,.385,.636,1.021,21,0,1,0,0,2
1162,LAD,2014-09-28,,COL,W 10-5,43,41,10,16,10,3,0,3,10,0,0,1,7,.390,.419,.683,1.102,28,0,1,0,0,0
1163,LAD,2014-09-27,,COL,W 6-5 (12),49,44,6,11,7,3,0,1,5,3,0,4,6,.250,.327,.386,.713,17,0,1,0,0,1
1164,LAD,2014-09-26,,COL,W 7-4,35,32,7,11,9,2,0,0,7,0,0,2,6,.344,.371,.406,.778,13,0,0,0,1,0
1165,LAD,2014-09-24,,SFG,W 9-1,39,30,9,8,4,2,1,1,9,1,0,6,6,.267,.421,.500,.921,15,2,2,1,0,1
1166,LAD,2014-09-23,,SFG,W 4-2,30,29,4,6,3,0,0,3,4,0,0,0,6,.207,.233,.517,.751,15,0,1,0,0,0
1167,LAD,2014-09-22,,SFG,L 2-5 (13),46,40,2,4,2,1,0,1,2,0,0,1,9,.100,.178,.200,.378,8,2,3,1,1,0
1168,LAD,2014-09-21,@,CHC,W 8-5,44,42,8,16,11,4,0,1,8,1,0,1,6,.381,.395,.548,.943,23,1,0,1,0,0
1169,LAD,2014-09-20,@,CHC,L 7-8,40,34,7,11,7,2,0,2,7,1,1,5,7,.324,.400,.559,.959,19,1,0,0,1,0
1170,LAD,2014-09-19,@,CHC,W 14-5,45,39,14,13,6,3,0,4,14,1,0,6,10,.333,.422,.718,1.140,28,2,0,0,0,0
1171,LAD,2014-09-18,@,CHC,W 8-4,42,38,8,13,11,2,0,0,8,0,1,3,8,.342,.381,.395,.776,15,1,0,0,1,0
1172,LAD,2014-09-17,@,COL,L 2-16,36,32,2,6,4,1,0,1,2,0,0,3,7,.188,.257,.313,.570,10,1,0,0,0,0
1173,LAD,2014-09-16,@,COL,L 4-10,41,40,4,16,12,3,0,1,4,0,0,1,10,.400,.415,.550,.965,22,2,0,0,0,0
1174,LAD,2014-09-15,@,COL,W 11-3,47,40,11,15,7,6,1,1,11,2,0,3,9,.375,.435,.650,1.085,26,0,2,1,1,1
1175,LAD,2014-09-14,@,SFG,W 4-2,35,33,4,9,6,2,0,1,3,1,0,0,11,.273,.286,.424,.710,14,1,1,0,1,0
1176,LAD,2014-09-13,@,SFG,W 17-0,59,51,17,24,16,5,0,3,17,1,0,4,9,.471,.525,.745,1.271,38,0,3,0,1,0
1177,LAD,2014-09-12,@,SFG,L 0-9,33,30,0,3,2,1,0,0,0,0,0,2,11,.100,.182,.133,.315,4,0,1,0,0,0
1178,LAD,2014-09-10,,SDP,W 4-0,34,31,4,12,9,3,0,0,4,0,0,2,6,.387,.424,.484,.908,15,3,0,1,0,0
1179,LAD,2014-09-09,,SDP,L 3-6,38,36,3,11,8,2,0,1,3,1,0,1,4,.306,.342,.444,.787,16,1,1,0,0,0
