user_id,user_name,user_unique_id,post_desc,post_id,duration,bookmark_count,comment_count,heart_count,share_count,play_count,create_time_est,created_date,created_time
6792421628182561797,Zaid Shaat,zaidshaat,"Sunset Magic From The West Side, LA 🌇 #losangeles #la #california  ",7423495310741081374,8,184500,5527,1600000,90000,10100000,2024-10-08 15:53:29-04:00,2024-10-08,15:53:29
6792421628182561797,Zaid Shaat,zaidshaat,"West Side Living, LA 🌴 #losangeles #la #california #westside ",7415250295564799262,6,130200,3042,982900,63700,5700000,2024-09-16 10:38:29-04:00,2024-09-16,10:38:29
6792421628182561797,Zaid Shaat,zaidshaat,"West side, LA 🌴 #losangeles #la #california #westside #westcoast ",7408937989256006942,10,270200,5967,2300000,108200,14900000,2024-08-30 10:23:29-04:00,2024-08-30,10:23:29
6792421628182561797,Zaid Shaat,zaidshaat,Welcome To LA 🌴🏙️ #losangeles #la #california ,7435282519978773791,12,38,4,363,4,3824,2024-11-09 09:14:04-05:00,2024-11-09,09:14:04
6792421628182561797,Zaid Shaat,zaidshaat,Living The LA Dream 🌴🌅  #losangeles #la #california ,7435167214715587870,0,1176,30,8791,606,45000,2024-11-09 01:46:40-05:00,2024-11-09,01:46:40
6792421628182561797,Zaid Shaat,zaidshaat,Dream Sunset From The West Side 🌆🌴 #losangeles #LA #california #westside ,7434984289906822430,8,2100,63,20300,1003,120100,2024-11-08 13:56:43-05:00,2024-11-08,13:56:43
6792421628182561797,Zaid Shaat,zaidshaat,Downtown LA looking like a dream 🌇 #losangeles #la #california ,7434918695866043678,8,318,15,3259,109,29500,2024-11-08 09:42:17-05:00,2024-11-08,09:42:17
6792421628182561797,Zaid Shaat,zaidshaat,The City Of Angels 🌴 #losangeles #la #california ,7434667984859303199,12,94,10,831,27,12500,2024-11-07 17:29:11-05:00,2024-11-07,17:29:11
6792421628182561797,Zaid Shaat,zaidshaat,West Side Sunset Hit Diffrent 🌆🌴 #westside #losangeles #la #california ,7434550890385739039,8,13000,245,96700,7366,556000,2024-11-07 09:54:59-05:00,2024-11-07,09:54:59
6792421628182561797,Zaid Shaat,zaidshaat,Beverly Hills Sunset Magic 🌴🌅 #beverlyhills #losangeles #LA #california ,7434237257617313054,10,3047,75,28600,804,268900,2024-11-06 13:37:54-05:00,2024-11-06,13:37:54
6792421628182561797,Zaid Shaat,zaidshaat,No place like LA 🌴 #losangeles #LA #california ,7434172085410204958,10,24,4,216,7,5771,2024-11-06 09:24:58-05:00,2024-11-06,09:24:58
6792421628182561797,Zaid Shaat,zaidshaat,Los Angeles After Dark 🌆🌙 #losangeles #la #california ,7433899029190298911,8,241,15,1617,118,17900,2024-11-05 15:45:17-05:00,2024-11-05,15:45:17
