user_id,user_name,user_unique_id,post_desc,post_id,duration,bookmark_count,comment_count,heart_count,share_count,play_count,create_time_est,created_date,created_time
6909560330024731653,Jeff Jackson,jeffjacksonnc,BREAKING: I’m running for Attorney General. #fyp #politics #nc #charlotte #raleigh #greensboro #durham #asheville,7294267943217564970,90,68500,42800,1200000,29100,5200000,2023-10-26 10:05:10-04:00,2023-10-26,10:05:10
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Fake anger   #fyp #politics #nc #charlotte #raleigh #asheville #durham #greensboro ,7223000065722387755,116,65100,24800,1300000,85900,6400000,2023-04-17 08:49:29-04:00,2023-04-17,08:49:29
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Stopping a bank run  #fyp #nc #charlotte #raleigh #greensboro #asheville #durham,7210014701688835370,158,346400,64200,4600000,605900,30400000,2023-03-13 09:00:04-04:00,2023-03-13,09:00:04
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Motion to fire the Speaker (again). #politics #nc #charlotte #raleigh #durham #asheville #greensboro,7350298483364007211,156,2647,8614,94200,1206,991500,2024-03-25 09:53:04-04:00,2024-03-25,09:53:04
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): TikTok #politics #fyp #nc #charlotte #raleigh #greensboro #durham ,7346944777075559722,125,17700,82500,313100,6903,5400000,2024-03-16 08:59:02-04:00,2024-03-16,08:59:02
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): State of the Union. #fyp #politics #nc #charlotte #raleigh #greensboro #durham #asheville #wilmington ,7345130701836094762,159,14500,26000,407700,2967,6300000,2024-03-11 11:39:02-04:00,2024-03-11,11:39:02
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Primary election outcome. (March 5th) #fyp #nc #charlotte #raleigh #durham #politics,7343246949551803690,50,12600,18700,433300,3404,3200000,2024-03-06 08:48:48-05:00,2024-03-06,08:48:48
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC) - A mass deception operation. Feb 23. #nc #charlotte #raleigh #durham #asheville #politics #fyp,7338825284751232299,141,21600,16000,476800,12500,3100000,2024-02-23 10:50:29-05:00,2024-02-23,10:50:29
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Impeachment vote (Feb 12) #politics #fyp #nc #charlotte #raleigh #greensboro #asheville #durham ,7334730862581353770,134,8438,6404,247700,3236,2100000,2024-02-12 10:02:53-05:00,2024-02-12,10:02:53
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Shutdown vote flip #fyp #politics #nc #northcarolina #charlotte #raleigh #greensboro #durham #asheville,7328051317614857518,119,12000,5682,348300,2807,2100000,2024-01-25 10:02:05-05:00,2024-01-25,10:02:05
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Ambush in Congress. #fyp #nc #northcarolina #raleigh #greensboro #durham #politics #charlotte #vote ,7324736356993879339,125,10300,6891,305800,4945,2000000,2024-01-16 11:38:37-05:00,2024-01-16,11:38:37
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson: Deal on southern border? #fyp #politics #nc #charlotte #raleigh #greensboro #northcarolina,7322112676065250603,130,9660,4831,277500,5791,1700000,2024-01-09 09:57:34-05:00,2024-01-09,09:57:34
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Here’s what it actually takes to get something done. #fyp #nc #politics #charlotte #raleigh #greensboro #durham,7313946347969793322,164,28200,14900,672900,6197,3300000,2023-12-18 09:47:25-05:00,2023-12-18,09:47:25
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Corporate home-buying is out of control. #fyp #nc #charlotte #raleigh #asheville #politics ,7309502205223013675,124,19900,15400,392500,9073,2100000,2023-12-06 10:21:54-05:00,2023-12-06,10:21:54
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Stopping by The Daily Show. #fyp #politics #nc #charlotte #raleigh #greensboro,7305055349114015019,194,10900,6376,325500,4828,1500000,2023-11-24 10:46:02-05:00,2023-11-24,10:46:02
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson (NC): Santos is (probably) toast. #fyp #nc #politics #charlotte #raleigh #durham #greensboro #asheville #clt,7303572154237488430,150,14600,6732,470800,4431,2400000,2023-11-20 10:50:24-05:00,2023-11-20,10:50:24
6909560330024731653,Jeff Jackson,jeffjacksonnc,Rep. Jeff Jackson: Kicking Santos out of Congress. #fyp #politics #nc #charlotte #raleigh #durham #gboro #asheville #unc ,7297241447089343790,159,13600,8610,460500,5158,2500000,2023-11-03 10:23:52-04:00,2023-11-03,10:23:52
