user_id,user_name,user_unique_id,post_desc,post_id,duration,bookmark_count,comment_count,heart_count,share_count,play_count,create_time_est,created_date,created_time
6569595380449902597,lilyachty,lilyachty,shoez com s00n,7434950789363223839,0,718,258,20800,492,158500,2024-11-08 11:46:42-05:00,2024-11-08,11:46:42
6569595380449902597,lilyachty,lilyachty,go to the moon - @Dc2trill ,7412051655186730270,42,942,251,13900,204,301700,2024-09-07 19:46:08-04:00,2024-09-07,19:46:08
6569595380449902597,lilyachty,lilyachty,thank you @MrBeast @Feastables wow,7406546772090309919,30,5407,1052,128900,1909,1200000,2024-08-23 23:44:29-04:00,2024-08-23,23:44:29
6569595380449902597,lilyachty,lilyachty,another thing yall dont have!!!!! thanks kevin!!!!,7392068205184929054,19,111400,18600,1800000,83000,12700000,2024-07-15 23:20:18-04:00,2024-07-15,23:20:18
6569595380449902597,lilyachty,lilyachty,@Jake Paul THIS IS INSANE BRO,7386154950658706719,70,24900,1852,566800,16800,3900000,2024-06-30 00:53:53-04:00,2024-06-30,00:53:53
6569595380449902597,lilyachty,lilyachty,yall stop cappin,7384581909654900010,27,11800,1285,261500,21800,1800000,2024-06-25 19:09:24-04:00,2024-06-25,19:09:24
6569595380449902597,lilyachty,lilyachty,god i feel so sorry for snybody who paid a ticket to see these niggas live…,7374605521694870826,19,12600,1915,354400,7415,2900000,2024-05-29 21:55:55-04:00,2024-05-29,21:55:55
6569595380449902597,lilyachty,lilyachty,u want em alive?? dead,7368879571162156334,0,16000,1979,186000,7009,1500000,2024-05-14 11:36:23-04:00,2024-05-14,11:36:23
6569595380449902597,lilyachty,lilyachty,camo tries very expensive cavier salmon biscuit thingy in italy,7368101403258015019,15,2143,255,90300,636,1200000,2024-05-12 09:16:54-04:00,2024-05-12,09:16:54
6569595380449902597,lilyachty,lilyachty,#bookiegangordontbang @karrahbooo ,7367782723227831595,0,17700,1291,400800,8595,2300000,2024-05-11 12:40:08-04:00,2024-05-11,12:40:08
6569595380449902597,lilyachty,lilyachty,BIG NADINE ,7367107400555400491,50,3068,583,49400,1903,683300,2024-05-09 16:59:26-04:00,2024-05-09,16:59:26
6569595380449902597,lilyachty,lilyachty,verses im proud of part 8,7365786325758479662,58,8060,553,59000,1879,736500,2024-05-06 03:33:46-04:00,2024-05-06,03:33:46
6569595380449902597,lilyachty,lilyachty,#duet with @Alex yall playing too much 😂😂😂 #ad,7363018134179138859,0,948,257,22300,198,679200,2024-04-28 16:31:13-04:00,2024-04-28,16:31:13
6569595380449902597,lilyachty,lilyachty,@Rakitecht is amazing,7362684880460729642,26,7716,780,205700,2365,1800000,2024-04-27 18:57:59-04:00,2024-04-27,18:57:59
