date, pm25, pm10, o3, no2, so2, co
2020/9/4, 48, 34, 35, 10, 4, 2
2020/9/5, 57, 27, 37, 9, 5, 
2020/9/6, 51, 46, 66, 13, 6, 3
2020/9/7, 67, 29, 29, 11, 4, 1
2020/9/8, 55, 36, 28, 10, 3, 1
2020/9/9, 50, 29, , 8, 3, 
2020/9/10, 48, 32, 26, 9, 2, 1
2020/9/11, 50, 23, 25, 8, 3, 3
2020/9/12, 51, 39, 42, 10, 5, 4
2020/9/13, 56, 42, 40, 14, 4, 4
2020/9/14, 68, 27, 39, 10, 3, 4
2020/9/15, 68, 35, 34, 14, 4, 4
2020/9/16, 73, 22, 24, 5, 3, 2
2020/9/17, 52, 33, 27, 11, 3, 2
2020/9/18, 45, 38, 30, 10, 2, 2
2020/9/19, 55, 56, 32, 10, 3, 2
2020/9/20, 55, 48, 48, 10, 4, 2
2020/9/21, 63, 55, 53, 14, 5, 4
2020/9/22, 79, 33, 30, 9, 3, 2
2020/9/23, 51, 34, 37, 15, 4, 5
2020/9/24, 71, 22, 51, 16, 2, 5
2020/9/25, 65, 45, 43, 13, 4, 3
2020/9/26, 75, 48, 46, 12, 3, 1
2020/9/27, 73, 55, 63, 14, 4, 2
2020/9/28, 102, 57, 43, 14, 3, 5
2020/9/29, 113, 28, 28, 7, 2, 2
2020/9/30, 53, 39, 26, 10, 3, 2
2020/10/1, 67, 41, 32, 6, 2, 2
2020/4/2, 56, 35, 29, 5, 5, 
2020/4/3, 53, 39, 38, 5, 4, 
2020/4/4, 57, 43, 43, 4, 3, 
2020/4/5, 61, 82, 44, 10, 7, 
2020/4/6, 102, 78, 47, 10, 5, 
2020/4/7, 102, 64, 54, 8, 5, 
2020/4/8, 92, 83, 46, 10, 4, 
2020/4/9, 108, 64, 48, 8, 5, 
2020/4/10, 114, 48, 48, 7, 3, 
2020/4/11, 106, 43, 44, 5, 3, 
2020/4/12, 76, 44, 44, 5, 2, 
2020/4/13, 65, 48, 47, 10, 3, 
2020/4/14, 69, 75, 84, 10, 5, 
2020/4/15, 97, 86, 50, 11, 6, 
2020/4/16, 131, 157, 41, 5, 2, 
2020/4/17, 111, 31, 61, 6, 1, 6
2020/4/18, 102, 46, 51, 8, 3, 5
2020/4/19, 95, 55, 45, 8, 4, 5
2020/4/20, 120, 44, 39, 2, 1, 
2020/4/21, 56, 40, 36, 2, 2, 
2020/4/22, 53, 27, 39, 3, 2, 
2020/4/23, 53, 28, 40, 4, 2, 
2020/4/24, 62, 186, 44, 5, 2, 
2020/4/25, 87, 47, 42, 2, 1, 
2020/4/26, 64, 41, 45, 5, 1, 
2020/4/27, 78, 56, 56, 7, 2, 
2020/4/28, 92, 57, 62, 10, 4, 
2020/4/29, 78, 83, 82, 14, 5, 
2020/4/30, 91, 81, 71, 16, 6, 
2020/5/1, 126, 74, 110, 10, 4, 
2020/5/2, 112, 97, 124, 10, 7, 
2020/5/3, 152, 82, 66, 6, 4, 
2020/5/4, 118, 47, 46, 8, 5, 
2020/5/5, 97, 58, 63, 13, 4, 
2020/5/6, 96, 84, 85, 8, 4, 
2020/5/7, 107, 60, 74, 8, 5, 
2020/5/8, 146, 69, 57, 12, 5, 
2020/5/9, 146, 41, 43, 6, 2, 
2020/5/10, 72, 67, 34, 3, 2, 1
2020/5/11, 77, 316, 42, 3, 2, 2
2020/5/12, 102, 104, 44, 5, 2, 2
2020/5/13, 67, 65, 48, 7, 3, 1
2020/5/14, 57, 113, 85, 11, 6, 2
2020/5/15, 122, 86, 73, 9, 4, 6
2020/5/16, 126, 184, 42, 6, 3, 4
2020/5/17, 142, 97, 31, 7, 2, 3
2020/5/18, 97, 45, 46, 6, 1, 3
2020/5/19, 56, 46, 48, 8, 2, 1
2020/5/20, 67, 43, 43, 6, 2, 
2020/5/21, 81, 58, 73, 7, 4, 
2020/5/22, 70, 27, 39, 3, 2, 2
2020/5/23, 48, 15, 36, 4, 2, 3
2020/5/24, 51, 25, 42, 9, 2, 3
2020/5/25, 55, 29, 38, 7, 2, 3
2020/5/26, 57, 23, 44, 4, 3, 1
2020/5/27, 49, 21, 56, 6, 2, 
2020/5/28, 44, 56, 56, 8, 4, 
2020/5/29, 65, 78, 105, 9, 6, 5
2020/5/30, 85, 62, 100, 11, 6, 7
2020/5/31, 111, 21, 39, 6, 3, 3
2020/6/1, 52, 40, 47, 9, 5, 4
2020/6/2, 57, 102, 44, 7, 3, 3
2020/6/3, 73, 322, 41, 4, 3, 2
2020/6/4, 141, 49, 59, 5, 4, 3
2020/6/5, 70, 51, 78, 7, 5, 3
2020/6/6, 87, 61, 103, 9, 5, 
2020/6/7, 94, 76, 122, 11, 8, 
2020/6/8, 103, 83, 94, 9, 6, 
2020/6/9, 108, 54, 66, 7, 5, 4
2020/6/10, 82, 35, 47, 5, 3, 3
2020/6/11, 60, 46, 55, 9, 5, 3
2020/6/12, 54, 44, 77, 8, 4, 3
2020/6/13, 69, 43, 44, 4, 4, 2
2020/6/14, 56, 22, 49, 6, 3, 2
2020/6/15, 39, 40, 60, 6, 2, 2
2020/6/16, 44, 57, 91, 8, 8, 5
2020/6/17, 62, 66, 68, 11, 7, 4
2020/6/18, 93, 43, 71, 6, 3, 3
2020/6/19, 75, 47, 98, 6, 4, 4
2020/6/20, 80, 57, 114, 7, 5, 5
2020/6/21, 98, 46, 113, 7, 6, 5
2020/6/22, 75, 54, 81, 11, 7, 5
2020/6/23, 180, 52, 97, 10, 4, 4
2020/6/24, 273, 62, 88, 11, 5, 5
2020/6/25, 128, 41, 64, 9, 5, 3
2020/6/26, 77, 39, 66, 9, 4, 3
2020/6/27, 77, 33, 80, 8, 3, 3
2020/6/28, 46, 50, 89, 11, 5, 4
2020/6/29, 89, 32, 61, 8, 5, 5
2020/6/30, 86, 23, 64, 6, 2, 3
2020/7/1, 61, 29, 79, 5, 2, 2
2020/1/2, 112, 50, 27, 16, 13, 7
2020/1/3, 106, 49, 28, 17, 15, 8
2020/1/4, 100, 42, 28, 16, 18, 7
2020/1/5, 92, 64, 22, 24, 15, 11
2020/1/6, 125, 54, 30, 21, 15, 12
2020/1/7, 131, 17, 31, 8, 9, 3
2020/1/8, 69, 19, 29, 10, 16, 5
2020/1/9, 71, 31, 35, 13, 17, 8
2020/1/10, 96, 28, 32, 7, 12, 6
2020/1/11, 82, 19, 30, 7, 9, 5
2020/1/12, 69, 24, 30, 6, 9, 4
2020/1/13, 75, 19, 29, 6, 8, 
2020/1/14, 72, 39, 28, 13, 14, 
2020/1/15, 96, 40, 31, 13, 18, 2
2020/1/16, 98, 43, 30, 14, 18, 1
2020/1/17, 99, 39, 33, 10, 12, 7
2020/1/18, 91, 56, 35, 12, 14, 5
2020/1/19, 126, 65, 32, 8, 13, 7
2020/1/20, 88, 39, 28, 10, 15, 2
2020/1/21, 71, 55, 21, 17, 16, 8
2020/1/22, 111, 69, 25, 21, 21, 13
2020/1/23, 140, 42, 33, 8, 11, 7
2020/1/24, 97, 57, 31, 13, 15, 2
2020/1/25, 126, 76, 35, 14, 22, 6
2020/1/26, 160, 63, 35, 14, 18, 16
2020/1/27, 140, 62, 46, 10, 16, 11
2020/1/28, 148, 50, 43, 7, 12, 9
2020/1/29, 125, 33, 40, 4, 5, 6
2020/1/30, 99, 35, 37, 7, 12, 7
2020/1/31, 95, 36, 36, 4, 8, 7
2020/2/1, 93, 29, 34, 6, 9, 6
2020/2/2, 85, 36, 33, 5, 11, 7
2020/2/3, 90, 25, 32, 4, 12, 6
2020/2/4, 75, 14, 33, 1, 7, 5
2020/2/5, 59, 32, 33, 5, 7, 7
2020/2/6, 98, 62, 25, 12, 13, 12
2020/2/7, 151, 45, 32, 6, 12, 8
2020/2/8, 112, 29, 33, 5, 16, 6
2020/2/9, 80, 40, 40, 5, 10, 8
2020/2/10, 93, 51, 44, 9, 15, 9
2020/2/11, 109, 87, 49, 20, 20, 18
2020/2/12, 173, 98, 56, 17, 21, 16
2020/2/13, 187, 94, 57, 15, 17, 16
2020/2/14, 182, 34, 29, 4, 11, 8
2020/2/15, 90, 22, 31, 2, 15, 6
2020/2/16, 60, 14, 34, 1, 8, 7
2020/2/17, 53, 20, 35, 3, 14, 7
2020/2/18, 56, 25, 37, 6, 13, 9
2020/2/19, 76, 41, 36, 7, 15, 9
2020/2/20, 88, 86, 28, 16, 15, 17
2020/2/21, 155, 103, 35, 5, 12, 9
2020/2/22, 108, 28, 34, 6, 22, 8
2020/2/23, 61, 58, 36, 12, 19, 9
2020/2/24, 119, 84, 39, 13, 11, 8
2020/2/25, 134, 93, 45, 14, 10, 3
2020/2/26, 155, 50, 35, 5, 7, 5
2020/2/27, 93, 66, 30, 9, 10, 2
2020/2/28, 149, 82, 41, 15, 12, 
2020/2/29, 165, 79, 31, 12, 11, 2
2020/3/1, 170, 27, 35, 3, 5, 3
2020/3/2, 69, 55, 36, 5, 6, 5
2020/3/3, 83, 33, 32, 1, 3, 2
2020/3/4, 67, 25, 34, 5, 12, 
2020/3/5, 67, 46, 35, 8, 10, 
2020/3/6, 98, 78, 21, 21, 21, 
2020/3/7, 158, 39, 38, 10, 11, 
2020/3/8, 94, 73, 30, 14, 9, 6
2020/3/9, 153, 37, 36, 6, 5, 
2020/3/10, 70, 40, 34, 4, 7, 
2020/3/11, 63, 53, 37, 8, 9, 
2020/3/12, 81, 28, 35, 3, 4, 
2020/3/13, 66, 26, 35, 3, 8, 
2020/3/14, 52, 46, 38, 3, 9, 
2020/3/15, 51, 24, 39, 4, 8, 
2020/3/16, 55, 51, 39, 7, 8, 
2020/3/17, 83, 42, 38, 5, 5, 
2020/3/18, 59, 109, 38, 7, 11, 
2020/3/19, 90, 60, 38, 4, 6, 
2020/3/20, 58, 55, 40, 5, 7, 
2020/3/21, 74, 29, 38, 4, 6, 
2020/3/22, 60, 32, 38, 4, 7, 
2020/3/23, 57, 37, 42, 5, 4, 
2020/3/24, 65, 79, 63, 12, 9, 
2020/3/25, 146, 94, 73, 11, 9, 
2020/3/26, 153, 23, 36, 3, 3, 
2020/3/27, 67, 30, 36, 3, 5, 
2020/3/28, 54, 26, 36, 7, 8, 3
2020/3/29, 58, 40, 28, 8, 7, 3
2020/3/30, 76, , , , , 
2019/10/2, 129, 65, 83, 15, 3, 5
2019/10/3, 118, 65, 68, 11, 4, 4
2019/10/4, 88, 10, 26, 4, 2, 1
2019/10/5, 39, 53, 28, 13, 2, 1
2019/10/6, 30, 53, 24, 20, 4, 3
2019/10/7, 61, 42, 30, 10, 3, 2
2019/10/8, 58, 30, 30, 14, 3, 2
2019/10/9, 53, 59, 33, 22, 5, 4
2019/10/10, 69, 59, 38, 16, 4, 4
2019/10/11, 70, 54, 43, 11, 3, 4
2019/10/12, 96, 67, 26, 18, 5, 6
2019/10/13, 128, 53, 26, 10, 4, 2
2019/10/14, 73, 40, 31, 11, 3, 2
2019/10/15, 62, 66, 32, 19, 3, 3
2019/10/16, 61, 96, 25, 26, 8, 7
2019/10/17, 91, 76, 27, 23, 7, 5
2019/10/18, 96, 70, 35, 27, 7, 6
2019/10/19, 108, 79, 33, 27, 7, 8
2019/10/20, 146, 117, 31, 14, 4, 3
2019/10/21, 106, 72, 23, 19, 8, 5
2019/10/22, 80, 87, 28, 26, 10, 9
2019/10/23, 116, 84, 43, 27, 10, 10
2019/10/24, 137, 47, 41, 13, 7, 5
2019/10/25, 109, 18, 26, 8, 5, 2
2019/10/26, 54, 68, 22, 19, 8, 6
2019/10/27, 99, 78, 31, 21, 8, 7
2019/10/28, 104, 207, 30, 5, 6, 2
2019/10/29, 98, 68, 27, 18, 9, 6
2019/10/30, 96, 82, 29, 21, 10, 7
2019/10/31, 118, 74, 31, 22, 8, 6
2019/11/1, 108, 79, 22, 23, 8, 8
2019/11/2, 103, 72, 22, 34, 11, 15
2019/11/3, 158, 61, 19, 24, 8, 12
2019/11/4, 144, 69, 22, 24, 7, 10
2019/11/5, 152, 52, 27, 17, 8, 6
2019/11/6, 84, 70, 26, 19, 7, 6
2019/11/7, 107, 40, 25, 11, 7, 3
2019/11/8, 61, 62, 25, 19, 10, 6
2019/11/9, 78, 79, 20, 26, 10, 9
2019/11/10, 116, 85, 29, 7, 5, 4
2019/11/11, 105, 50, 25, 17, 12, 6
2019/11/12, 79, 59, 27, 15, 11, 6
2019/11/13, 82, 48, 28, 5, 6, 1
2019/11/14, 59, 69, 18, 20, 12, 1
2019/11/15, 90, 73, 21, 22, 12, 3
2019/11/16, 106, 94, 9, 26, 10, 6
2019/11/17, 153, 249, 24, 16, 10, 8
2019/11/18, 162, 71, 29, 6, 6, 
2019/11/19, 72, 50, 25, 14, 11, 
2019/11/20, 84, 72, 15, 21, 15, 
2019/11/21, 111, 103, 11, 32, 20, 
2019/11/22, 149, 143, 7, 39, 19, 
2019/11/23, 204, 118, 31, 28, 10, 
2019/11/24, 174, 39, 24, 6, 7, 
2019/11/25, 68, 45, 17, 14, 13, 
2019/11/26, 71, 50, 23, 12, 10, 6
2019/11/27, 84, 24, 28, 8, 10, 
2019/11/28, 61, 53, 20, 17, 11, 1
2019/11/29, 92, 69, 11, 24, 14, 6
2019/11/30, 130, 46, 28, 18, 11, 
2019/12/1, 111, 34, 29, 8, 9, 
2019/12/2, 74, 29, 27, 8, 12, 
2019/12/3, 58, 43, 28, 17, 17, 
2019/12/4, 79, 34, 24, 14, 13, 
2019/12/5, 79, 20, 29, 8, 9, 2
2019/12/6, 72, 41, 25, 17, 16, 7
2019/12/7, 90, 52, 25, 17, 14, 8
2019/12/8, 99, 82, 17, 27, 15, 14
2019/12/9, 146, 80, 23, 21, 13, 11
2019/12/10, 130, 42, 28, 10, 9, 6
2019/12/11, 82, 24, 25, 6, 7, 5
2019/12/12, 63, 56, 18, 18, 17, 11
2019/12/13, 94, 45, 28, 12, 12, 8
2019/12/14, 86, 50, 23, 18, 17, 6
2019/12/15, 93, 77, 10, 29, 23, 11
2019/12/16, 135, 51, 23, 24, 9, 11
2019/12/17, 132, 20, 27, 7, 8, 4
2019/12/18, 58, 33, 25, 12, 15, 6
2019/12/19, 87, 18, 26, 7, 8, 4
2019/12/20, 59, 46, 21, 18, 16, 9
2019/12/21, 102, 63, 23, 21, 15, 10
2019/12/22, 131, 59, 26, 20, 15, 11
2019/12/23, 128, 46, 25, 15, 11, 8
2019/12/24, 88, 82, 15, 26, 18, 16
2019/12/25, 152, 52, 27, 15, 12, 9
2019/12/26, 108, 59, 25, 12, 15, 6
2019/12/27, 77, 74, 22, 19, 17, 10
2019/12/28, 108, 91, 20, 23, 20, 15
2019/12/29, 134, 55, 26, 13, 9, 7
2019/12/30, 103, , , , , 
2019/7/2, 48, 38, 54, 11, 2, 3
2019/7/3, 63, 44, 54, 10, 2, 2
2019/7/4, 59, 49, 87, 9, 3, 3
2019/7/5, 60, 29, 67, 10, 2, 3
2019/7/6, 62, 13, 39, 3, 2, 1
2019/7/7, 45, 29, 55, 8, 5, 2
2019/7/8, 55, 37, 62, 8, 4, 3
2019/7/9, 71, 45, 61, 10, 5, 3
2019/7/10, 75, 36, 63, 9, 3, 3
2019/7/11, 75, 43, 87, 9, 4, 4
2019/7/12, 83, 46, 77, 8, 3, 3
2019/7/13, 73, 35, 44, 13, 2, 3
2019/7/14, 63, 30, 62, 9, 2, 2
2019/7/15, 52, 55, 100, 8, 4, 3
2019/7/16, 76, 48, 92, 10, 7, 4
2019/7/17, 118, 31, 54, 10, 2, 4
2019/7/18, 99, 49, 79, 9, 4, 4
2019/7/19, 110, 50, 79, 11, 3, 5
2019/7/20, 121, 62, 75, 16, 5, 8
2019/7/21, 151, 47, 78, 12, 5, 5
2019/7/22, 95, 50, 46, 15, 9, 5
2019/7/23, 82, 34, 63, 10, 4, 5
2019/7/24, 85, 49, 62, 11, 3, 4
2019/7/25, 79, 59, 74, 10, 4, 4
2019/7/26, 89, 50, 98, 9, 5, 4
2019/7/27, 78, 61, 89, 7, 5, 5
2019/7/28, 131, 58, 93, 9, 8, 6
2019/7/29, 131, 31, 53, 11, 4, 4
2019/7/30, 87, 42, 63, 12, 6, 4
2019/7/31, 78, 37, 51, 9, 4, 5
2019/8/1, 65, 48, 84, 8, 4, 5
2019/8/2, 84, 54, 86, 10, 4, 5
2019/8/3, 88, 51, 73, 10, 5, 5
2019/8/4, 87, 43, 57, 9, 7, 5
2019/8/5, 80, 25, 54, 9, 5, 4
2019/8/6, 74, 40, 73, 10, 5, 5
2019/8/7, 91, 22, 60, 8, 2, 3
2019/8/8, 64, 28, 63, 8, 2, 3
2019/8/9, 65, 40, 55, 10, 6, 4
2019/8/10, 113, 33, 62, 10, 7, 5
2019/8/11, 98, 26, 46, 7, 3, 3
2019/8/12, 37, 24, 39, 5, 2, 2
2019/8/13, 40, 23, 35, 6, 3, 2
2019/8/14, 50, 33, 47, 9, 3, 2
2019/8/15, 53, 49, 54, 10, 7, 3
2019/8/16, 64, 13, 40, 3, 2, 2
2019/8/17, 58, 25, 33, 8, 2, 2
2019/8/18, 43, 44, 53, 11, 6, 3
2019/8/19, 54, 60, 80, 12, 8, 5
2019/8/20, 85, 42, 82, 10, 5, 6
2019/8/21, 122, 23, 38, 6, 4, 3
2019/8/22, 65, 41, 37, 10, 4, 3
2019/8/23, 66, 49, 35, 12, 6, 3
2019/8/24, 64, 52, 58, 11, 7, 3
2019/8/25, 68, 52, 67, 10, 7, 4
2019/8/26, 74, 52, 48, 14, 3, 4
2019/8/27, 80, 36, 35, 8, 2, 2
2019/8/28, 48, 50, 29, 5, 2, 1
2019/8/29, 42, 28, 32, 8, 2, 2
2019/8/30, 44, 31, 37, 9, 3, 2
2019/8/31, 48, 39, 44, 12, 3, 2
2019/9/1, 54, 44, 67, 11, 4, 3
2019/9/2, 73, 44, 79, 12, 4, 3
2019/9/3, 72, 55, 71, 13, 4, 4
2019/9/4, 74, 62, 105, 12, 5, 4
2019/9/5, 96, 65, 102, 13, 4, 4
2019/9/6, 121, 56, 74, 13, 5, 3
2019/9/7, 92, 69, 77, 17, 3, 3
2019/9/8, 94, 46, 53, 10, 3, 2
2019/9/9, 57, 37, 43, 8, 2, 2
2019/9/10, 55, 16, 38, 10, 5, 3
2019/9/11, 61, 23, 30, 10, 7, 3
2019/9/12, 56, 23, 37, 8, 4, 3
2019/9/13, 57, 13, 39, 6, 3, 2
2019/9/14, 51, 25, 47, 10, 3, 2
2019/9/15, 41, 42, 39, 11, 5, 2
2019/9/16, 56, 36, 35, 14, 4, 2
2019/9/17, 44, 41, 40, 12, 3, 2
2019/9/18, 61, 35, 36, 12, 2, 2
2019/9/19, 49, 50, 40, 16, 3, 2
2019/9/20, 56, 49, 43, 13, 3, 3
2019/9/21, 66, 69, 43, 13, 3, 2
2019/9/22, 61, 45, 39, 11, 2, 2
2019/9/23, 46, 50, 37, 13, 2, 2
2019/9/24, 48, 49, 38, 12, 3, 2
2019/9/25, 61, 56, 45, 16, 4, 3
2019/9/26, 68, 55, 65, 12, 6, 3
2019/9/27, 69, 54, 72, 15, 5, 4
2019/9/28, 83, 58, 77, 18, 4, 4
2019/9/29, 91, 60, 83, 14, 5, 4
2019/9/30, 90, 60, 94, 10, 4, 4
2019/10/1, 106, 69, 93, 9, 3, 5
2019/4/2, 69, 39, 44, 8, 4, 7
2019/4/3, 65, 43, 43, 13, 6, 8
2019/4/4, 60, 70, 43, 10, 5, 8
2019/4/5, 77, 109, 42, 8, 5, 8
2019/4/6, 82, 144, 45, 8, 5, 8
2019/4/7, 90, 83, 43, 12, 6, 9
2019/4/8, 88, 79, 47, 10, 5, 9
2019/4/9, 87, 50, 40, 11, 4, 7
2019/4/10, 104, 39, 43, 9, 3, 9
2019/4/11, 99, 35, 43, 9, 3, 7
2019/4/12, 69, 51, 51, 11, 4, 9
2019/4/13, 80, 51, 48, 7, 2, 7
2019/4/14, 66, 50, 48, 10, 3, 8
2019/4/15, 67, 70, 53, 15, 4, 9
2019/4/16, 82, 78, 62, 14, 7, 9
2019/4/17, 94, 118, 67, 13, 12, 9
2019/4/18, 142, 116, 42, 5, 5, 7
2019/4/19, 84, 102, 48, 11, 7, 9
2019/4/20, 91, 278, 39, 13, 4, 11
2019/4/21, 149, 183, 56, 9, 3, 8
2019/4/22, 109, 141, 94, 19, 10, 12
2019/4/23, 157, 96, 95, 18, 7, 11
2019/4/24, 174, 70, 34, 9, 3, 8
2019/4/25, 101, 27, 42, 7, 5, 9
2019/4/26, 71, 27, 48, 8, 5, 8
2019/4/27, 73, 37, 39, 9, 7, 8
2019/4/28, 73, 43, 43, 12, 7, 10
2019/4/29, 121, 113, 42, 16, 4, 11
2019/4/30, 150, 147, 41, 4, 3, 7
2019/5/1, 84, 40, 51, 12, 2, 8
2019/5/2, 67, 52, 64, 12, 3, 8
2019/5/3, 77, 64, 91, 10, 6, 9
2019/5/4, 91, 69, 79, 14, 7, 11
2019/5/5, 122, 101, 44, 3, 1, 7
2019/5/6, 76, 36, 46, 7, 2, 7
2019/5/7, 61, 49, 49, 11, 2, 8
2019/5/8, 55, 48, 46, 7, 2, 8
2019/5/9, 58, 60, 58, 10, 3, 9
2019/5/10, 85, 61, 68, 8, 4, 9
2019/5/11, 85, 59, 55, 9, 4, 9
2019/5/12, 102, 224, 46, 7, 4, 8
2019/5/13, 169, 70, 43, 9, 3, 7
2019/5/14, 75, 77, 58, 12, 4, 4
2019/5/15, 103, 112, 56, 13, 9, 9
2019/5/16, 138, 115, 62, 7, 4, 8
2019/5/17, 118, 101, 64, 10, 8, 9
2019/5/18, 122, 73, 61, 6, 5, 12
2019/5/19, 131, 84, 39, 2, 2, 9
2019/5/20, 83, 44, 43, 3, 2, 7
2019/5/21, 55, 34, 44, 5, 2, 8
2019/5/22, 57, 38, 47, 7, 2, 6
2019/5/23, 57, 49, 70, 10, 5, 7
2019/5/24, 61, 76, 123, 10, 4, 6
2019/5/25, 98, 80, 124, 8, 4, 8
2019/5/26, 106, 23, 54, 3, 5, 8
2019/5/27, 71, 19, 43, 3, 4, 6
2019/5/28, 55, 29, 47, 5, 5, 7
2019/5/29, 49, 40, 67, 8, 8, 7
2019/5/30, 52, 45, 44, 4, 5, 6
2019/5/31, 52, 39, 45, 8, 2, 7
2019/6/1, 49, 54, 61, 8, 4, 7
2019/6/2, 67, 40, 53, 8, 3, 6
2019/6/3, 58, 35, 49, 7, 3, 9
2019/6/4, 54, 62, 83, 10, 6, 4
2019/6/5, 99, 55, 51, 12, 5, 4
2019/6/6, 78, 52, 81, 8, 7, 4
2019/6/7, 69, 42, 52, 5, 8, 2
2019/6/8, 66, 43, 42, 4, 5, 1
2019/6/9, 51, 22, 43, 5, 5, 1
2019/6/10, 50, 32, 55, 7, 7, 1
2019/6/11, 51, 49, 93, 9, 9, 3
2019/6/12, 80, 68, 103, 12, 11, 6
2019/6/13, 113, 38, 67, 11, 4, 5
2019/6/14, 94, 31, 53, 6, 2, 2
2019/6/15, 44, 52, 105, 8, 4, 4
2019/6/16, 72, 24, 70, 10, 3, 5
2019/6/17, 88, 32, 59, 10, 4, 5
2019/6/18, 100, 38, 79, 11, 3, 4
2019/6/19, 71, 56, 115, 11, 4, 5
2019/6/20, 99, 54, 85, 13, 4, 4
2019/6/21, 92, 69, 111, 11, 5, 7
2019/6/22, 108, 61, 99, 13, 7, 5
2019/6/23, 120, 62, 88, 11, 3, 4
2019/6/24, 86, 65, 96, 19, 7, 5
2019/6/25, 89, 69, 113, 15, 7, 6
2019/6/26, 118, 71, 117, 11, 10, 6
2019/6/27, 124, 43, 45, 13, 2, 4
2019/6/28, 89, 26, 52, 6, 2, 3
2019/6/29, 59, 19, 43, 6, 2, 2
2019/6/30, 48, 17, 41, 5, 1, 2
2019/7/1, 47, 33, 46, 7, 2, 2
2019/1/2, 86, 55, 21, 17, 10, 8
2019/1/3, 108, 78, 29, 19, 14, 10
2019/1/4, 140, 28, 29, 8, 9, 5
2019/1/5, 69, 48, 25, 16, 11, 8
2019/1/6, 91, 71, 21, 21, 15, 10
2019/1/7, 129, 36, 28, 10, 8, 6
2019/1/8, 73, 30, 30, 9, 7, 6
2019/1/9, 66, 55, 23, 21, 11, 8
2019/1/10, 90, 88, 21, 24, 14, 13
2019/1/11, 153, 94, 22, 27, 13, 13
2019/1/12, 170, 82, 26, 20, 13, 11
2019/1/13, 152, 52, 27, 15, 9, 7
2019/1/14, 82, 92, 30, 9, 8, 6
2019/1/15, 85, 46, 29, 7, 9, 5
2019/1/16, 94, 47, 23, 16, 12, 7
2019/1/17, 81, 56, 27, 18, 12, 8
2019/1/18, 94, 55, 31, 14, 9, 7
2019/1/19, 100, 33, 34, 9, 10, 4
2019/1/20, 62, 35, 33, 9, 11, 5
2019/1/21, 66, 57, 33, 14, 9, 9
2019/1/22, 84, 58, 29, 14, 9, 3
2019/1/23, 82, 58, 30, 16, 10, 4
2019/1/24, 96, 59, 38, 10, 6, 3
2019/1/25, 109, 23, 33, 9, 8, 5
2019/1/26, 60, 46, 29, 16, 9, 8
2019/1/27, 92, 78, 37, 11, 7, 8
2019/1/28, 101, 44, 33, 14, 9, 7
2019/1/29, 84, 77, 33, 16, 12, 9
2019/1/30, 111, 57, 38, 4, 4, 5
2019/1/31, 70, 35, 31, 8, 10, 7
2019/2/1, 73, 87, 30, 14, 10, 9
2019/2/2, 115, 103, 31, 16, 16, 9
2019/2/3, 127, 129, 35, 7, 10, 5
2019/2/4, 94, 103, 29, 14, 15, 10
2019/2/5, 135, 163, 33, 12, 18, 11
2019/2/6, 185, 87, 35, 7, 6, 9
2019/2/7, 113, 24, 34, 5, 8, 5
2019/2/8, 71, 45, 33, 6, 8, 6
2019/2/9, 82, 41, 30, 7, 11, 6
2019/2/10, 91, 45, 28, 10, 10, 8
2019/2/11, 93, 34, 34, 7, 5, 5
2019/2/12, 84, 49, 34, 8, 5, 
2019/2/13, 104, 31, 34, 9, 7, 
2019/2/14, 74, 57, 31, 9, 6, 
2019/2/15, 107, 23, 38, 5, 8, 
2019/2/16, 63, 22, 39, 6, 5, 
2019/2/17, 66, 21, 38, 7, 8, 
2019/2/18, 61, 35, 31, 14, 7, 7
2019/2/19, 92, 66, 46, 14, 12, 2
2019/2/20, 149, 32, 41, 7, 9, 4
2019/2/21, 82, 44, 38, 15, 13, 8
2019/2/22, 93, 58, 40, 22, 11, 7
2019/2/23, 118, 71, 43, 19, 14, 3
2019/2/24, 131, 34, 40, 8, 8, 
2019/2/25, 79, 47, 34, 17, 12, 
2019/2/26, 90, 84, 45, 21, 13, 
2019/2/27, 149, 71, 42, 16, 11, 
2019/2/28, 130, 62, 43, 10, 9, 
2019/3/1, 92, 79, 49, 18, 11, 
2019/3/2, 124, 97, 60, 25, 14, 
2019/3/3, 165, 94, 62, 25, 15, 
2019/3/4, 168, 55, 42, 14, 8, 
2019/3/5, 86, 44, 40, 8, 7, 
2019/3/6, 65, 21, 40, 6, 7, 
2019/3/7, 60, 39, 35, 13, 9, 
2019/3/8, 74, 68, 40, 18, 11, 
2019/3/9, 113, 104, 37, 30, 13, 
2019/3/10, 172, 53, 40, 16, 8, 
2019/3/11, 118, 39, 40, 8, 7, 
2019/3/12, 64, 37, 38, 6, 5, 
2019/3/13, 57, 36, 41, 10, 7, 
2019/3/14, 62, 50, 41, 7, 6, 
2019/3/15, 59, 42, 39, 7, 8, 
2019/3/16, 54, 44, 44, 7, 5, 
2019/3/17, 67, 49, 48, 15, 6, 
2019/3/18, 83, 79, 50, 19, 8, 
2019/3/19, 130, 82, 65, 22, 8, 
2019/3/20, 129, 93, 49, 23, 9, 
2019/3/21, 138, 26, 40, 6, 5, 
2019/3/22, 66, 54, 40, 7, 4, 
2019/3/23, 68, 49, 40, 12, 6, 
2019/3/24, 75, 65, 43, 13, 7, 
2019/3/25, 96, 48, 44, 10, 5, 
