fips,county_name,state_abbr,population,year
37083,Halifax County,NC,55516,1990
08055,Huerfano County,CO,6009,1990
29107,Lafayette County,MO,31107,1990
18021,Clay County,IN,24705,1990
48337,Montague County,TX,17274,1990
31141,Platte County,NE,29820,1990
20079,Harvey County,KS,31028,1990
47053,Gibson County,TN,46315,1990
29053,Cooper County,MO,14835,1990
13043,Candler County,GA,7744,1990
18121,Parke County,IN,15410,1990
12045,Gulf County,FL,11504,1990
08081,Moffat County,CO,11357,1990
19139,Muscatine County,IA,39907,1990
21183,Ohio County,KY,21105,1990
36123,Yates County,NY,22810,1990
41015,Curry County,OR,19327,1990
48225,Houston County,TX,21375,1990
08065,Lake County,CO,6007,1990
29186,Ste. Genevieve County,MO,16037,1990
42111,Somerset County,PA,78218,1990
37007,Anson County,NC,23474,1990
35006,Cibola County,NM,23794,1990
27093,Meeker County,MN,20846,1990
42015,Bradford County,PA,60967,1990
49037,San Juan County,UT,12621,1990
44001,Bristol County,RI,48859,1990
13049,Charlton County,GA,8496,1990
21101,Henderson County,KY,43044,1990
48237,Jack County,TX,6981,1990
21217,Taylor County,KY,21146,1990
21203,Rockcastle County,KY,14803,1990
13109,Evans County,GA,8724,1990
39059,Guernsey County,OH,39024,1990
21031,Butler County,KY,11245,1990
28149,Warren County,MS,47880,1990
55121,Trempealeau County,WI,25263,1990
21205,Rowan County,KY,20353,1990
48075,Childress County,TX,5953,1990
51133,Northumberland County,VA,10524,1990
21097,Harrison County,KY,16248,1990
16049,Idaho County,ID,13783,1990
51111,Lunenburg County,VA,11419,1990
49013,Duchesne County,UT,12645,1990
05137,Stone County,AR,9775,1990
29223,Wayne County,MO,11543,1990
21155,Marion County,KY,16499,1990
36115,Washington County,NY,59330,1990
13173,Lanier County,GA,5531,1990
48149,Fayette County,TX,20095,1990
39163,Vinton County,OH,11098,1990
28043,Grenada County,MS,21555,1990
24023,Garrett County,MD,28138,1990
54007,Braxton County,WV,12998,1990
08019,Clear Creek County,CO,7619,1990
37173,Swain County,NC,11268,1990
28153,Wayne County,MS,19517,1990
36031,Essex County,NY,37152,1990
27103,Nicollet County,MN,28076,1990
21123,Larue County,KY,11679,1990
54031,Hardy County,WV,10977,1990
08047,Gilpin County,CO,3070,1990
47087,Jackson County,TN,9297,1990
01065,Hale County,AL,15498,1990
19167,Sioux County,IA,29903,1990
48335,Mitchell County,TX,8016,1990
45061,Lee County,SC,18437,1990
17145,Perry County,IL,21412,1990
23023,Sagadahoc County,ME,33535,1990
13001,Appling County,GA,15744,1990
18049,Fulton County,IN,18840,1990
17103,Lee County,IL,34392,1990
21167,Mercer County,KY,19148,1990
51125,Nelson County,VA,12778,1990
46065,Hughes County,SD,14817,1990
13033,Burke County,GA,20579,1990
31053,Dodge County,NE,34500,1990
30095,Stillwater County,MT,6536,1990
48159,Franklin County,TX,7802,1990
06021,Glenn County,CA,24798,1990
18179,Wells County,IN,25948,1990
48249,Jim Wells County,TX,37679,1990
48063,Camp County,TX,9904,1990
08105,Rio Grande County,CO,10770,1990
51167,Russell County,VA,28667,1990
29039,Cedar County,MO,12093,1990
51077,Grayson County,VA,16278,1990
51840,Winchester city,VA,21947,1990
05121,Randolph County,AR,16558,1990
29063,DeKalb County,MO,9967,1990
29013,Bates County,MO,15025,1990
26027,Cass County,MI,49477,1990
13093,Dooly County,GA,9901,1990
37043,Clay County,NC,7155,1990
45033,Dillon County,SC,29114,1990
12065,Jefferson County,FL,11296,1990
29085,Hickory County,MO,7335,1990
05049,Fulton County,AR,10037,1990
38059,Morton County,ND,23700,1990
49029,Morgan County,UT,5528,1990
21207,Russell County,KY,14716,1990
48057,Calhoun County,TX,19053,1990
17027,Clinton County,IL,33944,1990
50013,Grand Isle County,VT,5318,1990
53059,Skamania County,WA,8289,1990
08027,Custer County,CO,1926,1990
26135,Oscoda County,MI,7842,1990
26001,Alcona County,MI,10145,1990
08025,Crowley County,CO,3946,1990
21127,Lawrence County,KY,13998,1990
13315,Wilcox County,GA,7008,1990
45067,Marion County,SC,33899,1990
12087,Monroe County,FL,78024,1990
13091,Dodge County,GA,17607,1990
37137,Pamlico County,NC,11372,1990
13105,Elbert County,GA,18949,1990
08073,Lincoln County,CO,4529,1990
30089,Sanders County,MT,8669,1990
13197,Marion County,GA,5590,1990
17029,Coles County,IL,51644,1990
21197,Powell County,KY,11686,1990
28101,Newton County,MS,20291,1990
31155,Saunders County,NE,18285,1990
16085,Valley County,ID,6109,1990
21109,Jackson County,KY,11955,1990
16021,Boundary County,ID,8332,1990
51159,Richmond County,VA,7273,1990
19121,Madison County,IA,12483,1990
28015,Carroll County,MS,9237,1990
13251,Screven County,GA,13842,1990
17087,Johnson County,IL,11347,1990
55031,Douglas County,WI,41758,1990
29215,Texas County,MO,21476,1990
31001,Adams County,NE,29625,1990
19059,Dickinson County,IA,14909,1990
21187,Owen County,KY,9035,1990
48351,Newton County,TX,13569,1990
20051,Ellis County,KS,26004,1990
28133,Sunflower County,MS,32867,1990
21069,Fleming County,KY,12292,1990
51139,Page County,VA,21690,1990
29157,Perry County,MO,16648,1990
39107,Mercer County,OH,39443,1990
13235,Pulaski County,GA,8108,1990
28141,Tishomingo County,MS,17683,1990
21147,McCreary County,KY,15603,1990
30009,Carbon County,MT,8080,1990
21165,Menifee County,KY,5092,1990
20139,Osage County,KS,15248,1990
19149,Plymouth County,IA,23388,1990
21143,Lyon County,KY,6624,1990
12077,Liberty County,FL,5569,1990
48425,Somervell County,TX,5360,1990
08091,Ouray County,CO,2295,1990
27161,Waseca County,MN,18079,1990
12067,Lafayette County,FL,5578,1990
25011,Franklin County,MA,70092,1990
08071,Las Animas County,CO,13765,1990
28095,Monroe County,MS,36582,1990
16087,Washington County,ID,8550,1990
41001,Baker County,OR,15317,1990
48177,Gonzales County,TX,17205,1990
42061,Huntingdon County,PA,44164,1990
13101,Echols County,GA,2334,1990
29217,Vernon County,MO,19041,1990
29017,Bollinger County,MO,10619,1990
51011,Appomattox County,VA,12298,1990
02185,North Slope Borough,AK,5979,1990
05097,Montgomery County,AR,7841,1990
01129,Washington County,AL,16694,1990
13003,Atkinson County,GA,6213,1990
21011,Bath County,KY,9692,1990
01029,Cleburne County,AL,12730,1990
28129,Smith County,MS,14798,1990
01093,Marion County,AL,29830,1990
29177,Ray County,MO,21971,1990
26119,Montmorency County,MI,8936,1990
40101,Muskogee County,OK,68078,1990
42105,Potter County,PA,16717,1990
30053,Lincoln County,MT,17481,1990
18015,Carroll County,IN,18809,1990
24029,Kent County,MD,17842,1990
28017,Chickasaw County,MS,18085,1990
05043,Drew County,AR,17369,1990
48239,Jackson County,TX,13039,1990
08003,Alamosa County,CO,13617,1990
19129,Mills County,IA,13202,1990
17117,Macoupin County,IL,47679,1990
47169,Trousdale County,TN,5920,1990
29073,Gasconade County,MO,14006,1990
30003,Big Horn County,MT,11337,1990
42081,Lycoming County,PA,118710,1990
18155,Switzerland County,IN,7738,1990
17129,Menard County,IL,11164,1990
53043,Lincoln County,WA,8864,1990
20107,Linn County,KS,8254,1990
35041,Roosevelt County,NM,16702,1990
27135,Roseau County,MN,15026,1990
55061,Kewaunee County,WI,18878,1990
13037,Calhoun County,GA,5013,1990
24039,Somerset County,MD,23440,1990
55023,Crawford County,WI,15940,1990
28139,Tippah County,MS,19523,1990
31037,Colfax County,NE,9139,1990
27031,Cook County,MN,3868,1990
51057,Essex County,VA,8689,1990
08109,Saguache County,CO,4619,1990
13293,Upson County,GA,26300,1990
48331,Milam County,TX,22946,1990
13107,Emanuel County,GA,20546,1990
37131,Northampton County,NC,20798,1990
21061,Edmonson County,KY,10357,1990
48227,Howard County,TX,32343,1990
13155,Irwin County,GA,8649,1990
51119,Middlesex County,VA,8653,1990
13309,Wheeler County,GA,4903,1990
48273,Kleberg County,TX,30274,1990
28111,Perry County,MS,10865,1990
26097,Mackinac County,MI,10674,1990
54099,Wayne County,WV,41636,1990
22065,Madison Parish,LA,12463,1990
35007,Colfax County,NM,12925,1990
26095,Luce County,MI,5763,1990
21213,Simpson County,KY,15145,1990
47039,Decatur County,TN,10472,1990
50021,Rutland County,VT,62142,1990
37121,Mitchell County,NC,14433,1990
55041,Forest County,WI,8776,1990
49001,Beaver County,UT,4765,1990
13017,Ben Hill County,GA,16245,1990
51193,Westmoreland County,VA,15480,1990
46035,Davison County,SD,17503,1990
02270,Wade Hampton Census Area,AK,5791,1990
13023,Bleckley County,GA,10430,1990
21045,Casey County,KY,14211,1990
55067,Langlade County,WI,19505,1990
16009,Benewah County,ID,7937,1990
48481,Wharton County,TX,39955,1990
27151,Swift County,MN,10724,1990
20021,Cherokee County,KS,21374,1990
29011,Barton County,MO,11312,1990
39031,Coshocton County,OH,35427,1990
29065,Dent County,MO,13702,1990
27055,Houston County,MN,18497,1990
27099,Mower County,MN,37385,1990
05109,Pike County,AR,10086,1990
56001,Albany County,WY,30797,1990
37073,Gates County,NC,9305,1990
23011,Kennebec County,ME,115904,1990
29067,Douglas County,MO,11876,1990
29181,Ripley County,MO,12303,1990
20111,Lyon County,KS,34732,1990
29229,Wright County,MO,16758,1990
29185,St. Clair County,MO,8457,1990
51049,Cumberland County,VA,7825,1990
05029,Conway County,AR,19151,1990
22075,Plaquemines Parish,LA,25575,1990
46019,Butte County,SD,7914,1990
28007,Attala County,MS,18481,1990
13269,Taylor County,GA,7642,1990
48123,DeWitt County,TX,18840,1990
22043,Grant Parish,LA,17526,1990
13141,Hancock County,GA,8908,1990
28029,Copiah County,MS,27592,1990
45039,Fairfield County,SC,22295,1990
36077,Otsego County,NY,60517,1990
47033,Crockett County,TN,13378,1990
01039,Covington County,AL,36478,1990
29173,Ralls County,MO,8476,1990
50003,Bennington County,VT,35845,1990
21087,Green County,KY,10371,1990
46081,Lawrence County,SD,20655,1990
31131,Otoe County,NE,14252,1990
01037,Coosa County,AL,11063,1990
08099,Prowers County,CO,13347,1990
20085,Jackson County,KS,11525,1990
30067,Park County,MT,14562,1990
40063,Hughes County,OK,13023,1990
17083,Jersey County,IL,20539,1990
31151,Saline County,NE,12715,1990
26063,Huron County,MI,34951,1990
30035,Glacier County,MT,12121,1990
42059,Greene County,PA,39550,1990
23025,Somerset County,ME,49767,1990
47171,Unicoi County,TN,16549,1990
17009,Brown County,IL,5836,1990
18131,Pulaski County,IN,12643,1990
13189,McDuffie County,GA,20119,1990
19087,Henry County,IA,19226,1990
13209,Montgomery County,GA,7163,1990
48293,Limestone County,TX,20946,1990
40005,Atoka County,OK,12778,1990
46033,Custer County,SD,6179,1990
02188,Northwest Arctic Borough,AK,6113,1990
18129,Posey County,IN,25968,1990
45065,McCormick County,SC,8868,1990
28063,Jefferson County,MS,8653,1990
37005,Alleghany County,NC,9590,1990
17023,Clark County,IL,15921,1990
06063,Plumas County,CA,19739,1990
40047,Garfield County,OK,56735,1990
56035,Sublette County,WY,4843,1990
26021,Berrien County,MI,161378,1990
21169,Metcalfe County,KY,8963,1990
49027,Millard County,UT,11333,1990
54107,Wood County,WV,86915,1990
47083,Houston County,TN,7018,1990
30007,Broadwater County,MT,3318,1990
28143,Tunica County,MS,8164,1990
21135,Lewis County,KY,13029,1990
27153,Todd County,MN,23363,1990
19183,Washington County,IA,19612,1990
13027,Brooks County,GA,15398,1990
48059,Callahan County,TX,11859,1990
31159,Seward County,NE,15450,1990
29201,Scott County,MO,39376,1990
29151,Osage County,MO,12018,1990
19095,Iowa County,IA,14630,1990
19015,Boone County,IA,25186,1990
40117,Pawnee County,OK,15575,1990
56041,Uinta County,WY,18705,1990
28061,Jasper County,MS,17114,1990
19127,Marshall County,IA,38276,1990
21219,Todd County,KY,10940,1990
48321,Matagorda County,TX,36928,1990
40123,Pontotoc County,OK,34119,1990
37041,Chowan County,NC,13506,1990
47127,Moore County,TN,4721,1990
47135,Perry County,TN,6612,1990
28161,Yalobusha County,MS,12033,1990
18111,Newton County,IN,13551,1990
55007,Bayfield County,WI,14008,1990
01027,Clay County,AL,13252,1990
39167,Washington County,OH,62254,1990
51775,Salem city,VA,23756,1990
27143,Sibley County,MN,14366,1990
17033,Crawford County,IL,19464,1990
51089,Henry County,VA,56942,1990
40009,Beckham County,OK,18812,1990
48077,Clay County,TX,10024,1990
37029,Camden County,NC,5904,1990
35003,Catron County,NM,2563,1990
51820,Waynesboro city,VA,18549,1990
47061,Grundy County,TN,13362,1990
40089,McCurtain County,OK,33433,1990
37103,Jones County,NC,9414,1990
39047,Fayette County,OH,27466,1990
53019,Ferry County,WA,6295,1990
13193,Macon County,GA,13114,1990
48315,Marion County,TX,9984,1990
39123,Ottawa County,OH,40029,1990
17021,Christian County,IL,34418,1990
08011,Bent County,CO,5048,1990
05111,Poinsett County,AR,24664,1990
42037,Columbia County,PA,63202,1990
48175,Goliad County,TX,5980,1990
08021,Conejos County,CO,7453,1990
48405,San Augustine County,TX,7999,1990
54091,Taylor County,WV,15144,1990
29153,Ozark County,MO,8598,1990
05101,Newton County,AR,7666,1990
56003,Big Horn County,WY,10525,1990
19085,Harrison County,IA,14730,1990
01067,Henry County,AL,15374,1990
41061,Union County,OR,23598,1990
56019,Johnson County,WY,6145,1990
40147,Washington County,OK,48066,1990
29125,Maries County,MO,7976,1990
17177,Stephenson County,IL,48052,1990
05035,Crittenden County,AR,49939,1990
31157,Scotts Bluff County,NE,36025,1990
56009,Converse County,WY,11128,1990
48095,Concho County,TX,3044,1990
37143,Perquimans County,NC,10447,1990
36121,Wyoming County,NY,42507,1990
35033,Mora County,NM,4264,1990
02070,Dillingham Census Area,AK,4012,1990
18031,Decatur County,IN,23645,1990
17051,Fayette County,IL,20893,1990
02180,Nome Census Area,AK,8288,1990
16059,Lemhi County,ID,6899,1990
39137,Putnam County,OH,33819,1990
13181,Lincoln County,GA,7442,1990
38079,Rolette County,ND,12772,1990
18147,Spencer County,IN,19490,1990
18117,Orange County,IN,18409,1990
29211,Sullivan County,MO,6326,1990
26003,Alger County,MI,8972,1990
08125,Yuma County,CO,8954,1990
48403,Sabine County,TX,9586,1990
40137,Stephens County,OK,42299,1990
16043,Fremont County,ID,10937,1990
36035,Fulton County,NY,54191,1990
48009,Archer County,TX,7973,1990
49025,Kane County,UT,5169,1990
18013,Brown County,IN,14080,1990
29149,Oregon County,MO,9470,1990
38101,Ward County,ND,57921,1990
32029,Storey County,NV,2526,1990
08063,Kit Carson County,CO,7140,1990
54023,Grant County,WV,10428,1990
42109,Snyder County,PA,36680,1990
48145,Falls County,TX,17712,1990
21041,Carroll County,KY,9292,1990
30057,Madison County,MT,5989,1990
13283,Treutlen County,GA,5994,1990
51115,Mathews County,VA,8348,1990
28025,Clay County,MS,21120,1990
40061,Haskell County,OK,10940,1990
19039,Clarke County,IA,8287,1990
40035,Craig County,OK,14104,1990
39065,Hardin County,OH,31111,1990
51570,Colonial Heights city,VA,16064,1990
05123,St. Francis County,AR,28497,1990
36025,Delaware County,NY,47225,1990
18025,Crawford County,IN,9914,1990
47095,Lake County,TN,7129,1990
19005,Allamakee County,IA,13855,1990
17147,Piatt County,IL,15548,1990
01085,Lowndes County,AL,12658,1990
16067,Minidoka County,ID,19361,1990
19123,Mahaska County,IA,21522,1990
22085,Sabine Parish,LA,22646,1990
29207,Stoddard County,MO,28895,1990
18149,Starke County,IN,22747,1990
05011,Bradley County,AR,11793,1990
27027,Clay County,MN,50422,1990
19031,Cedar County,IA,17381,1990
28147,Walthall County,MS,14352,1990
05079,Lincoln County,AR,13690,1990
13287,Turner County,GA,8703,1990
28077,Lawrence County,MS,12458,1990
51610,Falls Church city,VA,9578,1990
37075,Graham County,NC,7196,1990
36045,Jefferson County,NY,110943,1990
13271,Telfair County,GA,11000,1990
26013,Baraga County,MI,7954,1990
05127,Scott County,AR,10205,1990
05025,Cleveland County,AR,7781,1990
48411,San Saba County,TX,5401,1990
13289,Twiggs County,GA,9806,1990
51037,Charlotte County,VA,11688,1990
29139,Montgomery County,MO,11355,1990
55119,Taylor County,WI,18901,1990
54053,Mason County,WV,25178,1990
30001,Beaverhead County,MT,8424,1990
19105,Jones County,IA,19444,1990
06093,Siskiyou County,CA,43531,1990
22061,Lincoln Parish,LA,41745,1990
48111,Dallam County,TX,5461,1990
49017,Garfield County,UT,3980,1990
20067,Grant County,KS,7159,1990
22021,Caldwell Parish,LA,9810,1990
21139,Livingston County,KY,9062,1990
22117,Washington Parish,LA,43185,1990
26041,Delta County,MI,37780,1990
47027,Clay County,TN,7238,1990
16063,Lincoln County,ID,3308,1990
27105,Nobles County,MN,20098,1990
47131,Obion County,TN,31717,1990
51135,Nottoway County,VA,14993,1990
42035,Clinton County,PA,37182,1990
22023,Cameron Parish,LA,9260,1990
05061,Howard County,AR,13569,1990
28159,Winston County,MS,19433,1990
46079,Lake County,SD,10550,1990
54043,Lincoln County,WV,21382,1990
48365,Panola County,TX,22035,1990
51045,Craig County,VA,4372,1990
13065,Clinch County,GA,6160,1990
40073,Kingfisher County,OK,13212,1990
22053,Jefferson Davis Parish,LA,30722,1990
29203,Shannon County,MO,7613,1990
51173,Smyth County,VA,32370,1990
26007,Alpena County,MI,30605,1990
55051,Iron County,WI,6153,1990
39115,Morgan County,OH,14194,1990
46121,Todd County,SD,8352,1990
21065,Estill County,KY,14614,1990
28019,Choctaw County,MS,9071,1990
51181,Surry County,VA,6145,1990
19171,Tama County,IA,17419,1990
54105,Wirt County,WV,5192,1990
40085,Love County,OK,8157,1990
17181,Union County,IL,17619,1990
29123,Madison County,MO,11127,1990
55078,Menominee County,WI,3890,1990
01011,Bullock County,AL,11042,1990
51103,Lancaster County,VA,10896,1990
40127,Pushmataha County,OK,10997,1990
26141,Presque Isle County,MI,13743,1990
48377,Presidio County,TX,6637,1990
30093,Silver Bow County,MT,33941,1990
48429,Stephens County,TX,9010,1990
47175,Van Buren County,TN,4846,1990
56031,Platte County,WY,8145,1990
39175,Wyandot County,OH,22254,1990
13161,Jeff Davis County,GA,12032,1990
22091,St. Helena Parish,LA,9874,1990
17161,Rock Island County,IL,148723,1990
48093,Comanche County,TX,13381,1990
51036,Charles City County,VA,6282,1990
27075,Lake County,MN,10415,1990
28023,Clarke County,MS,17313,1990
26043,Dickinson County,MI,26831,1990
48115,Dawson County,TX,14349,1990
27083,Lyon County,MN,24789,1990
48385,Real County,TX,2412,1990
22007,Assumption Parish,LA,22753,1990
28157,Wilkinson County,MS,9678,1990
16071,Oneida County,ID,3492,1990
17173,Shelby County,IL,22261,1990
51155,Pulaski County,VA,34496,1990
01025,Clarke County,AL,27240,1990
22127,Winn Parish,LA,16269,1990
48333,Mills County,TX,4531,1990
22059,La Salle Parish,LA,13662,1990
48283,La Salle County,TX,5254,1990
29127,Marion County,MO,27682,1990
28083,Leflore County,MS,37341,1990
36075,Oswego County,NY,121771,1990
17143,Peoria County,IL,182827,1990
40049,Garvin County,OK,26605,1990
02150,Kodiak Island Borough,AK,13309,1990
26153,Schoolcraft County,MI,8302,1990
26083,Keweenaw County,MI,1701,1990
40015,Caddo County,OK,29550,1990
22087,St. Bernard Parish,LA,66631,1990
56011,Crook County,WY,5294,1990
19115,Louisa County,IA,11592,1990
29025,Caldwell County,MO,8380,1990
18051,Gibson County,IN,31913,1990
17035,Cumberland County,IL,10670,1990
29089,Howard County,MO,9631,1990
40099,Murray County,OK,12042,1990
40105,Nowata County,OK,9992,1990
51113,Madison County,VA,11949,1990
26061,Houghton County,MI,35446,1990
30061,Mineral County,MT,3315,1990
46057,Hamlin County,SD,4974,1990
21237,Wolfe County,KY,6503,1990
36097,Schuyler County,NY,18662,1990
51735,Poquoson city,VA,11005,1990
30077,Powell County,MT,6620,1990
27159,Wadena County,MN,13154,1990
55003,Ashland County,WI,16307,1990
51043,Clarke County,VA,12101,1990
51195,Wise County,VA,39573,1990
41025,Harney County,OR,7060,1990
17075,Iroquois County,IL,30787,1990
31081,Hamilton County,NE,8862,1990
04011,Greenlee County,AZ,8008,1990
13005,Bacon County,GA,9566,1990
54097,Upshur County,WV,22867,1990
01057,Fayette County,AL,17962,1990
20143,Ottawa County,KS,5634,1990
21091,Hancock County,KY,7864,1990
49015,Emery County,UT,10332,1990
35019,Guadalupe County,NM,4156,1990
21177,Muhlenberg County,KY,31318,1990
48285,Lavaca County,TX,18690,1990
30015,Chouteau County,MT,5452,1990
37133,Onslow County,NC,149838,1990
37117,Martin County,NC,25078,1990
21023,Bracken County,KY,7766,1990
31093,Howard County,NE,6055,1990
19017,Bremer County,IA,22813,1990
20069,Gray County,KS,5396,1990
40011,Blaine County,OK,11470,1990
20093,Kearny County,KS,4027,1990
42093,Montour County,PA,17735,1990
13099,Early County,GA,11854,1990
21053,Clinton County,KY,9135,1990
55037,Florence County,WI,4590,1990
53069,Wahkiakum County,WA,3327,1990
48193,Hamilton County,TX,7733,1990
21129,Lee County,KY,7422,1990
27121,Pope County,MN,10745,1990
48395,Robertson County,TX,15511,1990
31179,Wayne County,NE,9364,1990
39087,Lawrence County,OH,61834,1990
51620,Franklin city,VA,7864,1990
40069,Johnston County,OK,10032,1990
21229,Washington County,KY,10441,1990
29057,Dade County,MO,7449,1990
08023,Costilla County,CO,3190,1990
20115,Marion County,KS,12888,1990
48119,Delta County,TX,4857,1990
51830,Williamsburg city,VA,11530,1990
17085,Jo Daviess County,IL,21821,1990
17195,Whiteside County,IL,60186,1990
19191,Winneshiek County,IA,20847,1990
20031,Coffey County,KS,8404,1990
28021,Claiborne County,MS,11370,1990
13007,Baker County,GA,3615,1990
54083,Randolph County,WV,27803,1990
23007,Franklin County,ME,29008,1990
18159,Tipton County,IN,16119,1990
17041,Douglas County,IL,19464,1990
48067,Cass County,TX,29982,1990
30097,Sweet Grass County,MT,3154,1990
55047,Green Lake County,WI,18651,1990
42113,Sullivan County,PA,6104,1990
16077,Power County,ID,7086,1990
46041,Dewey County,SD,5523,1990
27077,Lake of the Woods County,MN,4076,1990
19021,Buena Vista County,IA,19965,1990
48081,Coke County,TX,3424,1990
24019,Dorchester County,MD,30236,1990
48229,Hudspeth County,TX,2915,1990
29035,Carter County,MO,5515,1990
16035,Clearwater County,ID,8505,1990
42057,Fulton County,PA,13837,1990
20081,Haskell County,KS,3886,1990
05129,Searcy County,AR,7841,1990
19077,Guthrie County,IA,10935,1990
29121,Macon County,MO,15345,1990
20189,Stevens County,KS,5048,1990
37095,Hyde County,NC,5411,1990
20011,Bourbon County,KS,14966,1990
54017,Doddridge County,WV,6994,1990
17127,Massac County,IL,14752,1990
26109,Menominee County,MI,24920,1990
55103,Richland County,WI,17521,1990
45089,Williamsburg County,SC,36815,1990
29001,Adair County,MO,24577,1990
47137,Pickett County,TN,4548,1990
21025,Breathitt County,KY,15703,1990
21107,Hopkins County,KY,46126,1990
30065,Musselshell County,MT,4106,1990
32017,Lincoln County,NV,3775,1990
13239,Quitman County,GA,2209,1990
20041,Dickinson County,KS,18958,1990
17107,Logan County,IL,30798,1990
20119,Meade County,KS,4247,1990
21007,Ballard County,KY,7902,1990
20095,Kingman County,KS,8292,1990
29081,Harrison County,MO,8469,1990
54057,Mineral County,WV,26697,1990
17105,Livingston County,IL,39301,1990
18161,Union County,IN,6976,1990
19055,Delaware County,IA,18035,1990
18065,Henry County,IN,48139,1990
46007,Bennett County,SD,3206,1990
19079,Hamilton County,IA,16071,1990
40103,Noble County,OK,11045,1990
28055,Issaquena County,MS,1909,1990
19179,Wapello County,IA,35687,1990
21057,Cumberland County,KY,6784,1990
51157,Rappahannock County,VA,6622,1990
47075,Haywood County,TN,19437,1990
51595,Emporia city,VA,5306,1990
13253,Seminole County,GA,9010,1990
40077,Latimer County,OK,10333,1990
51021,Bland County,VA,6514,1990
17139,Moultrie County,IL,13930,1990
17155,Putnam County,IL,5730,1990
01099,Monroe County,AL,23968,1990
21171,Monroe County,KY,11401,1990
19117,Lucas County,IA,9070,1990
22083,Richland Parish,LA,20629,1990
19053,Decatur County,IA,8338,1990
46027,Clay County,SD,13186,1990
54015,Clay County,WV,9983,1990
48267,Kimble County,TX,4122,1990
19097,Jackson County,IA,19950,1990
27045,Fillmore County,MN,20777,1990
48165,Gaines County,TX,14123,1990
51097,King and Queen County,VA,6289,1990
16029,Caribou County,ID,6963,1990
08033,Dolores County,CO,1504,1990
19075,Grundy County,IA,12029,1990
22093,St. James Parish,LA,20879,1990
31033,Cheyenne County,NE,9494,1990
17123,Marshall County,IL,12846,1990
55043,Grant County,WI,49264,1990
49055,Wayne County,UT,2177,1990
48421,Sherman County,TX,2858,1990
13165,Jenkins County,GA,8247,1990
18125,Pike County,IN,12509,1990
16007,Bear Lake County,ID,6084,1990
54087,Roane County,WV,15120,1990
08053,Hinsdale County,CO,467,1990
19073,Greene County,IA,10045,1990
36053,Madison County,NY,69120,1990
46117,Stanley County,SD,2453,1990
13273,Terrell County,GA,10653,1990
05075,Lawrence County,AR,17457,1990
48319,Mason County,TX,3423,1990
41063,Wallowa County,OR,6911,1990
21149,McLean County,KY,9628,1990
36037,Genesee County,NY,60060,1990
18115,Ohio County,IN,5315,1990
20003,Anderson County,KS,7803,1990
05037,Cross County,AR,19225,1990
46137,Ziebach County,SD,2220,1990
54077,Preston County,WV,29037,1990
18075,Jay County,IN,21512,1990
37177,Tyrrell County,NC,3856,1990
21063,Elliott County,KY,6455,1990
29175,Randolph County,MO,24370,1990
08095,Phillips County,CO,4189,1990
31101,Keith County,NE,8584,1990
51071,Giles County,VA,16366,1990
42087,Mifflin County,PA,46197,1990
38085,Sioux County,ND,3761,1990
20075,Hamilton County,KS,2388,1990
30039,Granite County,MT,2548,1990
20197,Wabaunsee County,KS,6603,1990
17039,De Witt County,IL,16516,1990
30005,Blaine County,MT,6728,1990
27113,Pennington County,MN,13306,1990
02100,Haines Borough,AK,2117,1990
08079,Mineral County,CO,558,1990
46017,Buffalo County,SD,1759,1990
46125,Turner County,SD,8576,1990
20131,Nemaha County,KS,10446,1990
28005,Amite County,MS,13328,1990
55107,Rusk County,WI,15079,1990
16025,Camas County,ID,727,1990
40107,Okfuskee County,OK,11551,1990
48243,Jeff Davis County,TX,1946,1990
02240,Southeast Fairbanks Census Area,AK,5913,1990
29111,Lewis County,MO,10233,1990
16033,Clark County,ID,762,1990
48271,Kinney County,TX,3119,1990
13301,Warren County,GA,6078,1990
17017,Cass County,IL,13437,1990
46085,Lyman County,SD,3638,1990
21153,Magoffin County,KY,13077,1990
31099,Kearney County,NE,6629,1990
18135,Randolph County,IN,27148,1990
51630,Fredericksburg city,VA,19027,1990
40029,Coal County,OK,5780,1990
01107,Pickens County,AL,20699,1990
51017,Bath County,VA,4799,1990
19019,Buchanan County,IA,20844,1990
02220,Sitka Borough,AK,8588,1990
42117,Tioga County,PA,41126,1990
48437,Swisher County,TX,8133,1990
18171,Warren County,IN,8176,1990
02261,Valdez-Cordova Census Area,AK,9952,1990
02130,Ketchikan Gateway Borough,AK,13828,1990
06091,Sierra County,CA,3318,1990
49033,Rich County,UT,1725,1990
41037,Lake County,OR,7186,1990
31173,Thurston County,NE,6936,1990
22081,Red River Parish,LA,9387,1990
42047,Elk County,PA,34878,1990
02013,Aleutians East Borough,AK,2464,1990
29195,Saline County,MO,23523,1990
49009,Daggett County,UT,690,1990
16061,Lewis County,ID,3516,1990
13167,Johnson County,GA,8329,1990
19051,Davis County,IA,8312,1990
35028,Los Alamos County,NM,18115,1990
51515,Bedford city,VA,6073,1990
22077,Pointe Coupee Parish,LA,22540,1990
16003,Adams County,ID,3254,1990
55099,Price County,WI,15600,1990
30101,Toole County,MT,5046,1990
22123,West Carroll Parish,LA,12093,1990
55011,Buffalo County,WI,13584,1990
46023,Charles Mix County,SD,9131,1990
17137,Morgan County,IL,36397,1990
31073,Gosper County,NE,1928,1990
31167,Stanton County,NE,6244,1990
16037,Custer County,ID,4133,1990
29137,Monroe County,MO,9104,1990
