flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
564068626,1565307233,,,,,,,,,,,,,,,
564019283,1565287029,,,,,,,,,,,,,,,
564036586,1565292823,,,,,,,,,,,,,,,
563850046,1565223832,,,,,,,,,,,,7,100,,
563850046,1565224865,,,,,,,,,,,,,1275,,
563850046,1565225788,,,,,,,,,,,,,1225,,
