flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
583580337,1573314974,,,,,,,,,,,,,25,,
583591918,1573319160,,,,,,,,,,,,7,400,,
