flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
574546448,1569461886,,,,,,,,,,,,9,175,,
574546448,1569462528,,,,,,,,,,,,,1075,,
