flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
534875095,1553185138,,,,,,,,,,,,,,,
534903060,1553194944,,,,,,,,,,,,,,,
534947107,1553212489,,,,,,,,,,,,8,,,
