flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
567529029,1566668095,,,,,,,,,,,,9,100,,
567571000,1566684231,,,,,,,,,,,,9,100,,
567371162,1566608648,,,,,,,,,,,,9,800,,
567396468,1566622092,,,,,,,,,,,,8,,,
