flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
550038812,1559780471,,,,,,,,,,,,4,2825,,
550046268,1559783897,,,,,,,,,,,,,,,
