flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
575454951,1569849883,,,,,,,,,,,,,,,
575471011,1569854929,,,,,,,,,,,,9,400,,
575471011,1569856174,,,,,,,,,,,,,2000,,
575482095,1569858513,,,,,,,,,,,,9,,,
