flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
561437539,1564281283,,,,,,,,,,,,,,,
561431514,1564277890,,,,,,,,,,,,9,75,,
