flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
539577521,1555320090,,,,,,,,,,,,9,875,,
539542959,1555300898,,,,,,,,,,,,,,,
539542959,1555301908,,,,,,,,,,,,,5250,,
539536051,1555296461,,,,,,,,,,,,,,,
