flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
582990242,1573061737,,,,,,,,,,,,9,,,
583014762,1573071833,,,,,,,,,,,,9,100,,
582997573,1573064253,,,,,,,,,,,,,575,,
582857116,1573003041,,,,,,,,,,,,9,550,,
582848533,1572999245,,,,,,,,,,,,,,,
