flight_id,timestamp,IAS,TAS,mach,alt_MCP,alt_FMS,autopilot_flags,true_track,roll_angle,QNH,wind_direction,wind_speed,precision,alt_GPS,emergency_status,tcas_acas_status
534959221,1553217906,,,,,,,,,,,,,,,
534959221,1553218908,,,,,,,,,,,,,0,,
534959221,1553219445,,,,,,,,,,,,,500,,
534947107,1553212489,,,,,,,,,,,,8,,,
