Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,total
2004666,15-May-21,Illinois,Chicago,7800 block of S Loomis St,2,3,5
1999417,9-May-21,Pennsylvania,Philadelphia,100 block of E Albanus St,2,3,5
2000132,9-May-21,South Carolina,Charleston,500 Block of King St,0,5,5
1998476,8-May-21,Maryland,Gwynn Oak (Woodlawn),7300 block of Maury Rd,4,1,5
1999434,6-May-21,New Jersey,Paterson,22nd Ave and E 30th St,0,5,5
1993551,3-May-21,Michigan,Saginaw,1315 Randolph St,1,4,5
1993280,2-May-21,Illinois,Chicago,2100 block of W Adams St,0,5,5
1992410,1-May-21,New York,New Rochelle,Horton Ave and Brook St,1,4,5
1992490,1-May-21,Massachusetts,Holyoke,209 South St,0,5,5
1990600,28-Apr-21,Florida,Miami,2100 block of NW 85th St,0,5,5
1989840,28-Apr-21,North Carolina,Boone,553 Hardaman Cir,5,0,5
1988688,27-Apr-21,Virginia,Richmond,4000 Midlothian Turnpike,2,3,5
1989023,27-Apr-21,Alabama,Fairfield,200 block of Glen Crest Dr,1,4,5
1987241,26-Apr-21,Louisiana,Houma,656 Corporate Dr,0,5,5
1986770,25-Apr-21,Missouri,Kansas City,E 18th St and Vine St,1,4,5
1985432,24-Apr-21,Louisiana,New Orleans,100 block of Bourbon St,0,5,5
1984807,22-Apr-21,California,San Diego,500 block of J St,1,4,5
1982260,19-Apr-21,Georgia,Atlanta,1191 Oakland Ln SW,0,5,5
1982020,18-Apr-21,Alabama,Montgomery,2300 block of Day St,1,4,5
1970937,7-Apr-21,Wisconsin,Milwaukee,2627 W Capitol Dr,2,3,5
1969065,5-Apr-21,Maryland,Baltimore,300 block of N Eutaw St,0,5,5
1967893,3-Apr-21,Alabama,Tuscaloosa,2314 4th St,0,5,5
1965890,31-Mar-21,District of Columbia,Washington,1300 block of Congress St SE,2,3,5
1962890,26-Mar-21,Tennessee,Memphis,500 block of Arrington Ave,3,2,5
1957188,20-Mar-21,Texas,Houston,10266 North Fwy,0,5,5
1956001,17-Mar-21,California,Stockton,Oro Ave and E Main St,0,5,5
1954950,16-Mar-21,Arizona,Phoenix,6215 W Elm St,4,1,5
1953309,15-Mar-21,Indiana,Indianapolis,2300 block of N Harding St,1,4,5
1952151,13-Mar-21,New York,Brooklyn,917 Flushing Ave,0,5,5
1952161,13-Mar-21,Indiana,Indianapolis,300 block of N Randolph St,4,1,5
1947241,6-Mar-21,California,Yuba City,Countryside Dr and Littlejohn Dr,2,3,5
1945999,6-Mar-21,North Carolina,Fayetteville,200 block of Shads Ford Blvd,1,4,5
1946991,5-Mar-21,California,Compton,600 block of N Long Beach Blvd,1,4,5
1944507,4-Mar-21,District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,0,5,5
1943986,3-Mar-21,Pennsylvania,Erie,2105 Buffalo Rd,2,3,5
1941444,28-Feb-21,Louisiana,Shreveport,4914 Mansfield Rd,0,5,5
1940190,27-Feb-21,Mississippi,Pattison,Pattison-Tillman Rd,2,3,5
1934704,21-Feb-21,Missouri,Kennett,1615 1st St,1,4,5
1934225,20-Feb-21,Pennsylvania,Norristown (East Norriton),2912 Swede Rd,1,4,5
1934077,20-Feb-21,Louisiana,Metairie,6719 Airline Dr,3,2,5
1934181,20-Feb-21,Illinois,Springfield,1100 block of S Grand Ave W,1,4,5
1926742,11-Feb-21,Georgia,Columbus,2001 South Lumpkin Rd,1,4,5
1924338,9-Feb-21,Minnesota,Buffalo,755 Crossroads Campus Dr,1,4,5
1921939,6-Feb-21,Tennessee,Murfreesboro,Ewing Blvd and West St,1,4,5
1920771,4-Feb-21,North Carolina,High Point,2912 W English Rd,2,3,5
1919696,3-Feb-21,Colorado,Oak Creek,200 block of Wild Hogg Dr,3,2,5
1916374,30-Jan-21,New York,Albany,200 block of Central Ave,1,4,5
1914798,29-Jan-21,Pennsylvania,Mc Kees Rocks (Mckees Rocks),824 Island Ave,2,3,5
1914942,28-Jan-21,Michigan,Flint,1900 block of Tebo St,1,4,5
1911026,25-Jan-21,District of Columbia,Washington,1406 Good Hope Rd SE,1,4,5
1910619,24-Jan-21,Nevada,Las Vegas,W Wilson Ave and H St,0,5,5
1909849,22-Jan-21,Kentucky,Covington,217 E Martin Luther King Jr Blvd,0,5,5
1904063,17-Jan-21,Arizona,Phoenix,2340 W Northern Ave,0,5,5
1905360,16-Jan-21,Illinois,Kankakee,600 block of N Evergreen Ave,0,5,5
1896774,7-Jan-21,District of Columbia,Washington,1300 block of Columbia Rd NW,0,5,5
1894979,4-Jan-21,Florida,Tampa,1225 S 78th St,0,5,5
1893327,3-Jan-21,Texas,Houston,2900 Travis St,1,4,5
1893601,3-Jan-21,Louisiana,Shreveport,6900 block of Jewella Ave,2,3,5
1892114,1-Jan-21,Iowa,Sioux City,2637 S Walker St,1,4,5
1886372,25-Dec-20,Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,1,4,5
1886721,25-Dec-20,Arkansas,Atkins,5180 Pine Ridge Rd,5,0,5
1886141,24-Dec-20,Florida,Lakeland,1500 block of Amos Ave,1,4,5
1885251,22-Dec-20,Mississippi,Meridian,Jeffrey Acres Rd,5,0,5
1877122,10-Dec-20,Mississippi,Jackson,1805 Hospital Dr,0,5,5
1873798,8-Dec-20,Louisiana,Lacombe,28399 Palmer Dr,2,3,5
1865110,29-Nov-20,Tennessee,Memphis,3492 W Metropolitan Cir,2,3,5
1864205,28-Nov-20,South Carolina,Conway,3800 block of Golden Key Rd,0,5,5
1857947,21-Nov-20,Arizona,Phoenix,35th Ave and Earll Dr,1,4,5
1855276,18-Nov-20,Texas,Houston,11614 Manor Park Dr,3,2,5
1852831,15-Nov-20,Louisiana,Shreveport,300 block of Douglas St,0,5,5
1852363,14-Nov-20,California,Riverside,La Sierra Avenue and Tin Mine Road,2,3,5
1844573,5-Nov-20,Ohio,Toledo,2125 Parkwood Ave,3,2,5
1842362,3-Nov-20,Nevada,Henderson,1445 Stonelake Cove Ave,4,1,5
1842421,2-Nov-20,Ohio,Mansfield,136 Sturges Ave,0,5,5
1840310,1-Nov-20,New Jersey,Atlantic City,2721 Arctic Ave,1,4,5
1839576,31-Oct-20,Washington,Sumner,127th Ave E and Valley Ave E,0,5,5
1834216,25-Oct-20,Texas,Fort Worth,1900 block of Carver Ave,2,3,5
1832977,22-Oct-20,Louisiana,Rayne,I-10,0,5,5
1829132,19-Oct-20,Ohio,Mansfield,136 Sturges Ave,0,5,5
1828080,18-Oct-20,Illinois,Chicago,200 block of N Sacramento Blvd,1,4,5
1826613,17-Oct-20,South Carolina,Rock Hill,524 N Anderson Rd,0,5,5
1821574,12-Oct-20,South Carolina,Myrtle Beach,1012 US-501,2,3,5
1816799,7-Oct-20,Alaska,Anchorage,200 block of McCarrey St,1,4,5
1813306,3-Oct-20,Tennessee,Clarksville,100 block of Tiny Town Rd,0,5,5
1812049,1-Oct-20,Michigan,Detroit,15018 Houston Whittier St,0,5,5
1809910,29-Sep-20,Pennsylvania,Philadelphia,4500 block of N 19th St,0,5,5
1806368,26-Sep-20,Missouri,Saint Louis,4700 block of Vernon Ave,0,5,5
1802862,23-Sep-20,Minnesota,Minneapolis,200 W Broadway Ave,0,5,5
1800886,21-Sep-20,Ohio,Struthers,111 Perry St,1,4,5
1800026,19-Sep-20,New York,Buffalo,Glenwood Ave and Jefferson Ave,1,4,5
1800192,19-Sep-20,New Jersey,Paterson,Elizabeth St and Getty Ave,0,5,5
1800779,19-Sep-20,Arkansas,West Memphis,900 block of Winchell St,0,5,5
1797620,16-Sep-20,Pennsylvania,Philadelphia,1800 Wallace St,2,3,5
1796638,15-Sep-20,Illinois,Chicago,3500 block of W Lawrence Ave,0,5,5
1793680,12-Sep-20,North Carolina,Wilson,200 block of Dewey St,0,5,5
1792624,11-Sep-20,Louisiana,Donaldsonville,St Elizabeth St and Front St,0,5,5
1791482,10-Sep-20,Louisiana,New Orleans,4100 block of Rayne Dr,3,2,5
1788401,8-Sep-20,Maryland,Baltimore,2300 block of Greenmount Ave,0,5,5
1787655,7-Sep-20,New York,Brooklyn,Norstrand Ave and Crown St,0,5,5
1787222,7-Sep-20,Indiana,Indianapolis,W 38th St and Graceland Ave,1,4,5
1787006,6-Sep-20,Louisiana,New Iberia,1752 Center St,0,5,5
1825993,31-Aug-20,Pennsylvania,Philadelphia,1500 block of W Clearfield St,0,5,5
1779981,30-Aug-20,New York,Buffalo,500 block of Fillmore Ave,1,4,5
1779718,30-Aug-20,Illinois,Chicago,11601 S Western Ave,1,4,5
1780091,30-Aug-20,Kentucky,Madisonville,400 block of Elm St,0,5,5
1779023,28-Aug-20,Texas,Dallas,2600 block of Elm St,1,4,5
1776189,25-Aug-20,Virginia,Norfolk,800 block of E Princess Anne Rd,0,5,5
1773996,24-Aug-20,Virginia,Richmond,2300 block of Bethel St,1,4,5
1772680,23-Aug-20,Tennessee,Somerville,1100 block of Brewer Rd,1,4,5
1768125,18-Aug-20,Pennsylvania,Philadelphia,3000 block of Cumberland St,1,4,5
1768683,17-Aug-20,Ohio,Cleveland,Dove Ave and E 102nd St,0,5,5
1767402,17-Aug-20,Texas,Dayton,County Rd 4901,3,2,5
1765499,15-Aug-20,Pennsylvania,Philadelphia,N 10th St and Brown St,0,5,5
1765890,15-Aug-20,New York,Rochester,501 Thurston Rd,0,5,5
1764756,15-Aug-20,Alabama,Troy,4100 US-231 S,2,3,5
1762951,12-Aug-20,New Jersey,Newark,N 12th St,1,4,5
1761557,11-Aug-20,California,Torrance,22904 Lockness Ave,0,5,5
1759425,8-Aug-20,Kentucky,Paducah,900 block of Boyd St,1,4,5
1759439,8-Aug-20,Massachusetts,Brockton,124 Laureston St,0,5,5
1754613,4-Aug-20,California,Beverly Hills,13200 Mulholland Dr,1,4,5
1753561,2-Aug-20,New Jersey,Newark,200 block of 6th Ave,0,5,5
1752100,1-Aug-20,Illinois,Chicago,100 block of N Laporte Ave,1,4,5
1753235,1-Aug-20,Texas,Pointblank,4411 Counts Rd,2,3,5
1751949,1-Aug-20,Colorado,Denver,3000 block of W Virginia Ave,1,4,5
1750611,30-Jul-20,Florida,Tampa,I-275 and N Westshore Blvd,0,5,5
1750548,30-Jul-20,Florida,Miami Gardens,16701 NW 42 Ave,0,5,5
1749873,29-Jul-20,Ohio,Elyria,537 Willow Park Rd,5,0,5
1749746,29-Jul-20,Missouri,Saint Louis,5500 block of Floy Ave,3,2,5
1747700,27-Jul-20,Illinois,Chicago,705 E 92nd Pl,1,4,5
1746430,25-Jul-20,Colorado,Denver,East 33rd Ave and Hudson St,2,3,5
1740533,20-Jul-20,Virginia,Richmond,6850 Forest Hill Ave,1,4,5
1740615,20-Jul-20,Illinois,Chicago,S Lawndale Ave and W Douglas Blvd,0,5,5
1740013,19-Jul-20,Illinois,Chicago,11300 block of South Carpenter St,2,3,5
1738635,18-Jul-20,Illinois,Chicago,1600 block of S Keeler Ave,1,4,5
1736508,16-Jul-20,Tennessee,Nashville,S 7th St and Sylvan St,0,5,5
1735573,14-Jul-20,Missouri,Saint Joseph,S 18th St and Charles St,0,5,5
1732688,12-Jul-20,Michigan,Lansing,3029 BeauJardin Dr,0,5,5
1732229,12-Jul-20,Illinois,Chicago,1100 block of N Lawndale Ave,1,4,5
1732321,11-Jul-20,Delaware,Wilmington,600 block of N Pine St,0,5,5
1727743,7-Jul-20,Virginia,Alexandria,7900 block of Janna Lee Ave,0,5,5
1725167,5-Jul-20,New York,New York (Manhattan),549 Academy St,0,5,5
1725946,5-Jul-20,Missouri,Columbia,Volunteer Dr and Grace Ln,2,3,5
1725670,4-Jul-20,Georgia,Atlanta,1600 block of Lakewood Ave,0,5,5
1725407,4-Jul-20,Massachusetts,Lynn,134 Fayette St,1,4,5
1724231,4-Jul-20,Michigan,Detroit,8340 Homer St,2,3,5
1725735,4-Jul-20,South Carolina,Barnwell,N/A,0,5,5
1723184,2-Jul-20,California,Delano,2100 block of Oleander St,2,3,5
1722839,2-Jul-20,New Jersey,Paterson,N Main St and Jefferson St,1,4,5
1721964,30-Jun-20,Iowa,Davenport,1400 block of Pershing Ave,0,5,5
1720781,30-Jun-20,Georgia,Atlanta,Parkway Dr,1,4,5
1717828,26-Jun-20,Colorado,Aurora,698 Peoria St,0,5,5
1715231,23-Jun-20,Florida,Lake Worth,Lantana Rd and Edgecliff Ave,0,5,5
1713075,22-Jun-20,California,San Francisco,200 block of Leavenworth St,0,5,5
1713790,22-Jun-20,New York,Brooklyn,Sterling St and Brooklyn Ave,0,5,5
1712408,22-Jun-20,Illinois,Chicago,200 S Central Park Blvd,0,5,5
1713668,22-Jun-20,Ohio,Columbus,1910 Fountainview Ct,1,4,5
1711626,21-Jun-20,Texas,Austin,500 block of E 7th St,0,5,5
1711605,21-Jun-20,Wisconsin,Milwaukee,North 28th St and West Ruby Ave,0,5,5
1710680,20-Jun-20,New Jersey,Jersey City,Union St and Ocean Ave,1,4,5
1710849,20-Jun-20,Wisconsin,Janesville,6530 S US-51,0,5,5
1711397,20-Jun-20,Kansas,Wichita,3741 N Rock Rd,0,5,5
1704862,14-Jun-20,Kentucky,Louisville,531 Franklin St,1,4,5
1704873,14-Jun-20,Louisiana,Lafayette,400 block of Jefferson St,0,5,5
1705440,13-Jun-20,California,Hesperia,8100 block of Julie Ct,0,5,5
1704176,13-Jun-20,Maryland,Baltimore,700 block of S Broadway St,0,5,5
1702372,10-Jun-20,California,Sacramento,68th Avenue and Della Circle,1,4,5
1700864,9-Jun-20,North Carolina,Scotland Neck,E 13th St and Greenwood St,0,5,5
1701491,9-Jun-20,California,Vallejo,100 block of Cynthia Ave,2,3,5
1699193,7-Jun-20,Tennessee,Dyersburg,1305 Grant St,0,5,5
1699577,7-Jun-20,Arkansas,Hope,1400 block of East Hickory St,0,5,5
1698868,6-Jun-20,California,Sacramento,Gardendale Rd and 29th St,1,4,5
1698306,6-Jun-20,Missouri,Kansas City,E 18th St and Vine St,1,4,5
1700812,6-Jun-20,Mississippi,Drew,Wilson Ave,0,5,5
1695586,2-Jun-20,Wisconsin,Racine,Kewaunee St and Michigan Blvd,0,5,5
1693064,30-May-20,Texas,Houston,9635 Scott St,1,4,5
1692102,29-May-20,Virginia,Portsmouth,500 block of Edwards St,0,5,5
1690369,27-May-20,Massachusetts,Boston,5 Ames St,1,4,5
1690439,27-May-20,California,San Jose,1100 block of William Ct,0,5,5
1689555,26-May-20,California,Los Angeles,119th St and Berendo Ave,0,5,5
1686615,23-May-20,Illinois,Rock Island,800 14 1/2 St,1,4,5
1686414,23-May-20,Florida,Fort Lauderdale (Lauderhill),7776 NW 44th St,0,5,5
1687381,23-May-20,Mississippi,Jackson,2300 block of Oakhurst Dr,1,4,5
1683810,20-May-20,Texas,Houston,6918 Landor St,2,3,5
1683653,19-May-20,Illinois,Decatur,300 block of West Leafland Ave,0,5,5
1682322,18-May-20,California,Bakersfield,901 W Columbus St,0,5,5
1682233,17-May-20,South Carolina,Saint Matthews,100 block of Bugleflower Ln,4,1,5
1686369,15-May-20,Florida,Gainesville,2305 SE Hawthorne Rd,0,5,5
1680027,14-May-20,New Mexico,Albuquerque,820 Louisiana SE,0,5,5
1679086,13-May-20,Illinois,Rockford,2914 W State St,1,4,5
1678589,13-May-20,Kentucky,Garrison,6151 Kinney Rd,1,4,5
1676515,10-May-20,Louisiana,Baton Rouge,2944 Plank Rd,0,5,5
1676579,10-May-20,Texas,Fort Worth,4750 Wilbarger St,0,5,5
1671078,3-May-20,Illinois,Chicago,3700 W 13th St,0,5,5
1666945,27-Apr-20,Wisconsin,Milwaukee,2800 block of N 12th St,5,0,5
1666600,26-Apr-20,North Carolina,Salisbury,900 block of E Lafayette St,1,4,5
1666327,25-Apr-20,Florida,Orlando,Elese St and Deerock Dr,1,4,5
1661218,17-Apr-20,Massachusetts,Springfield,College St,1,4,5
1653012,5-Apr-20,South Carolina,Lancaster,Mahaffey Line Dr,1,4,5
1652328,4-Apr-20,Florida,Hialeah,W 69th St and 24th Ave,1,4,5
1648832,30-Mar-20,Pennsylvania,Philadelphia,2000 block of W Harold St,0,5,5
1641923,18-Mar-20,Florida,Jacksonville,11501 Harts Rd,1,4,5
1640278,13-Mar-20,Louisiana,New Orleans (Algiers),Wagner St and Hero Blvd,0,5,5
1631040,29-Feb-20,Missouri,Kansas City,510 Westport Rd,1,4,5
1631831,29-Feb-20,Colorado,Brighton,Starr Ln and County Rd 2,0,5,5
1629042,25-Feb-20,Illinois,Chicago,1238 E 79th St,1,4,5
1625553,20-Feb-20,Idaho,Caldwell,4321 S 10th Ave,2,3,5
1622962,16-Feb-20,Florida,Pensacola,517 W Gadsden St,1,4,5
1619064,10-Feb-20,Delaware,Dover,200 block of W Reed St,1,4,5
1611563,31-Jan-20,California,Delano,Hiett Ave and County Line Rd,1,4,5
1605948,26-Jan-20,Missouri,Cape Girardeau,631 S Sprigg St,0,5,5
1606476,24-Jan-20,North Carolina,Vanceboro,107 Kinshaw Ct,5,0,5
1600221,19-Jan-20,Tennessee,Memphis,6761 Winchester Rd,1,4,5
1599331,17-Jan-20,Utah,Grantsville,93 Eastmoor Dr,4,1,5
1598447,16-Jan-20,Illinois,Chicago,234 N Pulaski Rd,0,5,5
1594173,11-Jan-20,Colorado,Aurora,17158 E Adriatic Place,0,5,5
1585894,1-Jan-20,Missouri,Saint Louis,3000 block of S Jefferson Ave,3,2,5
1582816,29-Dec-19,Illinois,Danville,1803 block of Westview Ave,0,5,5
1583444,29-Dec-19,California,Ceres,800 block of Allacante Dr,0,5,5
1580308,26-Dec-19,Florida,Saint Petersburg,4300 6th St S,0,5,5
1594317,24-Dec-19,Illinois,Joliet,1200 block of Cutter Ave,0,5,5
1573754,17-Dec-19,Montana,Great Falls,1701 10th Ave S,4,1,5
1572275,15-Dec-19,Georgia,Columbus,600 block of 32nd St,1,4,5
1567932,8-Dec-19,Texas,Desoto,200 block of W Wintergreen Rd,2,3,5
1567231,8-Dec-19,Louisiana,New Orleans,3801 Washington Ave,1,4,5
1562043,1-Dec-19,Louisiana,Cotton Valley,116 Hawthorne Loop,2,3,5
1561813,1-Dec-19,Illinois,Aurora,700 block of S 5th St,1,4,5
1561398,30-Nov-19,Arkansas,Hensley,6500 block of E Sardis Rd,0,5,5
1559257,27-Nov-19,New York,Bronx,E 153rd St and Courtlandt Ave,0,5,5
1557006,24-Nov-19,Alabama,Birmingham,7 15th St W,1,4,5
1555135,21-Nov-19,California,Long Beach,1100 block of 10th St,0,5,5
1552068,18-Nov-19,New Jersey,Newark,139 S 8th St,1,4,5
1546038,10-Nov-19,Tennessee,Memphis,2080 E. Brooks Rd,1,4,5
1543835,7-Nov-19,Georgia,Conyers,1800 block of Green St,2,3,5
1541774,4-Nov-19,Texas,Houston,5000 block of Northridge Dr,1,4,5
1540240,2-Nov-19,Michigan,Detroit,7000 block of E. Kirby,1,4,5
1539572,1-Nov-19,Arizona,Tolleson,2434 S 86th Ln,0,5,5
1535629,27-Oct-19,Michigan,Lansing,Balfour Dr and W Miller Rd,1,4,5
1530276,19-Oct-19,Texas,El Paso,3812 Truman Ave,1,4,5
1525476,12-Oct-19,Illinois,Chicago,6733 W Irving Park Rd,5,0,5
1524264,10-Oct-19,Pennsylvania,Philadelphia,900 block of S 5th St,0,5,5
1522979,9-Oct-19,Massachusetts,Lowell,149 Ennell Street,0,5,5
1521226,7-Oct-19,Massachusetts,Abington,135 Centre Ave,5,0,5
1520425,6-Oct-19,Indiana,Evansville,1127 Chestnut St,0,5,5
1520547,5-Oct-19,Missouri,Saint Louis,10035 Crown Point Dr,0,5,5
1509721,22-Sep-19,Missouri,Kansas City,2111 Television Plaza,0,5,5
1504012,14-Sep-19,California,Oakland,38th Ave and MacArthur Blvd,1,4,5
1503207,12-Sep-19,New Mexico,Albuquerque,1919 Ladera Dr NW,1,4,5
1495192,2-Sep-19,Alabama,Elkmont,25019 Ridge Road,5,0,5
1493038,31-Aug-19,Illinois,Chicago,7100 block of S Paulina St,2,3,5
1486232,23-Aug-19,Texas,Houston,4900 block of Southwind St,3,2,5
1480326,15-Aug-19,Alabama,Montgomery,847 N University Dr,2,3,5
1479894,15-Aug-19,Pennsylvania,Philadelphia,1400 block of W Conlyn St,0,5,5
1479395,13-Aug-19,Washington,Tacoma,E 38th St and E Roosevelt Ave,2,3,5
1467157,2-Aug-19,Virginia,Suffolk,200 block of N Broad St,2,3,5
1462317,30-Jul-19,Ohio,Columbus,1280 E Long St,0,5,5
1446611,13-Jul-19,Illinois,Chicago,7900 block of S Loomis Blvd,1,4,5
1441613,7-Jul-19,Missouri,Saint Louis,N Tucker Blvd and Convention Plaza,0,5,5
1441721,6-Jul-19,Missouri,Saint Louis,1921 Chambers Rd,5,0,5
1439593,5-Jul-19,Illinois,Chicago,1600 block of E 67th St,0,5,5
1439042,3-Jul-19,Texas,Katy,5507 Everhart Manor Ln,2,3,5
1436545,30-Jun-19,California,Yucaipa,12700 block of California St,0,5,5
1434931,29-Jun-19,Illinois,Chicago,2400 block of W Jackson Blvd,0,5,5
1434602,28-Jun-19,Connecticut,Hamden,937 Choate Ave,0,5,5
1435217,28-Jun-19,Minnesota,Saint Paul,909 Desoto St,0,5,5
1429810,23-Jun-19,California,San Jose,568 Habbitts Court,5,0,5
1429480,23-Jun-19,Ohio,Columbus,1767 Genessee Ave,0,5,5
1428595,22-Jun-19,Maryland,Baltimore,800 block of N Port St,1,4,5
1428047,21-Jun-19,California,Santa Maria,519  West Taylor St,5,0,5
1428229,21-Jun-19,California,Richmond,700 block of 14th St,0,5,5
1425193,18-Jun-19,New Jersey,Newark,700 block of Dr Martin Luther King Jr Blvd,1,4,5
1424957,17-Jun-19,Tennessee,Memphis,2872 Coach Dr,0,5,5
1417716,7-Jun-19,Texas,Austin,8220 TX-71,0,5,5
1412419,1-Jun-19,South Carolina,Allendale,473 Main St S,0,5,5
1411963,1-Jun-19,Georgia,Atlanta,12 Broad Street,0,5,5
1410329,30-May-19,Illinois,Robbins,14000 block of Grace Ave,0,5,5
1408289,29-May-19,Texas,Cleveland,26311 TX-321,3,2,5
1406330,27-May-19,District of Columbia,Washington,1200 block of Sumner Rd SE,0,5,5
1405749,26-May-19,Virginia,La Crosse,800 block of Alvis Road,0,5,5
1404580,25-May-19,Michigan,Detroit,3400 block of Devonshire,3,2,5
1405221,25-May-19,Oklahoma,Oklahoma City,N Kelley Ave and NE 26th St,0,5,5
1400146,20-May-19,Louisiana,Alexandria,1900 block of Bacon Street,1,4,5
1399820,19-May-19,Oregon,Portland,226 SE Madison St,0,5,5
1399017,18-May-19,Mississippi,Cascilla,700 Leverette Ln,1,4,5
1398593,18-May-19,California,Long Beach,1616 West Pacific Coast Highway,1,4,5
1394330,13-May-19,Missouri,Saint Louis,4047 Shreve Ave,4,1,5
1391971,10-May-19,Pennsylvania,Philadelphia,1900 block of N Croskey St,0,5,5
1386962,5-May-19,New Jersey,North Bergen,2033 45th Street,1,4,5
1386510,4-May-19,Missouri,Saint Louis,Union Blvd and Northland Ave,1,4,5
1387245,4-May-19,California,Stockton,5105 Holiday Dr,1,4,5
1386085,3-May-19,Maryland,Baltimore,1900 block of Ramsay St,0,5,5
1369109,11-Apr-19,California,Los Angeles,E 103rd St and S Main St,1,4,5
1369148,11-Apr-19,Arizona,Phoenix,7112 W Minnezona Ave,3,2,5
1362715,4-Apr-19,Georgia,Stockbridge,300 block of Eagle Ct,3,2,5
1362182,2-Apr-19,Kentucky,Covington,337 E 13th St,0,5,5
1360333,31-Mar-19,Georgia,Atlanta,3041 Landrum Dr SW,1,4,5
1359455,31-Mar-19,Illinois,Chicago,500 block of N Hamlin Ave,1,4,5
1355275,25-Mar-19,Nevada,North Las Vegas,2400 block of W San Miguel St,0,5,5
1343274,10-Mar-19,Colorado,Denver,15th St and Market St,1,4,5
1338790,2-Mar-19,Arkansas,Pine Bluff,723 East 25th Ave,1,4,5
1331974,21-Feb-19,Maryland,Baltimore,500 block of Bloom St,1,4,5
1328792,17-Feb-19,Indiana,Evansville,664 E Illinois St,0,5,5
1328562,16-Feb-19,Mississippi,Clinton,1214 Foxhill Dr,5,0,5
1324279,11-Feb-19,Texas,Livingston,3628 FM 3126,5,0,5
1319333,4-Feb-19,District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5,5
1314253,27-Jan-19,Alabama,Birmingham,Avenue O and Warrior Rd,0,5,5
1312284,26-Jan-19,Louisiana,Gonzales,42350 Church Point Rd,5,0,5
1312463,26-Jan-19,Indiana,Indianapolis,2957 N Sherman Dr,0,5,5
1310775,24-Jan-19,Pennsylvania,State College,1450 S Atherton St,4,1,5
1310397,24-Jan-19,Georgia,Rockmart,319 Williamson St,4,1,5
1309114,23-Jan-19,Florida,Sebring,1901 US 27 S,5,0,5
1305679,19-Jan-19,South Carolina,Gaffney,1435 Wilcox Ave,1,4,5
1305538,19-Jan-19,Florida,Jacksonville,11445 Brian Lakes Drive,3,2,5
1305294,19-Jan-19,Texas,Houston,7041 Sherman St,3,2,5
1301778,15-Jan-19,Arkansas,Little Rock,5420 Baseline Rd,1,4,5
1292684,4-Jan-19,Virginia,Hurt,3197 Shula Dr,3,2,5
1289877,1-Jan-19,South Carolina,Columbia,1709 Decker Blvd,0,5,5
1289618,1-Jan-19,Florida,Tallahassee,2020 W Pensacola St,0,5,5
1289686,31-Dec-18,Ohio,Cleveland,4462 Denison Ave,3,2,5
1287286,28-Dec-18,Missouri,Saint Charles,150 Whetstone Dr,4,1,5
1279617,18-Dec-18,Maryland,Baltimore,3942 Park Heights Ave,0,5,5
1277327,15-Dec-18,Florida,Miami,239 NW 16th St,0,5,5
1273161,8-Dec-18,California,Inglewood,801 S Inglewood Ave,0,5,5
1272106,8-Dec-18,New York,Corona (Queens),89-25 130th St,0,5,5
1267682,1-Dec-18,Florida,Miami,NW Fifth Ave and NW Eighth St,0,5,5
1261351,22-Nov-18,Indiana,Fort Wayne,6100 block of Downingtown Dr,3,2,5
1258777,19-Nov-18,Colorado,Denver,1200 21st Street,1,4,5
1258009,18-Nov-18,California,Los Angeles (Watts),95th St and Defiance Ave,1,4,5
1254225,13-Nov-18,New Mexico,Gallup,CR 1 and Defiance Draw Rd,4,1,5
1246727,3-Nov-18,New York,Watertown,136 Franklin St,0,5,5
1245703,1-Nov-18,Minnesota,Minneapolis,3400 block of Girard Ave N,0,5,5
1245274,1-Nov-18,Missouri,Springfield,906 E Locust St,3,2,5
1246059,30-Oct-18,California,Vallejo,Woodrow Ave and Reis Ave,2,3,5
1244424,30-Oct-18,California,Los Angeles,65th Place and Vermont Avenue,0,5,5
1242807,27-Oct-18,Tennessee,Memphis,4275 Lady Slipper Ln,0,5,5
1240751,24-Oct-18,Illinois,Chicago,6200 block of S King Dr,0,5,5
1233663,15-Oct-18,Tennessee,Columbia,1075 Carters Creek Pike,5,0,5
1232288,13-Oct-18,Texas,Taft,511 Wilburn St,4,1,5
1223755,3-Oct-18,Pennsylvania,Philadelphia,5101 Germantown Ave,1,4,5
1220912,29-Sep-18,Florida,Orlando,1700 block of 24th St,1,4,5
1217150,24-Sep-18,Tennessee,Memphis,1528 Ragan St,3,2,5
1215987,23-Sep-18,California,Bakersfield,2600 block of Chandler Court,1,4,5
1214298,20-Sep-18,New York,Syracuse,1317 Midland Ave,0,5,5
1213223,19-Sep-18,Wisconsin,Middleton,1850 Deming Way,1,4,5
1213293,19-Sep-18,Pennsylvania,Masontown,1 E Church St,1,4,5
1211659,17-Sep-18,Maryland,Silver Spring,123 Amberleigh Dr,4,1,5
1206828,10-Sep-18,Tennessee,Memphis,140 Lt George W Lee Ave,0,5,5
1206375,9-Sep-18,Alabama,Auburn,224 W Magnolia St,1,4,5
1200904,31-Aug-18,Colorado,Aurora,1900 block of Peoria St,2,3,5
