Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,total
946496,1-Oct-17,Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441,500
577157,12-Jun-16,Florida,Orlando,1912 S Orange Ave,50,53,103
980577,5-Nov-17,Texas,Sutherland Springs,216 4th St,27,20,47
1466705,3-Aug-19,Texas,El Paso,7101 Gateway Blvd,23,23,46
456893,2-Dec-15,California,San Bernardino,1365 South Waterman Ave,16,19,35
1049217,14-Feb-18,Florida,Pompano Beach (Parkland),5901 Pine Island Rd,17,17,34
1492441,31-Aug-19,Texas,Odessa,8250 TX 191,8,23,31
1119336,14-Dec-12,Connecticut,Sandy Hook,12 Dickenson Dr,28,2,30
2257739,19-Mar-22,Arkansas,Dumas,611 Highway 65 S,1,26,27
1467828,4-Aug-19,Ohio,Dayton,419 E 5th St,10,17,27
341622,17-May-15,Texas,Waco,4671 S Jack Kultgen Fwy,9,18,27
2310278,24-May-22,Texas,Uvalde,715 Old Carrizo Rd,20,6,26
879953,1-Jul-17,Arkansas,Little Rock,220 W 6th St,0,25,25
2019622,30-May-21,Florida,Hialeah,7630 NW 186th St,3,20,23
1118785,18-May-18,Texas,Santa Fe,16000 Hwy 6,10,13,23
1758966,9-Aug-20,District of Columbia,Washington,3300 block of Dubois Pl SE,1,21,22
1460448,28-Jul-19,California,Gilroy,7050 Miller Ave,4,17,21
611479,25-Jul-16,Florida,Fort Myers,3580 Evans Ave,2,19,21
1142789,17-Jun-18,New Jersey,Trenton,635 S Clinton Ave,1,19,20
121031,2-Apr-14,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,4,16,20
1635750,7-Mar-20,Ohio,Cleveland,3804 E 93rd St,1,18,19
423223,1-Oct-15,Oregon,Roseburg,1140 Umpqua College Rd,10,9,19
486209,12-May-13,Louisiana,New Orleans,1400 block of Frenchmen St,0,19,19
2269082,3-Apr-22,California,Sacramento,J St and 10th St,6,12,18
1241819,27-Oct-18,Pennsylvania,Pittsburgh,5898 Wilkins Ave,11,7,18
987611,14-Nov-17,California,Corning,17357 Stagecoach Rd,6,12,18
511436,25-Feb-16,Kansas,Hesston,200 S Ridge Rd,4,14,18
493842,9-Nov-13,Texas,Cypress,7300 block of Enchanted Creek Drive,2,16,18
2301494,13-May-22,Wisconsin,Milwaukee,Water St and Juneau Ave,0,17,17
2269100,3-Apr-22,Texas,Dallas,5050 Cleveland Rd,1,16,17
1600787,19-Jan-20,Missouri,Kansas City,4802 Noland Rd,2,15,17
1410442,31-May-19,Virginia,Virginia Beach,2405 Courthouse Drive,13,4,17
803054,26-Mar-17,Ohio,Cincinnati,4601 Kellogg Ave,2,15,17
451495,22-Nov-15,Louisiana,New Orleans,1900 block of Gallier St,0,17,17
2237593,19-Feb-22,Missouri,Charleston,106 S Franklin St,2,14,16
2137198,10-Oct-21,Minnesota,Saint Paul,214 7th St W,1,15,16
2123395,23-Sep-21,Tennessee,Collierville,240 New Byhalia Rd,2,14,16
1978635,15-Apr-21,Indiana,Indianapolis,8951 Mirabel Rd,9,7,16
1799307,19-Sep-20,New York,Rochester,278 Pennsylvania Ave,2,14,16
1033262,23-Jan-18,Kentucky,Benton,416 High School Rd,2,14,16
480366,16-Sep-13,District of Columbia,Washington Navy Yard,1336 Isaac Hull Ave,13,3,16
2242153,26-Feb-22,Nevada,Las Vegas,953 E Sahara Ave,1,14,15
2032220,12-Jun-21,Texas,Austin,400 block of E 6th St,1,14,15
2012765,22-May-21,South Carolina,North Charleston,Piggly Wiggly Dr and W Jimtown Dr,1,14,15
1952281,14-Mar-21,Illinois,Chicago,6798 block of S South Chicago Ave,2,13,15
1741838,21-Jul-20,Illinois,Chicago,1018 W 79th St,0,15,15
1725690,5-Jul-20,Georgia,Atlanta,200 block of Auburn Ave,2,13,15
1249561,7-Nov-18,California,Thousand Oaks,99 Rolling Oaks Dr,13,2,15
676663,15-Oct-16,California,Los Angeles,2918 Rimpau Blvd,4,11,15
604233,16-Jul-16,California,Bakersfield,621 Stephens Dr,1,14,15
197384,28-Sep-14,Florida,Miami,NW 7th Ave and NW 64th St,0,15,15
2187990,12-Dec-21,Texas,Baytown,1403 N Market Loop,1,13,14
2155329,31-Oct-21,Illinois,Joliet,1018 E Jackson St,2,12,14
2012633,22-May-21,New Jersey,Bridgeton,1029 E Commerce St,3,11,14
597756,7-Jul-16,Texas,Dallas,800 Main St,5,9,14
2301751,14-May-22,New York,Buffalo,1275 Jefferson Ave,10,3,13
1739434,19-Jul-20,Illinois,Peoria,NE Water St and Hamilton Blvd,0,13,13
1681588,16-May-20,Louisiana,Bogalusa,Martin Luther King Dr and E 4th St,0,13,13
1577518,22-Dec-19,Illinois,Chicago,5700 block of S May St,0,13,13
634787,21-Aug-16,Connecticut,Bridgeport,19 Plymouth St,0,13,13
480765,5-Oct-13,California,Fresno,3883 E. Calwa #114,1,12,13
480521,19-Sep-13,Illinois,Chicago,1809 W 50th St,0,13,13
482771,11-Mar-13,District of Columbia,Washington,1200 North Capitol St NW,0,13,13
2291712,1-May-22,Louisiana,Lafayette,500 Jefferson St,0,12,12
2274790,10-Apr-22,Iowa,Cedar Rapids,415 3rd St SE,2,10,12
2053262,5-Jul-21,Ohio,Toledo,Lawrence Ave and Wall St,1,11,12
1565216,6-Dec-19,Florida,Pensacola,280 Taylor Rd,4,8,12
1561734,1-Dec-19,Louisiana,New Orleans,700 block of Canal St,0,12,12
1537672,29-Oct-19,California,Long Beach,2709 E 7th St,3,9,12
1459718,27-Jul-19,New York,Brooklyn,1555 Linden Blvd,1,11,12
1327321,15-Feb-19,Illinois,Aurora,641 Archer Ave,6,6,12
1196028,26-Aug-18,Florida,Jacksonville,2 Independent Dr,3,9,12
853901,28-May-17,Alabama,Phenix City,100 block of 6th Street South,0,12,12
501233,7-Feb-16,Florida,Orlando,7432 Universal Blvd,2,10,12
454059,27-Nov-15,Colorado,Colorado Springs,3480 Centennial Blvd,3,9,12
390774,8-Aug-15,Arkansas,Blytheville,833 Anderson Street,1,11,12
380162,23-Jul-15,Louisiana,Lafayette,3141 Johnson Street,3,9,12
361212,20-Jun-15,Michigan,Detroit,Dexter and Webb,1,11,12
2280711,17-Apr-22,Pennsylvania,Pittsburgh,900B Madison Ave,2,9,11
2231371,11-Feb-22,Arizona,Phoenix,5405 W Warner St,2,9,11
2178487,30-Nov-21,Michigan,Oxford,745 N Oxford Rd,4,7,11
2046897,27-Jun-21,Illinois,Chicago,6300 block of South Artesian Ave,1,10,11
2041363,20-Jun-21,Florida,Wildwood,9605 Co Rd 235,1,10,11
1958652,22-Mar-21,Colorado,Boulder,3600 Table Mesa Dr,10,1,11
1864683,29-Nov-20,Mississippi,Grenada,Highway 8 East,0,11,11
1863726,28-Nov-20,South Carolina,Aiken,1695 Richland Ave E,1,10,11
1765636,16-Aug-20,Ohio,Cincinnati,70 E McMicken Ave,2,9,11
1711410,21-Jun-20,Minnesota,Minneapolis,2939 Hennepin Ave S,0,11,11
1429047,23-Jun-19,Indiana,South Bend,1150 E Mishawaka Ave,1,10,11
743995,6-Jan-17,Florida,Fort Lauderdale,100 Terminal Dr,5,6,11
647865,4-Sep-16,Virginia,Roanoke,1020 Orange Ave NE,1,10,11
138282,23-May-14,California,Goleta,840 Embarcadero del Norte,4,7,11
2276339,12-Apr-22,New York,Brooklyn,36th St and 4th Ave,0,10,10
2258182,19-Mar-22,Texas,Dallas,5214 Botham Jean Blvd,1,9,10
2244673,26-Feb-22,Louisiana,Bogalusa,E 4th St and Martin Luther King Jr Dr,0,10,10
2155001,30-Oct-21,Texas,Texarkana,2315 Texas Blvd,1,9,10
2143479,17-Oct-21,Arkansas,Pine Bluff,820 S Main St,1,9,10
2079516,31-Jul-21,New York,Corona (Queens),97-07 37th Ave,0,10,10
2032203,12-Jun-21,Illinois,Chicago,7500 block of S Prairie Ave,1,9,10
2015730,26-May-21,California,San Jose,101 W Younger Ave,10,0,10
1834617,24-Oct-20,Mississippi,Greenwood,W Martin Luther King Dr,2,8,10
1725108,5-Jul-20,South Carolina,Greenville,1701 White Horse Rd,2,8,10
1551531,17-Nov-19,California,Fresno,5361 E Lamona Ave,4,6,10
1508804,21-Sep-19,South Carolina,Lancaster,1399 Old Charlotte Rd,2,8,10
1426537,20-Jun-19,Pennsylvania,Allentown,343 Hamilton St,0,10,10
1405196,25-May-19,Virginia,Chesapeake,Holly Cove Dr and Schooner Trail,1,9,10
1174190,28-Jul-18,Louisiana,New Orleans,3400 S Claiborne Ave,3,7,10
930569,10-Sep-17,Texas,Plano,1712 West Spring Creek Parkway,9,1,10
848292,20-May-17,Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,10
838272,7-May-17,Illinois,Chicago,2600 block of 46th Pl,2,8,10
761973,27-Jan-17,Tennessee,Brownsville,221 Morgan St,0,10,10
711597,27-Nov-16,Louisiana,New Orleans,100 block of Bourbon Street,1,9,10
421014,27-Sep-15,Georgia,Greenville,1140 Hill Haven Road,0,10,10
361198,20-Jun-15,Pennsylvania,Philadelphia,4100 block of Ogden St,0,10,10
152468,29-Jun-14,Louisiana,New Orleans,700 block of Bourbon St,1,9,10
493035,7-Nov-13,Michigan,Detroit,Conley and 7 Mile,3,7,10
2308017,20-May-22,California,Highland,3606 Highland Ave,1,8,9
2307044,19-May-22,Illinois,Chicago,800 block of N State St,2,7,9
2280875,17-Apr-22,South Carolina,Furman,72 Ashley Circle Rd,0,9,9
2280204,16-Apr-22,South Carolina,Columbia,100 Columbiana Cir,0,9,9
2080733,2-Aug-21,South Carolina,Columbia,6908 Two Notch Rd,0,9,9
2053508,4-Jul-21,Nevada,North Las Vegas,1200 block of W Helen Ave,2,7,9
2026123,6-Jun-21,Florida,Miami (Kendall),10549 SW 109th Ct,3,6,9
2026257,5-Jun-21,Louisiana,New Orleans,10150 I-10 Service Rd,0,9,9
2011569,22-May-21,Minnesota,Minneapolis,322 N 1st Ave,2,7,9
1980971,17-Apr-21,Louisiana,La Place (Laplace),624 Golfview Dr,0,9,9
1962562,26-Mar-21,Virginia,Virginia Beach,2000 block of Atlantic Ave,0,9,9
1954379,16-Mar-21,Georgia,Acworth,6468 Hwy 92,8,1,9
1793521,13-Sep-20,New Jersey,New Brunswick,32 Delafield St,2,7,9
1759873,9-Aug-20,Colorado,Denver,1400 block of W Byers Pl,0,9,9
1739658,19-Jul-20,District of Columbia,Washington,3600 block of 14th St NW,1,8,9
1712342,22-Jun-20,North Carolina,Charlotte,1800 block of Beatties Ford Rd,4,5,9
1711285,20-Jun-20,New York,Syracuse,Marcellus St and Wyoming St,1,8,9
1699211,7-Jun-20,Missouri,Sikeston,915 Plantation Blvd,2,7,9
1581103,27-Dec-19,Texas,Houston,500 block of Smart St,2,7,9
1568230,10-Dec-19,New Jersey,Jersey City,223 Martin Luther King Dr,6,3,9
1520330,6-Oct-19,Kansas,Kansas City,1013 Central Ave,4,5,9
1404417,25-May-19,New Jersey,Trenton,225 Brunswick Ave,0,9,9
1398553,18-May-19,Alabama,Atmore,100 Martin Luther King Avenue,1,8,9
1389220,7-May-19,Colorado,Littleton (Highlands Ranch),8773 S Ridgeline Blvd,1,8,9
966178,22-Oct-17,Alabama,Lanett,1606 19th St Sw,2,7,9
940554,24-Sep-17,Tennessee,Antioch,3890 Pin Hook Rd,1,8,9
886220,8-Jul-17,Ohio,Cincinnati,9917 Capstan Dr,1,8,9
864743,11-Jun-17,Illinois,Chicago,3300 block of W Douglas Blvd,0,9,9
853756,27-May-17,Mississippi,Bogue Chitto,2871 Lee Dr,8,1,9
821371,16-Apr-17,Ohio,Columbus,1710 Cleveland Av,0,9,9
672203,9-Oct-16,Michigan,Grand Rapids,1850 28th Street SE,1,8,9
657634,17-Sep-16,District of Columbia,Washington,2600 block of Birney Pl SE,2,7,9
517073,6-Mar-16,California,Compton,900 block of West Victoria Street,1,8,9
385779,2-Aug-15,New York,Brooklyn,Stanley Avenue and Crescent Street,0,9,9
368732,5-Jul-15,Indiana,Fort Wayne,1400 block of McCulloch Street,0,9,9
359830,17-Jun-15,South Carolina,Charleston,110 Calhoun Street,9,0,9
356065,11-Jun-15,Connecticut,Bridgeport,468 Trumbull Ave,1,8,9
298122,26-Feb-15,Missouri,Tyrone,18279 Highway H,8,1,9
266424,21-Dec-14,Illinois,Calumet City,600 block of Escanba,1,8,9
171802,9-Aug-14,Minnesota,Minneapolis,400 3rd Ave N,1,8,9
150299,24-Jun-14,Florida,Miami,Northwest 12th Avenue and 65th Street,2,7,9
490226,30-Jun-13,New York,Brooklyn,616 E. 52nd Street,0,9,9
489105,23-Jun-13,Missouri,Kansas City,1917 Prospect Ave,1,8,9
2227058,5-Feb-22,Texas,Corsicana,2919 W 2nd Ave,6,2,8
2198521,27-Dec-21,Colorado,Denver,56 Broadway,6,2,8
2148633,23-Oct-21,Georgia,Fort Valley,603 Carver Dr,1,7,8
2143277,17-Oct-21,Louisiana,Grambling,403 Main St,1,7,8
2119950,19-Sep-21,South Carolina,Yemassee,145 Yemassee Hwy,1,7,8
2092469,16-Aug-21,New York,Brooklyn,927 DeKalb Ave,0,8,8
2070645,21-Jul-21,Illinois,Chicago,1647 N La Salle Dr,0,8,8
2052353,4-Jul-21,Texas,Fort Worth,3400 block of Horne St,0,8,8
2041297,20-Jun-21,California,Richmond,2108 Dunn Ave,3,5,8
2040374,20-Jun-21,Texas,Dallas,4619 E. R L Thornton Freeway,0,8,8
2039964,19-Jun-21,California,Oakland,2200 block of Lakeshore Ave,1,7,8
2035452,15-Jun-21,Illinois,Chicago,6221 S Morgan St,5,3,8
2031976,11-Jun-21,Georgia,Savannah,200 block of Avery St,2,6,8
2027725,6-Jun-21,Ohio,Cleveland,3700 block of Woodbridge Ave,0,8,8
2026112,6-Jun-21,Illinois,Chicago,8900 block of S Cottage Grove Ave,0,8,8
2003334,13-May-21,Rhode Island,Providence,87 Carolina Ave,0,8,8
1999193,9-May-21,Arizona,Phoenix,122 N 2nd St,1,7,8
1961753,26-Mar-21,Illinois,Chicago,2515 W 79th St,1,7,8
1957226,20-Mar-21,Texas,Dallas,10333 Technology Blvd,1,7,8
1931288,17-Feb-21,Pennsylvania,Philadelphia,5597 Old York Rd,0,8,8
1898261,9-Jan-21,Illinois,Evanston,100 Asbury Ave,6,2,8
1893744,3-Jan-21,Florida,Miami,10525 NW 24th Ave,0,8,8
1857040,20-Nov-20,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0,8,8
1849308,10-Nov-20,Florida,Tampa,N 50th St and Sligh Ave,1,7,8
1846494,8-Nov-20,Tennessee,Nashville,2nd Ave N and Commerce St,0,8,8
1823101,10-Oct-20,South Carolina,Kingstree,55 Williamsburg County Hwy,0,8,8
1806002,26-Sep-20,Iowa,Waterloo,501 W 4th St,2,6,8
1739571,19-Jul-20,Nebraska,Omaha,28th St and T Ave,0,8,8
1735470,14-Jul-20,North Carolina,Durham,200 Block of S Benjamine St,0,8,8
1732485,12-Jul-20,Louisiana,Baton Rouge,4718 Plank Rd,1,7,8
1725081,4-Jul-20,Illinois,Chicago,6100 block of S Carpenter St,4,4,8
1704415,13-Jun-20,New York,Wyandanch,76 Grand Blvd,1,7,8
1703985,12-Jun-20,Texas,San Antonio,8134 Broadway St,0,8,8
1688753,26-May-20,South Carolina,Bowman,Dibble St and Rail St,3,5,8
1603241,22-Jan-20,Washington,Seattle,1530 3rd Ave,1,7,8
1577688,22-Dec-19,Minnesota,Minneapolis (Spring Lake Park),8407 Plaza Blvd NE,1,7,8
1539347,31-Oct-19,California,Orinda,114 Lucille Way,5,3,8
1535478,26-Oct-19,Texas,Greenville,2275 US-380,2,6,8
1468190,4-Aug-19,Illinois,Chicago,1800 S Kildare Ave,1,7,8
1381979,28-Apr-19,Maryland,Baltimore,2544 Edmondson Ave,1,7,8
1223865,3-Oct-18,South Carolina,Florence,932 Ashton Dr,2,6,8
1202332,2-Sep-18,California,San Bernardino,1277 East Lynwood Drive,0,8,8
1201135,1-Sep-18,Ohio,Cleveland,3232 Lakeside Ave East,1,7,8
1179607,5-Aug-18,Illinois,Chicago,1300 block of W 76th St,0,8,8
1121111,20-May-18,Mississippi,Hazlehurst,513 Monticello St,1,7,8
1052035,17-Feb-18,Kansas,Kansas City,1615 Minnesota,1,7,8
1017372,31-Dec-17,Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,2,6,8
934036,16-Sep-17,South Carolina,Columbia,920 Lady Street,0,8,8
879412,30-Jun-17,New York,Bronx,1650 Grand Concourse,2,6,8
853119,27-May-17,District of Columbia,Washington,100 block of Q St NW,1,7,8
832679,30-Apr-17,California,San Diego,9080 Judicial Dr,2,6,8
752222,16-Jan-17,Florida,Miami,6011 NW 32nd Ave,0,8,8
703245,17-Nov-16,Tennessee,Dyersburg,160 Longfellow,1,7,8
693374,5-Nov-16,California,Oakland,420 14th Street,0,8,8
662342,24-Sep-16,Maryland,Baltimore,Greenmount Ave and Preston St,0,8,8
610584,24-Jul-16,Ohio,Hamilton,1555 Main St,1,7,8
595482,4-Jul-16,Arizona,Phoenix,4000 block of West Southern Avenue,2,6,8
567614,29-May-16,Texas,Houston,13210 Memorial Dr,2,6,8
553803,5-May-16,Louisiana,Shreveport,300 block of North Thomas Drive,2,6,8
553570,4-May-16,Minnesota,Minneapolis,16th Avenue North and Newton Avenue North,1,7,8
545525,22-Apr-16,Ohio,Piketon,4077 Union Hill Rd,8,0,8
519541,9-Mar-16,Pennsylvania,Pittsburgh (Wilkinsburg),1304 Franklin Ave,6,2,8
508640,20-Feb-16,Michigan,Kalamazoo,5581 Cracker Barrel Blvd,6,2,8
501168,7-Feb-16,New York,Rochester,547 State St,1,7,8
500556,6-Feb-16,Florida,Tampa,8123 N Nebraska Ave,2,6,8
495940,30-Jan-16,Arizona,Glendale,67th and Missouri Avenue,3,5,8
400091,23-Aug-15,California,Modesto,1100 block of Kansas Avenue,1,7,8
399212,21-Aug-15,North Carolina,Durham,2700 block of Hinson Drive,0,8,8
390526,8-Aug-15,Texas,Houston,2211 Falling Oaks,8,0,8
375022,16-Jul-15,Tennessee,Chattanooga,4051 Amnicola Hwy,6,2,8
283041,24-Jan-15,Nebraska,Omaha,3402 Parker St,3,5,8
198051,29-Sep-14,South Carolina,Walterboro,29 Sandy Dam Lane,1,7,8
192851,18-Sep-14,Florida,Bell,2550 NW 29th Terrace,8,0,8
189562,11-Sep-14,Michigan,Detroit,14000 block of Patton,1,7,8
163930,26-Jul-14,Georgia,Sylvester,Royal Street,0,8,8
140185,23-May-14,Louisiana,New Orleans,6200 block of Eads Street,1,7,8
131998,3-May-14,Arkansas,Jonesboro,2201 Moore Rd,4,4,8
107519,16-Feb-14,Texas,Dallas,2600 block of South Harwood Street,1,7,8
496668,28-Dec-13,Alabama,Montgomery,954 Highland Ave,3,5,8
496634,26-Dec-13,Louisiana,Slidell,2144 First St,2,6,8
481043,13-Oct-13,Pennsylvania,Harrisburg,1524 Walnut St,0,8,8
491698,7-Aug-13,Texas,Dallas,7100 block of Long Canyon Trail,4,4,8
480443,24-Feb-13,Georgia,Macon,2800 block of Mercer University Drive,0,8,8
478978,12-Jan-12,Louisiana,New Orleans,7400 block of Devine Avenue,4,4,8
2303130,15-May-22,North Carolina,Winston Salem (Winston-salem),2000 block of 25th St,0,7,7
2281410,16-Apr-22,Texas,Daingerfield,FM 144 and Edwards Rd,1,6,7
2275283,10-Apr-22,California,Willowbrook,Blakley Ave and E 122nd Pl,2,5,7
2252873,13-Mar-22,Illinois,Chicago,7902 S Exchange Ave,0,7,7
2246387,3-Mar-22,Nevada,Las Vegas,4055 S University Center Dr,1,6,7
2237697,19-Feb-22,Oregon,Portland,NE 55th Ave and NE Hassalo St,1,6,7
2237196,19-Feb-22,California,Turlock,142 S 1st St,0,7,7
2207469,9-Jan-22,Alabama,Montgomery,3020 Atlanta Hwy,1,6,7
2201716,31-Dec-21,Mississippi,Gulfport,1200 block of Lewis Ave,4,3,7
2200968,30-Dec-21,Pennsylvania,Philadelphia,5100 block of Germantown Ave,0,7,7
2197421,26-Dec-21,Mississippi,Fayette,225 Community Dr,1,6,7
2176922,28-Nov-21,Maryland,Baltimore,1300 block of North Montford Ave,0,7,7
2176058,26-Nov-21,Tennessee,Nashville,2815 Torbett St,3,4,7
2154873,30-Oct-21,California,Sacramento,5560 Palm Ave,2,5,7
2148401,22-Oct-21,Maryland,Baltimore,3100 block of W North Ave,0,7,7
2143765,17-Oct-21,Texas,Houston,1900 block of Dolly Wright St,0,7,7
2137575,9-Oct-21,New York,Albany,100 block of North Lake Ave,1,6,7
2126241,25-Sep-21,Tennessee,Chattanooga,1124 Grove St,2,5,7
2111858,9-Sep-21,Illinois,East Saint Louis,510 Martin Luther King Dr,0,7,7
2100578,26-Aug-21,Minnesota,Minneapolis,3006 Lyndale Ave,0,7,7
2089972,13-Aug-21,Nevada,Las Vegas,2601 E Sunset Rd,1,6,7
2085388,8-Aug-21,Illinois,Chicago,1800 block of W 87th St,1,6,7
2066905,18-Jul-21,Arizona,Tucson,1575 E 36th St,4,3,7
2065252,17-Jul-21,Oregon,Portland,300 block of SW 3rd Ave,1,6,7
2060949,13-Jul-21,Michigan,Detroit,9855 Chalmers St,1,6,7
2050593,1-Jul-21,Illinois,Chicago,6500 block of S Halsted St,0,7,7
2041726,21-Jun-21,Missouri,Saint Louis,4002 Sullivan Ave,3,4,7
2033905,13-Jun-21,Ohio,West Salem,9161 Rainbow Hwy,1,6,7
2032486,12-Jun-21,Ohio,Cleveland,8805 Buckeye Rd,3,4,7
2018931,28-May-21,Florida,Miami,2022 NW 1st Ct,1,6,7
2007722,18-May-21,California,Oakland,I-580 and Seminary Ave,2,5,7
2001362,10-May-21,Alabama,Montgomery,3804 S Court St,0,7,7
1999125,9-May-21,Colorado,Colorado Springs,2828 Preakness Way,7,0,7
1988326,26-Apr-21,Oregon,Gresham,SE Stark St and SE 174th Ave,0,7,7
1971410,7-Apr-21,South Carolina,Rock Hill,4456 Marshall Rd,7,0,7
1970378,5-Apr-21,Illinois,Chicago,6800 block of S Justine Ave,0,7,7
1967914,3-Apr-21,North Carolina,Wilmington,718 Kidder St,3,4,7
1968553,3-Apr-21,Florida,Quincy,2114 Pat Thomas Parkway,0,7,7
1963556,28-Mar-21,Ohio,Cleveland,5100 Pearl Rd,0,7,7
1962507,26-Mar-21,Pennsylvania,Philadelphia,1080 N Delaware Ave,0,7,7
1917909,2-Feb-21,Oklahoma,Muskogee,903 Indiana St,6,1,7
1904036,17-Jan-21,Arizona,Phoenix,2236 E University Dr,1,6,7
1894941,4-Jan-21,Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0,7,7
1892034,1-Jan-21,Arkansas,Fort Smith,3211 Towson Ave,0,7,7
1859390,22-Nov-20,New York,Brooklyn,15 Albany Ave,1,6,7
1840041,31-Oct-20,Maryland,College Park,7700 Baltimore Ave,0,7,7
1826655,16-Oct-20,Arizona,Mesa,2115 Guadalupe Rd,1,6,7
1825896,15-Oct-20,Maryland,Baltimore,2900 block of Westwood Ave,0,7,7
1818055,8-Oct-20,Pennsylvania,Philadelphia,4935 Frankford Ave,1,6,7
1813872,4-Oct-20,Indiana,Indianapolis,5462 Massachusetts Ave,3,4,7
1810358,30-Sep-20,Wisconsin,Milwaukee,4217 W Fond du Lac Ave,0,7,7
1793826,13-Sep-20,Michigan,Grand Rapids,3950 Stahl Dr SE,0,7,7
1788352,7-Sep-20,California,Aguanga,45125 Highway 371,7,0,7
1786855,6-Sep-20,Georgia,Sparta,Faye St and Lee St,1,6,7
1780301,30-Aug-20,Kentucky,Lexington,545 N Upper St,0,7,7
1772623,23-Aug-20,Arkansas,Pine Bluff,2901 W 28th Ave,0,7,7
1745737,25-Jul-20,California,Manteca,4447 Woodward Ave,0,7,7
1728683,7-Jul-20,New Jersey,Paterson,Harrison St and Carroll St,4,3,7
1719668,28-Jun-20,Alabama,Akron,Co Rd 21,0,7,7
1718847,27-Jun-20,California,Red Bluff,10815 State Hwy 99W,3,4,7
1708889,18-Jun-20,New York,Albany,8 Albany St,0,7,7
1704879,14-Jun-20,Minnesota,Minneapolis,328 W Broadway Ave,1,6,7
1704580,13-Jun-20,Georgia,Atlanta,69 Mason Ave NE,2,5,7
1704727,13-Jun-20,District of Columbia,Washington,3100 block of Waclark Pl SE,2,5,7
1702172,11-Jun-20,District of Columbia,Washington,1200 block of Mt Olivet Rd NE,0,7,7
1701426,9-Jun-20,Pennsylvania,Philadelphia,600 block of N 8th St,1,6,7
1697453,4-Jun-20,Alabama,Valhermoso Springs,522 Talucah Rd,7,0,7
1691221,28-May-20,Kentucky,Louisville,601 W Jefferson St,0,7,7
1687027,23-May-20,South Carolina,Jonesville,100 block of Dover Rd,2,5,7
1665834,25-Apr-20,Tennessee,Memphis,500 block of Josephine St,0,7,7
1641216,17-Mar-20,Maryland,Baltimore,300 block of McMechen St,0,7,7
1640295,15-Mar-20,North Carolina,Moncure,842 Moncure Flatwood Rd,7,0,7
1640317,15-Mar-20,Missouri,Springfield,3264 E Battlefield Rd,5,2,7
1635411,7-Mar-20,Illinois,Chicago,900 block of E 79th St,0,7,7
1627713,23-Feb-20,Texas,Houston,8712 Airline Dr,0,7,7
1622233,15-Feb-20,Tennessee,Memphis,2800 block of Riverport Rd,0,7,7
1600522,19-Jan-20,Texas,San Antonio,1011 Avenue B,2,5,7
1585394,1-Jan-20,West Virginia,Huntington,1113 4th Ave,0,7,7
1577577,22-Dec-19,Maryland,Baltimore,225 Park Ave,0,7,7
1577046,20-Dec-19,Mississippi,Waynesboro,Turner St,1,6,7
1560645,29-Nov-19,Texas,Amarillo,2650 Dumas Dr,0,7,7
1556002,23-Nov-19,Louisiana,Tallulah,Depot St,1,6,7
1525062,12-Oct-19,New York,Brooklyn,75 Utica Ave,4,3,7
1494548,1-Sep-19,Alabama,Valley,502 Boulevard,0,7,7
1487729,25-Aug-19,New Mexico,Hobbs,1700 block of E Bond St,3,4,7
1487356,24-Aug-19,Maryland,Temple Hills (Camp Springs),6200 block of Maxwell Dr,0,7,7
1468091,4-Aug-19,Illinois,Chicago,2900 block of W Roosevelt Rd,0,7,7
1461352,28-Jul-19,Wisconsin,Chippewa Falls,16964 54th Ave,5,2,7
1452617,20-Jul-19,Illinois,Chicago,2401 N Lake Shore Dr,0,7,7
1447057,13-Jul-19,Pennsylvania,Philadelphia,5433 Lansdowne Ave,0,7,7
1435028,29-Jun-19,Louisiana,Baton Rouge,7132 Florida Blvd,0,7,7
1434971,28-Jun-19,Georgia,Atlanta,Ira St and Bass St SW,0,7,7
1432989,27-Jun-19,Georgia,Atlanta,600 block of Parkway Dr,0,7,7
1423330,16-Jun-19,Kentucky,Louisville,Dixie Highway and Ormsby Ave,1,6,7
1418180,8-Jun-19,Washington,White Swan,5151 Medicine Valley Rd,5,2,7
1398538,18-May-19,Indiana,Muncie,2410 W. Euclid Ave,1,6,7
1381857,28-Apr-19,Tennessee,Nashville,1407 Dr DB Todd Jr Blvd,0,7,7
1365052,7-Apr-19,North Carolina,Winston Salem (Winston-salem),515 N Cherry St,0,7,7
1359599,31-Mar-19,South Carolina,North Charleston,1900 block of Jacksonville Rd,0,7,7
1354049,24-Mar-19,Arizona,Phoenix,2202 W McDowell Rd,0,7,7
1318391,3-Feb-19,Illinois,Chicago,938 E 75th St,2,5,7
1314289,28-Jan-19,Texas,Houston,7815 Harding St,2,5,7
1293054,4-Jan-19,California,Torrance,22501 Hawthorne Blvd,3,4,7
1283229,23-Dec-18,Missouri,Springfield,1042 W College St,1,6,7
1262013,23-Nov-18,Florida,Miami,5801 NW 27th Ave,2,5,7
1246489,2-Nov-18,Florida,Tallahassee,1950 Thomasville Rd,3,4,7
