,date,count
470,2018-05-11,4
471,2018-05-12,3
472,2018-05-13,5
473,2018-05-14,6
474,2018-05-15,9
475,2018-05-16,10
476,2018-05-17,11
477,2018-05-18,12
478,2018-05-19,4
479,2018-05-20,9
480,2018-05-21,10
481,2018-05-22,5
482,2018-05-23,17
483,2018-05-24,8
484,2018-05-25,18
485,2018-05-26,10
486,2018-05-27,5
487,2018-05-28,10
488,2018-05-29,7
489,2018-05-30,14
490,2018-05-31,12
491,2018-06-01,7
492,2018-06-02,17
493,2018-06-03,5
494,2018-06-04,13
495,2018-06-05,25
496,2018-06-06,10
497,2018-06-07,20
498,2018-06-08,8
499,2018-06-09,10
500,2018-06-10,7
501,2018-06-11,6
502,2018-06-12,14
503,2018-06-13,12
504,2018-06-14,7
505,2018-06-15,20
506,2018-06-16,5
507,2018-06-17,18
508,2018-06-18,8
509,2018-06-19,12
510,2018-06-20,16
511,2018-06-21,18
512,2018-06-22,16
513,2018-06-23,24
514,2018-06-24,7
515,2018-06-25,19
516,2018-06-26,19
517,2018-06-27,12
518,2018-06-28,11
519,2018-06-29,5
520,2018-06-30,14
521,2018-07-01,5
522,2018-07-02,3
523,2018-07-03,20
524,2018-07-04,4
525,2018-07-05,9
526,2018-07-06,2
527,2018-07-07,9
528,2018-07-08,5
529,2018-07-09,9
530,2018-07-10,17
531,2018-07-11,20
532,2018-07-12,9
533,2018-07-13,2
534,2018-07-14,12
535,2018-07-15,18
536,2018-07-16,7
537,2018-07-17,8
538,2018-07-18,14
539,2018-07-19,11
540,2018-07-20,14
541,2018-07-21,6
542,2018-07-22,9
543,2018-07-23,12
544,2018-07-24,15
545,2018-07-25,16
546,2018-07-26,10
547,2018-07-27,16
548,2018-07-28,1
549,2018-07-29,18
550,2018-07-30,16
551,2018-07-31,20
552,2018-08-01,16
553,2018-08-02,9
554,2018-08-03,25
555,2018-08-04,13
556,2018-08-05,10
557,2018-08-06,10
558,2018-08-07,9
559,2018-08-08,5
560,2018-08-09,6
561,2018-08-10,8
562,2018-08-11,9
563,2018-08-12,4
564,2018-08-13,19
565,2018-08-14,13
566,2018-08-15,22
567,2018-08-16,17
568,2018-08-17,15
569,2018-08-18,12
570,2018-08-19,6
571,2018-08-20,13
572,2018-08-21,11
573,2018-08-22,17
574,2018-08-23,9
575,2018-08-24,16
576,2018-08-25,9
577,2018-08-26,8
578,2018-08-27,10
579,2018-08-28,16
580,2018-08-29,20
581,2018-08-30,15
582,2018-08-31,9
583,2018-09-01,16
584,2018-09-02,3
585,2018-09-03,15
586,2018-09-04,16
587,2018-09-05,12
588,2018-09-06,10
589,2018-09-07,10
590,2018-09-08,13
591,2018-09-09,10
592,2018-09-10,23
593,2018-09-11,15
594,2018-09-12,9
595,2018-09-13,22
596,2018-09-14,31
597,2018-09-15,12
598,2018-09-16,7
599,2018-09-17,30
600,2018-09-18,14
601,2018-09-19,7
602,2018-09-20,20
603,2018-09-21,25
604,2018-09-22,3
605,2018-09-23,3
606,2018-09-24,14
607,2018-09-25,13
608,2018-09-26,12
609,2018-09-27,1
610,2018-09-28,1
611,2018-09-29,5
612,2018-09-30,3
613,2018-10-01,8
614,2018-10-02,14
615,2018-10-03,13
616,2018-10-04,11
617,2018-10-05,10
618,2018-10-06,7
619,2018-10-07,2
620,2018-10-08,9
621,2018-10-09,21
622,2018-10-10,24
623,2018-10-11,6
624,2018-10-12,14
625,2018-10-13,13
626,2018-10-14,7
627,2018-10-15,10
628,2018-10-16,22
629,2018-10-17,20
630,2018-10-18,18
631,2018-10-19,10
632,2018-10-20,10
633,2018-10-21,5
634,2018-10-22,20
635,2018-10-23,8
636,2018-10-24,8
637,2018-10-25,17
638,2018-10-26,12
639,2018-10-27,17
640,2018-10-28,3
641,2018-10-29,21
642,2018-10-30,9
643,2018-10-31,19
644,2018-11-01,9
645,2018-11-02,12
646,2018-11-03,21
647,2018-11-04,31
648,2018-11-05,23
649,2018-11-06,29
650,2018-11-07,10
651,2018-11-08,3
652,2018-11-09,13
653,2018-11-10,7
654,2018-11-11,7
655,2018-11-12,10
656,2018-11-13,12
657,2018-11-14,5
658,2018-11-15,10
659,2018-11-16,8
660,2018-11-17,7
661,2018-11-18,7
662,2018-11-19,8
663,2018-11-20,3
664,2018-11-21,11
665,2018-11-22,8
666,2018-11-23,5
667,2018-11-24,3
668,2018-11-25,11
669,2018-11-26,11
670,2018-11-27,15
671,2018-11-28,8
672,2018-11-29,17
673,2018-11-30,13
674,2018-12-01,3
675,2018-12-02,2
676,2018-12-03,12
677,2018-12-04,11
678,2018-12-05,9
679,2018-12-06,8
680,2018-12-07,18
681,2018-12-08,12
682,2018-12-09,4
683,2018-12-10,4
684,2018-12-11,11
685,2018-12-12,4
686,2018-12-13,13
687,2018-12-14,9
688,2018-12-15,5
689,2018-12-16,12
690,2018-12-17,5
691,2018-12-18,16
692,2018-12-19,11
693,2018-12-20,16
694,2018-12-21,21
695,2018-12-22,10
696,2018-12-23,13
697,2018-12-24,14
698,2018-12-25,2
699,2018-12-26,2
700,2018-12-27,11
701,2018-12-28,5
702,2018-12-29,9
703,2018-12-30,4
704,2018-12-31,15
705,2019-01-01,17
706,2019-01-02,5
707,2019-01-03,8
708,2019-01-04,6
709,2019-01-05,16
710,2019-01-06,7
711,2019-01-07,7
712,2019-01-08,7
713,2019-01-09,12
714,2019-01-10,12
715,2019-01-11,10
716,2019-01-12,14
717,2019-01-13,14
718,2019-01-14,19
719,2019-01-15,19
720,2019-01-16,2
721,2019-01-17,7
722,2019-01-18,25
723,2019-01-19,7
724,2019-01-20,41
725,2019-01-21,11
726,2019-01-22,13
727,2019-01-23,8
728,2019-01-24,10
729,2019-01-25,3
730,2019-01-26,12
731,2019-01-27,10
732,2019-01-28,7
733,2019-01-29,2
734,2019-01-30,11
735,2019-01-31,21
736,2019-02-01,8
737,2019-02-02,4
738,2019-02-03,3
739,2019-02-04,1
740,2019-02-05,6
741,2019-02-06,1
742,2019-02-07,9
743,2019-02-08,12
744,2019-02-09,11
745,2019-02-10,14
746,2019-02-11,13
747,2019-02-12,9
748,2019-02-13,9
749,2019-02-14,8
750,2019-02-15,2
751,2019-02-16,10
752,2019-02-17,14
753,2019-02-18,17
754,2019-02-19,10
755,2019-02-20,9
756,2019-02-21,7
757,2019-02-22,6
758,2019-02-23,14
759,2019-02-24,10
760,2019-02-25,20
761,2019-02-26,7
762,2019-02-27,8
763,2019-02-28,7
764,2019-03-01,10
765,2019-03-02,13
766,2019-03-03,16
767,2019-03-04,13
768,2019-03-05,18
769,2019-03-06,6
770,2019-03-07,3
771,2019-03-08,34
772,2019-03-09,17
773,2019-03-10,14
774,2019-03-11,5
775,2019-03-12,24
776,2019-03-13,17
777,2019-03-14,14
778,2019-03-15,11
779,2019-03-16,21
780,2019-03-17,30
781,2019-03-18,15
782,2019-03-19,13
783,2019-03-20,10
784,2019-03-21,7
785,2019-03-22,11
786,2019-03-24,2
787,2019-03-25,17
788,2019-03-26,11
789,2019-03-27,8
790,2019-03-28,16
791,2019-03-29,10
792,2019-03-30,4
793,2019-03-31,3
794,2019-04-01,14
795,2019-04-02,11
796,2019-04-03,4
797,2019-04-04,11
798,2019-04-05,20
799,2019-04-06,19
800,2019-04-07,8
801,2019-04-08,13
802,2019-04-09,19
803,2019-04-10,9
804,2019-04-11,11
805,2019-04-12,20
806,2019-04-13,11
807,2019-04-14,10
808,2019-04-15,16
809,2019-04-16,11
810,2019-04-17,7
811,2019-04-18,20
812,2019-04-19,13
813,2019-04-20,21
814,2019-04-21,10
815,2019-04-22,43
816,2019-04-23,18
817,2019-04-24,15
818,2019-04-25,22
819,2019-04-26,12
820,2019-04-27,16
821,2019-04-28,1
822,2019-04-29,13
823,2019-04-30,9
824,2019-05-01,82
825,2019-05-02,13
826,2019-05-03,20
827,2019-05-04,27
828,2019-05-05,27
829,2019-05-06,9
830,2019-05-07,14
831,2019-05-08,30
832,2019-05-09,13
833,2019-05-10,25
834,2019-05-11,72
835,2019-05-12,29
836,2019-05-13,24
837,2019-05-14,18
838,2019-05-15,8
839,2019-05-16,8
840,2019-05-17,14
841,2019-05-18,16
842,2019-05-19,19
843,2019-05-20,19
844,2019-05-21,17
845,2019-05-22,34
846,2019-05-23,29
847,2019-05-24,13
848,2019-05-25,23
849,2019-05-26,8
850,2019-05-27,17
851,2019-05-28,10
852,2019-05-29,8
853,2019-05-30,19
854,2019-05-31,12
855,2019-06-01,24
856,2019-06-02,15
857,2019-06-03,19
858,2019-06-04,14
859,2019-06-05,11
860,2019-06-06,11
861,2019-06-07,15
862,2019-06-08,18
863,2019-06-09,22
864,2019-06-10,20
865,2019-06-11,19
866,2019-06-12,22
867,2019-06-13,21
868,2019-06-14,13
869,2019-06-15,44
870,2019-06-16,19
871,2019-06-17,11
872,2019-06-18,15
873,2019-06-19,11
874,2019-06-20,5
875,2019-06-21,10
876,2019-06-22,16
877,2019-06-23,5
878,2019-06-24,12
879,2019-06-25,14
880,2019-06-26,45
881,2019-06-27,7
882,2019-06-28,4
883,2019-06-29,11
884,2019-06-30,7
885,2019-07-01,14
886,2019-07-02,21
887,2019-07-03,14
888,2019-07-04,46
889,2019-07-05,6
890,2019-07-06,15
891,2019-07-07,16
892,2019-07-08,11
893,2019-07-09,24
894,2019-07-10,18
895,2019-07-11,43
896,2019-07-12,45
897,2019-07-13,31
898,2019-07-14,34
899,2019-07-15,15
900,2019-07-16,14
901,2019-07-17,17
902,2019-07-18,11
903,2019-07-19,20
904,2019-07-20,31
905,2019-07-21,13
906,2019-07-22,18
907,2019-07-23,19
908,2019-07-24,40
909,2019-07-25,17
910,2019-07-26,15
911,2019-07-27,25
912,2019-07-28,13
913,2019-07-29,25
914,2019-07-30,25
915,2019-07-31,23
916,2019-08-01,16
917,2019-08-02,9
918,2019-08-03,18
919,2019-08-04,5
920,2019-08-05,13
921,2019-08-06,18
922,2019-08-07,25
923,2019-08-08,12
924,2019-08-09,8
925,2019-08-10,13
926,2019-08-11,9
927,2019-08-12,13
928,2019-08-13,48
929,2019-08-14,16
930,2019-08-15,36
931,2019-08-16,25
932,2019-08-17,30
933,2019-08-18,19
934,2019-08-19,15
935,2019-08-20,32
936,2019-08-21,26
937,2019-08-22,38
938,2019-08-23,38
939,2019-08-24,17
940,2019-08-25,38
941,2019-08-26,11
942,2019-08-27,17
943,2019-08-28,18
944,2019-08-29,10
945,2019-08-30,26
946,2019-08-31,58
947,2019-09-01,37
948,2019-09-02,33
949,2019-09-03,25
950,2019-09-04,24
951,2019-09-05,29
952,2019-09-06,23
953,2019-09-07,26
954,2019-09-08,15
955,2019-09-09,33
956,2019-09-10,34
957,2019-09-11,37
958,2019-09-12,15
959,2019-09-13,9
960,2019-09-14,21
961,2019-09-15,19
962,2019-09-16,35
963,2019-09-17,8
964,2019-09-18,45
965,2019-09-19,12
966,2019-09-20,10
967,2019-09-21,22
968,2019-09-22,18
969,2019-09-23,16
970,2019-09-24,19
971,2019-09-25,33
972,2019-09-26,59
973,2019-09-27,23
974,2019-09-28,43
975,2019-09-29,39
976,2019-09-30,26
977,2019-10-01,29
978,2019-10-02,25
979,2019-10-03,51
980,2019-10-04,48
981,2019-10-05,23
982,2019-10-06,41
983,2019-10-07,53
984,2019-10-08,35
985,2019-10-09,42
986,2019-10-10,21
987,2019-10-11,60
988,2019-10-12,24
989,2019-10-13,21
990,2019-10-14,33
991,2019-10-15,21
992,2019-10-16,31
993,2019-10-17,22
994,2019-10-18,25
995,2019-10-19,58
996,2019-10-20,23
997,2019-10-21,27
998,2019-10-22,31
999,2019-10-23,41
1000,2019-10-24,14
1001,2019-10-25,46
1002,2019-10-26,23
1003,2019-10-27,6
1004,2019-10-28,19
1005,2019-10-29,55
1006,2019-10-30,25
1007,2019-10-31,44
1008,2019-11-01,31
1009,2019-11-02,31
1010,2019-11-03,42
1011,2019-11-04,20
1012,2019-11-05,44
1013,2019-11-06,20
1014,2019-11-07,11
1015,2019-11-08,9
1016,2019-11-09,78
1017,2019-11-10,22
1018,2019-11-11,28
1019,2019-11-12,19
1020,2019-11-13,49
1021,2019-11-14,30
1022,2019-11-15,40
1023,2019-11-16,24
1024,2019-11-17,48
1025,2019-11-18,16
1026,2019-11-19,40
1027,2019-11-20,35
1028,2019-11-21,47
1029,2019-11-22,16
1030,2019-11-23,18
1031,2019-11-24,48
1032,2019-11-25,17
1033,2019-11-26,18
1034,2019-11-27,9
1035,2019-11-28,7
1036,2019-11-29,1
1037,2019-11-30,21
1038,2019-12-01,4
1039,2019-12-02,35
1040,2019-12-03,35
1041,2019-12-04,40
1042,2019-12-05,16
1043,2019-12-06,48
1044,2019-12-07,23
1045,2019-12-08,105
1046,2019-12-09,17
1047,2019-12-10,43
1048,2019-12-11,73
1049,2019-12-12,122
1050,2019-12-13,25
1051,2019-12-14,26
1052,2019-12-15,35
1053,2019-12-16,42
1054,2019-12-17,20
1055,2019-12-18,75
1056,2019-12-19,67
1057,2019-12-20,48
1058,2019-12-21,5
1059,2019-12-22,9
1060,2019-12-23,29
1061,2019-12-24,11
1062,2019-12-25,13
1063,2019-12-26,34
1064,2019-12-27,55
1065,2019-12-28,14
1066,2019-12-29,3
1067,2019-12-30,5
1068,2019-12-31,54
1069,2020-01-01,14
1070,2020-01-02,9
1071,2020-01-03,27
1072,2020-01-04,6
1073,2020-01-05,1
1074,2020-01-06,23
1075,2020-01-07,19
1076,2020-01-08,2
1077,2020-01-09,30
1078,2020-01-10,40
1079,2020-01-11,15
1080,2020-01-12,29
1081,2020-01-13,26
1082,2020-01-14,36
1083,2020-01-15,7
1084,2020-01-16,25
1085,2020-01-17,31
1086,2020-01-18,22
1087,2020-01-19,8
1088,2020-01-20,27
1089,2020-01-21,53
1090,2020-01-22,93
1091,2020-01-23,29
1092,2020-01-24,75
1093,2020-01-25,79
1094,2020-01-26,34
1095,2020-01-27,46
1096,2020-01-28,35
1097,2020-01-29,28
1098,2020-01-30,43
1099,2020-01-31,16
1100,2020-02-01,60
1101,2020-02-02,26
1102,2020-02-03,33
1103,2020-02-04,29
1104,2020-02-05,37
1105,2020-02-06,13
1106,2020-02-07,58
1107,2020-02-08,72
1108,2020-02-09,53
1109,2020-02-10,31
1110,2020-02-11,31
1111,2020-02-12,17
1112,2020-02-13,10
1113,2020-02-14,20
1114,2020-02-15,45
1115,2020-02-16,3
1116,2020-02-17,18
1117,2020-02-18,28
1118,2020-02-19,45
1119,2020-02-20,31
1120,2020-02-21,45
1121,2020-02-22,13
1122,2020-02-23,12
1123,2020-02-24,39
1124,2020-02-25,45
1125,2020-02-26,27
1126,2020-02-27,10
1127,2020-02-28,21
1128,2020-02-29,12
1129,2020-03-01,26
1130,2020-03-02,50
1131,2020-03-03,41
1132,2020-03-04,30
1133,2020-03-05,43
1134,2020-03-06,12
1135,2020-03-07,16
1136,2020-03-08,5
1137,2020-03-09,36
1138,2020-03-10,33
1139,2020-03-11,22
1140,2020-03-12,46
1141,2020-03-13,30
1142,2020-03-14,20
1143,2020-03-15,30
1144,2020-03-16,26
1145,2020-03-17,47
1146,2020-03-18,20
1147,2020-03-19,62
1148,2020-03-20,9
1149,2020-03-21,23
1150,2020-03-22,80
1151,2020-03-23,52
1152,2020-03-24,27
1153,2020-03-25,32
1154,2020-03-26,9
1155,2020-03-27,42
1156,2020-03-28,16
1157,2020-03-29,36
1158,2020-03-30,12
1159,2020-03-31,26
1160,2020-04-01,5
1161,2020-04-02,19
1162,2020-04-03,11
1163,2020-04-04,70
1164,2020-04-05,23
1165,2020-04-06,24
1166,2020-04-07,12
1167,2020-04-08,20
1168,2020-04-09,56
1169,2020-04-10,32
1170,2020-04-11,30
1171,2020-04-12,44
1172,2020-04-13,16
1173,2020-04-14,9
1174,2020-04-15,11
1175,2020-04-16,8
1176,2020-04-17,35
1177,2020-04-18,55
1178,2020-04-19,31
1179,2020-04-20,32
1180,2020-04-21,18
1181,2020-04-22,15
1182,2020-04-23,40
1183,2020-04-24,21
1184,2020-04-25,28
1185,2020-04-26,44
1186,2020-04-27,16
1187,2020-04-28,18
1188,2020-04-29,30
1189,2020-04-30,64
1190,2020-05-01,28
1191,2020-05-02,40
1192,2020-05-03,31
1193,2020-05-04,14
1194,2020-05-05,32
1195,2020-05-06,9
1196,2020-05-07,10
1197,2020-05-08,9
1198,2020-05-09,26
1199,2020-05-10,124
1200,2020-05-11,51
1201,2020-05-12,47
1202,2020-05-13,15
1203,2020-05-14,44
1204,2020-05-15,28
1205,2020-05-16,51
1206,2020-05-17,36
1207,2020-05-18,39
1208,2020-05-19,45
1209,2020-05-20,29
1210,2020-05-21,38
1211,2020-05-22,27
1212,2020-05-23,57
1213,2020-05-24,33
1214,2020-05-25,25
1215,2020-05-26,38
1216,2020-05-27,39
1217,2020-05-28,52
1218,2020-05-29,21
1219,2020-05-30,36
1220,2020-05-31,17
1221,2020-06-01,63
1222,2020-06-02,37
1223,2020-06-03,84
1224,2020-06-04,58
1225,2020-06-05,198
1226,2020-06-06,13
1227,2020-06-07,36
1228,2020-06-08,12
1229,2020-06-09,47
1230,2020-06-10,24
1231,2020-06-11,33
1232,2020-06-12,37
1233,2020-06-13,46
1234,2020-06-14,13
1235,2020-06-15,11
1236,2020-06-16,27
1237,2020-06-17,8
1238,2020-06-18,45
1239,2020-06-19,36
1240,2020-06-20,15
1241,2020-06-21,8
1242,2020-06-22,30
1243,2020-06-23,22
1244,2020-06-24,21
1245,2020-06-25,23
1246,2020-06-26,6
1247,2020-06-27,41
1248,2020-06-28,30
