,date,tweet,retweet
996,2014-01-24,7.0,
997,2014-01-25,4.0,
998,2014-01-26,2.0,
999,2014-01-27,8.0,
1000,2014-01-28,13.0,
1001,2014-01-29,27.0,
1002,2014-01-30,9.0,
1003,2014-01-31,22.0,
1004,2014-02-01,2.0,
1005,2014-02-02,5.0,
1006,2014-02-03,9.0,
1007,2014-02-04,9.0,
1008,2014-02-05,9.0,
1009,2014-02-06,4.0,
1010,2014-02-08,2.0,
1011,2014-02-10,12.0,
1012,2014-02-11,1.0,
1013,2014-02-12,10.0,
1014,2014-02-13,18.0,
1015,2014-02-14,19.0,
1016,2014-02-15,8.0,
1017,2014-02-16,8.0,
1018,2014-02-17,8.0,
1019,2014-02-18,12.0,
1020,2014-02-19,29.0,
1021,2014-02-20,26.0,
1022,2014-02-21,10.0,
1023,2014-02-22,8.0,
1024,2014-02-23,12.0,
1025,2014-02-24,11.0,
1026,2014-02-25,23.0,
1027,2014-02-26,13.0,
1028,2014-02-27,9.0,
1029,2014-02-28,9.0,
1030,2014-03-01,7.0,
1031,2014-03-02,53.0,
1032,2014-03-03,11.0,
1033,2014-03-04,11.0,
1034,2014-03-05,7.0,
1035,2014-03-06,11.0,
1036,2014-03-07,4.0,
1037,2014-03-08,10.0,
1038,2014-03-10,7.0,
1039,2014-03-11,17.0,
1040,2014-03-12,9.0,
1041,2014-03-13,12.0,
1042,2014-03-14,12.0,
1043,2014-03-15,4.0,
1044,2014-03-16,3.0,
1045,2014-03-17,16.0,
1046,2014-03-18,6.0,
1047,2014-03-19,28.0,
1048,2014-03-20,7.0,
1049,2014-03-21,7.0,
1050,2014-03-22,2.0,
1051,2014-03-24,9.0,
1052,2014-03-25,5.0,
1053,2014-03-26,11.0,
1054,2014-03-27,46.0,
1055,2014-03-28,17.0,
1056,2014-03-29,19.0,
1057,2014-03-30,12.0,
1058,2014-03-31,14.0,
1059,2014-04-01,20.0,
1060,2014-04-02,7.0,
1061,2014-04-03,9.0,
1062,2014-04-04,24.0,
1063,2014-04-05,35.0,
1064,2014-04-06,7.0,
1065,2014-04-07,11.0,
1066,2014-04-08,9.0,
1067,2014-04-09,29.0,
1068,2014-04-10,17.0,
1069,2014-04-11,19.0,
1070,2014-04-12,8.0,
1071,2014-04-13,3.0,
1072,2014-04-14,19.0,
1073,2014-04-15,17.0,
1074,2014-04-16,16.0,
1075,2014-04-17,19.0,
1076,2014-04-18,44.0,
1077,2014-04-19,14.0,
1078,2014-04-20,23.0,
1079,2014-04-21,17.0,
1080,2014-04-22,36.0,
1081,2014-04-23,30.0,
1082,2014-04-24,25.0,
1083,2014-04-25,15.0,
1084,2014-04-27,3.0,
1085,2014-04-28,8.0,
1086,2014-04-29,26.0,
1087,2014-05-01,8.0,
1088,2014-05-02,51.0,
1089,2014-05-03,18.0,
1090,2014-05-04,2.0,
1091,2014-05-05,39.0,
1092,2014-05-06,4.0,
1093,2014-05-07,13.0,
1094,2014-05-08,20.0,
1095,2014-05-09,12.0,
1096,2014-05-10,5.0,
1097,2014-05-12,8.0,
1098,2014-05-13,12.0,
1099,2014-05-14,5.0,
1100,2014-05-15,7.0,
1101,2014-05-16,16.0,
1102,2014-05-17,9.0,
1103,2014-05-18,14.0,
1104,2014-05-19,14.0,
1105,2014-05-20,6.0,
1106,2014-05-21,6.0,
1107,2014-05-22,10.0,
1108,2014-05-23,18.0,
1109,2014-05-24,1.0,
1110,2014-05-25,3.0,
1111,2014-05-26,8.0,
1112,2014-05-27,20.0,
1113,2014-05-28,8.0,
1114,2014-05-29,4.0,
1115,2014-05-30,14.0,
1116,2014-05-31,24.0,
1117,2014-06-01,26.0,
1118,2014-06-02,14.0,
1119,2014-06-03,22.0,
1120,2014-06-04,29.0,
1121,2014-06-05,7.0,
1122,2014-06-06,6.0,
1123,2014-06-07,6.0,
1124,2014-06-08,20.0,
1125,2014-06-09,24.0,
1126,2014-06-10,31.0,
1127,2014-06-11,15.0,
1128,2014-06-12,14.0,
1129,2014-06-13,44.0,
1130,2014-06-14,56.0,
1131,2014-06-15,51.0,
1132,2014-06-16,35.0,
1133,2014-06-17,81.0,
1134,2014-06-18,24.0,
1135,2014-06-19,28.0,
1136,2014-06-20,19.0,
1137,2014-06-21,28.0,
1138,2014-06-22,24.0,
1139,2014-06-23,26.0,
1140,2014-06-24,18.0,
1141,2014-06-25,14.0,
1142,2014-06-26,27.0,
1143,2014-06-27,11.0,
1144,2014-06-28,10.0,
1145,2014-06-29,14.0,
1146,2014-06-30,11.0,
1147,2014-07-01,25.0,
1148,2014-07-02,7.0,
1149,2014-07-03,15.0,
1150,2014-07-04,2.0,
1151,2014-07-05,8.0,
1152,2014-07-06,1.0,
1153,2014-07-07,22.0,
1154,2014-07-08,16.0,
1155,2014-07-09,46.0,
1156,2014-07-10,22.0,
1157,2014-07-11,20.0,
1158,2014-07-12,3.0,
1159,2014-07-13,10.0,
1160,2014-07-14,17.0,
1161,2014-07-15,19.0,
1162,2014-07-16,20.0,
1163,2014-07-17,24.0,
1164,2014-07-18,8.0,
1165,2014-07-19,3.0,
1166,2014-07-20,3.0,
1167,2014-07-21,21.0,
1168,2014-07-22,10.0,
1169,2014-07-23,24.0,
1170,2014-07-24,15.0,
1171,2014-07-25,7.0,
1172,2014-07-26,4.0,
1173,2014-07-28,15.0,
1174,2014-07-29,38.0,
1175,2014-07-30,15.0,
1176,2014-07-31,34.0,
1177,2014-08-01,19.0,
1178,2014-08-02,8.0,
1179,2014-08-03,3.0,
1180,2014-08-04,14.0,
1181,2014-08-05,24.0,
1182,2014-08-06,8.0,
1183,2014-08-07,10.0,
1184,2014-08-08,22.0,
1185,2014-08-09,6.0,
1186,2014-08-11,23.0,
1187,2014-08-12,26.0,
1188,2014-08-13,8.0,
1189,2014-08-14,1.0,
1190,2014-08-15,1.0,
1191,2014-08-18,6.0,
1192,2014-08-19,13.0,
1193,2014-08-20,7.0,
1194,2014-08-21,17.0,
1195,2014-08-22,15.0,
1196,2014-08-23,13.0,
1197,2014-08-25,26.0,
1198,2014-08-26,10.0,
1199,2014-08-27,21.0,
1200,2014-08-28,8.0,
1201,2014-08-29,8.0,
1202,2014-08-30,1.0,
1203,2014-08-31,25.0,
1204,2014-09-01,3.0,
1205,2014-09-02,22.0,
1206,2014-09-03,21.0,
1207,2014-09-04,13.0,
1208,2014-09-05,12.0,
1209,2014-09-06,32.0,
1210,2014-09-07,6.0,
1211,2014-09-08,19.0,
1212,2014-09-09,23.0,
1213,2014-09-10,10.0,
1214,2014-09-11,22.0,
1215,2014-09-12,10.0,
1216,2014-09-13,21.0,
1217,2014-09-14,6.0,
1218,2014-09-15,10.0,
1219,2014-09-16,17.0,
1220,2014-09-17,57.0,
1221,2014-09-18,13.0,
1222,2014-09-19,14.0,
1223,2014-09-20,8.0,
1224,2014-09-21,2.0,
1225,2014-09-22,18.0,
1226,2014-09-23,31.0,
1227,2014-09-24,14.0,
1228,2014-09-25,7.0,
1229,2014-09-26,16.0,
1230,2014-09-27,5.0,
1231,2014-09-28,7.0,
1232,2014-09-29,30.0,
1233,2014-09-30,28.0,
1234,2014-10-01,18.0,
1235,2014-10-02,15.0,
1236,2014-10-03,13.0,
1237,2014-10-04,11.0,
1238,2014-10-05,4.0,
1239,2014-10-06,16.0,
1240,2014-10-07,22.0,
1241,2014-10-08,26.0,
1242,2014-10-09,27.0,
1243,2014-10-10,52.0,
1244,2014-10-11,11.0,
1245,2014-10-12,9.0,
1246,2014-10-13,33.0,
1247,2014-10-14,6.0,
1248,2014-10-15,29.0,
1249,2014-10-16,19.0,
1250,2014-10-17,30.0,
1251,2014-10-18,1.0,
1252,2014-10-19,14.0,
1253,2014-10-20,32.0,
1254,2014-10-21,17.0,
1255,2014-10-22,15.0,
1256,2014-10-23,26.0,
1257,2014-10-24,14.0,
1258,2014-10-25,4.0,
1259,2014-10-26,12.0,
1260,2014-10-27,25.0,
1261,2014-10-28,34.0,
1262,2014-10-29,24.0,
1263,2014-10-30,17.0,
1264,2014-10-31,23.0,
1265,2014-11-01,24.0,
1266,2014-11-02,34.0,
1267,2014-11-03,18.0,
1268,2014-11-04,42.0,
1269,2014-11-05,18.0,
1270,2014-11-06,44.0,
1271,2014-11-07,34.0,
1272,2014-11-09,19.0,
1273,2014-11-10,46.0,
1274,2014-11-11,18.0,
1275,2014-11-12,8.0,
1276,2014-11-13,9.0,
1277,2014-11-14,6.0,
1278,2014-11-16,10.0,
1279,2014-11-17,12.0,
1280,2014-11-18,21.0,
1281,2014-11-19,15.0,
1282,2014-11-20,12.0,
1283,2014-11-21,22.0,
1284,2014-11-22,12.0,
1285,2014-11-23,32.0,
1286,2014-11-24,30.0,
1287,2014-11-25,21.0,
1288,2014-11-26,21.0,
1289,2014-11-27,5.0,
1290,2014-11-28,20.0,
1291,2014-11-29,13.0,
1292,2014-11-30,2.0,
1293,2014-12-01,42.0,
1294,2014-12-02,64.0,
1295,2014-12-03,23.0,
1296,2014-12-04,7.0,
1297,2014-12-05,11.0,
1298,2014-12-07,19.0,
1299,2014-12-08,34.0,
1300,2014-12-09,47.0,
1301,2014-12-10,36.0,
1302,2014-12-11,31.0,
1303,2014-12-12,1.0,
1304,2014-12-13,17.0,
1305,2014-12-14,6.0,
1306,2014-12-15,38.0,
1307,2014-12-16,16.0,
1308,2014-12-17,11.0,
1309,2014-12-18,19.0,
1310,2014-12-19,28.0,
1311,2014-12-20,19.0,
1312,2014-12-21,4.0,
1313,2014-12-22,16.0,
1314,2014-12-23,28.0,
1315,2014-12-24,28.0,
1316,2014-12-26,28.0,
1317,2014-12-27,10.0,
1318,2014-12-28,18.0,
1319,2014-12-29,30.0,
1320,2014-12-30,16.0,
1321,2014-12-31,32.0,
1322,2015-01-01,6.0,
1323,2015-01-02,45.0,
1324,2015-01-03,42.0,
1325,2015-01-04,154.0,
1326,2015-01-05,126.0,
1327,2015-01-06,33.0,
1328,2015-01-07,50.0,
1329,2015-01-08,65.0,
1330,2015-01-09,15.0,
1331,2015-01-10,13.0,
1332,2015-01-11,9.0,
1333,2015-01-12,40.0,
1334,2015-01-13,22.0,
1335,2015-01-14,21.0,
1336,2015-01-15,24.0,
1337,2015-01-16,9.0,
1338,2015-01-17,20.0,
1339,2015-01-18,13.0,
1340,2015-01-19,72.0,
1341,2015-01-20,31.0,
1342,2015-01-21,12.0,
1343,2015-01-22,24.0,
1344,2015-01-23,6.0,
1345,2015-01-24,44.0,
1346,2015-01-25,10.0,
1347,2015-01-26,90.0,
1348,2015-01-27,19.0,
1349,2015-01-28,29.0,
1350,2015-01-29,13.0,
1351,2015-01-30,30.0,
1352,2015-01-31,11.0,
1353,2015-02-01,11.0,
1354,2015-02-02,70.0,
1355,2015-02-03,13.0,
1356,2015-02-04,16.0,
1357,2015-02-05,8.0,
1358,2015-02-06,9.0,
1359,2015-02-07,6.0,
1360,2015-02-08,3.0,
1361,2015-02-09,79.0,
1362,2015-02-10,43.0,
1363,2015-02-11,7.0,
1364,2015-02-12,12.0,
1365,2015-02-13,22.0,
1366,2015-02-14,21.0,
1367,2015-02-15,11.0,
1368,2015-02-16,14.0,
1369,2015-02-17,14.0,
1370,2015-02-18,14.0,
1371,2015-02-19,19.0,
1372,2015-02-20,12.0,
1373,2015-02-21,8.0,
1374,2015-02-22,4.0,
1375,2015-02-23,22.0,
1376,2015-02-24,14.0,
1377,2015-02-25,6.0,
1378,2015-02-26,2.0,
1379,2015-02-27,3.0,
1380,2015-02-28,5.0,
1381,2015-03-01,5.0,
1382,2015-03-02,5.0,
1383,2015-03-03,8.0,
1384,2015-03-04,12.0,
1385,2015-03-05,22.0,
1386,2015-03-06,14.0,
1387,2015-03-08,3.0,
1388,2015-03-09,16.0,
1389,2015-03-10,8.0,
1390,2015-03-11,40.0,
1391,2015-03-12,6.0,
1392,2015-03-13,8.0,
1393,2015-03-15,4.0,
1394,2015-03-16,17.0,
1395,2015-03-17,8.0,
1396,2015-03-18,17.0,
1397,2015-03-19,12.0,
1398,2015-03-20,11.0,
1399,2015-03-22,6.0,
1400,2015-03-23,65.0,
1401,2015-03-24,32.0,
1402,2015-03-25,14.0,
1403,2015-03-26,20.0,
1404,2015-03-27,13.0,
1405,2015-03-29,1.0,
1406,2015-03-30,19.0,
1407,2015-03-31,68.0,
1408,2015-04-01,21.0,
1409,2015-04-02,9.0,
1410,2015-04-03,4.0,
1411,2015-04-04,5.0,
1412,2015-04-05,7.0,
1413,2015-04-06,42.0,
1414,2015-04-07,5.0,
1415,2015-04-08,18.0,
1416,2015-04-09,18.0,
1417,2015-04-10,45.0,
1418,2015-04-11,37.0,
1419,2015-04-12,82.0,
1420,2015-04-13,24.0,
1421,2015-04-14,5.0,
1422,2015-04-15,55.0,
1423,2015-04-16,33.0,
1424,2015-04-17,20.0,
1425,2015-04-18,43.0,
1426,2015-04-19,22.0,
1427,2015-04-20,48.0,
1428,2015-04-21,34.0,
1429,2015-04-22,26.0,
1430,2015-04-23,43.0,
1431,2015-04-24,6.0,
1432,2015-04-25,29.0,
1433,2015-04-27,29.0,
1434,2015-04-28,7.0,
1435,2015-04-29,15.0,
1436,2015-04-30,16.0,
1437,2015-05-01,45.0,
1438,2015-05-02,23.0,
1439,2015-05-03,12.0,
1440,2015-05-04,36.0,
1441,2015-05-05,43.0,
1442,2015-05-06,8.0,
1443,2015-05-07,15.0,
1444,2015-05-08,16.0,
1445,2015-05-09,12.0,
1446,2015-05-10,15.0,
1447,2015-05-11,23.0,
1448,2015-05-12,26.0,
1449,2015-05-13,14.0,
1450,2015-05-14,19.0,
1451,2015-05-15,8.0,
1452,2015-05-16,18.0,
1453,2015-05-17,14.0,
1454,2015-05-18,35.0,
1455,2015-05-19,21.0,
1456,2015-05-20,63.0,
1457,2015-05-21,36.0,
1458,2015-05-22,20.0,
1459,2015-05-23,22.0,
1460,2015-05-24,1.0,
1461,2015-05-25,25.0,
1462,2015-05-26,40.0,
1463,2015-05-27,43.0,
1464,2015-05-28,14.0,
1465,2015-05-29,12.0,
1466,2015-05-30,9.0,
1467,2015-05-31,23.0,
1468,2015-06-01,33.0,
1469,2015-06-02,8.0,
1470,2015-06-03,14.0,
1471,2015-06-04,24.0,
1472,2015-06-05,27.0,
1473,2015-06-06,14.0,
1474,2015-06-07,9.0,
1475,2015-06-08,2.0,
1476,2015-06-09,8.0,
1477,2015-06-10,1.0,
1478,2015-06-11,20.0,
1479,2015-06-12,33.0,
1480,2015-06-13,5.0,
1481,2015-06-14,11.0,
1482,2015-06-15,16.0,
1483,2015-06-16,35.0,
1484,2015-06-17,6.0,
1485,2015-06-18,7.0,
1486,2015-06-19,29.0,
1487,2015-06-20,10.0,
1488,2015-06-21,35.0,
1489,2015-06-22,29.0,
1490,2015-06-23,9.0,
1491,2015-06-24,27.0,
1492,2015-06-25,8.0,
1493,2015-06-26,5.0,
1494,2015-06-27,14.0,
1495,2015-06-28,34.0,
1496,2015-06-29,37.0,
1497,2015-06-30,15.0,
1498,2015-07-01,16.0,
1499,2015-07-02,60.0,
1500,2015-07-03,42.0,
1501,2015-07-04,45.0,
1502,2015-07-05,21.0,
1503,2015-07-06,11.0,
1504,2015-07-07,10.0,
1505,2015-07-08,17.0,
1506,2015-07-09,37.0,
1507,2015-07-10,14.0,
1508,2015-07-11,25.0,
1509,2015-07-12,10.0,
1510,2015-07-13,16.0,
1511,2015-07-14,20.0,
1512,2015-07-15,8.0,
1513,2015-07-16,38.0,
1514,2015-07-17,25.0,
1515,2015-07-18,28.0,
1516,2015-07-19,23.0,
1517,2015-07-20,55.0,
1518,2015-07-21,30.0,
1519,2015-07-22,29.0,
1520,2015-07-23,25.0,
1521,2015-07-24,23.0,
1522,2015-07-25,45.0,
1523,2015-07-26,25.0,
1524,2015-07-27,34.0,
1525,2015-07-28,17.0,
1526,2015-07-29,24.0,
1527,2015-07-30,10.0,
1528,2015-07-31,7.0,
1529,2015-08-01,1.0,
1530,2015-08-02,21.0,
1531,2015-08-03,27.0,
1532,2015-08-04,16.0,
1533,2015-08-05,30.0,
1534,2015-08-06,10.0,
1535,2015-08-07,41.0,
1536,2015-08-08,6.0,
1537,2015-08-09,12.0,
1538,2015-08-10,17.0,
1539,2015-08-11,7.0,
1540,2015-08-12,2.0,
1541,2015-08-13,4.0,
1542,2015-08-14,1.0,
1543,2015-08-15,5.0,
1544,2015-08-17,14.0,
1545,2015-08-18,14.0,
1546,2015-08-19,7.0,
1547,2015-08-20,9.0,
1548,2015-08-21,10.0,
1549,2015-08-22,11.0,
1550,2015-08-23,2.0,
1551,2015-08-24,28.0,
1552,2015-08-25,21.0,
1553,2015-08-26,4.0,
1554,2015-08-27,13.0,
1555,2015-08-28,7.0,
1556,2015-08-29,7.0,
1557,2015-08-31,11.0,
1558,2015-09-01,17.0,
1559,2015-09-02,14.0,
1560,2015-09-03,6.0,
1561,2015-09-04,5.0,
1562,2015-09-05,11.0,
1563,2015-09-06,28.0,
1564,2015-09-07,8.0,
1565,2015-09-08,16.0,
1566,2015-09-09,5.0,
1567,2015-09-10,4.0,
1568,2015-09-11,15.0,
1569,2015-09-12,40.0,
1570,2015-09-13,1.0,
1571,2015-09-14,11.0,
1572,2015-09-15,18.0,
1573,2015-09-16,7.0,
1574,2015-09-17,5.0,
1575,2015-09-18,5.0,
1576,2015-09-19,9.0,
1577,2015-09-20,9.0,
1578,2015-09-21,63.0,
1579,2015-09-22,20.0,
1580,2015-09-23,7.0,
1581,2015-09-24,16.0,
1582,2015-09-25,14.0,
1583,2015-09-26,11.0,
1584,2015-09-27,13.0,
1585,2015-09-28,12.0,
1586,2015-09-29,5.0,
1587,2015-09-30,19.0,
1588,2015-10-01,20.0,
1589,2015-10-02,23.0,
1590,2015-10-03,17.0,
1591,2015-10-04,21.0,
1592,2015-10-05,17.0,
1593,2015-10-06,38.0,
1594,2015-10-07,17.0,
1595,2015-10-08,24.0,
1596,2015-10-09,32.0,
1597,2015-10-10,13.0,
1598,2015-10-11,6.0,
1599,2015-10-12,12.0,
1600,2015-10-13,93.0,
1601,2015-10-14,17.0,
1602,2015-10-15,18.0,
1603,2015-10-16,21.0,
1604,2015-10-17,15.0,
1605,2015-10-18,69.0,
1606,2015-10-19,13.0,
1607,2015-10-20,28.0,
1608,2015-10-21,11.0,
1609,2015-10-22,10.0,
1610,2015-10-23,3.0,
1611,2015-10-24,25.0,
1612,2015-10-25,46.0,
1613,2015-10-26,11.0,
1614,2015-10-27,20.0,
1615,2015-10-28,32.0,
1616,2015-10-29,45.0,
1617,2015-10-30,25.0,
1618,2015-10-31,44.0,
1619,2015-11-01,20.0,
1620,2015-11-02,19.0,
1621,2015-11-03,32.0,
1622,2015-11-04,5.0,
1623,2015-11-05,15.0,
1624,2015-11-06,38.0,
1625,2015-11-07,23.0,
1626,2015-11-08,37.0,
1627,2015-11-09,16.0,
1628,2015-11-10,16.0,
1629,2015-11-11,14.0,
1630,2015-11-12,20.0,
1631,2015-11-13,13.0,
1632,2015-11-14,23.0,
1633,2015-11-15,23.0,
1634,2015-11-16,12.0,
1635,2015-11-17,12.0,
1636,2015-11-18,6.0,
1637,2015-11-19,21.0,
1638,2015-11-20,42.0,
1639,2015-11-21,28.0,
1640,2015-11-22,19.0,
1641,2015-11-23,18.0,
1642,2015-11-24,17.0,
1643,2015-11-25,20.0,
1644,2015-11-26,9.0,
1645,2015-11-27,8.0,
1646,2015-11-28,18.0,
1647,2015-11-29,17.0,
1648,2015-11-30,12.0,
1649,2015-12-01,20.0,
1650,2015-12-02,20.0,
1651,2015-12-03,34.0,
1652,2015-12-04,25.0,
1653,2015-12-05,10.0,
1654,2015-12-06,39.0,
1655,2015-12-07,29.0,
1656,2015-12-08,15.0,
1657,2015-12-09,31.0,
1658,2015-12-10,20.0,
1659,2015-12-11,19.0,
1660,2015-12-12,23.0,
1661,2015-12-13,32.0,
1662,2015-12-14,17.0,
1663,2015-12-15,27.0,
1664,2015-12-16,19.0,
1665,2015-12-17,6.0,
1666,2015-12-18,12.0,
1667,2015-12-19,11.0,
1668,2015-12-20,14.0,
1669,2015-12-21,16.0,
1670,2015-12-22,28.0,
1671,2015-12-23,13.0,
1672,2015-12-24,16.0,
1673,2015-12-25,13.0,
1674,2015-12-26,8.0,
1675,2015-12-27,11.0,
1676,2015-12-28,15.0,
1677,2015-12-29,10.0,
1678,2015-12-30,19.0,
1679,2015-12-31,23.0,
1680,2016-01-01,12.0,
1681,2016-01-02,14.0,1.0
1682,2016-01-03,13.0,
1683,2016-01-04,14.0,
1684,2016-01-05,15.0,
1685,2016-01-06,7.0,
1686,2016-01-07,19.0,1.0
1687,2016-01-08,9.0,
1688,2016-01-09,12.0,
1689,2016-01-10,11.0,
1690,2016-01-11,18.0,
1691,2016-01-12,10.0,
1692,2016-01-13,13.0,1.0
1693,2016-01-14,9.0,
1694,2016-01-15,10.0,1.0
1695,2016-01-16,17.0,
1696,2016-01-17,6.0,
1697,2016-01-18,10.0,
1698,2016-01-19,15.0,1.0
1699,2016-01-20,9.0,1.0
1700,2016-01-21,20.0,1.0
1701,2016-01-22,32.0,
1702,2016-01-23,21.0,
1703,2016-01-24,20.0,1.0
1704,2016-01-25,25.0,2.0
1705,2016-01-26,23.0,1.0
1706,2016-01-27,12.0,1.0
1707,2016-01-28,35.0,
1708,2016-01-29,23.0,
1709,2016-01-30,4.0,
1710,2016-01-31,17.0,1.0
1711,2016-02-01,1.0,2.0
1712,2016-02-02,14.0,3.0
1713,2016-02-03,19.0,1.0
1714,2016-02-04,5.0,
1715,2016-02-05,19.0,1.0
1716,2016-02-06,13.0,1.0
1717,2016-02-07,22.0,
1718,2016-02-08,11.0,2.0
1719,2016-02-09,16.0,
1720,2016-02-10,10.0,
1721,2016-02-11,14.0,
1722,2016-02-12,19.0,
1723,2016-02-13,30.0,1.0
1724,2016-02-14,10.0,
1725,2016-02-15,11.0,
1726,2016-02-16,14.0,
1727,2016-02-17,12.0,
1728,2016-02-18,15.0,3.0
1729,2016-02-19,15.0,
1730,2016-02-20,21.0,
1731,2016-02-21,6.0,2.0
1732,2016-02-22,29.0,2.0
1733,2016-02-23,20.0,3.0
1734,2016-02-24,27.0,
1735,2016-02-25,21.0,
1736,2016-02-26,23.0,
1737,2016-02-27,15.0,1.0
1738,2016-02-28,28.0,
1739,2016-02-29,14.0,
1740,2016-03-01,13.0,3.0
1741,2016-03-02,23.0,
1742,2016-03-03,16.0,1.0
1743,2016-03-04,10.0,1.0
1744,2016-03-05,20.0,1.0
1745,2016-03-06,14.0,
1746,2016-03-07,18.0,
1747,2016-03-08,21.0,2.0
1748,2016-03-09,3.0,
1749,2016-03-10,6.0,
1750,2016-03-11,7.0,5.0
1751,2016-03-12,17.0,1.0
1752,2016-03-13,10.0,1.0
1753,2016-03-14,13.0,
1754,2016-03-15,29.0,2.0
1755,2016-03-16,15.0,1.0
1756,2016-03-17,14.0,
1757,2016-03-18,26.0,1.0
1758,2016-03-19,20.0,
1759,2016-03-20,9.0,
1760,2016-03-22,17.0,1.0
1761,2016-03-23,14.0,
1762,2016-03-24,21.0,
1763,2016-03-25,4.0,
1764,2016-03-26,10.0,
1765,2016-03-27,10.0,
1766,2016-03-28,12.0,
1767,2016-03-29,14.0,
1768,2016-03-30,6.0,1.0
1769,2016-03-31,8.0,
1770,2016-04-01,10.0,
1771,2016-04-02,8.0,
1772,2016-04-03,14.0,
1773,2016-04-04,11.0,
1774,2016-04-05,5.0,2.0
1775,2016-04-06,4.0,
1776,2016-04-07,6.0,
1777,2016-04-08,17.0,
1778,2016-04-09,14.0,
1779,2016-04-10,7.0,
1780,2016-04-11,13.0,
1781,2016-04-12,7.0,
1782,2016-04-13,6.0,
1783,2016-04-14,2.0,
1784,2016-04-15,6.0,
1785,2016-04-16,13.0,
1786,2016-04-17,7.0,
1787,2016-04-18,7.0,
1788,2016-04-19,19.0,1.0
1789,2016-04-20,7.0,
1790,2016-04-21,4.0,
1791,2016-04-22,6.0,
1792,2016-04-23,12.0,
1793,2016-04-24,7.0,
1794,2016-04-25,9.0,1.0
1795,2016-04-26,17.0,
1796,2016-04-27,13.0,2.0
1797,2016-04-28,12.0,2.0
1798,2016-04-29,5.0,
1799,2016-04-30,6.0,
1800,2016-05-01,8.0,
1801,2016-05-02,12.0,2.0
1802,2016-05-03,11.0,
1803,2016-05-04,6.0,
1804,2016-05-05,7.0,
1805,2016-05-06,17.0,
1806,2016-05-07,6.0,
1807,2016-05-08,6.0,
1808,2016-05-09,19.0,1.0
1809,2016-05-10,15.0,2.0
1810,2016-05-11,13.0,1.0
1811,2016-05-12,3.0,
1812,2016-05-13,3.0,
1813,2016-05-14,3.0,
1814,2016-05-15,15.0,
1815,2016-05-16,16.0,
1816,2016-05-17,54.0,
1817,2016-05-18,7.0,
1818,2016-05-19,3.0,
1819,2016-05-20,18.0,
1820,2016-05-21,9.0,
1821,2016-05-22,8.0,1.0
1822,2016-05-23,8.0,
1823,2016-05-24,18.0,
1824,2016-05-25,6.0,
1825,2016-05-26,9.0,
1826,2016-05-27,8.0,
1827,2016-05-28,7.0,
1828,2016-05-29,6.0,
1829,2016-05-30,13.0,
1830,2016-05-31,9.0,
1831,2016-06-01,7.0,
1832,2016-06-02,28.0,1.0
1833,2016-06-03,9.0,1.0
1834,2016-06-04,7.0,
1835,2016-06-05,3.0,
1836,2016-06-06,11.0,1.0
1837,2016-06-07,8.0,
1838,2016-06-08,18.0,1.0
1839,2016-06-09,8.0,
1840,2016-06-10,13.0,
1841,2016-06-11,10.0,
1842,2016-06-12,8.0,
1843,2016-06-13,12.0,1.0
1844,2016-06-14,6.0,1.0
1845,2016-06-15,8.0,1.0
1846,2016-06-16,6.0,1.0
1847,2016-06-17,11.0,1.0
1848,2016-06-18,9.0,
1849,2016-06-19,2.0,
1850,2016-06-20,1.0,
1851,2016-06-21,14.0,
1852,2016-06-22,6.0,
1853,2016-06-23,15.0,2.0
1854,2016-06-24,13.0,
1855,2016-06-25,9.0,
1856,2016-06-26,15.0,
1857,2016-06-27,3.0,
1858,2016-06-28,13.0,
1859,2016-06-29,10.0,
1860,2016-06-30,9.0,1.0
1861,2016-07-01,11.0,
1862,2016-07-02,11.0,1.0
1863,2016-07-03,8.0,
1864,2016-07-04,13.0,
1865,2016-07-05,10.0,
1866,2016-07-06,12.0,
1867,2016-07-07,6.0,
1868,2016-07-08,5.0,
1869,2016-07-09,2.0,
1870,2016-07-10,4.0,
1871,2016-07-11,6.0,
1872,2016-07-12,14.0,
1873,2016-07-13,14.0,
1874,2016-07-14,6.0,
1875,2016-07-15,4.0,
1876,2016-07-16,13.0,
1877,2016-07-17,12.0,
1878,2016-07-18,7.0,1.0
1879,2016-07-19,5.0,
1880,2016-07-20,23.0,
1881,2016-07-21,14.0,
1882,2016-07-22,7.0,
1883,2016-07-23,14.0,
1884,2016-07-24,17.0,
1885,2016-07-25,22.0,
1886,2016-07-26,19.0,
1887,2016-07-27,20.0,
1888,2016-07-28,19.0,3.0
1889,2016-07-29,27.0,
1890,2016-07-30,23.0,
1891,2016-07-31,5.0,
1892,2016-08-01,24.0,1.0
1893,2016-08-02,13.0,1.0
1894,2016-08-03,6.0,1.0
1895,2016-08-04,8.0,
1896,2016-08-05,32.0,2.0
1897,2016-08-06,10.0,
1898,2016-08-07,4.0,1.0
1899,2016-08-08,12.0,2.0
1900,2016-08-09,15.0,4.0
1901,2016-08-10,13.0,
1902,2016-08-11,7.0,
1903,2016-08-12,13.0,
1904,2016-08-13,7.0,
1905,2016-08-14,10.0,
1906,2016-08-15,3.0,
1907,2016-08-16,7.0,
1908,2016-08-17,8.0,
1909,2016-08-18,4.0,
1910,2016-08-19,10.0,
1911,2016-08-20,8.0,
1912,2016-08-21,7.0,
1913,2016-08-22,9.0,
1914,2016-08-23,8.0,
