precinct,precinct_id,contest_title,all_votes,donald_j_trump,joseph_r_biden_jr,other_candidates,trump_pct,biden_pct,other_pct,winner_name,winner_votes,winning_pct,top_candidate_one,top_candidate_two,top_candidate_three,top_candidate_one_votes,top_candidate_two_votes,top_candidate_three_votes,top_candidate_one_pct,top_candidate_two_pct,top_candidate_three_pct
59208,101750,President,313.0,105.0,156.0,52.0,33.55,49.84,16.61,Joseph R Biden Jr,156.0,49.84,Joseph R Biden Jr,Donald J Trump,Nikki Haley,156.0,105.0,21.0,49.84,33.55,6.71
59211,101753,President,487.0,177.0,219.0,91.0,36.34,44.97,18.69,Joseph R Biden Jr,219.0,44.97,Joseph R Biden Jr,Donald J Trump,Nikki Haley,219.0,177.0,59.0,44.97,36.34,12.11
59214,101755,President,359.0,124.0,185.0,50.0,34.54,51.53,13.93,Joseph R Biden Jr,185.0,51.53,Joseph R Biden Jr,Donald J Trump,Nikki Haley,185.0,124.0,22.0,51.53,34.54,6.13
59804,101763,President,228.0,56.0,127.0,45.0,24.56,55.7,19.74,Joseph R Biden Jr,127.0,55.7,Joseph R Biden Jr,Donald J Trump,Nikki Haley,127.0,56.0,15.0,55.7,24.56,6.58
59805,101764,President,35.0,12.0,18.0,5.0,34.29,51.43,14.29,Joseph R Biden Jr,18.0,51.43,Joseph R Biden Jr,Donald J Trump,Nikki Haley,18.0,12.0,3.0,51.43,34.29,8.57
59810,101769,President,193.0,49.0,118.0,26.0,25.39,61.14,13.47,Joseph R Biden Jr,118.0,61.14,Joseph R Biden Jr,Donald J Trump,Nikki Haley,118.0,49.0,6.0,61.14,25.39,3.11
59811,101770,President,142.0,64.0,55.0,23.0,45.07,38.73,16.2,Donald J Trump,64.0,45.07,Donald J Trump,Joseph R Biden Jr,Nikki Haley,64.0,55.0,11.0,45.07,38.73,7.75
59813,101772,President,125.0,42.0,51.0,32.0,33.6,40.8,25.6,Joseph R Biden Jr,51.0,40.8,Joseph R Biden Jr,Donald J Trump,Nikki Haley,51.0,42.0,21.0,40.8,33.6,16.8
59815,101774,President,43.0,10.0,25.0,8.0,23.26,58.14,18.6,Joseph R Biden Jr,25.0,58.14,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,25.0,10.0,4.0,58.14,23.26,9.3
59822,101781,President,118.0,27.0,57.0,34.0,22.88,48.31,28.81,Joseph R Biden Jr,57.0,48.31,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,57.0,27.0,13.0,48.31,22.88,11.02
59823,101782,President,189.0,49.0,100.0,40.0,25.93,52.91,21.16,Joseph R Biden Jr,100.0,52.91,Joseph R Biden Jr,Donald J Trump,Nikki Haley,100.0,49.0,34.0,52.91,25.93,17.99
59825,101784,President,243.0,68.0,129.0,46.0,27.98,53.09,18.93,Joseph R Biden Jr,129.0,53.09,Joseph R Biden Jr,Donald J Trump,Nikki Haley,129.0,68.0,20.0,53.09,27.98,8.23
59826,101785,President,198.0,68.0,93.0,37.0,34.34,46.97,18.69,Joseph R Biden Jr,93.0,46.97,Joseph R Biden Jr,Donald J Trump,Nikki Haley,93.0,68.0,22.0,46.97,34.34,11.11
59828,101787,President,46.0,14.0,26.0,6.0,30.43,56.52,13.04,Joseph R Biden Jr,26.0,56.52,Joseph R Biden Jr,Donald J Trump,Nikki Haley,26.0,14.0,5.0,56.52,30.43,10.87
59829,101788,President,58.0,15.0,30.0,13.0,25.86,51.72,22.41,Joseph R Biden Jr,30.0,51.72,Joseph R Biden Jr,Donald J Trump,Cornel West,30.0,15.0,3.0,51.72,25.86,5.17
59830,101789,President,104.0,35.0,41.0,28.0,33.65,39.42,26.92,Joseph R Biden Jr,41.0,39.42,Joseph R Biden Jr,Donald J Trump,Nikki Haley,41.0,35.0,21.0,39.42,33.65,20.19
59831,101790,President,55.0,16.0,22.0,17.0,29.09,40.0,30.91,Joseph R Biden Jr,22.0,40.0,Joseph R Biden Jr,Donald J Trump,Nikki Haley,22.0,16.0,11.0,40.0,29.09,20.0
59833,101792,President,203.0,58.0,99.0,46.0,28.57,48.77,22.66,Joseph R Biden Jr,99.0,48.77,Joseph R Biden Jr,Donald J Trump,Nikki Haley,99.0,58.0,26.0,48.77,28.57,12.81
59834,101793,President,85.0,26.0,47.0,12.0,30.59,55.29,14.12,Joseph R Biden Jr,47.0,55.29,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,47.0,26.0,3.0,55.29,30.59,3.53
59835,101794,President,270.0,63.0,156.0,51.0,23.33,57.78,18.89,Joseph R Biden Jr,156.0,57.78,Joseph R Biden Jr,Donald J Trump,Nikki Haley,156.0,63.0,43.0,57.78,23.33,15.93
59836,101795,President,124.0,26.0,72.0,26.0,20.97,58.06,20.97,Joseph R Biden Jr,72.0,58.06,Joseph R Biden Jr,Donald J Trump,Nikki Haley,72.0,26.0,9.0,58.06,20.97,7.26
59837,101796,President,124.0,40.0,61.0,23.0,32.26,49.19,18.55,Joseph R Biden Jr,61.0,49.19,Joseph R Biden Jr,Donald J Trump,Nikki Haley,61.0,40.0,9.0,49.19,32.26,7.26
59838,101797,President,563.0,143.0,324.0,96.0,25.4,57.55,17.05,Joseph R Biden Jr,324.0,57.55,Joseph R Biden Jr,Donald J Trump,Nikki Haley,324.0,143.0,51.0,57.55,25.4,9.06
59841,101800,President,134.0,53.0,54.0,27.0,39.55,40.3,20.15,Joseph R Biden Jr,54.0,40.3,Joseph R Biden Jr,Donald J Trump,Nikki Haley,54.0,53.0,21.0,40.3,39.55,15.67
59843,101802,President,109.0,40.0,53.0,16.0,36.7,48.62,14.68,Joseph R Biden Jr,53.0,48.62,Joseph R Biden Jr,Donald J Trump,Nikki Haley,53.0,40.0,7.0,48.62,36.7,6.42
59844,101803,President,121.0,51.0,58.0,12.0,42.15,47.93,9.92,Joseph R Biden Jr,58.0,47.93,Joseph R Biden Jr,Donald J Trump,Nikki Haley,58.0,51.0,3.0,47.93,42.15,2.48
59848,101807,President,43.0,8.0,32.0,3.0,18.6,74.42,6.98,Joseph R Biden Jr,32.0,74.42,Joseph R Biden Jr,Donald J Trump,Armando Mando Perez Serrato,32.0,8.0,2.0,74.42,18.6,4.65
59849,101808,President,126.0,28.0,82.0,16.0,22.22,65.08,12.7,Joseph R Biden Jr,82.0,65.08,Joseph R Biden Jr,Donald J Trump,Nikki Haley,82.0,28.0,7.0,65.08,22.22,5.56
59850,101809,President,612.0,183.0,337.0,92.0,29.9,55.07,15.03,Joseph R Biden Jr,337.0,55.07,Joseph R Biden Jr,Donald J Trump,Nikki Haley,337.0,183.0,43.0,55.07,29.9,7.03
62081,101810,President,60.0,25.0,24.0,11.0,41.67,40.0,18.33,Donald J Trump,25.0,41.67,Donald J Trump,Joseph R Biden Jr,Nikki Haley,25.0,24.0,5.0,41.67,40.0,8.33
63001,101814,President,564.0,254.0,204.0,106.0,45.04,36.17,18.79,Donald J Trump,254.0,45.04,Donald J Trump,Joseph R Biden Jr,Nikki Haley,254.0,204.0,61.0,45.04,36.17,10.82
63002,101815,President,367.0,135.0,162.0,70.0,36.78,44.14,19.07,Joseph R Biden Jr,162.0,44.14,Joseph R Biden Jr,Donald J Trump,Nikki Haley,162.0,135.0,27.0,44.14,36.78,7.36
63005,101816,President,257.0,82.0,131.0,44.0,31.91,50.97,17.12,Joseph R Biden Jr,131.0,50.97,Joseph R Biden Jr,Donald J Trump,Nikki Haley,131.0,82.0,12.0,50.97,31.91,4.67
63009,101817,President,706.0,298.0,274.0,134.0,42.21,38.81,18.98,Donald J Trump,298.0,42.21,Donald J Trump,Joseph R Biden Jr,Nikki Haley,298.0,274.0,69.0,42.21,38.81,9.77
63010,101818,President,24.0,11.0,4.0,9.0,45.83,16.67,37.5,Donald J Trump,11.0,45.83,Donald J Trump,Nikki Haley,Joseph R Biden Jr,11.0,8.0,4.0,45.83,33.33,16.67
63011,101819,President,721.0,363.0,241.0,117.0,50.35,33.43,16.23,Donald J Trump,363.0,50.35,Donald J Trump,Joseph R Biden Jr,Nikki Haley,363.0,241.0,63.0,50.35,33.43,8.74
63014,101820,President,644.0,254.0,257.0,133.0,39.44,39.91,20.65,Joseph R Biden Jr,257.0,39.91,Joseph R Biden Jr,Donald J Trump,Nikki Haley,257.0,254.0,63.0,39.91,39.44,9.78
63018,101821,President,36.0,29.0,5.0,2.0,80.56,13.89,5.56,Donald J Trump,29.0,80.56,Donald J Trump,Joseph R Biden Jr,Nikki Haley,29.0,5.0,1.0,80.56,13.89,2.78
63019,101822,President,626.0,294.0,236.0,96.0,46.96,37.7,15.34,Donald J Trump,294.0,46.96,Donald J Trump,Joseph R Biden Jr,Nikki Haley,294.0,236.0,47.0,46.96,37.7,7.51
63023,101823,President,34.0,8.0,23.0,3.0,23.53,67.65,8.82,Joseph R Biden Jr,23.0,67.65,Joseph R Biden Jr,Donald J Trump,Nikki Haley,23.0,8.0,2.0,67.65,23.53,5.88
63024,101824,President,753.0,386.0,251.0,116.0,51.26,33.33,15.41,Donald J Trump,386.0,51.26,Donald J Trump,Joseph R Biden Jr,Nikki Haley,386.0,251.0,67.0,51.26,33.33,8.9
63026,101825,President,204.0,86.0,89.0,29.0,42.16,43.63,14.22,Joseph R Biden Jr,89.0,43.63,Joseph R Biden Jr,Donald J Trump,Nikki Haley,89.0,86.0,16.0,43.63,42.16,7.84
63027,101826,President,225.0,97.0,85.0,43.0,43.11,37.78,19.11,Donald J Trump,97.0,43.11,Donald J Trump,Joseph R Biden Jr,Nikki Haley,97.0,85.0,25.0,43.11,37.78,11.11
63028,101827,President,918.0,457.0,302.0,159.0,49.78,32.9,17.32,Donald J Trump,457.0,49.78,Donald J Trump,Joseph R Biden Jr,Nikki Haley,457.0,302.0,93.0,49.78,32.9,10.13
63029,101828,President,321.0,118.0,148.0,55.0,36.76,46.11,17.13,Joseph R Biden Jr,148.0,46.11,Joseph R Biden Jr,Donald J Trump,Nikki Haley,148.0,118.0,21.0,46.11,36.76,6.54
63031,101829,President,949.0,448.0,333.0,168.0,47.21,35.09,17.7,Donald J Trump,448.0,47.21,Donald J Trump,Joseph R Biden Jr,Nikki Haley,448.0,333.0,112.0,47.21,35.09,11.8
63032,101830,President,263.0,83.0,144.0,36.0,31.56,54.75,13.69,Joseph R Biden Jr,144.0,54.75,Joseph R Biden Jr,Donald J Trump,Nikki Haley,144.0,83.0,20.0,54.75,31.56,7.6
63034,101831,President,31.0,17.0,8.0,6.0,54.84,25.81,19.35,Donald J Trump,17.0,54.84,Donald J Trump,Joseph R Biden Jr,Nikki Haley,17.0,8.0,4.0,54.84,25.81,12.9
63036,101832,President,1550.0,607.0,657.0,286.0,39.16,42.39,18.45,Joseph R Biden Jr,657.0,42.39,Joseph R Biden Jr,Donald J Trump,Nikki Haley,657.0,607.0,166.0,42.39,39.16,10.71
63039,101834,President,403.0,158.0,178.0,67.0,39.21,44.17,16.63,Joseph R Biden Jr,178.0,44.17,Joseph R Biden Jr,Donald J Trump,Nikki Haley,178.0,158.0,32.0,44.17,39.21,7.94
63041,101835,President,546.0,218.0,241.0,87.0,39.93,44.14,15.93,Joseph R Biden Jr,241.0,44.14,Joseph R Biden Jr,Donald J Trump,Nikki Haley,241.0,218.0,41.0,44.14,39.93,7.51
63043,101836,President,579.0,182.0,309.0,88.0,31.43,53.37,15.2,Joseph R Biden Jr,309.0,53.37,Joseph R Biden Jr,Donald J Trump,Nikki Haley,309.0,182.0,35.0,53.37,31.43,6.04
63046,101838,President,309.0,105.0,164.0,40.0,33.98,53.07,12.94,Joseph R Biden Jr,164.0,53.07,Joseph R Biden Jr,Donald J Trump,Nikki Haley,164.0,105.0,14.0,53.07,33.98,4.53
63049,101839,President,145.0,25.0,94.0,26.0,17.24,64.83,17.93,Joseph R Biden Jr,94.0,64.83,Joseph R Biden Jr,Donald J Trump,Nikki Haley,94.0,25.0,10.0,64.83,17.24,6.9
63051,101840,President,118.0,38.0,59.0,21.0,32.2,50.0,17.8,Joseph R Biden Jr,59.0,50.0,Joseph R Biden Jr,Donald J Trump,Armando Mando Perez Serrato,59.0,38.0,8.0,50.0,32.2,6.78
63052,101841,President,13.0,6.0,2.0,5.0,46.15,15.38,38.46,Donald J Trump,6.0,46.15,Donald J Trump,Nikki Haley,Joseph R Biden Jr,6.0,5.0,2.0,46.15,38.46,15.38
63053,101842,President,127.0,58.0,45.0,24.0,45.67,35.43,18.9,Donald J Trump,58.0,45.67,Donald J Trump,Joseph R Biden Jr,Nikki Haley,58.0,45.0,7.0,45.67,35.43,5.51
63056,101843,President,39.0,9.0,22.0,8.0,23.08,56.41,20.51,Joseph R Biden Jr,22.0,56.41,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,22.0,9.0,2.0,56.41,23.08,5.13
63061,101844,President,376.0,195.0,117.0,64.0,51.86,31.12,17.02,Donald J Trump,195.0,51.86,Donald J Trump,Joseph R Biden Jr,Nikki Haley,195.0,117.0,57.0,51.86,31.12,15.16
63066,101845,President,91.0,45.0,21.0,25.0,49.45,23.08,27.47,Donald J Trump,45.0,49.45,Donald J Trump,Joseph R Biden Jr,Nikki Haley,45.0,21.0,21.0,49.45,23.08,23.08
63069,101846,President,316.0,128.0,139.0,49.0,40.51,43.99,15.51,Joseph R Biden Jr,139.0,43.99,Joseph R Biden Jr,Donald J Trump,Nikki Haley,139.0,128.0,21.0,43.99,40.51,6.65
63071,101847,President,449.0,218.0,153.0,78.0,48.55,34.08,17.37,Donald J Trump,218.0,48.55,Donald J Trump,Joseph R Biden Jr,Nikki Haley,218.0,153.0,44.0,48.55,34.08,9.8
63077,101848,President,318.0,140.0,111.0,67.0,44.03,34.91,21.07,Donald J Trump,140.0,44.03,Donald J Trump,Joseph R Biden Jr,Nikki Haley,140.0,111.0,45.0,44.03,34.91,14.15
63079,101849,President,194.0,110.0,53.0,31.0,56.7,27.32,15.98,Donald J Trump,110.0,56.7,Donald J Trump,Joseph R Biden Jr,Nikki Haley,110.0,53.0,25.0,56.7,27.32,12.89
63080,101850,President,233.0,116.0,89.0,28.0,49.79,38.2,12.02,Donald J Trump,116.0,49.79,Donald J Trump,Joseph R Biden Jr,Nikki Haley,116.0,89.0,15.0,49.79,38.2,6.44
63088,101853,President,284.0,154.0,80.0,50.0,54.23,28.17,17.61,Donald J Trump,154.0,54.23,Donald J Trump,Joseph R Biden Jr,Nikki Haley,154.0,80.0,29.0,54.23,28.17,10.21
63097,101854,President,173.0,88.0,51.0,34.0,50.87,29.48,19.65,Donald J Trump,88.0,50.87,Donald J Trump,Joseph R Biden Jr,Nikki Haley,88.0,51.0,19.0,50.87,29.48,10.98
63120,101861,President,14.0,2.0,10.0,2.0,14.29,71.43,14.29,Joseph R Biden Jr,10.0,71.43,Joseph R Biden Jr,Donald J Trump,Nikki Haley,10.0,2.0,2.0,71.43,14.29,14.29
63122,101863,President,45.0,12.0,24.0,9.0,26.67,53.33,20.0,Joseph R Biden Jr,24.0,53.33,Joseph R Biden Jr,Donald J Trump,Nikki Haley,24.0,12.0,6.0,53.33,26.67,13.33
63123,101864,President,606.0,242.0,274.0,90.0,39.93,45.21,14.85,Joseph R Biden Jr,274.0,45.21,Joseph R Biden Jr,Donald J Trump,Nikki Haley,274.0,242.0,38.0,45.21,39.93,6.27
63150,101866,President,1492.0,614.0,643.0,235.0,41.15,43.1,15.75,Joseph R Biden Jr,643.0,43.1,Joseph R Biden Jr,Donald J Trump,Nikki Haley,643.0,614.0,128.0,43.1,41.15,8.58
63170,101872,President,97.0,37.0,46.0,14.0,38.14,47.42,14.43,Joseph R Biden Jr,46.0,47.42,Joseph R Biden Jr,Donald J Trump,President R Boddie,46.0,37.0,4.0,47.42,38.14,4.12
63171,101873,President,40.0,28.0,7.0,5.0,70.0,17.5,12.5,Donald J Trump,28.0,70.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,28.0,7.0,5.0,70.0,17.5,12.5
63172,101874,President,8.0,6.0,1.0,1.0,75.0,12.5,12.5,Donald J Trump,6.0,75.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,6.0,1.0,1.0,75.0,12.5,12.5
63173,101875,President,31.0,13.0,14.0,4.0,41.94,45.16,12.9,Joseph R Biden Jr,14.0,45.16,Joseph R Biden Jr,Donald J Trump,Nikki Haley,14.0,13.0,4.0,45.16,41.94,12.9
63206,101883,President,12.0,10.0,2.0,0.0,83.33,16.67,0.0,Donald J Trump,10.0,83.33,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,10.0,2.0,0.0,83.33,16.67,0.0
63208,101885,President,17.0,6.0,5.0,6.0,35.29,29.41,35.29,Tie,6.0,35.29,Donald J Trump,Nikki Haley,Joseph R Biden Jr,6.0,6.0,5.0,35.29,35.29,29.41
63210,101886,President,45.0,24.0,11.0,10.0,53.33,24.44,22.22,Donald J Trump,24.0,53.33,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,24.0,11.0,6.0,53.33,24.44,13.33
63214,101890,President,16.0,10.0,0.0,6.0,62.5,0.0,37.5,Donald J Trump,10.0,62.5,Donald J Trump,Nikki Haley,Marianne Williamson,10.0,4.0,1.0,62.5,25.0,6.25
63215,101891,President,185.0,97.0,67.0,21.0,52.43,36.22,11.35,Donald J Trump,97.0,52.43,Donald J Trump,Joseph R Biden Jr,Nikki Haley,97.0,67.0,15.0,52.43,36.22,8.11
63216,101892,President,1009.0,446.0,385.0,178.0,44.2,38.16,17.64,Donald J Trump,446.0,44.2,Donald J Trump,Joseph R Biden Jr,Nikki Haley,446.0,385.0,117.0,44.2,38.16,11.6
63219,101894,President,43.0,17.0,23.0,3.0,39.53,53.49,6.98,Joseph R Biden Jr,23.0,53.49,Joseph R Biden Jr,Donald J Trump,Vivek Ramaswamy,23.0,17.0,1.0,53.49,39.53,2.33
63221,101896,President,106.0,34.0,50.0,22.0,32.08,47.17,20.75,Joseph R Biden Jr,50.0,47.17,Joseph R Biden Jr,Donald J Trump,Nikki Haley,50.0,34.0,10.0,47.17,32.08,9.43
63231,101905,President,439.0,243.0,107.0,89.0,55.35,24.37,20.27,Donald J Trump,243.0,55.35,Donald J Trump,Joseph R Biden Jr,Nikki Haley,243.0,107.0,75.0,55.35,24.37,17.08
63236,101907,President,137.0,73.0,35.0,29.0,53.28,25.55,21.17,Donald J Trump,73.0,53.28,Donald J Trump,Joseph R Biden Jr,Nikki Haley,73.0,35.0,10.0,53.28,25.55,7.3
63251,101910,President,45.0,14.0,25.0,6.0,31.11,55.56,13.33,Joseph R Biden Jr,25.0,55.56,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,25.0,14.0,2.0,55.56,31.11,4.44
63252,101911,President,50.0,21.0,20.0,9.0,42.0,40.0,18.0,Donald J Trump,21.0,42.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,21.0,20.0,5.0,42.0,40.0,10.0
63262,101916,President,564.0,228.0,231.0,105.0,40.43,40.96,18.62,Joseph R Biden Jr,231.0,40.96,Joseph R Biden Jr,Donald J Trump,Nikki Haley,231.0,228.0,69.0,40.96,40.43,12.23
63347,101917,President,1115.0,565.0,340.0,210.0,50.67,30.49,18.83,Donald J Trump,565.0,50.67,Donald J Trump,Joseph R Biden Jr,Nikki Haley,565.0,340.0,139.0,50.67,30.49,12.47
63348,101918,President,30.0,11.0,16.0,3.0,36.67,53.33,10.0,Joseph R Biden Jr,16.0,53.33,Joseph R Biden Jr,Donald J Trump,Cornel West,16.0,11.0,1.0,53.33,36.67,3.33
63351,101919,President,62.0,25.0,22.0,15.0,40.32,35.48,24.19,Donald J Trump,25.0,40.32,Donald J Trump,Joseph R Biden Jr,Nikki Haley,25.0,22.0,9.0,40.32,35.48,14.52
63353,101920,President,16.0,7.0,6.0,3.0,43.75,37.5,18.75,Donald J Trump,7.0,43.75,Donald J Trump,Joseph R Biden Jr,Rachel Swift,7.0,6.0,1.0,43.75,37.5,6.25
63358,101921,President,32.0,17.0,5.0,10.0,53.12,15.62,31.25,Donald J Trump,17.0,53.12,Donald J Trump,Nikki Haley,Joseph R Biden Jr,17.0,7.0,5.0,53.12,21.88,15.62
63361,101922,President,28.0,14.0,13.0,1.0,50.0,46.43,3.57,Donald J Trump,14.0,50.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,14.0,13.0,1.0,50.0,46.43,3.57
63362,101923,President,490.0,215.0,182.0,93.0,43.88,37.14,18.98,Donald J Trump,215.0,43.88,Donald J Trump,Joseph R Biden Jr,Nikki Haley,215.0,182.0,53.0,43.88,37.14,10.82
63372,101925,President,32.0,5.0,22.0,5.0,15.62,68.75,15.62,Joseph R Biden Jr,22.0,68.75,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,22.0,5.0,2.0,68.75,15.62,6.25
63373,101926,President,174.0,59.0,98.0,17.0,33.91,56.32,9.77,Joseph R Biden Jr,98.0,56.32,Joseph R Biden Jr,Donald J Trump,Nikki Haley,98.0,59.0,7.0,56.32,33.91,4.02
63374,101927,President,264.0,82.0,129.0,53.0,31.06,48.86,20.08,Joseph R Biden Jr,129.0,48.86,Joseph R Biden Jr,Donald J Trump,Nikki Haley,129.0,82.0,18.0,48.86,31.06,6.82
63377,101929,President,661.0,340.0,202.0,119.0,51.44,30.56,18.0,Donald J Trump,340.0,51.44,Donald J Trump,Joseph R Biden Jr,Nikki Haley,340.0,202.0,81.0,51.44,30.56,12.25
63383,101930,President,99.0,60.0,29.0,10.0,60.61,29.29,10.1,Donald J Trump,60.0,60.61,Donald J Trump,Joseph R Biden Jr,Nikki Haley,60.0,29.0,8.0,60.61,29.29,8.08
63384,101931,President,945.0,459.0,275.0,211.0,48.57,29.1,22.33,Donald J Trump,459.0,48.57,Donald J Trump,Joseph R Biden Jr,Nikki Haley,459.0,275.0,144.0,48.57,29.1,15.24
63390,101934,President,559.0,267.0,196.0,96.0,47.76,35.06,17.17,Donald J Trump,267.0,47.76,Donald J Trump,Joseph R Biden Jr,Nikki Haley,267.0,196.0,56.0,47.76,35.06,10.02
63391,101935,President,104.0,57.0,28.0,19.0,54.81,26.92,18.27,Donald J Trump,57.0,54.81,Donald J Trump,Joseph R Biden Jr,Nikki Haley,57.0,28.0,16.0,54.81,26.92,15.38
63800,101936,President,106.0,53.0,44.0,9.0,50.0,41.51,8.49,Donald J Trump,53.0,50.0,Donald J Trump,Joseph R Biden Jr,Nikki Haley,53.0,44.0,5.0,50.0,41.51,4.72
63807,101942,President,527.0,248.0,197.0,82.0,47.06,37.38,15.56,Donald J Trump,248.0,47.06,Donald J Trump,Joseph R Biden Jr,Nikki Haley,248.0,197.0,41.0,47.06,37.38,7.78
63809,101943,President,13.0,8.0,5.0,0.0,61.54,38.46,0.0,Donald J Trump,8.0,61.54,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,8.0,5.0,0.0,61.54,38.46,0.0
63811,101945,President,102.0,34.0,45.0,23.0,33.33,44.12,22.55,Joseph R Biden Jr,45.0,44.12,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,45.0,34.0,8.0,44.12,33.33,7.84
63815,101949,President,185.0,57.0,102.0,26.0,30.81,55.14,14.05,Joseph R Biden Jr,102.0,55.14,Joseph R Biden Jr,Donald J Trump,Nikki Haley,102.0,57.0,8.0,55.14,30.81,4.32
63818,101951,President,348.0,120.0,155.0,73.0,34.48,44.54,20.98,Joseph R Biden Jr,155.0,44.54,Joseph R Biden Jr,Donald J Trump,Nikki Haley,155.0,120.0,37.0,44.54,34.48,10.63
63823,101956,President,81.0,30.0,35.0,16.0,37.04,43.21,19.75,Joseph R Biden Jr,35.0,43.21,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,35.0,30.0,5.0,43.21,37.04,6.17
63825,101957,President,57.0,25.0,21.0,11.0,43.86,36.84,19.3,Donald J Trump,25.0,43.86,Donald J Trump,Joseph R Biden Jr,Nikki Haley,25.0,21.0,7.0,43.86,36.84,12.28
63831,101962,President,33.0,13.0,14.0,6.0,39.39,42.42,18.18,Joseph R Biden Jr,14.0,42.42,Joseph R Biden Jr,Donald J Trump,Dean Phillips,14.0,13.0,2.0,42.42,39.39,6.06
63832,101963,President,223.0,83.0,105.0,35.0,37.22,47.09,15.7,Joseph R Biden Jr,105.0,47.09,Joseph R Biden Jr,Donald J Trump,Nikki Haley,105.0,83.0,10.0,47.09,37.22,4.48
63833,101964,President,294.0,146.0,103.0,45.0,49.66,35.03,15.31,Donald J Trump,146.0,49.66,Donald J Trump,Joseph R Biden Jr,Nikki Haley,146.0,103.0,24.0,49.66,35.03,8.16
63834,101965,President,609.0,313.0,204.0,92.0,51.4,33.5,15.11,Donald J Trump,313.0,51.4,Donald J Trump,Joseph R Biden Jr,Nikki Haley,313.0,204.0,48.0,51.4,33.5,7.88
63838,101967,President,442.0,175.0,193.0,74.0,39.59,43.67,16.74,Joseph R Biden Jr,193.0,43.67,Joseph R Biden Jr,Donald J Trump,Nikki Haley,193.0,175.0,35.0,43.67,39.59,7.92
63841,101969,President,186.0,52.0,104.0,30.0,27.96,55.91,16.13,Joseph R Biden Jr,104.0,55.91,Joseph R Biden Jr,Donald J Trump,Nikki Haley,104.0,52.0,11.0,55.91,27.96,5.91
63845,101973,President,89.0,23.0,47.0,19.0,25.84,52.81,21.35,Joseph R Biden Jr,47.0,52.81,Joseph R Biden Jr,Donald J Trump,Marianne Williamson,47.0,23.0,6.0,52.81,25.84,6.74
65081,101991,President,329.0,220.0,68.0,41.0,66.87,20.67,12.46,Donald J Trump,220.0,66.87,Donald J Trump,Joseph R Biden Jr,Nikki Haley,220.0,68.0,30.0,66.87,20.67,9.12
65087,101993,President,200.0,57.0,105.0,38.0,28.5,52.5,19.0,Joseph R Biden Jr,105.0,52.5,Joseph R Biden Jr,Donald J Trump,Nikki Haley,105.0,57.0,12.0,52.5,28.5,6.0
65091,101994,President,89.0,33.0,43.0,13.0,37.08,48.31,14.61,Joseph R Biden Jr,43.0,48.31,Joseph R Biden Jr,Donald J Trump,Nikki Haley,43.0,33.0,6.0,48.31,37.08,6.74
65800,101998,President,15.0,9.0,5.0,1.0,60.0,33.33,6.67,Donald J Trump,9.0,60.0,Donald J Trump,Joseph R Biden Jr,Ron Desantis,9.0,5.0,1.0,60.0,33.33,6.67
67114,102000,President,765.0,359.0,258.0,148.0,46.93,33.73,19.35,Donald J Trump,359.0,46.93,Donald J Trump,Joseph R Biden Jr,Nikki Haley,359.0,258.0,114.0,46.93,33.73,14.9
67117,102001,President,1214.0,574.0,432.0,208.0,47.28,35.58,17.13,Donald J Trump,574.0,47.28,Donald J Trump,Joseph R Biden Jr,Nikki Haley,574.0,432.0,137.0,47.28,35.58,11.29
67118,102002,President,1071.0,466.0,375.0,230.0,43.51,35.01,21.48,Donald J Trump,466.0,43.51,Donald J Trump,Joseph R Biden Jr,Nikki Haley,466.0,375.0,139.0,43.51,35.01,12.98
67121,102003,President,1315.0,643.0,417.0,255.0,48.9,31.71,19.39,Donald J Trump,643.0,48.9,Donald J Trump,Joseph R Biden Jr,Nikki Haley,643.0,417.0,189.0,48.9,31.71,14.37
67804,102006,President,135.0,59.0,62.0,14.0,43.7,45.93,10.37,Joseph R Biden Jr,62.0,45.93,Joseph R Biden Jr,Donald J Trump,Nikki Haley,62.0,59.0,8.0,45.93,43.7,5.93
68007,102007,President,34.0,11.0,19.0,4.0,32.35,55.88,11.76,Joseph R Biden Jr,19.0,55.88,Joseph R Biden Jr,Donald J Trump,Nikki Haley,19.0,11.0,3.0,55.88,32.35,8.82
68050,102010,President,695.0,341.0,256.0,98.0,49.06,36.83,14.1,Donald J Trump,341.0,49.06,Donald J Trump,Joseph R Biden Jr,Marianne Williamson,341.0,256.0,25.0,49.06,36.83,3.6
