Rk,Date,Tm,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,WPA,RE24,aLI,LOB,#,Attendance,GmLen,Temp,WindDir,WindSpd,Prec,Sky
19,9/5/20,LAD,COL,L 2-5,35,32,2,6,3,0,0,2,3,0,8,0,0,0,0,1,0,0,-0.354,-2.884,1.198,6,9,,165,101,ltor,5,none,sunny
20,9/5/20,COL,LAD,W 5-2,35,34,5,7,3,0,1,4,1,1,14,0,0,0,0,0,0,0,0.145,0.117,1.027,3,12,,165,101,ltor,5,none,sunny
21,8/28/20,ARI,SFG,W 7-4,37,30,7,9,3,0,0,6,4,0,6,2,0,1,0,1,0,0,0.218,2.659,0.531,6,9,,169,108,,5,none,sunny
22,8/28/20,SFG,ARI,L 4-7,36,34,4,9,1,1,2,4,1,0,6,1,0,0,0,2,0,0,-0.283,-0.884,0.494,5,11,,169,108,,5,none,sunny
23,8/26/20,ARI,COL,L 7-8,43,35,7,9,2,1,0,7,6,1,6,1,0,1,0,0,1,0,-0.367,2.116,1.534,9,11,,223,107,torf,6,none,cloudy
24,8/26/20,COL,ARI,W 8-7,45,37,8,11,2,0,2,8,8,1,14,0,0,0,0,0,3,0,0.136,3.118,0.88,10,9,,223,107,torf,6,none,cloudy
25,8/24/20,ARI,COL,L 2-3,35,31,2,6,0,0,2,2,3,0,5,1,0,0,0,0,0,0,-0.638,-2.883,1.495,6,9,,199,113,,4,none,cloudy
26,8/24/20,COL,ARI,W 3-2,37,31,3,8,1,0,1,3,4,2,6,1,0,1,0,3,1,0,-0.137,-1.882,1.103,7,10,,199,113,,4,none,cloudy
27,8/18/20,LAD,SEA,W 2-1,31,29,2,6,1,0,0,2,2,0,11,0,0,0,0,1,1,0,-0.055,-2.341,1.244,5,9,,158,102,tocf,3,none,sunny
28,8/18/20,SEA,LAD,L 1-2,33,30,1,3,1,0,0,1,2,0,6,1,0,0,1,0,3,0,-0.554,-3.885,1.453,5,10,,158,102,tocf,3,none,sunny
29,8/14/20,ARI,SDP,W 5-1,35,32,5,8,1,0,1,5,2,1,11,0,0,1,0,0,0,0,-0.098,0.661,0.667,6,10,,183,113,torf,13,none,sunny
30,8/14/20,SDP,ARI,L 1-5,36,34,1,6,2,0,0,1,2,1,9,0,0,0,1,0,2,0,-0.597,-3.882,1.246,8,10,,183,113,torf,13,none,sunny
31,6/25/19,ARI,LAD,L 2-3,35,33,2,6,2,0,0,2,2,0,9,0,0,0,0,0,1,0,-0.6,-2.812,1.402,6,13,"27,927",187,103,torf,12,,cloudy
32,6/25/19,LAD,ARI,W 3-2,36,30,3,5,2,0,2,3,4,1,10,1,1,0,0,0,3,0,-0.097,-1.812,1.137,6,16,"27,927",187,103,torf,12,,cloudy
33,6/24/19,ARI,LAD,W 8-5,37,33,8,11,0,0,2,8,3,0,5,0,0,1,0,1,1,0,0.37,3.724,0.912,5,16,"24,675",192,103,torf,13,,sunny
34,6/24/19,LAD,ARI,L 5-8,42,37,5,10,2,0,0,5,3,2,11,2,0,0,1,1,0,0,-0.131,0.188,1.727,10,16,"24,675",192,103,torf,13,,sunny
35,6/21/19,ARI,SFG,L 5-11,40,35,5,10,2,1,1,5,3,0,9,1,1,0,1,1,1,0,-0.037,0.188,0.798,8,14,"29,312",189,102,torf,17,,sunny
36,6/21/19,SFG,ARI,W 11-5,43,37,11,11,4,1,2,11,5,1,8,1,0,0,0,1,0,0,0.464,6.188,0.808,5,15,"29,312",189,102,torf,17,,sunny
37,6/19/19,ARI,COL,L 4-6,39,36,4,10,0,0,1,4,2,0,7,1,0,0,2,2,2,0,-0.231,-0.813,1.331,8,13,"21,773",175,103,fromrf,3,,sunny
38,6/19/19,COL,ARI,W 6-4,37,37,6,14,2,0,1,6,0,0,4,0,0,0,0,1,0,1,0.269,1.187,0.835,4,15,"21,773",175,103,fromrf,3,,sunny
39,6/18/19,ARI,COL,L 1-8,38,34,1,7,1,0,0,1,4,0,6,0,0,0,1,1,0,0,-0.216,-3.811,0.727,10,14,"22,954",171,103,ltor,10,,sunny
40,6/18/19,COL,ARI,W 8-1,42,38,8,12,4,0,1,7,2,1,7,0,0,1,0,0,0,0,0.282,3.187,0.523,7,13,"22,954",171,103,ltor,10,,sunny
41,7/26/18,OAK,TEX,W 7-6,39,35,7,10,0,4,1,6,2,0,6,1,0,1,0,0,0,0,0.282,1.937,0.918,5,11,"20,533",207,101,fromcf,7,,cloudy
42,7/26/18,TEX,OAK,L 6-7,43,36,6,10,2,1,0,5,5,0,11,1,1,0,1,1,0,0,-0.219,0.938,2.16,10,12,"20,533",207,101,fromcf,7,,cloudy
43,7/25/18,OAK,TEX,W 6-5,41,36,6,12,2,0,2,6,5,0,7,0,0,0,0,2,0,1,0.407,0.936,1.33,8,11,"20,549",228,100,rtol,7,,sunny
44,7/25/18,TEX,OAK,L 5-6,36,33,5,8,2,0,1,5,3,0,12,0,0,0,0,0,1,3,-0.093,-0.061,0.868,4,11,"20,549",228,100,rtol,7,,sunny
45,7/22/18,CLE,TEX,L 0-5,36,30,0,5,2,0,0,0,5,0,4,1,0,0,1,1,0,0,-0.535,-5.062,1.431,9,9,"21,829",153,102,fromlf,4,,sunny
46,7/22/18,TEX,CLE,W 5-0,34,29,5,7,0,0,2,5,4,0,8,0,0,1,0,1,4,0,-0.037,0.499,0.824,5,11,"21,829",153,102,fromlf,4,,sunny
47,7/21/18,CLE,TEX,W 16-3,50,47,16,21,8,1,3,15,2,0,3,1,0,0,0,0,0,0,0.25,10.937,0.488,7,13,"31,532",191,107,rtol,5,,sunny
48,7/21/18,TEX,CLE,L 3-16,35,33,3,8,0,1,1,3,2,0,9,0,0,0,0,2,1,0,-0.251,-2.063,0.382,5,12,"31,532",191,107,rtol,5,,sunny
49,7/20/18,CLE,TEX,W 9-8,51,46,9,17,2,1,2,9,4,0,6,1,0,0,0,1,3,1,0.575,2.813,1.264,9,12,"28,253",288,107,rtol,11,,sunny
50,7/20/18,TEX,CLE,L 8-9,56,48,8,17,1,0,3,8,8,0,15,0,0,0,0,1,2,0,0.074,1.811,1.839,15,13,"28,253",288,107,rtol,11,,sunny
51,7/7/18,LAA,LAD,L 1-3,35,32,1,4,0,0,1,1,1,0,9,2,0,0,1,0,0,0,-0.572,-3.512,1.201,7,10,"44,409",198,100,torf,7,,
52,7/7/18,LAD,LAA,W 3-1,36,30,3,4,0,0,1,3,5,0,14,0,1,0,0,0,0,0,-0.07,-1.51,0.973,6,10,"44,409",198,100,torf,7,,
53,7/6/18,LAA,LAD,W 3-2,35,31,3,5,1,0,0,1,4,1,14,0,0,0,0,0,1,0,0.305,-1.278,1.97,6,10,"44,323",192,108,torf,7,,sunny
54,7/6/18,LAD,LAA,L 2-3,34,31,2,4,1,0,0,2,3,0,12,0,0,0,1,0,0,0,-0.194,-2.511,0.867,5,10,"44,323",192,108,torf,7,,sunny
55,7/3/18,TEX,HOU,L 3-5,38,34,3,7,2,0,0,3,4,0,10,0,0,0,0,0,1,0,-0.37,-2.064,1.44,8,10,"40,165",207,102,,6,,sunny
56,7/3/18,HOU,TEX,W 5-3,39,32,5,9,2,0,2,5,4,0,7,2,1,0,0,0,0,1,0.13,-0.063,0.668,7,11,"40,165",207,102,,6,,sunny
57,6/27/18,SDP,TEX,L 2-5,33,31,2,4,2,0,0,2,2,0,9,0,0,0,0,0,0,0,-0.393,-3.062,1.112,4,9,"21,365",144,101,rtol,12,,sunny
58,6/27/18,TEX,SDP,W 5-2,40,34,5,12,6,0,1,5,2,0,4,3,1,0,0,0,1,0,0.109,0.501,0.687,11,10,"21,365",144,101,rtol,12,,sunny
59,6/10/17,ARI,MIL,W 3-2,35,29,3,6,1,1,1,3,6,1,6,0,0,0,0,1,0,0,0.008,-1.465,1.135,8,13,"40,195",163,100,ltor,9,,sunny
60,6/10/17,MIL,ARI,L 2-3,31,27,2,2,0,0,1,2,2,0,6,1,1,0,0,0,0,1,-0.493,-3.025,1.227,2,13,"40,195",163,100,ltor,9,,sunny
61,6/9/17,ARI,MIL,L 6-8,41,35,6,8,2,1,1,6,4,0,8,1,0,1,1,0,0,0,-0.096,0.975,1.534,8,16,"25,009",218,104,ltor,16,,sunny
62,6/9/17,MIL,ARI,W 8-6,46,37,8,14,6,0,1,7,5,2,10,0,3,1,0,0,2,0,0.405,2.976,0.997,11,18,"25,009",218,104,ltor,16,,sunny
63,5/23/17,ARI,CHW,W 5-4,31,31,5,9,1,1,2,5,0,0,6,0,0,0,0,1,1,0,0.137,0.534,0.658,2,15,"17,865",176,103,torf,9,,cloudy
64,5/23/17,CHW,ARI,L 4-5,39,36,4,10,1,0,3,4,3,1,7,0,0,0,0,1,0,0,-0.361,-1.024,1.715,8,17,"17,865",176,103,torf,9,,cloudy
65,5/22/17,ARI,CHW,W 5-1,33,30,5,7,0,1,2,4,3,0,4,0,0,0,1,2,0,1,0.15,0.535,0.632,4,10,"18,333",159,103,ltor,8,,cloudy
66,5/22/17,CHW,ARI,L 1-5,31,30,1,4,1,0,1,1,1,0,12,0,0,0,0,1,0,0,-0.352,-4.024,0.643,3,14,"18,333",159,103,ltor,8,,cloudy
67,6/11/16,ARI,MIA,W 5-3,31,31,5,7,1,1,2,5,0,0,12,0,0,0,0,0,0,0,0.273,0.758,0.729,2,13,"33,442",153,100,,10,,sunny
68,6/11/16,MIA,ARI,L 3-5,40,36,3,9,0,1,2,3,3,0,6,1,0,0,1,1,0,0,-0.229,-1.771,1.34,10,14,"33,442",153,100,,10,,sunny
69,5/13/16,ARI,SFG,L 1-3,33,33,1,8,1,1,0,1,0,0,5,0,0,0,0,2,0,0,-0.482,-3.771,1.117,5,14,"21,753",180,101,,9,,sunny
70,5/13/16,SFG,ARI,W 3-1,34,30,3,8,1,0,1,3,4,0,3,0,0,0,0,5,0,0,0.019,-1.77,0.945,4,11,"21,753",180,101,,9,,sunny
71,10/1/15,ARI,COL,W 8-6,37,34,8,12,3,1,1,7,2,1,5,0,0,1,0,1,2,0,0.805,4.097,1.253,5,16,"20,826",190,104,ltor,11,,sunny
72,10/1/15,COL,ARI,L 6-8,40,38,6,12,6,0,0,5,2,0,8,0,0,0,0,0,0,0,0.305,1.609,1.215,7,16,"20,826",190,104,ltor,11,,sunny
73,9/30/15,ARI,COL,W 3-1,38,30,3,8,3,1,0,3,6,0,7,0,0,2,0,0,0,0,0.053,-0.9,1.243,11,16,"18,529",178,105,ltor,10,,sunny
74,9/30/15,COL,ARI,L 1-3,36,31,1,5,1,1,0,1,4,1,9,0,0,1,0,0,0,0,-0.449,-3.388,1.098,8,16,"18,529",178,105,ltor,10,,sunny
75,8/5/15,HOU,TEX,L 3-4,39,30,3,4,1,0,0,3,8,0,5,1,0,0,0,1,3,0,-0.42,-1.598,1.83,9,11,"31,782",203,100,tolf,11,,sunny
76,8/5/15,TEX,HOU,W 4-3,34,30,4,7,0,0,1,4,2,0,8,0,1,1,2,1,1,0,0.08,-0.089,0.692,6,10,"31,782",203,100,tolf,11,,sunny
77,7/30/15,NYY,TEX,L 6-7,42,36,6,11,0,1,3,6,4,0,6,1,0,1,0,1,0,0,0.054,1.4,1.485,9,10,"34,407",211,101,ltor,5,,sunny
78,7/30/15,TEX,NYY,W 7-6,41,35,7,12,0,0,3,7,5,0,9,1,0,0,0,2,1,0,0.554,2.843,1.969,8,12,"34,407",211,101,ltor,5,,sunny
79,6/2/15,ARI,ATL,W 7-6,43,32,7,9,1,0,1,7,10,2,4,0,1,0,0,1,2,0,0.646,3.097,1.324,12,15,"17,101",198,100,torf,8,,sunny
80,6/2/15,ATL,ARI,L 6-7,38,36,6,10,4,0,0,6,2,0,5,0,0,0,0,1,1,0,0.147,1.612,1.421,5,15,"17,101",198,100,torf,8,,sunny
81,7/27/14,TEX,OAK,L 3-9,37,34,3,8,1,0,2,3,2,0,5,1,0,0,0,1,0,0,-0.099,-1.35,0.541,7,10,"38,915",206,100,fromcf,3,,sunny
82,7/27/14,OAK,TEX,W 9-3,45,40,9,11,4,0,0,8,5,0,2,0,0,0,2,0,0,0,0.402,4.651,0.53,9,9,"38,915",206,100,fromcf,3,,sunny
83,6/17/14,ARI,MIL,L 5-7,40,35,5,7,1,0,1,5,3,0,7,2,0,0,1,0,0,0,0.057,0.944,1.046,8,13,"18,148",172,100,rtol,16,,sunny
84,6/17/14,MIL,ARI,W 7-5,39,37,7,11,1,2,3,7,0,0,13,1,0,1,0,0,0,0,0.558,2.943,0.922,5,14,"18,148",172,100,rtol,16,,sunny
85,6/16/14,ARI,MIL,L 3-9,36,34,3,11,0,0,0,3,0,0,9,1,1,0,0,3,0,0,-0.122,-1.057,1.03,6,13,"18,262",180,101,torf,11,,sunny
86,6/16/14,MIL,ARI,W 9-3,39,35,9,12,2,2,1,8,3,0,3,1,0,0,0,2,1,1,0.38,4.944,0.977,3,14,"18,262",180,101,torf,11,,sunny
87,5/31/14,ARI,CIN,L 0-5,35,32,0,6,2,0,0,0,2,0,9,1,0,0,0,1,0,0,-0.272,-4.058,0.651,8,16,"23,765",177,105,ltor,12,,sunny
88,5/31/14,CIN,ARI,W 5-0,38,35,5,11,3,0,0,5,1,1,8,1,1,0,0,1,1,0,0.227,0.944,0.628,6,13,"23,765",177,105,ltor,12,,sunny
89,5/30/14,ARI,CIN,L 4-6,36,34,4,7,3,0,0,3,1,0,8,0,1,0,1,0,1,0,-0.221,-0.056,1.516,5,13,"19,826",160,102,ltor,8,,sunny
90,5/30/14,CIN,ARI,W 6-4,36,35,6,11,1,0,2,6,1,0,5,0,0,0,0,2,1,1,0.281,1.944,0.766,3,15,"19,826",160,102,ltor,8,,sunny
91,5/28/14,ARI,SDP,W 12-6,45,40,12,17,4,0,2,12,3,0,9,1,1,0,1,0,0,0,0.437,8.393,0.274,9,15,"22,233",209,100,,8,,dome
92,5/28/14,SDP,ARI,L 6-12,42,39,6,11,1,2,1,6,2,0,8,1,0,0,1,1,0,0,-0.063,1.944,0.186,9,17,"22,233",209,100,,8,,dome
93,5/27/14,ARI,SDP,L 3-4,38,31,3,6,2,0,1,3,5,1,4,0,1,0,0,1,1,0,-0.249,-1.056,1.832,8,14,"17,862",173,103,ltor,10,,sunny
94,5/27/14,SDP,ARI,W 4-3,38,37,4,10,2,0,1,4,1,0,14,0,0,0,0,0,0,0,0.251,-0.057,0.973,7,16,"17,862",173,103,ltor,10,,sunny
95,5/16/14,ARI,LAD,L 0-7,32,29,0,5,0,0,0,0,3,0,8,0,0,0,0,3,0,0,-0.292,-4.058,0.661,5,12,"31,154",174,100,ltor,8,,overcast
96,5/16/14,LAD,ARI,W 7-0,42,37,7,10,4,0,2,7,5,0,8,0,0,0,0,0,0,0,0.209,2.943,0.436,8,10,"31,154",174,100,ltor,8,,overcast
97,9/17/13,ARI,LAD,L 3-9,37,33,3,8,2,0,1,3,4,0,5,0,0,0,0,2,0,0,-0.11,-1.067,0.378,7,23,"26,304",212,102,ltor,5,,cloudy
98,9/17/13,LAD,ARI,W 9-3,45,38,9,12,3,1,2,9,7,0,6,0,0,0,0,0,0,0,0.391,4.934,0.302,9,17,"26,304",212,102,ltor,5,,cloudy
99,9/16/13,ARI,LAD,W 2-1,27,26,2,2,0,0,1,2,1,0,4,0,0,0,0,0,0,0,-0.064,-1.617,0.53,1,14,"24,933",151,101,fromcf,5,,sunny
100,9/16/13,LAD,ARI,L 1-2,36,31,1,4,1,0,0,1,4,0,9,1,0,0,0,0,0,0,-0.564,-3.067,2.13,8,12,"24,933",151,101,fromcf,5,,sunny
101,8/31/13,MIN,TEX,L 1-2,33,29,1,5,0,0,1,1,3,0,11,0,1,0,0,0,0,1,-0.585,-3.489,1.306,5,10,"36,041",182,100,rtol,2,,sunny
102,8/31/13,TEX,MIN,W 2-1,37,34,2,9,1,0,0,2,2,1,9,0,0,1,0,0,0,0,-0.085,-1.719,1.583,9,12,"36,041",182,100,rtol,2,,sunny
103,8/30/13,TEX,MIN,L 2-3,35,32,2,6,1,1,1,2,3,0,4,0,0,0,0,1,2,0,-0.472,-2.492,1.173,6,11,"34,815",165,100,,3,,sunny
104,8/30/13,MIN,TEX,W 3-2,32,30,3,6,1,0,2,3,2,0,13,0,0,0,0,1,0,1,0.029,-1.492,0.878,2,9,"34,815",165,100,,3,,sunny
105,8/1/13,ARI,TEX,L 1-7,34,34,1,8,0,0,0,1,0,0,14,0,0,0,0,1,1,0,-0.275,-3.49,0.535,6,10,"41,569",167,101,tocf,5,,sunny
106,8/1/13,TEX,ARI,W 7-1,37,35,7,11,3,0,3,7,1,0,6,1,0,0,1,0,1,0,0.224,3.009,0.31,6,10,"41,569",167,101,tocf,5,,sunny
107,7/31/13,LAA,TEX,L 1-2,35,30,1,4,0,0,1,1,4,1,7,0,1,0,0,0,0,0,-0.501,-3.491,1.435,7,10,"39,391",150,100,fromrf,3,,cloudy
108,7/31/13,TEX,LAA,W 2-1,31,29,2,9,0,0,2,2,2,0,1,0,0,0,0,1,0,1,-0.003,-1.991,1.188,5,9,"39,391",150,100,fromrf,3,,cloudy
109,6/28/13,CIN,TEX,L 0-4,34,33,0,8,1,0,0,0,1,0,4,0,0,0,0,2,0,0,-0.335,-4.489,0.826,7,9,"41,218",171,100,ltor,11,,sunny
110,6/28/13,TEX,CIN,W 4-0,36,30,4,7,0,0,0,4,6,0,7,0,0,0,0,1,3,0,0.168,0.008,0.683,8,9,"41,218",171,100,ltor,11,,sunny
111,10/2/12,ARI,COL,W 5-3,38,35,5,11,2,0,2,5,3,0,5,0,0,0,0,2,0,0,0.672,0.693,1.798,7,14,"22,466",171,100,tocf,2,,sunny
112,10/2/12,COL,ARI,L 3-5,37,36,3,10,4,1,0,2,1,1,9,0,0,0,0,1,1,0,0.172,-1.409,1.13,7,14,"22,466",171,100,tocf,2,,sunny
113,9/19/12,ARI,SDP,W 6-2,35,32,6,9,4,2,0,4,0,0,7,2,1,0,0,0,0,0,0.273,2.082,0.896,5,14,"21,013",161,104,tolf,6,,sunny
114,9/19/12,SDP,ARI,L 2-6,35,31,2,7,1,0,0,2,4,0,4,0,0,0,0,2,0,0,-0.227,-2.409,1.13,6,13,"21,013",161,104,tolf,6,,sunny
115,8/12/12,TEX,DET,W 8-3,37,34,8,11,2,0,1,5,2,1,4,0,0,1,0,1,3,0,0.275,3.679,0.342,5,9,"45,752",185,100,fromcf,12,,sunny
116,8/12/12,DET,TEX,L 3-8,38,32,3,6,3,0,0,3,6,1,10,0,0,0,0,1,0,0,-0.225,-1.863,0.754,8,10,"45,752",185,100,fromcf,12,,sunny
117,8/2/12,LAA,TEX,L 9-15,45,37,9,13,4,0,3,9,5,0,10,0,2,1,1,0,2,1,0.385,4.139,1.119,9,11,"40,281",241,102,fromrf,14,,sunny
118,8/2/12,TEX,LAA,W 15-9,48,42,15,18,6,0,2,15,5,0,9,1,0,0,1,0,1,0,0.887,10.678,1.106,9,11,"40,281",241,102,fromrf,14,,sunny
119,8/1/12,TEX,LAA,W 11-10,47,42,11,17,4,0,2,11,4,0,4,0,0,1,1,2,2,1,1.133,6.55,1.922,8,10,"42,832",241,105,fromrf,12,,sunny
120,8/1/12,LAA,TEX,L 10-11,49,40,10,10,3,0,3,9,8,1,16,1,0,0,0,0,1,0,0.633,4.598,0.647,9,10,"42,832",241,105,fromrf,12,,sunny
121,7/31/12,LAA,TEX,W 6-2,39,35,6,9,1,0,3,6,4,0,6,0,0,0,0,1,0,0,0.119,1.134,0.496,6,9,"34,918",157,103,torf,7,,sunny
122,7/31/12,TEX,LAA,L 2-6,33,32,2,5,1,0,0,2,1,0,5,0,0,0,0,0,0,0,-0.381,-2.861,0.778,4,9,"34,918",157,103,torf,7,,sunny
123,7/31/12,CLE,KCR,L 3-8,38,33,3,8,3,0,0,2,5,0,9,0,0,0,1,1,0,0,0.069,-1.551,0.728,8,10,"18,569",166,100,fromrf,9,,sunny
124,7/31/12,KCR,CLE,W 8-3,40,37,8,14,4,2,0,7,2,0,4,0,1,0,0,0,1,0,0.569,3.955,0.696,8,9,"18,569",166,100,fromrf,9,,sunny
125,7/30/12,LAA,TEX,W 15-8,46,42,15,16,2,0,4,15,4,2,9,0,0,0,0,0,1,1,0.546,10.138,0.661,4,10,"36,111",186,102,fromlf,11,,sunny
126,7/30/12,TEX,LAA,L 8-15,41,37,8,12,3,0,3,8,2,0,4,0,0,2,0,0,0,0,0.046,3.139,0.516,6,12,"36,111",186,102,fromlf,11,,sunny
127,7/29/12,CHW,TEX,L 0-2,33,33,0,7,1,0,0,0,0,0,6,0,0,0,0,1,0,0,-0.596,-4.863,1.097,6,9,"46,744",158,104,fromcf,8,,sunny
128,7/29/12,TEX,CHW,W 2-0,39,32,2,8,2,0,0,1,5,0,2,2,0,0,1,0,1,0,-0.096,-2.322,0.968,13,9,"46,744",158,104,fromcf,8,,sunny
129,7/28/12,TEX,CHW,L 2-5,35,33,2,5,2,1,1,2,2,0,7,0,0,0,2,1,2,0,-0.348,-2.861,0.999,6,10,"47,580",161,100,rtol,8,,sunny
130,7/28/12,CHW,TEX,W 5-2,37,33,5,7,2,0,2,5,3,0,8,1,0,0,0,0,0,0,0.152,0.136,0.5,5,9,"47,580",161,100,rtol,8,,sunny
131,7/25/12,LAD,STL,L 2-3,44,42,2,8,3,1,0,2,1,0,9,0,0,1,0,1,0,0,-0.767,-3.584,1.498,6,16,"37,841",235,102,rtol,8,,cloudy
132,7/25/12,STL,LAD,W 3-2,46,37,3,6,1,0,0,2,7,0,11,0,1,1,1,1,0,0,-0.267,-2.166,1.73,8,17,"37,841",235,102,rtol,8,,cloudy
133,7/24/12,LAD,STL,L 2-8,35,33,2,7,2,0,0,2,1,0,8,1,0,0,2,3,0,0,-0.067,-2.188,0.85,6,15,"38,195",174,103,torf,5,,cloudy
134,7/24/12,STL,LAD,W 8-2,39,31,8,8,3,0,0,8,6,1,5,1,1,0,0,0,1,0,0.431,4.276,0.918,7,13,"38,195",174,103,torf,5,,cloudy
135,7/23/12,LAD,STL,W 5-3,36,33,5,7,2,0,1,5,3,0,4,0,0,0,1,1,0,1,0.183,0.811,0.712,4,14,"42,806",186,103,rtol,8,,sunny
136,7/23/12,STL,LAD,L 3-5,36,35,3,9,2,0,1,3,1,0,6,0,0,0,0,1,1,0,-0.317,-1.188,1.132,6,15,"42,806",186,103,rtol,8,,sunny
137,7/18/12,KCR,SEA,W 8-7,40,37,8,14,4,0,2,8,3,0,2,0,0,0,0,1,0,0,0.638,3.954,1.105,8,9,"17,312",183,103,rtol,12,,sunny
138,7/18/12,SEA,KCR,L 7-8,42,41,7,14,1,1,2,7,1,0,10,0,0,0,0,0,0,0,0.138,2.451,1.447,8,10,"17,312",183,103,rtol,12,,sunny
139,7/17/12,LAA,DET,W 13-0,48,44,13,18,3,0,5,13,4,0,8,0,0,0,0,2,0,0,0.4,8.319,0.238,8,12,"33,950",189,100,tolf,12,,cloudy
140,7/17/12,DET,LAA,L 0-13,37,30,0,4,0,0,0,0,6,0,3,1,0,0,0,1,0,0,-0.098,-4.682,0.201,10,12,"33,950",189,100,tolf,12,,cloudy
141,7/7/12,WSN,COL,W 4-1,32,29,4,8,1,0,1,2,2,0,9,0,1,0,1,3,0,0,0.162,0.161,0.852,4,14,"28,032",182,101,ltor,2,,cloudy
142,7/7/12,COL,WSN,L 1-4,36,32,1,6,2,0,0,1,3,0,12,0,0,1,0,0,1,0,-0.34,-3.318,1.075,8,15,"28,032",182,101,ltor,2,,cloudy
143,7/7/12,STL,MIA,W 3-2,36,32,3,8,2,1,0,3,2,0,8,2,0,0,0,0,0,0,0.047,-0.725,1.167,9,13,"41,312",149,106,fromrf,4,,cloudy
144,7/7/12,MIA,STL,L 2-3,34,33,2,6,1,0,1,2,1,0,6,0,0,0,1,0,0,0,-0.455,-2.189,1.312,5,13,"41,312",149,106,fromrf,4,,cloudy
145,7/6/12,STL,MIA,L 2-3,40,36,2,12,6,0,0,2,1,0,5,2,1,0,0,2,0,0,-0.452,-2.187,1.703,11,15,"46,721",191,103,fromrf,10,,sunny
